[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 1] حِينَئِذٍ خَاطَبَ يَسُوعُ ٱلْجُمُوعَ وَتَلَامِيذَهُ
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 2] قَائِلًا: «عَلَى كُرْسِيِّ مُوسَى جَلَسَ ٱلْكَتَبَةُ وَٱلْفَرِّيسِيُّونَ،
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 3] فَكُلُّ مَا قَالُوا لَكُمْ أَنْ تَحْفَظُوهُ فَٱحْفَظُوهُ وَٱفْعَلُوهُ، وَلَكِنْ حَسَبَ أَعْمَالِهِمْ لَا تَعْمَلُوا، لِأَنَّهُمْ يَقُولُونَ وَلَا يَفْعَلُونَ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 4] فَإِنَّهُمْ يَحْزِمُونَ أَحْمَالًا ثَقِيلَةً عَسِرَةَ ٱلْحَمْلِ وَيَضَعُونَهَا عَلَى أَكْتَافِ ٱلنَّاسِ، وَهُمْ لَا يُرِيدُونَ أَنْ يُحَرِّكُوهَا بِإِصْبِعِهِمْ،
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 5] وَكُلَّ أَعْمَالِهِمْ يَعْمَلُونَهَا لِكَيْ تَنْظُرَهُمُ ٱلنَّاسُ: فَيُعَرِّضُونَ عَصَائِبَهُمْ وَيُعَظِّمُونَ أَهْدَابَ ثِيَابِهِمْ،
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 6] وَيُحِبُّونَ ٱلْمُتَّكَأَ ٱلْأَوَّلَ فِي ٱلْوَلَائِمِ، وَٱلْمَجَالِسَ ٱلْأُولَى فِي ٱلْمَجَامِعِ،
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 7] وَٱلتَّحِيَّاتِ فِي ٱلْأَسْوَاقِ، وَأَنْ يَدْعُوَهُمُ ٱلنَّاسُ: سَيِّدِي سَيِّدِي!
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 8] وَأَمَّا أَنْتُمْ فَلَا تُدْعَوْا سَيِّدِي، لِأَنَّ مُعَلِّمَكُمْ وَاحِدٌ ٱلْمَسِيحُ، وَأَنْتُمْ جَمِيعًا إِخْوَةٌ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 9] وَلَا تَدْعُوا لَكُمْ أَبًا عَلَى ٱلْأَرْضِ، لِأَنَّ أَبَاكُمْ وَاحِدٌ ٱلَّذِي فِي ٱلسَّمَاوَاتِ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 10] وَلَا تُدْعَوْا مُعَلِّمِينَ، لِأَنَّ مُعَلِّمَكُمْ وَاحِدٌ ٱلْمَسِيحُ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 11] وَأَكْبَرُكُمْ يَكُونُ خَادِمًا لَكُمْ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 12] فَمَنْ يَرْفَعْ نَفْسَهُ يَتَّضِعْ، وَمَنْ يَضَعْ نَفْسَهُ يَرْتَفِعْ. الويلات للكتبة والفريسيين
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 13] «لَكِنْ وَيْلٌ لَكُمْ أَيُّهَا ٱلْكَتَبَةُ وَٱلْفَرِّيسِيُّونَ ٱلْمُرَاؤُونَ! لِأَنَّكُمْ تُغْلِقُونَ مَلَكُوتَ ٱلسَّمَاوَاتِ قُدَّامَ ٱلنَّاسِ، فَلَا تَدْخُلُونَ أَنْتُمْ وَلَا تَدَعُونَ ٱلدَّاخِلِينَ يَدْخُلُونَ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 14] وَيْلٌ لَكُمْ أَيُّهَا ٱلْكَتَبَةُ وَٱلْفَرِّيسِيُّونَ ٱلْمُرَاؤُونَ! لِأَنَّكُمْ تَأْكُلُونَ بُيُوتَ ٱلْأَرَامِلِ، ولِعِلَّةٍ تُطِيلُونَ صَلَوَاتِكُمْ. لِذَلِكَ تَأْخُذُونَ دَيْنُونَةً أَعْظَمَ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 15] وَيْلٌ لَكُمْ أَيُّهَا ٱلْكَتَبَةُ وَٱلْفَرِّيسِيُّونَ ٱلْمُرَاؤُونَ! لِأَنَّكُمْ تَطُوفُونَ ٱلْبَحْرَ وَٱلْبَرَّ لِتَكْسَبُوا دَخِيلًا وَاحِدًا، وَمَتَى حَصَلَ تَصْنَعُونَهُ ٱبْنًا لِجَهَنَّمَ أَكْثَرَ مِنْكُمْ مُضَاعَفًا.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 16] وَيْلٌ لَكُمْ أَيُّهَا ٱلْقَادَةُ ٱلْعُمْيَانُ! ٱلْقَائِلُونَ: مَنْ حَلَفَ بِٱلْهَيْكَلِ فَلَيْسَ بِشَيْءٍ، وَلَكِنْ مَنْ حَلَفَ بِذَهَبِ ٱلْهَيْكَلِ يَلْتَزِمُ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 17] أَيُّهَا ٱلْجُهَّالُ وَٱلْعُمْيَانُ! أَيُّمَا أَعْظَمُ: أَلذَّهَبُ أَمِ ٱلْهَيْكَلُ ٱلَّذِي يُقَدِّسُ ٱلذَّهَبَ؟
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 18] وَمَنْ حَلَفَ بِٱلْمَذْبَحِ فَلَيْسَ بِشَيْءٍ، وَلَكِنْ مَنْ حَلَفَ بِٱلْقُرْبَانِ ٱلَّذِي عَلَيْهِ يَلْتَزِمُ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 19] أَيُّهَا ٱلْجُهَّالُ وَٱلْعُمْيَانُ! أَيُّمَا أَعْظَمُ: ٱلْقُرْبَانُ أَمِ ٱلْمَذْبَحُ ٱلَّذِي يُقَدِّسُ ٱلْقُرْبَانَ؟
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 20] فَإِنَّ مَنْ حَلَفَ بِٱلْمَذْبَحِ فَقَدْ حَلَفَ بِهِ وَبِكُلِّ مَا عَلَيْهِ!
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 21] وَمَنْ حَلَفَ بِٱلْهَيْكَلِ فَقَدْ حَلَفَ بِهِ وَبِالسَّاكِنِ فِيهِ،
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 22] وَمَنْ حَلَفَ بِٱلسَّمَاءِ فَقَدْ حَلَفَ بِعَرْشِ ٱللهِ وَبِالْجَالِسِ عَلَيْهِ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 23] وَيْلٌ لَكُمْ أَيُّهَا ٱلْكَتَبَةُ وَٱلْفَرِّيسِيُّونَ ٱلْمُرَاؤُونَ! لِأَنَّكُمْ تُعَشِّرُونَ ٱلنَّعْنَعَ وَٱلشِّبِثَّ وَٱلْكَمُّونَ، وَتَرَكْتُمْ أَثْقَلَ ٱلنَّامُوسِ: ٱلْحَقَّ وَٱلرَّحْمَةَ وَٱلْإِيمَانَ. كَانَ يَنْبَغِي أَنْ تَعْمَلُوا هَذِهِ وَلَا تَتْرُكُوا تِلْكَ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 24] أَيُّهَا ٱلْقَادَةُ ٱلْعُمْيَانُ! ٱلَّذِينَ يُصَفُّونَ عَنِ ٱلْبَعُوضَةِ وَيَبْلَعُونَ ٱلْجَمَلَ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 25] وَيْلٌ لَكُمْ أَيُّهَا ٱلْكَتَبَةُ وَٱلْفَرِّيسِيُّونَ ٱلْمُرَاؤُونَ! لِأَنَّكُمْ تُنَقُّونَ خَارِجَ ٱلْكَأْسِ وَٱلصَّحْفَةِ، وَهُمَا مِنْ دَاخِلٍ مَمْلُوآنِ ٱخْتِطَافًا وَدَعَارَةً.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 26] أَيُّهَا ٱلْفَرِّيسِيُّ ٱلْأَعْمَى! نَقِّ أَوَّلًا دَاخِلَ ٱلْكَأْسِ وَٱلصَّحْفَةِ لِكَيْ يَكُونَ خَارِجُهُمَا أَيْضًا نَقِيًّا.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 27] وَيْلٌ لَكُمْ أَيُّهَا ٱلْكَتَبَةُ وَٱلْفَرِّيسِيُّونَ ٱلْمُرَاؤُونَ! لِأَنَّكُمْ تُشْبِهُونَ قُبُورًا مُبَيَّضَةً تَظْهَرُ مِنْ خَارِجٍ جَمِيلَةً، وَهِيَ مِنْ دَاخِلٍ مَمْلُوءَةٌ عِظَامَ أَمْوَاتٍ وَكُلَّ نَجَاسَةٍ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 28] هَكَذَا أَنْتُمْ أَيْضًا: مِنْ خَارِجٍ تَظْهَرُونَ لِلنَّاسِ أَبْرَارًا، وَلَكِنَّكُمْ مِنْ دَاخِلٍ مَشْحُونُونَ رِيَاءً وَإِثْمًا.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 29] وَيْلٌ لَكُمْ أَيُّهَا ٱلْكَتَبَةُ وَٱلْفَرِّيسِيُّونَ ٱلْمُرَاؤُونَ! لِأَنَّكُمْ تَبْنُونَ قُبُورَ ٱلْأَنْبِيَاءِ وَتُزَيِّنُونَ مَدَافِنَ ٱلصِّدِّيقِينَ،
