[DRA | EN | OT | Sirach | Chapter 36 | Verse 1] Have mercy upon us, O God of all, and behold us, and shew us the light of thy mercies:
[DRA | EN | OT | Sirach | Chapter 36 | Verse 2] And send thy fear upon the nations, that have not sought after thee: that they may know that there is no God beside thee, and that they may shew forth thy wonders.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 3] Lift up thy hand over the strange nations, that they may see thy power.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 4] For as thou hast been sanctified in us in their sight, so thou shalt be magnified among them in our presence,
[DRA | EN | OT | Sirach | Chapter 36 | Verse 5] That they may know thee, as we also have known thee, that there is no God beside thee, O Lord.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 6] Renew thy signs, and work new miracles.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 7] Glorify thy hand, and thy right arm.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 8] Raise up indignation, and pour out wrath.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 9] Take away the adversary, and crush the enemy.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 10] Hasten the time, and remember the end, that they may declare thy wonderful works.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 11] Let him that escapeth be consumed by the rage of the fire: and let them perish that oppress thy people.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 12] Crush the head of the princes of the enemies that say: There is no other beside us.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 13] Gather together all the tribes of Jacob: that they may know that there is no God besides thee, and may declare thy great works: and thou shalt inherit them as from the beginning.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 14] Have mercy on thy people, upon whom thy name is invoked: and upon Israel, whom thou hast raised up to be thy firstborn.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 15] Have mercy on Jerusalem, the city which thou hast sanctified, the city of thy rest.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 16] Fill Sion with thy unspeakable words, and thy people with thy glory.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 17] Give testimony to them that are thy creatures from the beginning, and raise up the prophecies which the former prophets spoke in thy name.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 18] Reward them that patiently wait for thee, that thy prophets may be found faithful: and hear the prayers of thy servants,
[DRA | EN | OT | Sirach | Chapter 36 | Verse 19] According to the blessing of Aaron over thy people, and direct us into the way of justice, and let all know that dwell upon the earth, that thou art God the beholder of all ages.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 20] The belly will devour all meat, yet one is better than another.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 21] The palate tasteth venison and the wise heart false speeches.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 22] A perverse heart will cause grief, and a man of experience will resist it.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 23] A woman will receive every man: yet one daughter is better than another.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 24] The beauty of a woman cheereth the countenance of her husband, and a man desireth nothing more.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 25] If she have a tongue that can cure, and likewise mitigate and shew mercy: her husband is not like other men.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 26] He that possesseth a good wife, beginneth a possession: she is a help like to himself, and a pillar of rest.
[DRA | EN | OT | Sirach | Chapter 36 | Verse 27] Where there is no hedge, the possession shall be spoiled: and where there is no wife, he mourneth that is in want.
