[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 1] ਮੂਸਾ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਬਜ਼ੁਰਗਾਂ ਨੇ ਪਰਜਾ ਨੂੰ ਹੁਕਮ ਦੇ ਕੇ ਆਖਿਆ, “ਇਨ੍ਹਾਂ ਸਾਰੇ ਹੁਕਮਾਂ ਦੀ ਜਿਹੜੇ ਮੈਂ ਅੱਜ ਤੁਹਾਨੂੰ ਦਿੰਦਾ ਹਾਂ, ਪਾਲਣਾ ਕਰੋ।
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 2] ਜਦ ਤੁਸੀਂ ਯਰਦਨ ਨਦੀ ਤੋਂ ਪਾਰ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਪਹੁੰਚੋਗੇ, ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਦਿੰਦਾ ਹੈ, ਤਦ ਤੁਸੀਂ ਆਪਣੇ ਲਈ ਵੱਡੇ-ਵੱਡੇ ਪੱਥਰ ਖੜ੍ਹੇ ਕਰਿਓ ਅਤੇ ਉਨ੍ਹਾਂ ਉੱਤੇ ਲਿਪਾਈ ਕਰਿਓ।
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 3] ਜਦ ਤੁਸੀਂ ਪਾਰ ਲੰਘ ਜਾਓ ਤਾਂ ਤੁਸੀਂ ਉਹਨਾਂ ਉੱਤੇ ਇਸ ਬਿਵਸਥਾ ਦੀਆਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਲਿਖਿਓ ਤਾਂ ਜੋ ਤੁਸੀਂ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਪਹੁੰਚੋ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਦਿੰਦਾ ਹੈ, ਜਿੱਥੇ ਦੁੱਧ ਅਤੇ ਸ਼ਹਿਦ ਵਗਦਾ ਹੈ, ਜਿਵੇਂ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਦੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਨੂੰ ਬਚਨ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 4] ਫੇਰ ਜਦ ਤੁਸੀਂ ਯਰਦਨ ਤੋਂ ਪਾਰ ਲੰਘੋ ਤਾਂ ਤੁਸੀਂ ਇਹਨਾਂ ਪੱਥਰਾਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਦੇ ਵਿਖੇ ਮੈਂ ਤੁਹਾਨੂੰ ਅੱਜ ਹੁਕਮ ਦਿੱਤਾ ਹੈ, ਏਬਾਲ ਪਰਬਤ ਉੱਤੇ ਖੜ੍ਹਾ ਕਰ ਕੇ ਉਹਨਾਂ ਉੱਤੇ ਲਿਪਾਈ ਕਰ ਦਿਓ।
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 5] ਤੁਸੀਂ ਉੱਥੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਇੱਕ ਜਗਵੇਦੀ ਬਣਾਇਓ ਅਰਥਾਤ ਪੱਥਰਾਂ ਦੀ ਇੱਕ ਜਗਵੇਦੀ। ਤੁਸੀਂ ਉਹਨਾਂ ਉੱਤੇ ਲੋਹੇ ਦਾ ਕੋਈ ਸੰਦ ਨਾ ਚਲਾਇਓ।
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 6] ਤੁਸੀਂ ਅਣਘੜਤ ਪੱਥਰਾਂ ਨਾਲ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਜਗਵੇਦੀ ਬਣਾਇਓ ਅਤੇ ਤੁਸੀਂ ਉਸ ਉੱਤੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਹੋਮ ਦੀਆਂ ਭੇਟਾਂ ਚੜ੍ਹਾਇਓ,
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 7] ਤੁਸੀਂ ਉੱਥੇ ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਬਲੀਆਂ ਚੜ੍ਹਾਇਓ ਅਤੇ ਉੱਥੇ ਹੀ ਭੋਜਨ ਖਾਇਓ ਅਤੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਨਮੁਖ ਅਨੰਦ ਕਰਿਓ।
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 8] ਤੁਸੀਂ ਉਹਨਾਂ ਪੱਥਰਾਂ ਉੱਤੇ ਇਸ ਬਿਵਸਥਾ ਦੀਆਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਸਾਫ਼-ਸਾਫ਼ ਲਿਖਿਓ।”
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 9] ਤਦ ਮੂਸਾ ਅਤੇ ਲੇਵੀ ਜਾਜਕਾਂ ਨੇ ਸਾਰੇ ਇਸਰਾਏਲ ਨੂੰ ਆਖਿਆ, “ਹੇ ਇਸਰਾਏਲ, ਚੁੱਪ ਰਹਿ ਕੇ ਸੁਣੋ! ਅੱਜ ਦੇ ਦਿਨ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਪਰਜਾ ਹੋ ਗਏ ਹੋ,
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 10] ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਅਵਾਜ਼ ਨੂੰ ਸੁਣੋ ਅਤੇ ਉਸ ਦੇ ਹੁਕਮਾਂ ਅਤੇ ਬਿਧੀਆਂ ਨੂੰ ਜਿਹੜੀਆਂ ਮੈਂ ਅੱਜ ਤੁਹਾਨੂੰ ਦਿੰਦਾ ਹਾਂ, ਪੂਰਾ ਕਰੋ।”
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 11] ਮੂਸਾ ਨੇ ਉਸੇ ਦਿਨ ਪਰਜਾ ਨੂੰ ਇਹ ਹੁਕਮ ਦਿੱਤਾ,
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 12] ਜਦ ਤੁਸੀਂ ਯਰਦਨ ਨਦੀ ਪਾਰ ਲੰਘ ਜਾਓਗੇ ਤਦ ਸ਼ਿਮਓਨ, ਲੇਵੀ, ਯਹੂਦਾਹ, ਯਿੱਸਾਕਾਰ, ਯੂਸੁਫ਼ ਅਤੇ ਬਿਨਯਾਮੀਨ, ਇਹ ਗਰਿੱਜ਼ੀਮ ਪਰਬਤ ਉੱਤੇ ਖੜ੍ਹੇ ਹੋ ਕੇ ਪਰਜਾ ਨੂੰ ਅਸੀਸ ਦੇਣ,
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 13] ਅਤੇ ਰਊਬੇਨ, ਗਾਦ, ਆਸ਼ੇਰ ਜ਼ਬੂਲੁਨ, ਦਾਨ ਅਤੇ ਨਫ਼ਤਾਲੀ ਇਹ ਏਬਾਲ ਪਰਬਤ ਉੱਤੇ ਸਰਾਪ ਲਈ ਖੜ੍ਹੇ ਹੋਣ।
