[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 1] ਇਹ ਉਹ ਬਿਧੀਆਂ ਅਤੇ ਕਨੂੰਨ ਹਨ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੁਸੀਂ ਆਪਣੇ ਸਾਰੇ ਜੀਵਨ ਅਰਥਾਤ ਜਦੋਂ ਤੱਕ ਤੁਸੀਂ ਜੀਉਂਦੇ ਰਹੋਗੇ, ਉਸ ਦੇਸ਼ ਵਿੱਚ ਪੂਰਾ ਕਰਨਾ ਹੈ, ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਅਧਿਕਾਰ ਕਰਨ ਲਈ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 2] ਜਿਨ੍ਹਾਂ ਕੌਮਾਂ ਨੂੰ ਤੁਸੀਂ ਕੱਢਣਾ ਹੈ, ਉਨ੍ਹਾਂ ਦੇ ਲੋਕ ਉੱਚੇ ਪਹਾੜਾਂ ਉੱਤੇ, ਟਿੱਲਿਆਂ ਉੱਤੇ, ਹਰੇਕ ਹਰੇ ਰੁੱਖ ਦੇ ਹੇਠ ਅਰਥਾਤ ਜਿਸ ਕਿਸੇ ਸਥਾਨ ਵਿੱਚ ਆਪਣੇ ਦੇਵਤਿਆਂ ਦੀ ਪੂਜਾ ਕਰਦੇ ਹਨ, ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਸਥਾਨਾਂ ਦਾ ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਾਲ ਨਾਸ ਕਰਨਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 3] ਤੁਸੀਂ ਉਹਨਾਂ ਦੀਆਂ ਜਗਵੇਦੀਆਂ ਨੂੰ ਢਾਹ ਸੁੱਟਣਾ, ਉਹਨਾਂ ਦੇ ਥੰਮ੍ਹਾਂ ਨੂੰ ਚੂਰ-ਚੂਰ ਕਰ ਦੇਣਾ, ਉਹਨਾਂ ਦੀ ਅਸ਼ੇਰਾਹ ਦੇਵੀ ਦੀਆਂ ਮੂਰਤਾਂ ਨੂੰ ਅੱਗ ਵਿੱਚ ਸਾੜ ਦੇਣਾ ਅਤੇ ਉਹਨਾਂ ਦੇ ਦੇਵਤਿਆਂ ਦੀਆਂ ਉੱਕਰੀਆਂ ਮੂਰਤਾਂ ਨੂੰ ਤੋੜ ਸੁੱਟਣਾ ਅਤੇ ਉਹਨਾਂ ਦਾ ਨਾਮ ਉਸ ਦੇਸ਼ ਵਿੱਚੋਂ ਮਿਟਾ ਦੇਣਾ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 4] ਜਿਵੇਂ ਉਹ ਕਰਦੇ ਹਨ, ਉਸ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਨਾ ਕਰਨਾ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 5] ਪਰ ਉਹ ਸਥਾਨ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਡੇ ਸਾਰੇ ਗੋਤਾਂ ਦੇ ਵਿੱਚੋਂ ਆਪਣਾ ਨਾਮ ਵਸਾਉਣ ਲਈ ਚੁਣੇਗਾ, ਤੁਸੀਂ ਉਸ ਦੇ ਉਸੇ ਡੇਰੇ ਨੂੰ ਭਾਲਣਾ ਅਤੇ ਉੱਥੇ ਹੀ ਜਾਇਆ ਕਰਨਾ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 6] ਉੱਥੇ ਹੀ ਤੁਸੀਂ ਆਪਣੀਆਂ ਹੋਮ ਬਲੀ ਦੀਆਂ ਭੇਟਾਂ, ਆਪਣੀਆਂ ਬਲੀਆਂ, ਆਪਣੇ ਦਸਵੰਧ, ਆਪਣੀਆਂ ਚੁੱਕਣ ਦੀਆਂ ਭੇਟਾਂ, ਆਪਣੀਆਂ ਸੁੱਖਣਾ ਦੀਆਂ ਭੇਟਾਂ, ਆਪਣੀਆਂ ਖੁਸ਼ੀ ਦੀਆਂ ਭੇਟਾਂ ਅਤੇ ਆਪਣੇ ਚੌਣਿਆਂ ਅਤੇ ਇੱਜੜਾਂ ਦੇ ਪਹਿਲੌਠੇ ਲੈ ਕੇ ਜਾਇਆ ਕਰਨਾ,
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 7] ਅਤੇ ਉੱਥੇ ਹੀ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਨਮੁਖ ਖਾਇਆ ਕਰਨਾ ਅਤੇ ਆਪਣੇ-ਆਪਣੇ ਘਰਾਣੇ ਸਮੇਤ ਆਪਣੇ ਹੱਥਾਂ ਦੇ ਹਰੇਕ ਕੰਮ ਦੇ ਕਾਰਨ, ਜਿਸ ਉੱਤੇ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਨੂੰ ਬਰਕਤ ਦਿੱਤੀ ਹੈ, ਖੁਸ਼ੀ ਮਨਾਇਓ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 8] ਉੱਥੇ ਤੁਸੀਂ ਅਜਿਹਾ ਕੋਈ ਕੰਮ ਨਾ ਕਰਨਾ ਜਿਵੇਂ ਅਸੀਂ ਇੱਥੇ ਕਰਦੇ ਹਾਂ, ਅਰਥਾਤ ਜੋ ਕੁਝ ਜਿਸ ਨੂੰ ਠੀਕ ਲੱਗਦਾ ਹੈ, ਉਹ ਉਹੀ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 9] ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਹੁਣ ਤੱਕ ਉਸ ਅਰਾਮ ਦੇ ਸਥਾਨ ਵਿੱਚ ਨਹੀਂ ਪਹੁੰਚੇ, ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਵਿਰਾਸਤ ਵਿੱਚ ਦੇਣ ਵਾਲਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 10] ਜਦ ਤੁਸੀਂ ਯਰਦਨ ਪਾਰ ਜਾ ਕੇ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਵੱਸ ਜਾਓ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਵਿਰਾਸਤ ਵਿੱਚ ਦਿੰਦਾ ਹੈ ਅਤੇ ਉਹ ਤੁਹਾਨੂੰ ਤੁਹਾਡੇ ਆਲੇ-ਦੁਆਲੇ ਦੇ ਸਾਰੇ ਵੈਰੀਆਂ ਤੋਂ ਅਰਾਮ ਦੇਵੇ ਤਾਂ ਜੋ ਤੁਸੀਂ ਸ਼ਾਂਤੀ ਨਾਲ ਵੱਸ ਜਾਓ,
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 11] ਤਦ ਤੁਸੀਂ ਉਸ ਸਥਾਨ ਨੂੰ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਆਪਣਾ ਨਾਮ ਵਸਾਉਣ ਲਈ ਚੁਣੇਗਾ, ਆਪਣੀਆਂ ਹੋਮ ਬਲੀ ਦੀਆਂ ਭੇਟਾਂ, ਆਪਣੀਆਂ ਬਲੀਆਂ, ਆਪਣੇ ਦਸਵੰਧ, ਆਪਣੀਆਂ ਚੁੱਕਣ ਦੀਆਂ ਭੇਟਾਂ, ਆਪਣੀਆਂ ਮਨ ਭਾਉਂਦੀਆਂ ਸੁੱਖਣਾ ਦੀਆਂ ਭੇਟਾਂ, ਜਿਹੜੀਆਂ ਤੁਸੀਂ ਯਹੋਵਾਹ ਲਈ ਸੁੱਖੀਆਂ ਹਨ, ਅਰਥਾਤ ਜੋ ਕੁਝ ਮੈਂ ਤੁਹਾਨੂੰ ਹੁਕਮ ਦਿੰਦਾ ਹਾਂ, ਉਹ ਸਭ ਕੁਝ ਲਿਆਇਆ ਕਰਨਾ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 12] ਤੁਸੀਂ, ਤੁਹਾਡੇ ਪੁੱਤਰ, ਤੁਹਾਡੀਆਂ ਧੀਆਂ, ਤੁਹਾਡੇ ਦਾਸ, ਤੁਹਾਡੀਆਂ ਦਾਸੀਆਂ ਸਭ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਅਨੰਦ ਕਰਨ ਅਤੇ ਉਹ ਲੇਵੀ ਵੀ ਜਿਹੜਾ ਤੁਹਾਡੇ ਫਾਟਕਾਂ ਦੇ ਅੰਦਰ ਹੈ, ਕਿਉਂ ਜੋ ਉਸ ਦਾ ਤੁਹਾਡੇ ਨਾਲ ਕੋਈ ਹਿੱਸਾ ਜਾਂ ਵਿਰਾਸਤ ਨਹੀਂ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 13] ਖ਼ਬਰਦਾਰ ਰਹੋ, ਤੁਸੀਂ ਆਪਣੀਆਂ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ ਜਿੱਥੇ ਕਿਤੇ ਤੁਹਾਨੂੰ ਚੰਗਾ ਲੱਗੇ, ਉੱਥੇ ਨਾ ਚੜ੍ਹਾਇਓ,
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 14] ਪਰ ਉਸ ਸਥਾਨ ਵਿੱਚ ਹੀ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਕਿਸੇ ਗੋਤ ਵਿੱਚੋਂ ਚੁਣੇ, ਤੁਸੀਂ ਆਪਣੀਆਂ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ ਚੜ੍ਹਾਇਓ ਅਤੇ ਜੋ ਕੁਝ ਮੈਂ ਤੁਹਾਨੂੰ ਹੁਕਮ ਦਿੰਦਾ, ਉੱਥੇ ਉਹ ਹੀ ਕਰਿਓ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 15] ਪਰ ਤੁਸੀਂ ਆਪਣੇ ਫਾਟਕਾਂ ਦੇ ਅੰਦਰ ਆਪਣੇ ਮਨ ਦੀ ਪੂਰੀ ਇੱਛਾ ਅਤੇ ਉਸ ਬਰਕਤ ਦੇ ਅਨੁਸਾਰ ਜੋ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਨੂੰ ਦਿੱਤੀ ਹੈ, ਪਸ਼ੂ ਨੂੰ ਵੱਢ ਕੇ ਖਾਇਓ। ਸ਼ੁੱਧ ਅਤੇ ਅਸ਼ੁੱਧ ਦੋਵੇਂ ਮਨੁੱਖ ਉਸ ਨੂੰ ਖਾ ਸਕਦੇ ਹਨ, ਜਿਵੇਂ ਚਿਕਾਰੇ ਅਤੇ ਹਿਰਨ ਨੂੰ ਖਾਂਦੇ ਹਨ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 16] ਪਰ ਉਸ ਦਾ ਲਹੂ ਤੁਸੀਂ ਨਾ ਖਾਣਾ, ਉਸ ਨੂੰ ਪਾਣੀ ਦੀ ਤਰ੍ਹਾਂ ਭੂਮੀ ਉੱਤੇ ਡੋਲ੍ਹ ਦੇਣਾ।
