[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 1] ਹੇ ਇਸਰਾਏਲ, ਸੁਣੋ, ਅੱਜ ਤੁਸੀਂ ਯਰਦਨ ਤੋਂ ਪਾਰ ਲੰਘਣਾ ਹੈ, ਤਾਂ ਜੋ ਤੁਸੀਂ ਅੰਦਰ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਕੌਮਾਂ ਉੱਤੇ ਜਿਹੜੀਆਂ ਤੁਹਾਡੇ ਨਾਲੋਂ ਵੱਡੀਆਂ ਅਤੇ ਬਲਵੰਤ ਹਨ ਅਤੇ ਸ਼ਹਿਰਾਂ ਉੱਤੇ ਜਿਹੜੇ ਵੱਡੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਕੰਧਾਂ ਅਕਾਸ਼ ਤੱਕ ਹਨ, ਅਧਿਕਾਰ ਕਰ ਲਓ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 2] ਉਹ ਕੌਮ ਵੱਡੀ ਅਤੇ ਉਸ ਦੇ ਲੋਕ ਉੱਚੇ-ਲੰਮੇ ਹਨ, ਅਰਥਾਤ ਅਨਾਕੀ ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੁਸੀਂ ਜਾਣਦੇ ਹੋ ਅਤੇ ਜਿਨ੍ਹਾਂ ਦੇ ਵਿਖੇ ਤੁਸੀਂ ਸੁਣਿਆ ਹੈ ਕਿ ਅਨਾਕੀਆਂ ਦੇ ਅੱਗੇ ਕੌਣ ਖੜ੍ਹਾ ਰਹਿ ਸਕਦਾ ਹੈ?
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 3] ਤੁਸੀਂ ਅੱਜ ਜਾਣ ਲਓ ਕਿ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਡੇ ਅੱਗੇ-ਅੱਗੇ ਭਸਮ ਕਰਨ ਵਾਲੀ ਅੱਗ ਵਾਂਗੂੰ ਲੰਘਣ ਵਾਲਾ ਹੈ। ਉਹ ਉਹਨਾਂ ਦਾ ਨਾਸ ਕਰੇਗਾ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਤੁਹਾਡੇ ਅੱਗੇ ਨੀਵਾਂ ਕਰੇਗਾ ਅਤੇ ਤੁਸੀਂ ਉਹਨਾਂ ਨੂੰ ਕੱਢ ਦਿਓਗੇ, ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਨੂੰ ਆਖਿਆ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 4] ਜਦ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਉਹਨਾਂ ਨੂੰ ਤੁਹਾਡੇ ਅੱਗਿਓਂ ਕੱਢ ਦੇਵੇ ਤਾਂ ਤੁਸੀਂ ਆਪਣੇ ਮਨ ਵਿੱਚ ਇਹ ਨਾ ਆਖਿਓ ਕਿ ਸਾਡੇ ਧਰਮ ਦੇ ਕਾਰਨ ਯਹੋਵਾਹ ਸਾਨੂੰ ਇਸ ਦੇਸ਼ ਉੱਤੇ ਕਬਜ਼ਾ ਕਰਨ ਲਈ ਲਿਆਇਆ ਹੈ। ਨਹੀਂ, ਸਗੋਂ ਉਹਨਾਂ ਕੌਮਾਂ ਦੀ ਬੁਰਿਆਈ ਦੇ ਕਾਰਨ ਯਹੋਵਾਹ ਉਹਨਾਂ ਨੂੰ ਤੁਹਾਡੇ ਅੱਗਿਓਂ ਕੱਢ ਰਿਹਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 5] ਨਾ ਤਾਂ ਤੁਸੀਂ ਆਪਣੇ ਧਰਮ ਦੇ ਕਾਰਨ, ਨਾ ਹੀ ਆਪਣੇ ਮਨ ਦੀ ਸਿਧਿਆਈ ਦੇ ਕਾਰਨ ਇਨ੍ਹਾਂ ਦੇ ਦੇਸ਼ ਉੱਤੇ ਕਬਜ਼ਾ ਕਰਨ ਲਈ ਜਾਂਦੇ ਹੋ, ਸਗੋਂ ਇਨ੍ਹਾਂ ਕੌਮਾਂ ਦੀ ਬੁਰਿਆਈ ਦੇ ਕਾਰਨ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਇਨ੍ਹਾਂ ਨੂੰ ਤੁਹਾਡੇ ਅੱਗਿਓਂ ਕੱਢਦਾ ਹੈ ਅਤੇ ਇਸ ਲਈ ਵੀ ਕਿ ਉਹ ਉਸ ਬਚਨ ਨੂੰ ਕਾਇਮ ਰੱਖੇ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਅਰਥਾਤ ਅਬਰਾਹਾਮ, ਇਸਹਾਕ ਅਤੇ ਯਾਕੂਬ ਨਾਲ ਸਹੁੰ ਖਾ ਕੇ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 6] ਤੁਸੀਂ ਜਾਣ ਲਓ ਕਿ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਡੇ ਧਰਮ ਦੇ ਕਾਰਨ ਇਹ ਚੰਗਾ ਦੇਸ਼ ਤੁਹਾਨੂੰ ਅਧਿਕਾਰ ਕਰਨ ਲਈ ਨਹੀਂ ਦਿੰਦਾ, ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਹਠੀਲੇ ਲੋਕ ਹੋ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 7] ਯਾਦ ਰੱਖੋ ਅਤੇ ਭੁੱਲ ਨਾ ਜਾਇਓ ਕਿ ਤੁਸੀਂ ਕਿਵੇਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਉਜਾੜ ਵਿੱਚ ਕ੍ਰੋਧਿਤ ਕੀਤਾ। ਜਿਸ ਦਿਨ ਤੋਂ ਤੁਸੀਂ ਮਿਸਰ ਦੇਸ਼ ਤੋਂ ਨਿੱਕਲੇ ਅਤੇ ਜਦ ਤੱਕ ਤੁਸੀਂ ਇਸ ਸਥਾਨ ਉੱਤੇ ਆਏ, ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਵਿਦਰੋਹ ਹੀ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 8] ਹੋਰੇਬ ਵਿੱਚ ਵੀ ਤੁਸੀਂ ਯਹੋਵਾਹ ਨੂੰ ਕ੍ਰੋਧਿਤ ਕੀਤਾ ਅਤੇ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਨਾਸ ਕਰਨ ਲਈ ਕ੍ਰੋਧਵਾਨ ਹੋਇਆ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 9] ਜਦ ਮੈਂ ਪਰਬਤ ਉੱਤੇ ਪੱਥਰ ਦੀਆਂ ਫੱਟੀਆਂ ਲੈਣ ਨੂੰ ਚੜ੍ਹਿਆ ਅਰਥਾਤ ਉਸ ਨੇਮ ਦੀਆਂ ਫੱਟੀਆਂ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਡੇ ਨਾਲ ਬੰਨ੍ਹਿਆ ਸੀ, ਤਦ ਮੈਂ ਪਰਬਤ ਉੱਤੇ ਚਾਲ੍ਹੀ ਦਿਨ ਅਤੇ ਚਾਲ੍ਹੀ ਰਾਤ ਰਿਹਾ। ਮੈਂ ਨਾ ਰੋਟੀ ਖਾਧੀ ਅਤੇ ਨਾ ਪਾਣੀ ਪੀਤਾ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 10] ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਪੱਥਰ ਦੀਆਂ ਦੋ ਫੱਟੀਆਂ ਦਿੱਤੀਆਂ, ਜਿਹੜੀਆਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਹੱਥੀਂ ਲਿਖੀਆਂ ਹੋਈਆਂ ਸਨ ਅਤੇ ਉਹਨਾਂ ਉੱਤੇ ਉਨ੍ਹਾਂ ਸਾਰੇ ਬਚਨਾਂ ਦੇ ਅਨੁਸਾਰ ਲਿਖਿਆ ਹੋਇਆ ਸੀ, ਜਿਹੜੇ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਡੇ ਨਾਲ ਪਰਬਤ ਉੱਤੇ ਅੱਗ ਦੇ ਵਿੱਚੋਂ ਸਭਾ ਦੇ ਦਿਨ ਬੋਲੇ ਸਨ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 11] ਚਾਲ੍ਹੀ ਦਿਨਾਂ ਅਤੇ ਚਾਲ੍ਹੀ ਰਾਤਾਂ ਦੇ ਅੰਤ ਵਿੱਚ ਯਹੋਵਾਹ ਨੇ ਉਹ ਦੋਵੇਂ ਪੱਥਰ ਦੀਆਂ ਫੱਟੀਆਂ ਅਰਥਾਤ ਨੇਮ ਦੀਆਂ ਫੱਟੀਆਂ ਮੈਨੂੰ ਦਿੱਤੀਆਂ।
