[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 1] ਹੇ ਅਕਾਸ਼, ਕੰਨ ਲਾ ਅਤੇ ਮੈਂ ਬੋਲਾਂਗਾ, ਹੇ ਧਰਤੀ, ਮੇਰੇ ਮੂੰਹ ਦੇ ਬਚਨ ਸੁਣ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 2] ਮੇਰਾ ਉਪਦੇਸ਼ ਮੀਂਹ ਵਾਂਗੂੰ ਵਰ੍ਹੇਗਾ, ਮੇਰਾ ਬੋਲ ਤ੍ਰੇਲ ਵਾਂਗੂੰ ਪਵੇਗਾ, ਜਿਵੇਂ ਕੂਲੇ-ਕੂਲੇ ਘਾਹ ਉੱਤੇ ਫੁਹਾਰ, ਸਾਗ ਪੱਤ ਉੱਤੇ ਝੜ੍ਹੀਆਂ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 3] ਮੈਂ ਤਾਂ ਯਹੋਵਾਹ ਦੇ ਨਾਮ ਦਾ ਪ੍ਰਚਾਰ ਕਰਾਂਗਾ, ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਹਾਨਤਾ ਨੂੰ ਮੰਨੋ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 4] ਉਹ ਚੱਟਾਨ ਹੈ, ਉਸ ਦੇ ਕੰਮ ਸਿੱਧ ਹਨ, ਕਿਉਂ ਜੋ ਉਸ ਦੇ ਸਾਰੇ ਮਾਰਗ ਨਿਆਂ ਦੇ ਹਨ। ਉਹ ਸਚਿਆਈ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹੈ, ਉਸ ਵਿੱਚ ਬੁਰਿਆਈ ਹੈ ਨਹੀਂ, ਉਹ ਧਰਮੀ ਅਤੇ ਸੱਚਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 5] ਉਹ ਵਿਗੜ ਗਏ ਹਨ, ਉਹ ਉਸ ਦੇ ਪੁੱਤਰ ਨਹੀਂ ਸਗੋਂ ਕਲੰਕੀ ਹਨ, ਇਹ ਪੀੜ੍ਹੀ ਟੇਢੀ ਅਤੇ ਦੁਸ਼ਟ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 6] ਹੇ ਮੂਰਖ ਅਤੇ ਮੱਤਹੀਣ ਪਰਜਾ, ਕੀ ਤੁਸੀਂ ਯਹੋਵਾਹ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਬਦਲਾ ਦਿੰਦੇ ਹੋ? ਕੀ ਉਹ ਤੇਰਾ ਪਿਤਾ ਨਹੀਂ ਜਿਸ ਨੇ ਤੈਨੂੰ ਮੁੱਲ ਲਿਆ, ਉਸ ਨੇ ਤੈਨੂੰ ਬਣਾਇਆ ਅਤੇ ਕਾਇਮ ਕੀਤਾ?
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 7] ਪੁਰਾਣਿਆਂ ਦਿਨਾਂ ਨੂੰ ਯਾਦ ਕਰੋ, ਪੀੜ੍ਹੀ-ਪੀੜ੍ਹੀ ਦੇ ਦਿਨਾਂ ਉੱਤੇ ਵਿਚਾਰ ਕਰੋ, ਆਪਣੇ ਪਿਤਾ ਤੋਂ ਪੁੱਛੋ, ਉਹ ਤੈਨੂੰ ਦੱਸੇਗਾ, ਆਪਣੇ ਬਜ਼ੁਰਗਾਂ ਤੋਂ, ਉਹ ਤੈਨੂੰ ਆਖਣਗੇ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 8] ਜਦ ਅੱਤ ਮਹਾਨ ਨੇ ਕੌਮਾਂ ਨੂੰ ਵਿਰਾਸਤ ਵੰਡੀ, ਜਦ ਉਸ ਨੇ ਆਦਮ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਵੱਖ-ਵੱਖ ਕੀਤਾ, ਤਦ ਉਸ ਨੇ ਉੱਮਤਾਂ ਦੀਆਂ ਹੱਦਾਂ, ਇਸਰਾਏਲੀਆਂ ਦੀ ਗਿਣਤੀ ਦੇ ਅਨੁਸਾਰ ਬੰਨ੍ਹੀਆਂ,
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 9] ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਦਾ ਹਿੱਸਾ ਉਸ ਦੀ ਪਰਜਾ ਹੈ, ਯਾਕੂਬ ਉਸ ਦੀ ਵਿਰਾਸਤ ਦਾ ਭਾਗ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 10] ਉਸ ਨੇ ਉਹ ਨੂੰ ਉਜਾੜ ਧਰਤੀ ਵਿੱਚੋਂ, ਅਤੇ ਸੁੰਨਸਾਨ ਜੰਗਲ ਵਿੱਚੋਂ ਲੱਭਿਆ। ਉਸ ਨੇ ਉਹ ਨੂੰ ਘੇਰੇ ਵਿੱਚ ਲੈ ਲਿਆ ਅਤੇ ਉਹ ਦੀ ਖ਼ਬਰ ਲਈ, ਅੱਖ ਦੀ ਕਾਕੀ ਵਾਂਗੂੰ ਉਸ ਨੇ ਉਹ ਦੀ ਰਾਖੀ ਕੀਤੀ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 11] ਜਿਸ ਤਰ੍ਹਾਂ ਉਕਾਬ ਆਪਣੇ ਆਲ੍ਹਣੇ ਨੂੰ ਹਿਲਾਉਂਦਾ, ਅਤੇ ਆਪਣੇ ਬੱਚਿਆਂ ਉੱਤੇ ਫੜ ਫੜ੍ਹਾਉਂਦਾ ਹੈ, ਉਸੇ ਤਰ੍ਹਾਂ ਉਸ ਨੇ ਆਪਣੇ ਪਰ ਫੈਲਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਲੈ ਲਿਆ, ਉਸ ਨੇ ਆਪਣੇ ਖੰਭਾਂ ਉੱਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਚੁੱਕ ਲਿਆ,
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 12] ਯਹੋਵਾਹ ਨੇ ਇਕੱਲੇ ਉਸ ਦੀ ਅਗਵਾਈ ਕੀਤੀ, ਅਤੇ ਉਸ ਦੇ ਨਾਲ ਕੋਈ ਪਰਾਇਆ ਦੇਵਤਾ ਨਹੀਂ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 13] ਉਸ ਨੇ ਉਹ ਨੂੰ ਧਰਤੀ ਦੀਆਂ ਉੱਚਿਆਈਆਂ ਉੱਤੇ ਸਵਾਰ ਕੀਤਾ, ਸੋ ਉਸ ਨੇ ਖੇਤ ਦੀ ਪੈਦਾਵਾਰ ਖਾਧੀ, ਅਤੇ ਉਸ ਨੇ ਉਹ ਨੂੰ ਪੱਥਰ ਵਿੱਚੋਂ ਸ਼ਹਿਦ, ਅਤੇ ਚਕਮਕ ਦੀ ਚੱਟਾਨ ਤੋਂ ਤੇਲ ਚੁਸਾਇਆ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 14] ਚੌਣੇ ਦਾ ਮੱਖਣ ਅਤੇ ਇੱਜੜ ਦਾ ਦੁੱਧ, ਲੇਲਿਆਂ ਦੀ ਚਰਬੀ ਨਾਲ, ਅਤੇ ਬਾਸ਼ਾਨ ਦੀ ਨਸਲ ਦੇ ਮੇਂਢੇ ਅਤੇ ਬੱਕਰੇ, ਕਣਕ ਦੀ ਉੱਤਮ ਪੈਦਾਵਾਰ ਨਾਲ, ਤੂੰ ਅੰਗੂਰੀ ਰਸ ਦੀ ਮਧ ਪੀਤੀ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 15] ਯਸ਼ੁਰੂਨ ਮੋਟਾ ਹੋ ਗਿਆ ਅਤੇ ਦੁਲੱਤੀ ਮਾਰਨ ਲੱਗਾ, ਤੂੰ ਵੀ ਮੋਟਾ ਹੋ ਗਿਆ, ਤੂੰ ਤਕੜਾ ਹੋ ਗਿਆ, ਤੂੰ ਚਰਬੀ ਨਾਲ ਭਰ ਗਿਆ ਹੈਂ। ਤਦ ਉਸ ਨੇ ਆਪਣੇ ਸਿਰਜਣਹਾਰ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਤਿਆਗ ਦਿੱਤਾ, ਅਤੇ ਆਪਣੀ ਮੁਕਤੀ ਦੀ ਚੱਟਾਨ ਨੂੰ ਹਲਕਾ ਜਾਣਿਆ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 16] ਉਨ੍ਹਾਂ ਨੇ ਪਰਾਏ ਦੇਵਤਿਆਂ ਨੂੰ ਮੰਨ ਕੇ ਉਸ ਨੂੰ ਈਰਖਾਲੂ ਬਣਾਇਆ, ਘਿਣਾਉਣੇ ਕੰਮਾਂ ਕਰਕੇ ਉਸ ਨੂੰ ਗੁੱਸਾ ਦੁਆਇਆ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 17] ਉਨ੍ਹਾਂ ਨੇ ਭਰਿਸ਼ਟ ਆਤਮਾਵਾਂ ਅੱਗੇ, ਜਿਹੜੇ ਪਰਮੇਸ਼ੁਰ ਨਹੀਂ ਸਨ ਬਲੀਆਂ ਚੜ੍ਹਾਈਆਂ, ਉਨ੍ਹਾਂ ਦੇਵਤਿਆਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਹ ਨਹੀਂ ਜਾਣਦੇ ਸਨ, ਨਵੇਂ-ਨਵੇਂ ਦੇਵਤੇ ਜਿਹੜੇ ਹੁਣੇ ਨਿੱਕਲੇ ਸਨ, ਜਿਨ੍ਹਾਂ ਤੋਂ ਤੁਹਾਡੇ ਪਿਉ-ਦਾਦੇ ਨਹੀਂ ਡਰੇ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 18] ਜਿਸ ਚੱਟਾਨ ਨੇ ਤੈਨੂੰ ਪੈਦਾ ਕੀਤਾ ਤੂੰ ਉਸ ਨੂੰ ਵਿਸਾਰ ਦਿੱਤਾ, ਉਸ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਜਿਸ ਨੇ ਤੈਨੂੰ ਜਨਮ ਦਿੱਤਾ ਤੂੰ ਭੁੱਲ ਗਿਆ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 19] ਯਹੋਵਾਹ ਨੇ ਵੇਖਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਤੋਂ ਘਿਰਣਾ ਕੀਤੀ, ਕਿਉਂਕਿ ਉਸ ਦੇ ਪੁੱਤਰਾਂ-ਧੀਆਂ ਨੇ ਉਸ ਨੂੰ ਉਕਸਾਇਆ।
