[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 1] ਉਸ ਵੇਲੇ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, “ਪਹਿਲਾਂ ਦੀ ਤਰ੍ਹਾਂ ਪੱਥਰ ਦੀਆਂ ਦੋ ਫੱਟੀਆਂ ਘੜ੍ਹ ਕੇ ਬਣਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਲੈ ਕੇ ਮੇਰੇ ਕੋਲ ਪਰਬਤ ਉੱਤੇ ਚੜ੍ਹ ਆ ਅਤੇ ਲੱਕੜੀ ਦਾ ਇੱਕ ਸੰਦੂਕ ਵੀ ਬਣਵਾ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 2] ਮੈਂ ਉਨ੍ਹਾਂ ਫੱਟੀਆਂ ਉੱਤੇ ਉਹੋ ਗੱਲਾਂ ਲਿਖਾਂਗਾ, ਜਿਹੜੀਆਂ ਪਹਿਲੀਆਂ ਫੱਟੀਆਂ ਉੱਤੇ ਸਨ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੂੰ ਭੰਨ ਸੁੱਟਿਆ। ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਸੰਦੂਕ ਵਿੱਚ ਰੱਖ ਲਵੀਂ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 3] ਤਦ ਮੈਂ ਬਬੂਲ ਦੀ ਲੱਕੜੀ ਦਾ ਇੱਕ ਸੰਦੂਕ ਬਣਵਾਇਆ ਅਤੇ ਮੈਂ ਪੱਥਰ ਦੀਆਂ ਦੋ ਫੱਟੀਆਂ ਪਹਿਲਾਂ ਵਾਂਗੂੰ ਘੜ੍ਹ ਕੇ ਬਣਾਈਆਂ ਅਤੇ ਇਹ ਦੋਨੋਂ ਫੱਟੀਆਂ ਆਪਣੇ ਹੱਥਾਂ ਵਿੱਚ ਲੈ ਕੇ ਮੈਂ ਪਰਬਤ ਉੱਤੇ ਚੜ੍ਹ ਗਿਆ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 4] ਤਦ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਫੱਟੀਆਂ ਉੱਤੇ ਲਿਖਿਆ ਜਿਵੇਂ ਪਹਿਲਾਂ ਲਿਖਿਆ ਸੀ ਅਰਥਾਤ ਉਹ ਦਸ ਹੁਕਮ ਜਿਹੜੇ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਨੂੰ ਪਰਬਤ ਉੱਤੇ ਅੱਗ ਦੇ ਵਿੱਚੋਂ ਦੀ ਸਭਾ ਵਾਲੇ ਦਿਨ ਦਿੱਤੇ ਸਨ।” ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਉਹ ਫੱਟੀਆਂ ਮੈਨੂੰ ਦੇ ਦਿੱਤੀਆਂ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 5] ਜਦ ਮੈਂ ਪਰਬਤ ਤੋਂ ਉੱਤਰਿਆ ਤਾਂ ਮੈਂ ਉਨ੍ਹਾਂ ਫੱਟੀਆਂ ਨੂੰ ਉਸ ਸੰਦੂਕ ਵਿੱਚ ਰੱਖ ਦਿੱਤਾ, ਜਿਹੜਾ ਮੈਂ ਬਣਵਾਇਆ ਸੀ ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਹੁਕਮ ਅਨੁਸਾਰ ਉਹ ਉੱਥੇ ਹੀ ਹਨ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 6] ਇਸਰਾਏਲੀਆਂ ਨੇ ਯਆਕਾਨੀਆਂ ਦੇ ਬਏਰੋਥ ਤੋਂ ਮੋਸੇਰਾਹ ਤੱਕ ਕੂਚ ਕੀਤਾ। ਉੱਥੇ ਹਾਰੂਨ ਮਰ ਗਿਆ ਅਤੇ ਉਸ ਨੂੰ ਉੱਥੇ ਹੀ ਦੱਬਿਆ ਗਿਆ, ਤਦ ਉਸ ਦਾ ਪੁੱਤਰ ਅਲਆਜ਼ਾਰ ਉਸ ਦੇ ਸਥਾਨ ਤੇ ਜਾਜਕਾਈ ਦਾ ਕੰਮ ਕਰਨ ਲੱਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 7] ਉੱਥੋਂ ਉਨ੍ਹਾਂ ਨੇ ਗੁਦਗੋਦਾਹ ਨੂੰ ਕੂਚ ਕੀਤਾ। ਫੇਰ ਗੁਦਗੋਦਾਹ ਤੋਂ ਯਾਟਬਾਥਾਹ ਨੂੰ ਜਿਹੜਾ ਪਾਣੀ ਦੀਆਂ ਨਦੀਆਂ ਦਾ ਦੇਸ਼ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 8] ਉਸ ਸਮੇਂ ਯਹੋਵਾਹ ਨੇ ਲੇਵੀ ਦੇ ਗੋਤ ਨੂੰ ਵੱਖਰਾ ਕਰ ਦਿੱਤਾ ਤਾਂ ਜੋ ਉਹ ਯਹੋਵਾਹ ਦੇ ਨੇਮ ਦੇ ਸੰਦੂਕ ਨੂੰ ਚੁੱਕਿਆ ਕਰਨ ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਖੜ੍ਹੇ ਰਹਿ ਕੇ ਉਸ ਦੀ ਟਹਿਲ ਸੇਵਾ ਕਰਨ ਅਤੇ ਉਸ ਦੇ ਨਾਮ ਉੱਤੇ ਅਸੀਸ ਦਿਆ ਕਰਨ, ਜਿਵੇਂ ਅੱਜ ਦੇ ਦਿਨ ਤੱਕ ਦਿੰਦੇ ਆਏ ਹਨ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 9] ਇਸ ਕਾਰਨ ਲੇਵੀ ਦਾ ਆਪਣੇ ਭਰਾਵਾਂ ਨਾਲ ਕੋਈ ਭਾਗ ਜਾਂ ਵਿਰਾਸਤ ਨਹੀਂ ਹੈ। ਯਹੋਵਾਹ ਹੀ ਉਸ ਦੀ ਵਿਰਾਸਤ ਹੈ, ਜਿਵੇਂ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 10] ਮੈਂ ਪਹਿਲਾਂ ਦੀ ਤਰ੍ਹਾਂ ਫੇਰ ਚਾਲ੍ਹੀ ਦਿਨ ਅਤੇ ਚਾਲ੍ਹੀ ਰਾਤਾਂ ਪਰਬਤ ਉੱਤੇ ਰਿਹਾ, ਤਾਂ ਉਸ ਵੇਲੇ ਵੀ ਯਹੋਵਾਹ ਨੇ ਮੇਰੀ ਸੁਣ ਲਈ ਅਤੇ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਨੂੰ ਨਾਸ ਕਰਨਾ ਨਾ ਚਾਹਿਆ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 11] ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, “ਉੱਠ ਅਤੇ ਇਸ ਪਰਜਾ ਦੇ ਅੱਗੇ-ਅੱਗੇ ਕੂਚ ਕਰ ਤਾਂ ਜੋ ਉਹ ਜਾ ਕੇ ਉਸ ਦੇਸ਼ ਉੱਤੇ ਅਧਿਕਾਰ ਕਰ ਲੈਣ ਜਿਸ ਨੂੰ ਦੇਣ ਦੀ ਸਹੁੰ ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਨਾਲ ਖਾਧੀ ਸੀ।”
