[IRV | MR | OT | Psalms | Chapter 119 | Verse 1] ज्यांचे मार्ग निर्दोष आहेत, जे परमेश्वराच्या नियमशास्त्राप्रमाणे चालतात ते आशीर्वादित आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 2] जे त्याच्या आज्ञा प्रामाणिकपणे पाळतात, जे संपूर्ण मनाने त्याचा शोध घेतात ते आशीर्वादित आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 3] ते चुकीचे करीत नाहीत; ते त्याच्या मार्गात चालतात.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 4] तुझे विधी आम्ही काळजीपूर्वक पाळावे म्हणून तू आम्हास आज्ञा दिल्या आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 5] मी नेहमी तुझे नियम पाळण्यासाठी माझी वागणूक व्यवस्थित असावी, हेच माझे मागणे आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 6] मी जेव्हा तुझ्या सर्व आज्ञांचा विचार करीन तेव्हा मी कधीही लाजणार नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 7] मी जेव्हा तुझे न्याय्य निर्णय शिकेन, तेव्हा मी मनःपूर्वक तुला धन्यवाद देईन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 8] मी तुझे नियम पाळीन; मला एकट्याला सोडू नकोस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 9] तरुण मनुष्य आपला मार्ग कशाने शुध्द राखील? तुझ्या वचनाचे पालन करण्याने.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 10] मी आपल्या मनापासून तुझा शोध केला आहे; तुझ्या आज्ञांपासून मला बहकू देऊ नकोस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 11] मी तुझ्याविरुध्द पाप करू नये म्हणून तुझे वचन आपल्या हृदयात साठवून ठेवले आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 12] हे परमेश्वरा, तू धन्य आहेस; मला तुझे नियम शिकव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 13] मी आपल्या मुखाने तुझ्या तोंडचे सर्व योग्य निर्णय जे तू प्रकट केले ते जाहीर करीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 14] तुझ्या आज्ञेच्या कराराचा मार्ग हीच माझी सर्व धनसंपत्ती असे मानून मी त्यामध्ये अत्यानंद करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 15] मी तुझ्या नियमांचे मनन करीन, आणि तुझ्या मार्गाकडे लक्ष देईन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 16] मी तुझ्या नियमांनी आनंदित होईन; मी तुझे वचन विसरणार नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 17] आपल्या सेवकावर दया कर याकरिता की; मी जिवंत रहावे, आणि तुझे वचन पाळावे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 18] माझे डोळे उघड म्हणजे तुझ्या नियमशास्रातील अद्भुत गोष्टी माझ्या दृष्टीस पडतील.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 19] मी या देशात परका आहे; तुझ्या आज्ञा माझ्यापासून लपवू नकोस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 20] तुझ्या योग्य निर्णयांची सतत उत्कंठा धरल्यामुळे माझा जीव चिरडून गेला आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 21] तू गर्विष्ठांना रागावतोस, तुझ्या आज्ञापासून भरकटतात ते शापित आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 22] माझ्यापासून लाज आणि मानहानी दूर कर, कारण मी तुझ्या कराराची आज्ञा पाळली आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 23] अधिपतीही माझ्याविरूद्ध कट रचतात आणि निंदा करतात, तुझा सेवक तुझ्या नियमांचे मनन करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 24] तुझ्या कराराची आज्ञा मला आनंददायी आहे, आणि ते माझे सल्लागार आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 25] माझा जीव धुळीस चिकटून आहे; आपल्या वचनाप्रमाणे मला नवजीवन दे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 26] मी तुला आपले मार्ग सांगितले आणि तू मला उत्तर दिलेस; तू मला आपले नियम शिकव.
