[IRV | BN | OT | Proverbs | Chapter 23 | Verse 1] যখন তুমি শাসনকর্ত্তার সঙ্গে খেতে বসবে, তখন তোমার সামনে কি রাখা আছে, ভালোভাবে পর্যবেক্ষণ কোরো;
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 2] আর যদি তুমি এমন এক জনের মতো হও যে প্রচুর খাবার খায়, তবে ছুরি নিয়ে নিজের গলায় দেয়।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 3] তার সুস্বাদু খাবারের আকাঙ্খা কোরো না, কারণ তা মিথ্যার খাবার।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 4] ধনী হতে খুব কঠিন কাজ কোরো না, তোমার নিজের বুদ্ধি হতে থেমে যাও।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 5] তুমি কি অর্থের দিকে দেখছ? তা আর নেই এবং কারণ ঈগল যেমন আকাশে উড়ে যায়, তেমনি ধন নিজের জন্য নিশ্চয়ই পক্ষ তৈরী করে।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 6] কুদৃষ্টিকারীর খাবার খেও না, তার সুস্বাদু খাবারের আকাঙ্খা কোরো না;
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 7] কারণ সে এমন ধরনের লোক যে খাবারের দাম গণ্য করে; সে তোমাকে বলে, “তুমি খাবার খাও ও পান কর!” কিন্তু তার হৃদয় তোমার সঙ্গে নয়।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 8] তুমি যা খেয়েছ, তা বমি করবে এবং তোমার প্রশংসা নষ্ট হবে।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 9] নির্বোধের কানে বোলো না, কারণ সে তোমার বাক্যের প্রজ্ঞা অবজ্ঞা করবে।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 10] সীমার পুরাতন পাথর সরিও না, অথবা অনাথদের ক্ষেতে অবৈধভাবে প্রবেশ কোরো না।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 11] কারণ তাদের উদ্ধারকর্তা শক্তিশালী এবং তিনি তোমার বিরুদ্ধে তাদের পক্ষে সমর্থন করবে।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 12] তোমার হৃদয়কে নির্দেশে নিযুক্ত কর এবং জ্ঞানের কথায় কান দাও।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 13] বালককে শাসন করতে সংযত হয়ো না; কারণ তুমি লাঠি দিয়ে তাকে মারলে সে মরবে না।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 14] যদি তুমি তাকে লাঠি দিয়ে মার, পাতাল থেকে তার প্রাণকে রক্ষা করবে।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 15] আমার পুত্র, তোমার হৃদয় যদি জ্ঞানশালী হয়, তবে আমার হৃদয়ও আনন্দিত হবে;
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 16] আমার অন্তর উল্লাসিত হবে, যখন তোমার ঠোঁট যা ঠিক তাই বলে।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 17] তোমার মন পাপীদের প্রতি হিংসা না করুক, কিন্তু তুমি সমস্ত দিন সদাপ্রভুর ভয়ে থাক।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 18] অবশ্যই সেখানে ভবিষ্যত আছে, তোমার আশা উছিন্ন হবে না।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 19] শোনো, আমার পুত্র এবং জ্ঞানবান হও এবং তোমার হৃদয়কে সঠিক পথে চালাও।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 20] মাতালদের সঙ্গী হয়ো না, অথবা পেটুক মাংসভোজনকারীদের সঙ্গী হয়ো না।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 21] কারণ মাতাল ও পেটুকের অভাব ঘটে এবং তন্দ্রা তাদেরকে নেকড়া পরায়।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 22] তোমার জন্মদাতা বাবার কথা শোনো, তোমার মা বৃদ্ধা হলে তাঁকে তুচ্ছ কর না।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 23] সত্য কিনে নাও, বিক্রয় কর না; প্রজ্ঞা, শাসন ও সুবিবেচনা কিনে নাও।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 24] ধার্ম্মিকের বাবা মহা-উল্লাসিত হন এবং জ্ঞানবানের জন্মদাতা তাতে আনন্দ করেন।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 25] তোমার বাবা মা আহ্লাদিত হোন এবং তোমার জন্মদাত্রী উল্লাসিতা হোন।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 26] আমার পুত্র, তোমার হৃদয় আমাকে দাও এবং তোমার চোখ আমার পথসমূহকে মেনে চলুক।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 27] কারণ বেশ্যা গভীর খাত এবং বিজাতীয়া স্ত্রী সঙ্কীর্ণ গর্ত।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 28] সে ডাকাতের মতো বসে থাকে এবং মানুষদের মধ্যে বিশ্বাসঘাতক দলের বৃদ্ধি করে।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 29] কার দুর্ভাগ্য? কে দুঃখ প্রকাশ করে? কে ঝগড়া করে? কে অভিযোগ করে? কে অকারণে আঘাত পায়? কার চোখ লাল হয়?
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 30] যারা আঙ্গুর রসের কাছে দীর্ঘকাল থাকে, যারা আঙ্গুর রস মেশানোর চেষ্টা করে।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 31] আঙ্গুর রসের প্রতি তাকিয় না, যদিও ওটা লাল, যদিও ওটা পাত্রে চকমক করে এবং যদিও সহজে নেমে যায়;
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 32] অবশেষে এটা সাপের মতো কামড়ায় এবং বিষধরের মতো দংশন করে।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 33] তোমার চোখ পরকীয়াদেরকে দেখবে, তোমার হৃদয় খারাপ কথা বলবে;
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 34] তুমি তার মতো হবে, যে সমুদ্রের মাঝখানে শোয় অথবা যে মাস্তুলের ওপরে শোয়।
[IRV | BN | OT | Proverbs | Chapter 23 | Verse 35] তুমি বলবে, তারা আমাকে মেরেছে, কিন্তু আমি ব্যথা পাইনি; তারা আমাকে প্রহার করেছে, কিন্তু আমি বুঝতে পারিনি। আমি কখন জেগে উঠব? আর তার খোঁজ করব।
