[ASV | EN | NT | Mark | Chapter 6 | Verse 1] And he went out from thence; and he came into his own country; and his disciples follow him.
[ASV | EN | NT | Mark | Chapter 6 | Verse 2] And when the sabbath was come, he began to teach in the synagogue: and many hearing him were astonished, saying, Whence hath this man these things? and, What is the wisdom that is given unto him, that even such mighty works are wrought by his hands?
[ASV | EN | NT | Mark | Chapter 6 | Verse 3] Is not this the carpenter, the son of Mary, and brother of James, and Joses, and Judas, and Simon? and are not his sisters here with us? And they were offended in him.
[ASV | EN | NT | Mark | Chapter 6 | Verse 4] And Jesus said unto them, A prophet is not without honor, save in his own country, and among his own kin, and in his own house.
[ASV | EN | NT | Mark | Chapter 6 | Verse 5] And he could there do no mighty work, save that he laid his hands upon a few sick folk, and healed them.
[ASV | EN | NT | Mark | Chapter 6 | Verse 6] And he marveled because of their unbelief. And he went round about the villages teaching.
[ASV | EN | NT | Mark | Chapter 6 | Verse 7] And he calleth unto him the twelve, and began to send them forth by two and two; and he gave them authority over the unclean spirits;
[ASV | EN | NT | Mark | Chapter 6 | Verse 8] and he charged them that they should take nothing for their journey, save a staff only; no wallet, no bread, no money in their purse;
[ASV | EN | NT | Mark | Chapter 6 | Verse 9] but to go shod with sandals: and, said he, Put not on two coats.
[ASV | EN | NT | Mark | Chapter 6 | Verse 10] And he said unto them, Wheresoever ye enter into a house, there abide till ye depart thence.
[ASV | EN | NT | Mark | Chapter 6 | Verse 11] And whosoever shall not receive you, nor hear you, as ye go forth thence, shake off the dust that is under your feet for a testimony unto them. Verily I say unto you, It shall be more tolerable for Sodom or Gomorrah in the day of judgment, than for that city.
[ASV | EN | NT | Mark | Chapter 6 | Verse 12] And they went out, and preached that men should repent.
[ASV | EN | NT | Mark | Chapter 6 | Verse 13] And they cast out many demons, and anointed with oil many that were sick, and healed them.
[ASV | EN | NT | Mark | Chapter 6 | Verse 14] And king Herod heard thereof; for his name had become known: and he said, John the Baptizer is risen from the dead, and therefore do these powers work in him.
[ASV | EN | NT | Mark | Chapter 6 | Verse 15] Others said, It is Elijah. And others said, It is a prophet, as one of the prophets.
[ASV | EN | NT | Mark | Chapter 6 | Verse 16] But Herod, when he heard thereof, said, It is John, whom I beheaded: he is risen from the dead.
[ASV | EN | NT | Mark | Chapter 6 | Verse 17] For Herod himself had sent forth and laid hold upon John, and bound him in prison for the sake of Herodias, his brother Philip’s wife; for he had married her.
[ASV | EN | NT | Mark | Chapter 6 | Verse 18] For John said unto Herod, It is not lawful for thee to have thy brother’s wife.
[ASV | EN | NT | Mark | Chapter 6 | Verse 19] And Herodias set herself against him, and desired to kill him; and she could not;
[ASV | EN | NT | Mark | Chapter 6 | Verse 20] for Herod feared John, knowing that he was a righteous and holy man, and kept him safe. And when he heard him, he did many things; and he heard him gladly.
[ASV | EN | NT | Mark | Chapter 6 | Verse 21] And when a convenient day was come, that Herod on his birthday made a supper to his lords, and the high captains, and the chief men of Galilee;
[ASV | EN | NT | Mark | Chapter 6 | Verse 22] and when the daughter of Herodias herself came in and danced, and pleased Herod and them that sat at meat with him, the king said unto the damsel, Ask of me whatsoever thou wilt, and I will give it thee.
[ASV | EN | NT | Mark | Chapter 6 | Verse 23] And he sware unto her, Whatsoever thou shalt ask of me, I will give it thee, unto the half of my kingdom.
[ASV | EN | NT | Mark | Chapter 6 | Verse 24] And she went out, and said unto her mother, What shall I ask? And she said, The head of John the Baptist.
[ASV | EN | NT | Mark | Chapter 6 | Verse 25] And she came in straightaway with haste unto the king, and asked, saying, I will that thou give me forthwith on a platter the head of John the Baptist.
[ASV | EN | NT | Mark | Chapter 6 | Verse 26] And the king was exceeding sorry; but for the sake of his oaths, and of them that sat at meat with him, he would not reject her.
[ASV | EN | NT | Mark | Chapter 6 | Verse 27] And straightaway the king sent forth a soldier of his guard, and commanded his head to be brought:
[ASV | EN | NT | Mark | Chapter 6 | Verse 28] and he went and beheaded him in the prison, and brought his head on a platter, and gave it to the damsel; and the damsel gave it to her mother.
[ASV | EN | NT | Mark | Chapter 6 | Verse 29] And when his disciples heard thereof, they came and took up his corpse, and laid it in a tomb.
[ASV | EN | NT | Mark | Chapter 6 | Verse 30] And the apostles gather themselves together unto Jesus; and they told him all things, even whatsoever they had done, and whatsoever they had taught.
[ASV | EN | NT | Mark | Chapter 6 | Verse 31] And he said unto them, Come ye yourselves apart into a desert place, and rest a while. For there were many coming and going, and they had no leisure so much as to eat.
[ASV | EN | NT | Mark | Chapter 6 | Verse 32] And they went away to a desert place by boat privately.
[ASV | EN | NT | Mark | Chapter 6 | Verse 33] And the people saw them going, and many knew him, and they ran together there on foot from all the cities, and outwent them, and came together unto him.
[ASV | EN | NT | Mark | Chapter 6 | Verse 34] And Jesus, when he came forth, saw a great multitude, and he had compassion on them, because they were as sheep not having a shepherd: and he began to teach them many things.
[ASV | EN | NT | Mark | Chapter 6 | Verse 35] And when the day was now far spent, his disciples having come unto him say, The place is desert, and the day is now far spent;
[ASV | EN | NT | Mark | Chapter 6 | Verse 36] send them away, that they may go into the country and villages round about, and buy themselves bread: for they have nothing to eat.
[ASV | EN | NT | Mark | Chapter 6 | Verse 37] But he answered and said unto them, Give ye them to eat. And they say unto him, Shall we go and buy two hundred denarii’ worth of bread, and give them to eat?
[ASV | EN | NT | Mark | Chapter 6 | Verse 38] And he saith unto them, How many loaves have ye? go and see. And when they knew, they say, Five, and two fish.
[ASV | EN | NT | Mark | Chapter 6 | Verse 39] And he commanded them to make all sit down by companies upon the green grass.
[ASV | EN | NT | Mark | Chapter 6 | Verse 40] And they sat down in ranks, by hundreds, and by fifties.
[ASV | EN | NT | Mark | Chapter 6 | Verse 41] And he took the five loaves and the two fish, and looking up to heaven, he blessed, and brake the loaves; and he gave to his disciples to set before them; and the two fish divided he among them all.
[ASV | EN | NT | Mark | Chapter 6 | Verse 42] And they all ate, and were filled.
[ASV | EN | NT | Mark | Chapter 6 | Verse 43] And they took up twelve baskets full of the broken pieces, and of the fish.
[ASV | EN | NT | Mark | Chapter 6 | Verse 44] And they that ate the loaves were five thousand men.
[ASV | EN | NT | Mark | Chapter 6 | Verse 45] And straightaway he constrained his disciples to enter into the boat, and to go before him unto the other side to Bethsaida, while he himself sent the multitude away.
[ASV | EN | NT | Mark | Chapter 6 | Verse 46] And after he had taken leave of them, he departed into the mountain to pray.
[ASV | EN | NT | Mark | Chapter 6 | Verse 47] And when even was come, the boat was in the midst of the sea, and he alone on the land.
[ASV | EN | NT | Mark | Chapter 6 | Verse 48] And he saw them distressed in rowing, for the wind was contrary unto them: and about the fourth watch of the night he cometh unto them, walking on the sea; and he would have passed by them:
[ASV | EN | NT | Mark | Chapter 6 | Verse 49] but they, when they saw him walking on the sea, supposed it to be a ghost, and cried out;
[ASV | EN | NT | Mark | Chapter 6 | Verse 50] for they all saw him, and were troubled. And straightaway he spake with them, and saith unto them, Be of good cheer: it is I; be not afraid.
[ASV | EN | NT | Mark | Chapter 6 | Verse 51] And he went up unto them into the boat; and the wind ceased: and they were sore amazed in themselves beyond measure, and marveled;
[ASV | EN | NT | Mark | Chapter 6 | Verse 52] for they understood not concerning the loaves, for their heart was hardened.
[ASV | EN | NT | Mark | Chapter 6 | Verse 53] And when they had crossed over, they came to the land of Gennesaret, and moored to the shore.
[ASV | EN | NT | Mark | Chapter 6 | Verse 54] And when they were come out of the boat, straightaway the people knew him,
[ASV | EN | NT | Mark | Chapter 6 | Verse 55] and having run round about that whole surrounding region, they began to carry about on their beds those that were sick, thither where they heard he was.
[ASV | EN | NT | Mark | Chapter 6 | Verse 56] And wheresoever he entered, into villages, or cities, or the country, they laid the sick in the marketplaces, and besought him that they might touch if it were but the border of his garment: and as many as touched him were made whole.
