[LXX | EL | OT | Numbers | Chapter 34 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Numbers | Chapter 34 | Verse 2] ἔντειλαι τοῖς υἱοῖς Ἰσραὴλ, καὶ ἐρεῖς πρὸς αὐτοὺς, ὑμεῖς εἰσπορεύεσθε εἰς τὴν γῆν Χαναὰν· αὕτη ἔσται ὑμῖν εἰς κληρονομίαν, γῆ Χαναὰν σὺν τοῖς ὁρίοις αὐτῆς.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 3] Καὶ ἔσται ὑμῖν τὸ κλίτος τὸ πρὸς Λίβα ἀπὸ ἐρήμου Σὶν ἕως ἐχόμενον Ἐδὼμ, καὶ ἔσται ὑμῖν τὰ ὅρια πρὸς λίβα ἀπὸ μέρους τῆς θαλάσσης τῆς ἁλυκῆς ἀπὸ ἀνατολῶν.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 4] Καὶ κυκλώσει ὑμᾶς τὰ ὅρια ἀπὸ Λιβὸς πρὸς ἀνάβασιν Ἀκραβὶν, καὶ παρελεύσεται Ἐννὰκ, καὶ ἔσται ἡ διέξοδος αὐτοῦ πρὸς Λίβα Κάδης τοῦ Βαρνὴ, καὶ ἐξελεύσεται εἰς ἔπαυλιν Ἀρὰδ, καὶ παρελεύσεται Ἀσεμωνᾶ.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 5] Καὶ κυκλώσει τὰ ὅρια ἀπὸ Ἀσεμωνᾶ χειμάῤῥουν Αἰγύπτου, καὶ ἔσται ἡ διέξοδος ἡ θάλασσα.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 6] Καὶ τὰ ὅρια τῆς θαλάσσης ἔσται ὑμῖν, ἡ θάλασσα ἡ μεγάλη ὁριεῖ, τοῦτο ἔσται ὑμῖν τὰ ὅρια τῆς θαλάσσης.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 7] Καὶ τοῦτο ἔσται ὑμῖν τὰ ὅρια πρὸς βοῤῥᾶν· ἀπὸ τῆς θαλάσσης τῆς μεγάλης καταμετρήσετε ὑμῖν αὐτοῖς παρὰ τὸ ὄρος τὸ ὄρος.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 8] Καὶ ἀπὸ τοῦ ὄρους τὸ ὄρος καταμετρήσετε αὐτοῖς, εἰσπορευομένων εἰς Ἐμὰθ, καὶ ἔσται ἡ διέξοδος αὐτοῦ τὰ ὅρια Σαραδάκ.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 9] Καὶ ἐξελεύσεται τὰ ὅρια Δεφρωνὰ, καὶ ἔσται ἡ διέξοδος αὐτοῦ Ἀρσεναΐν· τοῦτο ἔσται ὑμῖν ὅρια ἀπὸ Βοῤῥᾶ.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 10] Καὶ καταβήσεται τὰ ὅρια ἀπὸ Σεπεφαμὰρ Βηλὰ ἀπὸ ἀνατολῶν ἐπὶ πηγὰς, και καταβήσεται τὰ ὅρια Βηλὰ ἐπὶ νώτου θαλάσσης Χενερὲθ ἀπὸ ἀνατολῶν.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 11] Καὶ καταβήσεται τὰ ὅρια ἀπὸ Σεπφαμὰρ Βηλὰ ἀπὸ ἀνατολῶν ἐπὶ πηγάς, καὶ καταβήσεται τὰ ὅρια Βηλὰ ἐπὶ νώτου θαλάσσης Χενερὲθ ἀπὸ ἀνατολῶν.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 12] Καὶ καταβήσεται τὰ ὅρια ἐπὶ τὸν Ἰορδάνην, καὶ ἔσται ἡ διέξοδος θάλασσα ἡ ἁλυκή· αὕτη ἔσται ὑμῖν ἡ γῆ καὶ τὰ ὅρια αὐτῆς κύκλῳ.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 13] Καὶ ἐνετείλατο Μωυσῆς τοῖς υἱοῖς Ἰσραὴλ, λέγων, αὕτη ἡ γῆ ἣν κατακληρονομήσετε αὐτὴν μετὰ κλήρου, ὃν τρόπον συνέταξε Κύριος δοῦναι αὐτὴν ταῖς ἐννέα φυλαῖς καὶ τῷ ἡμίσει φυλῆς Μανασσῆ.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 14] Ὅτι ἔλαβε φυλὴ υἱῶν Ῥουβὴν, καὶ φυλὴ υἱῶν Γὰδ κατʼ οἴκους πατριῶν αὐτῶν· καὶ τὸ ἥμισυ φυλῆς Μανασσῆ ἀπέλαβον τοὺς κλήρους αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 15] Δύο φυλαὶ καὶ ἥμισυ φυλῆς ἔλαβον τοὺς κλήρους αὐτῶν πέραν τοῦ Ἰορδάνου κατὰ Ἱεριχὼ ἀπὸ Νότου κατʼ ἀνατολάς.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 16] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Numbers | Chapter 34 | Verse 17] ταῦτα τὰ ὀνόματα τῶν ἀνδρῶν, οἳ κληρονομήσουσιν ὑμῖν τὴν γῆν· Ἐλεάζαρ ὁ ἱερεὺς καὶ Ἰησοῦς ὁ τοῦ Ναυή.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 18] Καὶ ἄρχοντα ἕνα ἐκ φυλῆς λήψεσθε κατακληρονομῆσαι ὑμῖν τὴν γῆν.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 19] Καὶ ταῦτα τὰ ὀνόματα τῶν ἀνδρῶν· τῆς φυλῆς Ἰούδα, Χάλεβ υἱὸς Ἰεφοννή.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 20] Τῆς φυλῆς Συμεὼν, Σαλαμιὴλ υἱὸς Σεμιούδ.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 21] Τῆς φυλῆς Βενιαμὶν, Ἐλδὰδ υἱὸς Χασλών·
[LXX | EL | OT | Numbers | Chapter 34 | Verse 22] Τῆς φυλῆς Δὰν, ἄρχων Βακχὶρ υἱὸς Ἐγλί.
[LXX | EL | OT | Numbers | Chapter 34 | Verse 23] Τῶν υἱῶν Ἰωσὴφ φυλῆς υἱῶν Μανασσῆ, ἄρχων Ἀνιὴλ υἱὸς Σουφί.
