[LXX | EL | OT | Numbers | Chapter 28 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Numbers | Chapter 28 | Verse 2] ἔντειλαι τοῖς υἱοῖς Ἰσραὴλ, καὶ ἐρεῖς πρὸς αὐτοὺς, λέγων, τὰ δῶρά μου δόματά μου καρπώματά μου εἰς ὀσμὴν εὐωδίας διατηρήσετε προσφέρειν ἐμοὶ ἐν ταῖς ἑορταῖς μου.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 3] Καὶ ἐρεῖς πρὸς αὐτοὺς, ταῦτα τὰ καρπώματα ὅσα προσάξετε Κυρίῳ, ἀμνοὺς ἐνιαυσίους ἀμώμους δύο τὴν ἡμέραν εἰς ὁλοκαύτωσιν ἐνδελεχῶς.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 4] Τὸν ἀμνὸν τὸν ἕνα ποιήσεις τὸ τοπρωῒ, καὶ τὸν ἀμνὸν τὸν δεύτερον ποιήσεις τὸ πρὸς ἑσπέραν.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 5] Καὶ ποιήσεις τὸ δέκατον τοῦ οἰφὶ σεμίδαλιν εἰς θυσίαν ἀναπεποιημένην ἐν ἐλαίῳ ἐν τετάρτῳ τοῦ ἴν.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 6] Ὁλοκαύτωμα ἐνδελεχισμοῦ, ἡ γενομένη ἐν τῷ ὄρει Σινᾷ εἰς ὀσμὴν εὐωδίας Κυρίῳ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 7] Καὶ σπονδὴν αὐτοῦ τὸ τέταρτον τοῦ ἴν τῷ ἀμνῷ τῷ ἑνί· ἐν τῷ ἁγίῳ σπείσεις σπονδὴν σίκερα Κυρίῳ·
[LXX | EL | OT | Numbers | Chapter 28 | Verse 8] καὶ τὸν ἀμνὸν τὸν δεύτερον ποιήσεις τὸ πρὸς ἑσπέραν· κατὰ τὴν θυσίαν αὐτοῦ καὶ κατὰ τὴν σπονδὴν αὐτοῦ ποιήσετε εἰς ὀσμὴν εὐωδίας Κυρίῳ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 9] Καὶ τῇ ἡμέρᾳ τῶν σαββάτων προσάξετε δύο ἀμνοὺς ἐνιαυσίους ἀμώμους, καὶ δύο δέκατα σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν καὶ σπονδὴν,
[LXX | EL | OT | Numbers | Chapter 28 | Verse 10] ὁλοκαύτωμα σαββάτων ἐν τοῖς σαββάτοις ἐπὶ τὴς ὁλοκαυτώσεως τῆς διαπαντὸς, καὶ τὴν σπονδὴν αὐτοῦ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 11] Καὶ ἐν ταῖς νεομηνίαις προσάξετε ὁλοκαύτωμα τῷ Κυρίῳ, μόσχους ἐκ βοῶν δύο, καὶ κριὸν ἕνα, ἀμνοὺς ἐνιαυσίους ἑπτὰ ἀμώμους·
[LXX | EL | OT | Numbers | Chapter 28 | Verse 12] Τρία δέκατα σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ τῷ μόσχῳ τῷ ἑνὶ, καὶ δύο δέκατα σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ τῷ κριῷ τῷ ἑνί·
[LXX | EL | OT | Numbers | Chapter 28 | Verse 13] Δέκατον δέκατον σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ τῷ ἀμνῷ τῷ ἑνὶ, θυσίαν ὀσμὴν εὐωδίας κάρπωμα Κυρίῳ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 14] Ἡ σπονδὴ αὐτῶν τὸ ἥμισυ τοῦ ἴν ἔσται τῷ μόσχῳ τῷ ἑνί· καὶ τὸ τρίτον τοῦ ἴν ἔσται τῷ κριῷ τῷ ἑνί. Καὶ τὸ τέταρτον τοῦ ἴν ἔσται τῷ ἀμνῷ τῷ ἑνὶ οἴνου· τοῦτο τὸ ὁλοκαύτωμα μῆνα ἐκ μηνὸς εἰς τοὺς μῆνας τοῦ ἐνιαυτοῦ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 15] Καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας Κυρίῳ, ἐπὶ τῆς ὁλοκαυτώσεως τῆς διαπαντὸς ποιηθήσεται, καὶ ἡ σπονδὴ αὐτοῦ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 16] Καὶ ἐν τῷ μηνὶ τῷ πρώτῳ τεσσαρεσκαιδεκάτῃ ἡμέρᾳ τοῦ μηνὸς πάσχα Κυρίῳ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 17] Καὶ τῇ πεντεκαιδεκάτῃ ἡμέρᾳ τοῦ μηνὸς τούτου ἑορτή· ἑπτὰ ἡμέρας ἄζυμα ἔδεσθε.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 18] Καὶ ἡ ἡμέρα ἡ πρώτη ἐπίκλητος ἁγία ἔσται ὑμῖν· πᾶν ἔργον λατρευτὸν οὐ ποιήσετε.
