[LXX | EL | OT | Numbers | Chapter 26 | Verse 1] Καὶ ἐγένετο μετὰ τὴν πληγὴν, καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν καὶ Ἐλεάζαρ τὸν ἱερέα, λέγων,
[LXX | EL | OT | Numbers | Chapter 26 | Verse 2] λάβε τὴν ἀρχὴν πάσης συναγωγῆς υἱῶν Ἰσραὴλ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω κατʼ οἴκους πατριῶν αὐτῶν, πᾶς ὁ ἐκπορευόμενος παρατάξασθαι ἐν Ἰσραήλ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 3] Καὶ ἐλάλησε Μωυσῆς καὶ Ἐλεάζαρ ὁ ἱερεὺς ἐν Ἀραβὼθ Μωἀβ ἐπὶ τοῦ Ἰορδάνου κατὰ Ἱεριχὼ, λέγων,
[LXX | EL | OT | Numbers | Chapter 26 | Verse 4] ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, ὃν τρόπον συνέταξε Κύριος τῷ Μωυσῇ· καὶ οἱ υἱοὶ Ἰσραὴλ οἱ ἐξελθόντες ἐξ Αἰγύπτου,
[LXX | EL | OT | Numbers | Chapter 26 | Verse 5] Ῥουβὴν πρωτότοκος Ἰσραήλ· υἱοὶ δὲ Ῥουβὴν Ἐνὼχ, καὶ δῆμος τοῦ Ἐνώχ· τῷ Φαλλοῦ, δῆμος τοῦ Φαλλουί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 6] Τῷ Ἀσρὼν, δῆμος τοῦ Ἀσρωνεί· τῷ Χαρμὶ, δῆμος τοῦ Χαρμί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 7] Οὗτοι δῆμοι Ῥουβήν· καὶ ἐγένετο ἡ ἐπίσκεψις αὐτῶν, τρεῖς καὶ τεσσαράκοντα χιλιάδες καὶ ἑπτακόσιοι καὶ τριάκοντα.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 8] Καὶ υἱοῖ Φαλλοὺ, Ἑλιάβ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 9] Καὶ υἱοὶ Ἑλιὰβ, Ναμουὴλ, καὶ Δαθὰν, καὶ Ἀβειρών· οὗτοι ἐπίκλητοι τῆς συναγωγῆς· οὗτοί εἰσιν οἱ ἐπισυστάντες ἐπὶ Μωυσῆν καὶ Ἀαρὼν ἐν τῇ συναγωγῇ Κορὲ, ἐν τῇ ἐπισυστάσει Κυρίου.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 10] Καὶ ἀνοίξασα ἡ γῆ τὸ στόμα αὐτῆς, κατέπιεν αὐτοὺς καὶ Κορὲ, ἐν τῷ θανάτῳ τῆς συναγωγῆ αὐτοῦ, ὅτε κατέφαγε τὸ πῦρ τοὺς πεντήκοντα καὶ διακοσίους, καὶ ἐγενήθησαν ἐν σημείῳ·
[LXX | EL | OT | Numbers | Chapter 26 | Verse 11] οἱ δὲ υἱοὶ Κορὲ οὐκ ἀπέθανον.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 12] Καὶ οἱ υἱοὶ Συμεὼν, ὁ δῆμος τῶν υἱῶν Συμεών· τῷ Ναμουὴλ, δῆμος ὁ Ναμουηλί· τῷ Ἰαμὶν, δῆμος ὁ Ἰαμινί· τῷ Ἰαχὶν, δῆμος Ἰαχινί·
[LXX | EL | OT | Numbers | Chapter 26 | Verse 13] Τῷ Ζαρὰ δῆμος ὁ Ζαραΐ· τῷ Σαοὺλ, δῆμος ὁ Σαουλί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 14] Οὗτοι δῆμοι Συμεὼν ἐκ τῆς ἐπισκέψεως αὐτῶν, δύο καὶ εἴκοσι χιλιάδες καὶ διακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 15] Υἱοὶ δὲ Ἰούδα, Ἢρ καὶ Αὐνάν· καὶ ἀπέθανον Ἤρ καὶ Αὐνὰν ἐν γῇ Χαναάν.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 16] Καὶ ἐγένοντο οἱ υἱοὶ Ἰούδα κατὰ δήμους αὐτῶν· τῷ Σηλὼμ, δῆμος ὁ Σηλωνί· τῷ Φαρὲς, δῆμος ὁ Φαρεσί· τῷ Ζαρὰ, δῆμος ὁ Ζαραΐ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 17] Καὶ ἐγένοντο οἱ υἱοὶ Φαρὲς, τῷ Ἀσρὼν, δῆμος ὁ Ἀσρωνί· τῷ Ἰαμοῦν, δῆμος ὁ Ἰαμουνί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 18] Οὗτοι δῆμοι τοῦ Ἰούδα κατὰ τὴν ἐπίσκεψιν αὐτῶν, ἓξ καὶ ἑβδομήκοντα χιλιάδες καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 19] Καὶ υἱοὶ Ἰσσάχαρ κατὰ δήμους αὐτῶν· τῷ Θωλᾷ, δῆμος ὁ Θωλαΐ· τῷ Φουᾷ, δῆμος ὁ Φουαΐ·
[LXX | EL | OT | Numbers | Chapter 26 | Verse 20] Τῷ Ἰασοὺβ, δῆμος ὁ Ἰασουβί· τῷ Σαμρὰμ, δῆμος ὁ Σαμραμί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 21] Οὗτοι δῆμοι Ἰσσάχαρ ἐξ ἐπισκέψεως αὐτῶν, τέσσαρες καὶ ἑξήκοντα χιλιάδες καὶ τετρακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 22] Υἱοὶ Ζαβουλὼν κατὰ δήμους αὐτῶν· τῷ Σαρὲδ, δῆμος ὁ Σαρεδί· τῷ Ἀλλὼν, δῆμος ὁ Ἀλλωνί· τῷ Ἀλλὴλ, δῆμος ὁ Ἀλληλί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 23] Οὗτοι δῆμοι Ζαβουλὼν ἐξ ἐπισκέψεως αὐτῶν, ἐξήκοντα χιλιάδες καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 24] Υἱοὶ Γὰδ κατὰ δήμους αὐτῶν· τῷ Σαφὼν, δῆμος ὁ Σαφωνί· τῷ Ἀγγὶ, δῆμος ὁ Ἀγγί· τῷ Σουνὶ, δῆμος ὁ Σουνί·
[LXX | EL | OT | Numbers | Chapter 26 | Verse 25] τῷ Ἀζενὶ, δῆμος ὁ Ἀζενί· τῷ Ἀδδὶ, δῆμος ὁ Ἀδδί·
[LXX | EL | OT | Numbers | Chapter 26 | Verse 26] τῷ Ἀροδὶ, δῆμος ὁ Αροαδί· τῷ Ἀριὴλ, δῆμος ὁ Ἀριηλί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 27] Οὗτοι δῆμοι υἱῶν Γὰδ ἐξ ἑπισκέψεως αὐτῶν, τέσσαρες καὶ τεσσαράκοντα χιλιάδες καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 28] Υἱοὶ Ἀσὴρ κατὰ δήμους αὐτῶν· τῷ Ἰαμὶν, δῆμος ὁ Ἰαμινί· τῷ Ἰεσοὺ, δῆμος ὁ Ἰεσουΐ· τῷ Βαριὰ, δῆμος ὁ Βαριαΐ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 29] Τῷ Χοβὲρ, δῆμος ὁ Χοβερί· τῷ Μελχιὴλ, δῆμος ὁ Μελχιηλί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 30] Καὶ τὸ ὄνομα θυγατρὸς Ἀσὴρ, Σάρα.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 31] Οὗτοι δῆμοι Ἀσὴρ ἐξ ἐπισκέψεως αὐτῶν, τρεῖς καὶ τεσσαράκοντα χιλιάδες καὶ τετρακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 32] Υἱοὶ Ἰωσὴφ κατὰ δήμους αὐτῶν, Μανασσῆ καὶ Ἐφραίμ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 33] Υἱοὶ Μανασσῆ. Τῷ Μαχὶρ, δῆμος ὁ Μαχιρί· καὶ Μαχὶρ ἐγέννησε τὸν Γαλαάδ· τῷ Γαλαὰδ, δῆμος ὁ Γαλααδί.
