[LXX | EL | OT | Numbers | Chapter 1 | Verse 1] ΚΑΙ ἐλάλησε Κύριος πρὸς Μωυσῆν ἐν τῇ ἐρήμῳ τῇ Σινᾷ, ἐν τῇ σκηνῇ τοῦ μαρτυρίου, ἐν μιᾷ τοῦ μηνὸς τοῦ δευτέρου, ἔτους δευτέρου ἐξελθόντων αὐτῶν ἐκ γῆς Αἰγύπτου, λέγων,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 2] λάβετε ἀρχὴν πάσης συναγωγῆς Ἰσραὴλ κατὰ συγγενείας, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ἐξ ὀνόματος αὐτῶν, κατὰ κεφαλὴν αὐτῶν·
[LXX | EL | OT | Numbers | Chapter 1 | Verse 3] πᾶς ἄρσην ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν δυνάμει Ἰσραήλ, ἐπισκέψασθε αὐτοὺς σὺν δυνάμει αὐτῶν· σὺ καὶ Ἀαρὼν ἐπισκέψασθε αὐτούς.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 4] Καὶ μεθʼ ὑμῶν ἔσονται ἕκαστος κατὰ φυλὴν ἑκάστου ἀρχόντων, κατʼ οἴκους πατριῶν ἔσονται.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 5] Καὶ ταῦτα τὰ ὀνόματα τῶν ἀνδρῶν, οἵτινες παραστήσονται μεθʼ ὑμῶν· τῶν Ῥουβὴν, Ἐλισοὺρ υἱὸς Σεδιούρ·
[LXX | EL | OT | Numbers | Chapter 1 | Verse 6] Τῶν Συμεὼν, Σαλαμιὴλ υἱὸς Σουρισαδαί.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 7] Τῶν Ἰούδα, Ναασσὼν υἱὸς Ἀμιναδάβ.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 8] Τῶν Ἰσσάχαρ, Ναθαναὴλ υἱὸς Σωγάρ·
[LXX | EL | OT | Numbers | Chapter 1 | Verse 9] Τῶν Ζαβουλὼν, Ἐλιὰβ υἱὸς Χαιλών· Τῶν υἱῶν Ἰωσὴφ τῶν Ἐφραὶμ, Ἐλισαμὰ υἱὸς Ἐμιούδ·
[LXX | EL | OT | Numbers | Chapter 1 | Verse 10] τῶν Μανασσῆ, Γαμαλιὴλ υἱὸς Φαδασούρ.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 11] Τῶν Βενιαμὶν, Ἀβιδὰν υἱὸς Γαδεωνί.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 12] Τῶν Δὰν, Ἀχιέζερ υἱὸς Ἀμισαδαΐ.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 13] Τῶν Ἀσὴρ, Φαγαϊὴλ, υἱὸς Ἐχράν.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 14] Τῶν Γὰδ, Ἐλισὰφ υἱὸς Ῥαγουήλ.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 15] Τῶν Νεφθαλὶ, Ἀχιρὲ υἱὸς Αἰνάν.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 16] Οὗτοι ἐπίκλητοι τῆς συναγωγῆς, ἄρχοντες τῶν φυλῶν κατὰ πατριὰς αὐτῶν, χιλίαρχοι Ἰσραήλ εἰσι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 17] Καὶ ἔλαβε Μωυσῆς καὶ Ἀαρὼν τοὺς ἄνδρας τούτους τοὺς ἀνακληθέντας ἐξ ὀνόματος.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 18] Καὶ πᾶσαν τὴν συναγωγὴν συνήγαγον ἐν μιᾷ τοῦ μηνὸς τοῦ δευτέρου ἔτους· καὶ ἐπηξονοῦσαν κατὰ γενέσεις αὐτῶν, κατὰ πατριὰς αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶν ἀρσενικὸν κατὰ κεφαλὴν αὐτῶν,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 19] ὃν τρόπον συνέταξε Κύριος τῷ Μωυσῇ· καὶ ἐπεσκέπησαν ἐν τῇ ἐρήμῳ τοῦ Σινά.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 20] Καὶ ἐγένοντο οἱ υἱοὶ Ῥουβὴν πρωτοτόκου Ἰσραὴλ κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
