[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 1] Καὶ ἐγένετο ὅτε ἐτέλεσεν ὁ Ἰησοῦς πάντας τοὺς λόγους τούτους, εἶπεν τοῖς μαθηταῖς αὐτοῦ·
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 2] Οἴδατε ὅτι μετὰ δύο ἡμέρας τὸ πάσχα γίνεται, καὶ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται εἰς τὸ σταυρωθῆναι.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 3] Τότε συνήχθησαν οἱ ⸀ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τοῦ λαοῦ εἰς τὴν αὐλὴν τοῦ ἀρχιερέως τοῦ λεγομένου Καϊάφα,
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 4] καὶ συνεβουλεύσαντο ἵνα τὸν Ἰησοῦν δόλῳ κρατήσωσιν καὶ ἀποκτείνωσιν·
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 5] ἔλεγον δέ· Μὴ ἐν τῇ ἑορτῇ, ἵνα μὴ θόρυβος γένηται ἐν τῷ λαῷ.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 6] Τοῦ δὲ Ἰησοῦ γενομένου ἐν Βηθανίᾳ ἐν οἰκίᾳ Σίμωνος τοῦ λεπροῦ,
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 7] προσῆλθεν αὐτῷ γυνὴ ⸂ἔχουσα ἀλάβαστρον μύρου⸃ βαρυτίμου καὶ κατέχεεν ἐπὶ ⸂τῆς κεφαλῆς⸃ αὐτοῦ ἀνακειμένου.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 8] ἰδόντες δὲ οἱ ⸀μαθηταὶ ἠγανάκτησαν λέγοντες· Εἰς τί ἡ ἀπώλεια αὕτη;
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 9] ἐδύνατο γὰρ ⸀τοῦτο πραθῆναι πολλοῦ καὶ δοθῆναι πτωχοῖς.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 10] γνοὺς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Τί κόπους παρέχετε τῇ γυναικί; ἔργον γὰρ καλὸν ἠργάσατο εἰς ἐμέ·
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 11] πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθʼ ἑαυτῶν, ἐμὲ δὲ οὐ πάντοτε ἔχετε·
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 12] βαλοῦσα γὰρ αὕτη τὸ μύρον τοῦτο ἐπὶ τοῦ σώματός μου πρὸς τὸ ἐνταφιάσαι με ἐποίησεν.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 13] ἀμὴν λέγω ὑμῖν, ὅπου ἐὰν κηρυχθῇ τὸ εὐαγγέλιον τοῦτο ἐν ὅλῳ τῷ κόσμῳ, λαληθήσεται καὶ ὃ ἐποίησεν αὕτη εἰς μνημόσυνον αὐτῆς.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 14] Τότε πορευθεὶς εἷς τῶν δώδεκα, ὁ λεγόμενος Ἰούδας Ἰσκαριώτης, πρὸς τοὺς ἀρχιερεῖς
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 15] εἶπεν· Τί θέλετέ μοι δοῦναι κἀγὼ ὑμῖν παραδώσω αὐτόν; οἱ δὲ ἔστησαν αὐτῷ τριάκοντα ἀργύρια.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 16] καὶ ἀπὸ τότε ἐζήτει εὐκαιρίαν ἵνα αὐτὸν παραδῷ.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 17] Τῇ δὲ πρώτῃ τῶν ἀζύμων προσῆλθον οἱ μαθηταὶ τῷ Ἰησοῦ ⸀λέγοντες· Ποῦ θέλεις ⸀ἑτοιμάσωμέν σοι φαγεῖν τὸ πάσχα;
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 18] ὁ δὲ εἶπεν· Ὑπάγετε εἰς τὴν πόλιν πρὸς τὸν δεῖνα καὶ εἴπατε αὐτῷ· Ὁ διδάσκαλος λέγει· Ὁ καιρός μου ἐγγύς ἐστιν· πρὸς σὲ ποιῶ τὸ πάσχα μετὰ τῶν μαθητῶν μου.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 19] καὶ ἐποίησαν οἱ μαθηταὶ ὡς συνέταξεν αὐτοῖς ὁ Ἰησοῦς, καὶ ἡτοίμασαν τὸ πάσχα.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 20] Ὀψίας δὲ γενομένης ἀνέκειτο μετὰ τῶν δώδεκα ⸀μαθητῶν
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 21] καὶ ἐσθιόντων αὐτῶν εἶπεν· Ἀμὴν λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 22] καὶ λυπούμενοι σφόδρα ἤρξαντο λέγειν αὐτῷ ⸂εἷς ἕκαστος⸃· Μήτι ἐγώ εἰμι, κύριε;
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 23] ὁ δὲ ἀποκριθεὶς εἶπεν· Ὁ ἐμβάψας μετʼ ἐμοῦ ⸂τὴν χεῖρα ἐν τῷ τρυβλίῳ⸃ οὗτός με παραδώσει·
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 24] ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται· καλὸν ἦν αὐτῷ εἰ οὐκ ἐγεννήθη ὁ ἄνθρωπος ἐκεῖνος.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 25] ἀποκριθεὶς δὲ Ἰούδας ὁ παραδιδοὺς αὐτὸν εἶπεν· Μήτι ἐγώ εἰμι, ῥαββί; λέγει αὐτῷ· Σὺ εἶπας.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 26] Ἐσθιόντων δὲ αὐτῶν λαβὼν ὁ Ἰησοῦς ⸀ἄρτον καὶ ⸀εὐλογήσας ἔκλασεν καὶ ⸂δοὺς τοῖς μαθηταῖς⸃ εἶπεν· Λάβετε φάγετε, τοῦτό ἐστιν τὸ σῶμά μου.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 27] καὶ ⸀λαβὼν ποτήριον καὶ εὐχαριστήσας ἔδωκεν αὐτοῖς λέγων· Πίετε ἐξ αὐτοῦ πάντες,
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 28] τοῦτο γάρ ἐστιν τὸ αἷμά ⸀μου ⸀τῆς διαθήκης τὸ περὶ πολλῶν ἐκχυννόμενον εἰς ἄφεσιν ἁμαρτιῶν·
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 29] λέγω δὲ ⸀ὑμῖν, οὐ μὴ πίω ἀπʼ ἄρτι ἐκ τούτου τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω μεθʼ ὑμῶν καινὸν ἐν τῇ βασιλείᾳ τοῦ πατρός μου.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 30] καὶ ὑμνήσαντες ἐξῆλθον εἰς τὸ Ὄρος τῶν Ἐλαιῶν.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 31] Τότε λέγει αὐτοῖς ὁ Ἰησοῦς· Πάντες ὑμεῖς σκανδαλισθήσεσθε ἐν ἐμοὶ ἐν τῇ νυκτὶ ταύτῃ, γέγραπται γάρ· Πατάξω τὸν ποιμένα, καὶ ⸀διασκορπισθήσονται τὰ πρόβατα τῆς ποίμνης·
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 32] μετὰ δὲ τὸ ἐγερθῆναί με προάξω ὑμᾶς εἰς τὴν Γαλιλαίαν.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 33] ἀποκριθεὶς δὲ ὁ Πέτρος εἶπεν αὐτῷ· Εἰ πάντες σκανδαλισθήσονται ἐν σοί, ⸀ἐγὼ οὐδέποτε σκανδαλισθήσομαι.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 34] ἔφη αὐτῷ ὁ Ἰησοῦς· Ἀμὴν λέγω σοι ὅτι ἐν ταύτῃ τῇ νυκτὶ πρὶν ἀλέκτορα φωνῆσαι τρὶς ἀπαρνήσῃ με.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 35] λέγει αὐτῷ ὁ Πέτρος· Κἂν δέῃ με σὺν σοὶ ἀποθανεῖν, οὐ μή σε ⸀ἀπαρνήσομαι. ⸀ὁμοίως καὶ πάντες οἱ μαθηταὶ εἶπαν.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 36] Τότε ἔρχεται μετʼ αὐτῶν ὁ Ἰησοῦς εἰς χωρίον λεγόμενον Γεθσημανί, καὶ λέγει τοῖς μαθηταῖς· Καθίσατε αὐτοῦ ἕως οὗ ἀπελθὼν ⸂ἐκεῖ προσεύξωμαι⸃.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 37] καὶ παραλαβὼν τὸν Πέτρον καὶ τοὺς δύο υἱοὺς Ζεβεδαίου ἤρξατο λυπεῖσθαι καὶ ἀδημονεῖν.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 38] τότε λέγει ⸀αὐτοῖς· Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε μετʼ ἐμοῦ.
[SBLGNT | EL | NT | Matthew | Chapter 26 | Verse 39] καὶ ⸀προελθὼν μικρὸν ἔπεσεν ἐπὶ πρόσωπον αὐτοῦ προσευχόμενος καὶ λέγων· Πάτερ μου, εἰ δυνατόν ἐστιν, παρελθάτω ἀπʼ ἐμοῦ τὸ ποτήριον τοῦτο· πλὴν οὐχ ὡς ἐγὼ θέλω ἀλλʼ ὡς σύ.
