[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 1] Προσέχετε ⸀δὲ τὴν ⸀δικαιοσύνην ὑμῶν μὴ ποιεῖν ἔμπροσθεν τῶν ἀνθρώπων πρὸς τὸ θεαθῆναι αὐτοῖς· εἰ δὲ μή γε, μισθὸν οὐκ ἔχετε παρὰ τῷ πατρὶ ὑμῶν τῷ ἐν τοῖς οὐρανοῖς.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 2] Ὅταν οὖν ποιῇς ἐλεημοσύνην, μὴ σαλπίσῃς ἔμπροσθέν σου, ὥσπερ οἱ ὑποκριταὶ ποιοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς ῥύμαις, ὅπως δοξασθῶσιν ὑπὸ τῶν ἀνθρώπων· ἀμὴν λέγω ὑμῖν, ἀπέχουσιν τὸν μισθὸν αὐτῶν.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 3] σοῦ δὲ ποιοῦντος ἐλεημοσύνην μὴ γνώτω ἡ ἀριστερά σου τί ποιεῖ ἡ δεξιά σου,
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 4] ὅπως ᾖ σου ἡ ἐλεημοσύνη ἐν τῷ κρυπτῷ· καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ ⸀κρυπτῷ ἀποδώσει ⸀σοι.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 5] Καὶ ὅταν ⸂προσεύχησθε, οὐκ ἔσεσθε ὡς⸃ οἱ ὑποκριταί· ὅτι φιλοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς γωνίαις τῶν πλατειῶν ἑστῶτες προσεύχεσθαι, ⸀ὅπως φανῶσιν τοῖς ἀνθρώποις· ἀμὴν λέγω ⸀ὑμῖν, ἀπέχουσι τὸν μισθὸν αὐτῶν.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 6] σὺ δὲ ὅταν προσεύχῃ, εἴσελθε εἰς τὸ ταμεῖόν σου καὶ κλείσας τὴν θύραν σου πρόσευξαι τῷ πατρί σου τῷ ἐν τῷ κρυπτῷ· καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ ἀποδώσει ⸀σοι.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 7] Προσευχόμενοι δὲ μὴ βατταλογήσητε ὥσπερ οἱ ἐθνικοί, δοκοῦσιν γὰρ ὅτι ἐν τῇ πολυλογίᾳ αὐτῶν εἰσακουσθήσονται·
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 8] μὴ οὖν ὁμοιωθῆτε αὐτοῖς, οἶδεν γὰρ ⸀ὁ πατὴρ ὑμῶν ὧν χρείαν ἔχετε πρὸ τοῦ ὑμᾶς αἰτῆσαι αὐτόν.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 9] Οὕτως οὖν προσεύχεσθε ὑμεῖς· Πάτερ ἡμῶν ὁ ἐν τοῖς οὐρανοῖς· ἁγιασθήτω τὸ ὄνομά σου,
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 10] ἐλθέτω ἡ βασιλεία σου, γενηθήτω τὸ θέλημά σου, ὡς ἐν οὐρανῷ καὶ ⸀ἐπὶ γῆς·
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 11] τὸν ἄρτον ἡμῶν τὸν ἐπιούσιον δὸς ἡμῖν σήμερον·
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 12] καὶ ἄφες ἡμῖν τὰ ὀφειλήματα ἡμῶν, ὡς καὶ ἡμεῖς ⸀ἀφήκαμεν τοῖς ὀφειλέταις ἡμῶν·
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 13] καὶ μὴ εἰσενέγκῃς ἡμᾶς εἰς πειρασμόν, ἀλλὰ ῥῦσαι ἡμᾶς ἀπὸ τοῦ ⸀πονηροῦ.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 14] ἐὰν γὰρ ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν, ἀφήσει καὶ ὑμῖν ὁ πατὴρ ὑμῶν ὁ οὐράνιος·
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 15] ἐὰν δὲ μὴ ἀφῆτε τοῖς ⸀ἀνθρώποις, οὐδὲ ὁ πατὴρ ὑμῶν ἀφήσει τὰ παραπτώματα ὑμῶν.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 16] Ὅταν δὲ νηστεύητε, μὴ γίνεσθε ⸀ὡς οἱ ὑποκριταὶ σκυθρωποί, ἀφανίζουσιν γὰρ τὰ πρόσωπα αὐτῶν ὅπως φανῶσιν τοῖς ἀνθρώποις νηστεύοντες· ἀμὴν λέγω ⸀ὑμῖν, ἀπέχουσιν τὸν μισθὸν αὐτῶν.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 17] σὺ δὲ νηστεύων ἄλειψαί σου τὴν κεφαλὴν καὶ τὸ πρόσωπόν σου νίψαι,
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 18] ὅπως μὴ φανῇς τοῖς ἀνθρώποις νηστεύων ἀλλὰ τῷ πατρί σου τῷ ἐν τῷ ⸀κρυφαίῳ· καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ ⸁κρυφαίῳ ἀποδώσει σοι.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 19] Μὴ θησαυρίζετε ὑμῖν θησαυροὺς ἐπὶ τῆς γῆς, ὅπου σὴς καὶ βρῶσις ἀφανίζει, καὶ ὅπου κλέπται διορύσσουσιν καὶ κλέπτουσιν·
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 20] θησαυρίζετε δὲ ὑμῖν θησαυροὺς ἐν οὐρανῷ, ὅπου οὔτε σὴς οὔτε βρῶσις ἀφανίζει, καὶ ὅπου κλέπται οὐ διορύσσουσιν οὐδὲ κλέπτουσιν·
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 21] ὅπου γάρ ἐστιν ὁ θησαυρός ⸀σου, ἐκεῖ ἔσται καὶ ἡ καρδία ⸁σου.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 22] Ὁ λύχνος τοῦ σώματός ἐστιν ὁ ὀφθαλμός. ἐὰν οὖν ⸂ᾖ ὁ ὀφθαλμός σου ἁπλοῦς⸃, ὅλον τὸ σῶμά σου φωτεινὸν ἔσται·
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 23] ἐὰν δὲ ὁ ὀφθαλμός σου πονηρὸς ᾖ, ὅλον τὸ σῶμά σου σκοτεινὸν ἔσται. εἰ οὖν τὸ φῶς τὸ ἐν σοὶ σκότος ἐστίν, τὸ σκότος πόσον.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 24] Οὐδεὶς δύναται δυσὶ κυρίοις δουλεύειν· ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει, ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει. οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ.
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 25] Διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί ⸀φάγητε, μηδὲ τῷ σώματι ὑμῶν τί ἐνδύσησθε· οὐχὶ ἡ ψυχὴ πλεῖόν ἐστι τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος;
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 26] ἐμβλέψατε εἰς τὰ πετεινὰ τοῦ οὐρανοῦ ὅτι οὐ σπείρουσιν οὐδὲ θερίζουσιν οὐδὲ συνάγουσιν εἰς ἀποθήκας, καὶ ὁ πατὴρ ὑμῶν ὁ οὐράνιος τρέφει αὐτά· οὐχ ὑμεῖς μᾶλλον διαφέρετε αὐτῶν;
[SBLGNT | EL | NT | Matthew | Chapter 6 | Verse 27] τίς δὲ ἐξ ὑμῶν μεριμνῶν δύναται προσθεῖναι ἐπὶ τὴν ἡλικίαν αὐτοῦ πῆχυν ἕνα;
