[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 1] Καὶ ἦλθον εἰς τὸ πέραν τῆς θαλάσσης, εἰς τὴν χώραν τῶν Γαδαρηνῶν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 2] Καὶ ἐξελθόντι αὐτῷ ἐκ τοῦ πλοίου, εὐθέως ἀπήντησεν αὐτῷ ἐκ τῶν μνημείων ἄνθρωπος ἐν πνεύματι ἀκαθάρτῳ,
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 3] ὃς τὴν κατοίκησιν εἶχεν ἐν τοῖς μνημείοις· καὶ οὔτε ἁλύσεσιν οὐδεὶς ἠδύνατο αὐτὸν δῆσαι,
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 4] διὰ τὸ αὐτὸν πολλάκις πέδαις καὶ ἁλύσεσι δεδέσθαι, καὶ διεσπᾶσθαι ὑπ᾿ αὐτοῦ τὰς ἁλύσεις, καὶ τὰς πέδας συντετρίφθαι· καὶ οὐδεὶς αὐτὸν ἴσχυε δαμάσαι·
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 5] καὶ διὰ παντός, νυκτὸς καὶ ἡμέρας, ἐν τοῖς ὄρεσι καὶ ἐν τοῖς μνήμασιν ἦν κράζων καὶ κατακόπτων ἑαυτὸν λίθοις.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 6] Ἰδὼν δὲ τὸν Ἰησοῦν ἀπὸ μακρόθεν, ἔδραμε καὶ προσεκύνησεν αὐτῷ,
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 7] καὶ κράξας φωνῇ μεγάλῃ εἶπε, Τί ἐμοὶ καὶ σοί, Ἰησοῦ, υἱὲ τοῦ Θεοῦ τοῦ ὑψίστου; Ὁρκίζω σε τὸν Θεόν, μή με βασανίσῃς.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 8] Ἔλεγε γὰρ αὐτῷ, Ἔξελθε, τὸ πνεῦμα τὸ ἀκάθαρτον, ἐκ τοῦ ἀνθρώπου.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 9] Καὶ ἐπηρώτα αὐτόν, Τί σοι ὄνομα; Καὶ ἀπεκρίθη, λέγων, Λεγεὼν ὄνομά μοι, ὅτι πολλοί ἐσμεν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 10] Καὶ παρεκάλει αὐτὸν πολλὰ ἵνα μὴ αὐτοὺς ἀποστείλῃ ἔξω τῆς χώρας.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 11] Ἦν δὲ ἐκεῖ πρὸς τὰ ὄρη ἀγέλη χοίρων μεγάλη βοσκομένη·
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 12] καὶ παρεκάλεσαν αὐτὸν πάντες οἱ δαίμονες, λέγοντες, Πέμψον ἡμᾶς εἰς τοὺς χοίρους, ἵνα εἰς αὐτοὺς εἰσέλθωμεν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 13] Καὶ ἐπέτρεψεν αὐτοῖς εὐθέως ὁ Ἰησοῦς. Καὶ ἐξελθόντα τὰ πνεύματα τὰ ἀκάθαρτα εἰσῆλθον εἰς τοὺς χοίρους· καὶ ὥρμησεν ἡ ἀγέλη κατὰ τοῦ κρημνοῦ εἰς τὴν θάλασσαν· ἦσαν δὲ ὡς δισχίλιοι· καὶ ἐπνίγοντο ἐν τῇ θαλάσσῃ.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 14] Οἱ δὲ βόσκοντες τοὺς χοίρους ἔφυγον, καὶ ἀνήγγειλαν εἰς τὴν πόλιν καὶ εἰς τοὺς ἀγρούς. Καὶ ἐξῆλθον ἰδεῖν τί ἐστι τὸ γεγονός·
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 15] καὶ ἔρχονται πρὸς τὸν Ἰησοῦν, καὶ θεωροῦσι τὸν δαιμονιζόμενον καθήμενον καὶ ἱματισμένον καὶ σωφρονοῦντα, τὸν ἐσχηκότα τὸν Λεγεῶνα· καὶ ἐφοβήθησαν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 16] Καὶ διηγήσαντο αὐτοῖς οἱ ἰδόντες πῶς ἐγένετο τῷ δαιμονιζομένῳ, καὶ περὶ τῶν χοίρων.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 17] Καὶ ἤρξαντο παρακαλεῖν αὐτὸν ἀπελθεῖν ἀπὸ τῶν ὁρίων αὐτῶν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 18] Καὶ ἐμβάντος αὐτοῦ εἰς τὸ πλοῖον, παρεκάλει αὐτὸν ὁ δαιμονισθείς, ἵνα ᾖ μετ᾿ αὐτοῦ.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 19] Ὁ δὲ Ἰησοῦς οὐκ ἀφῆκεν αὐτόν, ἀλλὰ λέγει αὐτῷ, Ὕπαγε εἰς τὸν οἶκόν σου πρὸς τοὺς σούς, καὶ ἀνάγγειλον αὐτοῖς ὅσα σοι ὁ Κύριος ἐποίησε, καὶ ἠλέησέ σε.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 20] Καὶ ἀπῆλθε καὶ ἤρξατο κηρύσσειν ἐν τῇ Δεκαπόλει ὅσα ἐποίησεν αὐτῷ ὁ Ἰησοῦς· καὶ πάντες ἐθαύμαζον.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 21] Καὶ διαπεράσαντος τοῦ Ἰησοῦ ἐν τῷ πλοίῳ πάλιν εἰς τὸ πέραν, συνήχθη ὄχλος πολὺς ἐπ᾿ αὐτόν, καὶ ἦν παρὰ τὴν θάλασσαν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 22] Καὶ ἰδού, ἔρχεται εἷς τῶν ἀρχισυναγώγων, ὀνόματι Ἰάειρος, καὶ ἰδὼν αὐτόν, πίπτει πρὸς τοὺς πόδας αὐτοῦ,
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 23] καὶ παρεκάλει αὐτὸν πολλά, λέγων ὅτι Τὸ θυγάτριόν μου ἐσχάτως ἔχει· ἵνα ἐλθὼν ἐπιθῇς αὐτῇ τὰς χεῖρας, ὅπως σωθῇ καὶ ζήσεται.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 24] Καὶ ἀπῆλθε μετ᾿ αὐτοῦ· καὶ ἠκολούθει αὐτῷ ὄχλος πολύς, καὶ συνέθλιβον αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 25] Καὶ γυνή τις οὖσα ἐν ῥύσει αἵματος ἔτη δώδεκα,
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 26] καὶ πολλὰ παθοῦσα ὑπὸ πολλῶν ἰατρῶν, καὶ δαπανήσασα τὰ παρ᾿ ἑαυτῆς πάντα, καὶ μηδὲν ὠφεληθεῖσα, ἀλλὰ μᾶλλον εἰς τὸ χεῖρον ἐλθοῦσα,
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 27] ἀκούσασα περὶ τοῦ Ἰησοῦ, ἐλθοῦσα ἐν τῷ ὄχλῳ ὄπισθεν, ἥψατο τοῦ ἱματίου αὐτοῦ·
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 28] ἔλεγε γὰρ ὅτι Κἂν τῶν ἱματίων αὐτοῦ ἅψωμαι, σωθήσομαι.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 29] Καὶ εὐθέως ἐξηράνθη ἡ πηγὴ τοῦ αἵματος αὐτῆς, καὶ ἔγνω τῷ σώματι ὅτι ἴαται ἀπὸ τῆς μάστιγος.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 30] Καὶ εὐθέως ὁ Ἰησοῦς ἐπιγνοὺς ἐν ἑαυτῷ τὴν ἐξ αὐτοῦ δύναμιν ἐξελθοῦσαν, ἐπιστραφεὶς ἐν τῷ ὄχλῳ, ἔλεγε, Τίς μου ἥψατο τῶν ἱματίων;
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 31] Καὶ ἔλεγον αὐτῷ οἱ μαθηταὶ αὐτοῦ, Βλέπεις τὸν ὄχλον συνθλίβοντά σε, καὶ λέγεις, Τίς μου ἥψατο;
