[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 1] Καὶ εὐθέως ἐπὶ τὸ πρωῒ συμβούλιον ποιήσαντες οἱ ἀρχιερεῖς μετὰ τῶν πρεσβυτέρων καὶ γραμματέων, καὶ ὅλον τὸ συνέδριον, δήσαντες τὸν Ἰησοῦν ἀπήνεγκαν καὶ παρέδωκαν τῷ Πιλάτῳ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 2] Καὶ ἐπηρώτησεν αὐτὸν ὁ Πιλάτος, Σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων; Ὁ δὲ ἀποκριθεὶς εἶπεν αὐτῷ, Σὺ λέγεις.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 3] Καὶ κατηγόρουν αὐτοῦ οἱ ἀρχιερεῖς + 15:3 πολλά· ¦ πολλά· αὐτὸς δὲ οὐδὲν ἀπεκρίνατο. SCR πολλά·
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 4] ὁ δὲ Πιλάτος πάλιν ἐπηρώτησεν αὐτόν, λέγων, Οὐκ ἀποκρίνῃ οὐδέν; Ἴδε, πόσα σου καταμαρτυροῦσιν.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 5] Ὁ δὲ Ἰησοῦς οὐκέτι οὐδὲν ἀπεκρίθη, ὥστε θαυμάζειν τὸν Πιλάτον.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 6] Κατὰ δὲ ἑορτὴν ἀπέλυεν αὐτοῖς ἕνα δέσμιον, ὅνπερ ᾐτοῦντο.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 7] Ἦν δὲ ὁ λεγόμενος Βαραββᾶς μετὰ τῶν συστασιαστῶν δεδεμένος, οἵτινες ἐν τῇ στάσει φόνον πεποιήκεισαν.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 8] Καὶ ἀναβοήσας ὁ ὄχλος ἤρξατο αἰτεῖσθαι καθὼς ἀεὶ ἐποίει αὐτοῖς.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 9] Ὁ δὲ Πιλάτος ἀπεκρίθη αὐτοῖς, λέγων, Θέλετε ἀπολύσω ὑμῖν τὸν βασιλέα τῶν Ἰουδαίων;
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 10] Ἐγίνωσκε γὰρ ὅτι διὰ φθόνον παραδεδώκεισαν αὐτὸν οἱ ἀρχιερεῖς.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 11] Οἱ δὲ ἀρχιερεῖς ἀνέσεισαν τὸν ὄχλον ἵνα μᾶλλον τὸν Βαραββᾶν ἀπολύσῃ αὐτοῖς.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 12] Ὁ δὲ Πιλάτος ἀποκριθεὶς πάλιν εἶπεν αὐτοῖς, Τί οὖν θέλετε ποιήσω ὃν λέγετε βασιλέα τῶν Ἰουδαίων;
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 13] Οἱ δὲ πάλιν ἔκραξαν, Σταύρωσον αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 14] Ὁ δὲ Πιλάτος ἔλεγεν αὐτοῖς, Τί γὰρ κακὸν ἐποίησεν; Οἱ δὲ περισσοτέρως ἔκραξαν, Σταύρωσον αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 15] Ὁ δὲ Πιλάτος βουλόμενος τῷ ὄχλῳ τὸ ἱκανὸν ποιῆσαι, ἀπέλυσεν αὐτοῖς τὸν Βαραββᾶν· καὶ παρέδωκε τὸν Ἰησοῦν φραγελλώσας ἵνα σταυρωθῇ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 16] Οἱ δὲ στρατιῶται ἀπήγαγον αὐτὸν ἔσω τῆς αὐλῆς, ὅ ἐστι πραιτώριον, καὶ συγκαλοῦσιν ὅλην τὴν σπεῖραν.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 17] Καὶ ἐνδύουσιν αὐτὸν πορφύραν, καὶ περιτιθέασιν αὐτῷ πλέξαντες ἀκάνθινον στέφανον,
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 18] καὶ ἤρξαντο ἀσπάζεσθαι αὐτόν, Χαῖρε, βασιλεῦ τῶν Ἰουδαίων·
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 19] καὶ ἔτυπτον αὐτοῦ τὴν κεφαλὴν καλάμῳ, καὶ ἐνέπτυον αὐτῷ, καὶ τιθέντες τὰ γόνατα προσεκύνουν αὐτῷ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 20] Καὶ ὅτε ἐνέπαιξαν αὐτῷ, ἐξέδυσαν αὐτὸν τὴν πορφύραν, καὶ ἐνέδυσαν αὐτὸν τὰ ἱμάτια τὰ ἴδια, καὶ ἐξάγουσιν αὐτὸν ἵνα σταυρώσωσιν αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 21] Καὶ ἀγγαρεύουσι παράγοντά τινα Σίμωνα Κυρηναῖον, ἐρχόμενον ἀπ᾿ ἀγροῦ, τὸν πατέρα Ἀλεξάνδρου καὶ Ῥούφου, ἵνα ἄρῃ τὸν σταυρὸν αὐτοῦ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 22] Καὶ φέρουσιν αὐτὸν ἐπὶ Γολγοθᾶ τόπον, ὅ ἐστι μεθερμηνευόμενον Κρανίου Τόπος.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 23] Καὶ ἐδίδουν αὐτῷ πιεῖν ἐσμυρνισμένον οἶνον· ὁ δὲ οὐκ ἔλαβε.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 24] Καὶ σταυρώσαντες αὐτόν, διεμέριζον τὰ ἱμάτια αὐτοῦ, βάλλοντες κλῆρον ἐπ᾿ αὐτά, τίς τί ἄρῃ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 25] Ἦν δὲ ὥρα τρίτη, καὶ ἐσταύρωσαν αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 26] Καὶ ἦν ἡ ἐπιγραφὴ τῆς αἰτίας αὐτοῦ ἐπιγεγραμμένη, Ὁ βασιλεὺς τῶν Ἰουδαίων.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 27] Καὶ σὺν αὐτῷ σταυροῦσι δύο λῃστάς, ἕνα ἐκ δεξιῶν καὶ ἕνα ἐξ εὐωνύμων αὐτοῦ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 28] Καὶ ἐπληρώθη ἡ γραφὴ ἡ λέγουσα, Καὶ μετὰ ἀνόμων ἐλογίσθη.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 29] Καὶ οἱ παραπορευόμενοι ἐβλασφήμουν αὐτόν, κινοῦντες τὰς κεφαλὰς αὐτῶν, καὶ λέγοντες, Οὐά, ὁ καταλύων τὸν ναὸν καὶ ἐν τρισὶν ἡμέραις οἰκοδομῶν,
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 30] σῶσον σεαυτόν, καὶ κατάβα ἀπὸ τοῦ σταυροῦ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 31] Ὁμοίως δὲ καὶ οἱ ἀρχιερεῖς ἐμπαίζοντες πρὸς ἀλλήλους μετὰ τῶν γραμματέων ἔλεγον, Ἄλλους ἔσωσεν, ἑαυτὸν οὐ δύναται σῶσαι.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 32] Ὁ Χριστὸς ὁ βασιλεὺς τοῦ Ἰσραὴλ καταβάτω νῦν ἀπὸ τοῦ σταυροῦ, ἵνα ἴδωμεν καὶ πιστεύσωμεν. Καὶ οἱ συνεσταυρωμένοι αὐτῷ ὠνείδιζον αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 33] Γενομένης δὲ ὥρας ἕκτης, σκότος ἐγένετο ἐφ᾿ ὅλην τὴν γῆν ἕως ὥρας ἐννάτης.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 34] Καὶ τῇ ὥρᾳ τῇ ἐννάτῃ ἐβόησεν ὁ Ἰησοῦς φωνῇ μεγάλῃ, λέγων, Ἐλωΐ, Ἐλωΐ, λαμμᾶ σαβαχθανί; Ὅ ἐστι μεθερμηνευόμενον, Ὁ Θεός μου, ὁ Θεός μου, εἰς τί με ἐγκατέλιπες;
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 35] Καί τινες τῶν παρεστηκότων ἀκούσαντες ἔλεγον, Ἰδού, Ἠλίαν φωνεῖ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 36] Δραμὼν δὲ εἷς, καὶ γεμίσας σπόγγον ὄξους, περιθείς τε καλάμῳ, ἐπότιζεν αὐτόν, λέγων, Ἄφετε, ἴδωμεν εἰ ἔρχεται Ἠλίας καθελεῖν αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 37] Ὁ δὲ Ἰησοῦς ἀφεὶς φωνὴν μεγάλην ἐξέπνευσε.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 38] Καὶ τὸ καταπέτασμα τοῦ ναοῦ ἐσχίσθη εἰς δύο ἀπὸ ἄνωθεν ἕως κάτω.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 39] Ἰδὼν δὲ ὁ κεντυρίων ὁ παρεστηκὼς ἐξ ἐναντίας αὐτοῦ ὅτι οὕτω κράξας ἐξέπνευσεν, εἶπεν, Ἀληθῶς ὁ ἄνθρωπος οὗτος υἱὸς ἦν Θεοῦ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 40] Ἦσαν δὲ καὶ γυναῖκες ἀπὸ μακρόθεν θεωροῦσαι, ἐν αἷς ἦν καὶ Μαρία ἡ Μαγδαληνή, καὶ Μαρία ἡ τοῦ Ἰακώβου τοῦ μικροῦ καὶ Ἰωσῆ μήτηρ, καὶ Σαλώμη,
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 41] αἳ καί, ὅτε ἦν ἐν τῇ Γαλιλαίᾳ, ἠκολούθουν αὐτῷ, καὶ διηκόνουν αὐτῷ, καὶ ἄλλαι πολλαὶ αἱ συναναβᾶσαι αὐτῷ εἰς Ἱεροσόλυμα.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 42] Καὶ ἤδη ὀψίας γενομένης, ἐπεὶ ἦν Παρασκευή, ὅ ἐστι προσάββατον,
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 43] ἦλθεν Ἰωσὴφ ὁ ἀπὸ Ἀριμαθαίας, εὐσχήμων βουλευτής, ὃς καὶ αὐτὸς ἦν προσδεχόμενος τὴν βασιλείαν τοῦ Θεοῦ· τολμήσας εἰσῆλθε πρὸς Πιλάτον, καὶ ᾐτήσατο τὸ σῶμα τοῦ Ἰησοῦ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 44] Ὁ δὲ Πιλάτος ἐθαύμασεν εἰ ἤδη τέθνηκε· καὶ προσκαλεσάμενος τὸν κεντυρίωνα, ἐπηρώτησεν αὐτὸν εἰ πάλαι ἀπέθανε.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 45] Καὶ γνοὺς ἀπὸ τοῦ κεντυρίωνος, ἐδωρήσατο τὸ σῶμα τῷ Ἰωσήφ.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 46] Καὶ ἀγοράσας σινδόνα, καὶ καθελὼν αὐτόν, ἐνείλησε τῇ σινδόνι, καὶ κατέθηκεν αὐτὸν ἐν μνημείῳ, ὃ ἦν λελατομημένον ἐκ πέτρας· καὶ προσεκύλισε λίθον ἐπὶ τὴν θύραν τοῦ μνημείου.
[GRCGTR | EL | NT | Mark | Chapter 15 | Verse 47] Ἡ δὲ Μαρία ἡ Μαγδαληνὴ καὶ Μαρία Ἰωσῆ ἐθεώρουν ποῦ τίθεται.
