[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 1] Καὶ ἔλεγεν αὐτοῖς, Ἀμὴν λέγω ὑμῖν ὅτι εἰσί τινες τῶν ὧδε ἑστηκότων, οἵτινες οὐ μὴ γεύσωνται θανάτου, ἕως ἂν ἴδωσι τὴν βασιλείαν τοῦ Θεοῦ ἐληλυθυῖαν ἐν δυνάμει.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 2] Καὶ μεθ᾿ ἡμέρας ἓξ παραλαμβάνει ὁ Ἰησοῦς τὸν Πέτρον καὶ τὸν Ἰάκωβον καὶ τὸν Ἰωάννην, καὶ ἀναφέρει αὐτοὺς εἰς ὄρος ὑψηλὸν κατ᾿ ἰδίαν μόνους. Καὶ μετεμορφώθη ἔμπροσθεν αὐτῶν,
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 3] καὶ τὰ ἱμάτια αὐτοῦ ἐγένετο στίλβοντα, λευκὰ λίαν ὡς χιών, οἷα γναφεὺς ἐπὶ τῆς γῆς οὐ δύναται λευκᾶναι.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 4] Καὶ ὤφθη αὐτοῖς Ἠλίας σὺν Μωσεῖ, καὶ ἦσαν συλλαλοῦντες τῷ Ἰησοῦ.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 5] Καὶ ἀποκριθεὶς ὁ Πέτρος λέγει τῷ Ἰησοῦ, Ῥαββί, καλόν ἐστιν ἡμᾶς ὧδε εἶναι· καὶ ποιήσωμεν σκηνὰς τρεῖς, σοὶ μίαν, καὶ Μωσεῖ μίαν, καὶ Ἠλίᾳ μίαν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 6] Οὐ γὰρ ᾔδει τί λαλήσῃ· ἦσαν γὰρ ἔκφοβοι.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 7] Καὶ ἐγένετο νεφέλη ἐπισκιάζουσα αὐτοῖς· καὶ ἦλθε φωνὴ ἐκ τῆς νεφέλης λέγουσα, Οὗτός ἐστιν ὁ υἱός μου ὁ ἀγαπητός· αὐτοῦ ἀκούετε.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 8] Καὶ ἐξάπινα περιβλεψάμενοι, οὐκέτι οὐδένα εἶδον, ἀλλὰ τὸν Ἰησοῦν μόνον μεθ᾿ ἑαυτῶν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 9] Καταβαινόντων δὲ αὐτῶν ἀπὸ τοῦ ὄρους, διεστείλατο αὐτοῖς ἵνα μηδενὶ διηγήσωνται ἃ εἶδον, εἰ μὴ ὅταν ὁ υἱὸς τοῦ ἀνθρώπου ἐκ νεκρῶν ἀναστῇ.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 10] Καὶ τὸν λόγον ἐκράτησαν πρὸς ἑαυτούς, συζητοῦντες τί ἐστι τὸ ἐκ νεκρῶν ἀναστῆναι.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 11] Καὶ ἐπηρώτων αὐτόν, λέγοντες ὅτι Λέγουσιν οἱ γραμματεῖς ὅτι Ἠλίαν δεῖ ἐλθεῖν πρῶτον;
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 12] Ὁ δὲ ἀποκριθείς, εἶπεν αὐτοῖς, Ἠλίας μὲν ἐλθὼν πρῶτον, ἀποκαθιστᾷ πάντα· καὶ πῶς γέγραπται ἐπὶ τὸν υἱὸν τοῦ ἀνθρώπου, ἵνα πολλὰ πάθῃ καὶ ἐξουδενωθῇ.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 13] Ἀλλὰ λέγω ὑμῖν ὅτι καὶ Ἠλίας ἐλήλυθε, καὶ ἐποίησαν αὐτῷ ὅσα ἠθέλησαν, καθὼς γέγραπται ἐπ᾿ αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 14] Καὶ ἐλθὼν πρὸς τοὺς μαθητάς, εἶδεν ὄχλον πολὺν περὶ αὐτούς, καὶ γραμματεῖς συζητοῦντας αὐτοῖς.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 15] Καὶ εὐθέως πᾶς ὁ ὄχλος ἰδὼν αὐτὸν ἐξεθαμβήθη, καὶ προστρέχοντες ἠσπάζοντο αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 16] Καὶ ἐπηρώτησε τοὺς γραμματεῖς, Τί συζητεῖτε πρὸς αὐτούς;
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 17] Καὶ ἀποκριθεὶς εἷς ἐκ τοῦ ὄχλου εἶπε, Διδάσκαλε, ἤνεγκα τὸν υἱόν μου πρός σε, ἔχοντα πνεῦμα ἄλαλον.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 18] Καὶ ὅπου ἂν αὐτὸν καταλάβῃ, ῥήσσει αὐτόν· καὶ ἀφρίζει, καὶ τρίζει τοὺς ὀδόντας αὐτοῦ, καὶ ξηραίνεται· καὶ εἶπον τοῖς μαθηταῖς σου ἵνα αὐτὸ ἐκβάλωσι, καὶ οὐκ ἴσχυσαν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 19] Ὁ δὲ ἀποκριθεὶς αὐτῷ λέγει, Ὦ γενεὰ ἄπιστος, ἕως πότε πρὸς ὑμᾶς ἔσομαι; Ἕως πότε ἀνέξομαι ὑμῶν; Φέρετε αὐτὸν πρός με.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 20] Καὶ ἤνεγκαν αὐτὸν πρὸς αὐτόν· καὶ ἰδὼν αὐτόν, εὐθέως τὸ πνεῦμα ἐσπάραξεν αὐτόν· καὶ πεσὼν ἐπὶ τῆς γῆς, ἐκυλίετο ἀφρίζων.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 21] Καὶ ἐπηρώτησε τὸν πατέρα αὐτοῦ, Πόσος χρόνος ἐστίν, ὡς τοῦτο γέγονεν αὐτῷ; Ὁ δὲ εἶπε, Παιδιόθεν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 22] Καὶ πολλάκις αὐτὸν καὶ εἰς πῦρ ἔβαλε καὶ εἰς ὕδατα, ἵνα ἀπολέσῃ αὐτόν· ἀλλ᾿ εἴ τι δύνασαι, βοήθησον ἡμῖν, σπλαγχνισθεὶς ἐφ᾿ ἡμᾶς.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 23] Ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ, Τὸ εἰ δύνασαι πιστεῦσαι, πάντα δυνατὰ τῷ πιστεύοντι.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 24] Καὶ εὐθέως κράξας ὁ πατὴρ τοῦ παιδίου, μετὰ δακρύων ἔλεγε, Πιστεύω, Κύριε, βοήθει μου τῇ ἀπιστίᾳ.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 25] Ἰδὼν δὲ ὁ Ἰησοῦς ὅτι ἐπισυντρέχει ὄχλος, ἐπετίμησε τῷ πνεύματι τῷ ἀκαθάρτῳ, λέγων αὐτῷ, Τὸ πνεῦμα τὸ ἄλαλον καὶ κωφόν, ἐγώ σοι ἐπιτάσσω, ἔξελθε ἐξ αὐτοῦ, καὶ μηκέτι εἰσέλθῃς εἰς αὐτόν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 26] Καὶ κράξαν, καὶ πολλὰ σπαράξαν αὐτόν, ἐξῆλθε· καὶ ἐγένετο ὡσεὶ νεκρός, ὥστε πολλοὺς λέγειν ὅτι ἀπέθανεν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 27] Ὁ δὲ Ἰησοῦς κρατήσας αὐτὸν τῆς χειρός, ἤγειρεν αὐτόν· καὶ ἀνέστη.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 28] Καὶ εἰσελθόντα αὐτὸν εἰς οἶκον, οἱ μαθηταὶ αὐτοῦ ἐπηρώτων αὐτὸν κατ᾿ ἰδίαν ὅτι Ἡμεῖς οὐκ ἠδυνήθημεν ἐκβαλεῖν αὐτό;
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 29] Καὶ εἶπεν αὐτοῖς, Τοῦτο τὸ γένος ἐν οὐδενὶ δύναται ἐξελθεῖν, εἰ μὴ ἐν προσευχῇ καὶ νηστείᾳ.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 30] Καὶ ἐκεῖθεν ἐξελθόντες παρεπορεύοντο διὰ τῆς Γαλιλαίας· καὶ οὐκ ἤθελεν ἵνα τις γνῷ.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 31] Ἐδίδασκε γὰρ τοὺς μαθητὰς αὐτοῦ, καὶ ἔλεγεν αὐτοῖς ὅτι Ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται εἰς χεῖρας ἀνθρώπων, καὶ ἀποκτενοῦσιν αὐτόν· καὶ ἀποκτανθείς, τῇ τρίτῃ ἡμέρᾳ ἀναστήσεται.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 32] Οἱ δὲ ἠγνόουν τὸ ῥῆμα, καὶ ἐφοβοῦντο αὐτὸν ἐπερωτῆσαι.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 33] Καὶ ἦλθεν εἰς Καπερναούμ· καὶ ἐν τῇ οἰκίᾳ γενόμενος ἐπηρώτα αὐτούς, Τί ἐν τῇ ὁδῷ πρὸς ἑαυτοὺς διελογίζεσθε;
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 34] Οἱ δὲ ἐσιώπων· πρὸς ἀλλήλους γὰρ διελέχθησαν ἐν τῇ ὁδῷ, τίς μείζων.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 35] Καὶ καθίσας ἐφώνησε τοὺς δώδεκα, καὶ λέγει αὐτοῖς, Εἴ τις θέλει πρῶτος εἶναι, ἔσται πάντων ἔσχατος, καὶ πάντων διάκονος.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 36] Καὶ λαβὼν παιδίον, ἔστησεν αὐτὸ ἐν μέσῳ αὐτῶν· καὶ ἐναγκαλισάμενος αὐτό, εἶπεν αὐτοῖς·
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 37] Ὃς ἐὰν ἓν τῶν τοιούτων παιδίων δέξηται ἐπὶ τῷ ὀνόματί μου, ἐμὲ δέχεται· καὶ ὃς ἐὰν ἐμὲ δέξηται, οὐκ ἐμὲ δέχεται, ἀλλὰ τὸν ἀποστείλαντά με.
