[IRV | PA | NT | Matthew | Chapter 7 | Verse 1] ਦੋਸ਼ ਨਾ ਲਾਓ ਤਾਂ ਜੋ ਤੁਹਾਡੇ ਉੱਤੇ ਵੀ ਦੋਸ਼ ਨਾ ਲਾਇਆ ਜਾਵੇ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 2] ਕਿਉਂਕਿ ਜਿਸ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਦੋਸ਼ ਲਾਉਂਦੇ ਹੋ, ਉਸੇ ਤਰ੍ਹਾਂ ਤੁਹਾਡੇ ਉੱਤੇ ਵੀ ਦੋਸ਼ ਲਾਇਆ ਜਾਵੇਗਾ ਅਤੇ ਜਿਸ ਮਾਪ ਨਾਲ ਤੁਸੀਂ ਮਿਣਦੇ ਹੋ ਉਸੇ ਨਾਲ ਤੁਹਾਡੇ ਲਈ ਵੀ ਮਿਣਿਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 3] ਤੂੰ ਉਸ ਕੱਖ ਨੂੰ ਜਿਹੜਾ ਤੇਰੇ ਭਰਾ ਦੀ ਅੱਖ ਵਿੱਚ ਹੈ, ਕਿਉਂ ਵੇਖਦਾ ਹੈਂ? ਪਰ ਉਹ ਸ਼ਤੀਰ ਜੋ ਤੇਰੀ ਆਪਣੀ ਅੱਖ ਵਿੱਚ ਹੈ ਉਸ ਵੱਲ ਧਿਆਨ ਨਹੀਂ ਦਿੰਦਾ!
[IRV | PA | NT | Matthew | Chapter 7 | Verse 4] ਪਰ ਤੂੰ ਕਿਵੇਂ ਆਪਣੇ ਭਰਾ ਨੂੰ ਆਖ ਸਕਦਾ ਹੈਂ ਕਿ ਲਿਆ ਤੇਰੀ ਅੱਖ ਵਿੱਚੋਂ ਕੱਖ ਕੱਢ ਦਿਆਂ, ਜਦ ਕਿ ਤੇਰੀ ਆਪਣੀ ਅੱਖ ਵਿੱਚ ਸ਼ਤੀਰ ਹੈ!
[IRV | PA | NT | Matthew | Chapter 7 | Verse 5] ਹੇ ਕਪਟੀ ਪਹਿਲਾਂ ਉਸ ਸ਼ਤੀਰ ਨੂੰ ਆਪਣੀ ਅੱਖ ਵਿੱਚੋਂ ਕੱਢ ਤਾਂ ਤੂੰ ਚੰਗੀ ਤਰ੍ਹਾਂ ਵੇਖ ਕੇ, ਉਸ ਕੱਖ ਨੂੰ ਆਪਣੇ ਭਰਾ ਦੀ ਅੱਖ ਵਿੱਚੋਂ ਕੱਢ ਸਕੇਂਗਾ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 6] ਪਵਿੱਤਰ ਵਸਤੂ ਕੁੱਤਿਆਂ ਨੂੰ ਨਾ ਪਾਓ ਅਤੇ ਆਪਣੇ ਮੋਤੀ ਸੂਰਾਂ ਅੱਗੇ ਨਾ ਸੁੱਟੋ, ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਜੋ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਪੈਰਾਂ ਹੇਠ ਮਿੱਧ ਦੇਣ ਅਤੇ ਮੁੜ ਕੇ ਤੁਹਾਨੂੰ ਪਾੜਨ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 7] ਮੰਗੋ ਤਾਂ ਤੁਹਾਨੂੰ ਦਿੱਤਾ ਜਾਵੇਗਾ। ਲੱਭੋ ਤਾਂ ਤੁਹਾਨੂੰ ਲੱਭ ਜਾਵੇਗਾ। ਖੜਕਾਓ ਤਾਂ ਤੁਹਾਡੇ ਲਈ ਦਰਵਾਜ਼ਾ ਖੋਲ੍ਹਿਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 8] ਕਿਉਂਕਿ ਹਰੇਕ ਮੰਗਣ ਵਾਲਾ ਪਾ ਲੈਂਦਾ ਹੈ, ਲੱਭਣ ਵਾਲੇ ਨੂੰ ਲੱਭ ਜਾਂਦਾ ਹੈ ਅਤੇ ਖੜਕਾਉਣ ਵਾਲੇ ਲਈ ਦਰਵਾਜ਼ਾ ਖੋਲ੍ਹਿਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 9] ਜਾਂ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਕੌਣ ਅਜਿਹਾ ਹੈ, ਕਿ ਜਦੋਂ ਉਸ ਦਾ ਪੁੱਤਰ ਉਸ ਤੋਂ ਰੋਟੀ ਮੰਗੇ ਤਾਂ ਉਹ ਉਸ ਨੂੰ ਪੱਥਰ ਦੇਵੇ?
[IRV | PA | NT | Matthew | Chapter 7 | Verse 10] ਅਤੇ ਜਦੋਂ ਮੱਛੀ ਮੰਗੇ ਤਾਂ ਉਹ ਉਸ ਨੂੰ ਸੱਪ ਦੇਵੇ?
[IRV | PA | NT | Matthew | Chapter 7 | Verse 11] ਜਦੋਂ ਤੁਸੀਂ ਬੁਰੇ ਹੋ ਕੇ, ਆਪਣਿਆਂ ਬੱਚਿਆਂ ਨੂੰ ਚੰਗੀਆਂ ਚੀਜ਼ਾਂ ਦੇਣੀਆਂ ਜਾਣਦੇ ਹੋ ਤਾਂ ਤੁਹਾਡਾ ਸਵਰਗੀ ਪਿਤਾ ਆਪਣੇ ਮੰਗਣ ਵਾਲਿਆਂ ਨੂੰ ਕਿੰਨੀਆਂ ਵਧੇਰੇ ਚੰਗੀਆਂ ਵਸਤੂਆਂ ਕਿਉਂ ਨਾ ਦੇਵੇਗਾ?
[IRV | PA | NT | Matthew | Chapter 7 | Verse 12] ਇਸ ਲਈ ਜਿਸ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਚਾਹੁੰਦੇ ਹੋ ਕਿ ਲੋਕ ਤੁਹਾਡੇ ਨਾਲ ਕਰਨ, ਤੁਸੀਂ ਵੀ ਉਨ੍ਹਾਂ ਨਾਲ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕਰੋ! ਕਿਉਂਕਿ ਮੂਸਾ ਦੀ ਬਿਵਸਥਾ ਅਤੇ ਨਬੀਆਂ ਦੇ ਉਪਦੇਸ਼ ਦਾ ਇਹੋ ਹੀ ਅਰਥ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 13] ਭੀੜੇ ਫਾਟਕ ਤੋਂ ਵੜੋ, ਕਿਉਂ ਜੋ ਖੁੱਲ੍ਹਾ ਹੈ ਉਹ ਫਾਟਕ ਅਤੇ ਸੁਖਾਲਾ ਹੈ ਉਹ ਰਾਹ ਜਿਹੜਾ ਨਾਸ ਨੂੰ ਜਾਂਦਾ ਹੈ ਅਤੇ ਬਹੁਤੇ ਹਨ ਜਿਹੜੇ ਉਸ ਤੋਂ ਜਾਂਦੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 14] ਅਤੇ ਉਹ ਫਾਟਕ ਭੀੜਾ ਹੈ ਅਤੇ ਉਹ ਰਾਹ ਔਖਾ ਹੈ, ਜਿਹੜਾ ਸੱਚੇ ਜੀਵਨ ਵੱਲ ਜਾਂਦਾ ਹੈ ਅਤੇ ਬਹੁਤ ਥੋੜ੍ਹੇ ਹਨ ਜੋ ਉਸ ਨੂੰ ਲੱਭਦੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 15] ਝੂਠੇ ਨਬੀਆਂ ਤੋਂ ਸਾਵਧਾਨ ਰਹੋ, ਜਿਹੜੇ ਤੁਹਾਡੇ ਕੋਲ ਭੇਡਾਂ ਦੇ ਭੇਸ ਵਿੱਚ ਆਉਂਦੇ ਹਨ ਪਰ ਅੰਦਰੋਂ ਉਹ ਪਾੜਨ ਵਾਲੇ ਬਘਿਆੜ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 16] ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਦੇ ਫਲਾਂ ਤੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਪਛਾਣੋਗੇ। ਕੀ, ਕੰਡਿਆਲੀਆਂ ਝਾੜੀਆਂ ਨੂੰ ਦਾਖਾਂ ਜਾਂ ਭਖੜੇ ਨੂੰ ਹੰਜ਼ੀਰ ਲੱਗਦੇ ਹਨ?
[IRV | PA | NT | Matthew | Chapter 7 | Verse 17] ਜਿਸ ਤਰ੍ਹਾਂ ਹਰੇਕ ਚੰਗੇ ਰੁੱਖ ਨੂੰ ਚੰਗੇ ਫਲ ਲੱਗਦੇ ਹਨ, ਪਰ ਮਾੜੇ ਰੁੱਖ ਨੂੰ ਬੁਰੇ ਫਲ ਲੱਗਦੇ ਹਨ।
