[IRV | PA | NT | Matthew | Chapter 23 | Verse 1] ਤਦ ਯਿਸੂ ਨੇ ਲੋਕਾਂ ਨੂੰ ਅਤੇ ਆਪਣੇ ਚੇਲਿਆਂ ਨੂੰ ਕਿਹਾ,
[IRV | PA | NT | Matthew | Chapter 23 | Verse 2] ਉਪਦੇਸ਼ਕ ਅਤੇ ਫ਼ਰੀਸੀ ਮੂਸਾ ਦੀ ਗੱਦੀ ਉੱਤੇ ਬੈਠੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 3] ਇਸ ਲਈ ਸਭ ਕੁਝ ਜੋ ਉਹ ਤੁਹਾਨੂੰ ਕਹਿਣ ਤੁਸੀਂ ਮੰਨ ਲੈਣਾ ਅਤੇ ਉਹ ਦੀ ਪਾਲਣਾ ਕਰਨੀ ਪਰ ਉਨ੍ਹਾਂ ਵਰਗੇ ਕੰਮ ਨਾ ਕਰਨਾ ਕਿਉਂਕਿ ਜੋ ਉਹ ਕਹਿੰਦੇ ਹਨ ਸੋ ਉਹ ਕਰਦੇ ਨਹੀਂ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 4] ਉਹ ਭਾਰੇ ਬੋਝ ਜਿਨ੍ਹਾਂ ਦਾ ਚੁੱਕਣਾ ਔਖਾ ਹੈ, ਬੰਨ੍ਹ ਕੇ ਮਨੁੱਖਾਂ ਦਿਆਂ ਮੋਢਿਆਂ ਉੱਤੇ ਰੱਖਦੇ ਹਨ ਉਹ ਆਪ ਉਨ੍ਹਾਂ ਨੂੰ ਉਂਗਲ ਨਾਲ ਖਿਸਕਾਉਣਾ ਵੀ ਨਹੀਂ ਚਾਹੁੰਦੇ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 5] ਉਹ ਆਪਣੇ ਸਭ ਕੰਮ ਲੋਕਾਂ ਨੂੰ ਵਿਖਾਉਣ ਲਈ ਕਰਦੇ ਹਨ ਕਿਉਂ ਜੋ ਉਹ ਆਪਣੇ ਪੋਥੀਆਂ ਵਾਲੇ ਥੈਲੇ ਚੌੜੇ ਕਰਦੇ ਅਤੇ ਆਪਣੀਆਂ ਝਾਲਰਾਂ ਵਧਾਉਂਦੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 6] ਅਤੇ ਦਾਵਤ ਵਿੱਚ ਖ਼ਾਸ ਥਾਵਾਂ ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਅਗਲੀਆਂ ਕੁਰਸੀਆਂ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 7] ਅਤੇ ਬਜ਼ਾਰਾਂ ਵਿੱਚ ਸਲਾਮ ਲੈਣ ਅਤੇ ਮਨੁੱਖਾਂ ਕੋਲੋਂ ਗੁਰੂ ਜੀ ਅਖਵਾਉਣ ਦੇ ਭੁੱਖੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 8] ਪਰ ਤੁਸੀਂ ਗੁਰੂ ਨਾ ਅਖਵਾਓ, ਕਿਉਂ ਜੋ ਤੁਹਾਡਾ ਗੁਰੂ ਇੱਕੋ ਹੈ ਅਤੇ ਤੁਸੀਂ ਸਾਰੇ ਭਾਈ ਹੋ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 9] ਧਰਤੀ ਉੱਤੇ ਕਿਸੇ ਨੂੰ ਆਪਣਾ ਪਿਤਾ ਨਾ ਆਖੋ ਕਿਉਂ ਜੋ ਤੁਹਾਡਾ ਪਿਤਾ ਇੱਕੋ ਹੈ, ਜਿਹੜਾ ਸਵਰਗ ਵਿੱਚ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 10] ਅਤੇ ਨਾ ਤੁਸੀਂ ਮਾਲਕ ਅਖਵਾਓ, ਕਿਉਂ ਜੋ ਤੁਹਾਡਾ ਮਾਲਕ ਇੱਕੋ ਹੈ ਅਰਥਾਤ ਮਸੀਹ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 11] ਪਰ ਉਹ ਜਿਹੜਾ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਹੋਰਨਾਂ ਨਾਲੋਂ ਵੱਡਾ ਹੈ, ਉਹ ਤੁਹਾਡਾ ਸੇਵਾਦਾਰ ਹੋਵੇ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 12] ਅਤੇ ਜੋ ਕੋਈ ਆਪਣੇ ਆਪ ਨੂੰ ਉੱਚਾ ਕਰੇਗਾ, ਉਹ ਨੀਵਾਂ ਕੀਤਾ ਜਾਵੇਗਾ ਅਤੇ ਜੋ ਕੋਈ ਆਪਣੇ ਆਪ ਨੂੰ ਨੀਵਾਂ ਕਰੇਗਾ, ਉਹ ਉੱਚਾ ਕੀਤਾ ਜਾਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 13] ਪਰ ਹੇ ਕਪਟੀ ਉਪਦੇਸ਼ਕੋ ਅਤੇ ਫ਼ਰੀਸੀਓ ਤੁਹਾਡੇ ਉੱਤੇ ਹਾਏ! ਇਸ ਲਈ ਜੋ ਤੁਸੀਂ ਸਵਰਗ ਰਾਜ ਨੂੰ ਮਨੁੱਖਾਂ ਦੇ ਅੱਗੇ ਬੰਦ ਕਰਦੇ ਹੋ, ਕਿਉਂ ਜੋ ਉਸ ਵਿੱਚ ਨਾ ਆਪ ਵੜਦੇ ਨਾ ਵੜਨ ਵਾਲਿਆਂ ਨੂੰ ਵੜਨ ਦਿੰਦੇ ਹੋ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 14] ਕਪਟੀ ਉਪਦੇਸ਼ਕੋ ਅਤੇ ਫ਼ਰੀਸੀਓ ਤੁਹਾਡੇ ਉੱਤੇ ਹਾਏ! ਕਿਉਂਕਿ ਤੁਸੀਂ ਵਿਖਾਵੇ ਲਈ ਲੰਮੀਆਂ-ਲੰਮੀਆਂ ਪ੍ਰਾਰਥਨਾ ਕਰਦੇ ਹੋ, ਪਰ ਵਿਧਵਾਵਾਂ ਦੇ ਘਰ ਨੂੰ ਲੁੱਟ ਲੈਂਦੇ ਹੋ। ਤੁਹਾਨੂੰ ਵੱਡੀ ਸਜ਼ਾ ਮਿਲੇਗੀ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 15] ਹੇ ਕਪਟੀ ਉਪਦੇਸ਼ਕੋ ਅਤੇ ਫ਼ਰੀਸੀਓ ਤੁਹਾਡੇ ਉੱਤੇ ਹਾਏ! ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਇੱਕ ਮਨੁੱਖ ਨੂੰ ਆਪਣੇ ਪੰਥ ਵਿੱਚ ਰਲਾਉਣ ਲਈ ਜਲ-ਥਲ ਗਾਹੁੰਦੇ ਹੋ ਅਤੇ ਜਦ ਉਹ ਤੁਹਾਡੇ ਪੰਥ ਵਿੱਚ ਰਲ ਜਾਂਦਾ ਹੈ ਤਾਂ ਤੁਸੀਂ ਉਸ ਨੂੰ ਆਪਣੇ ਨਾਲੋਂ ਦੁਗਣਾ ਨਰਕ ਦਾ ਪੁੱਤਰ ਬਣਾਉਂਦੇ ਹੋ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 16] ਹੇ ਅੰਨ੍ਹੇ ਆਗੂਓ, ਤੁਹਾਡੇ ਉੱਤੇ ਹਾਏ! ਜਿਹੜੇ ਆਖਦੇ ਹੋ ਕਿ ਜੇ ਕੋਈ ਹੈਕਲ ਦੀ ਸਹੁੰ ਖਾਵੇ ਤਾਂ ਕੁਝ ਗੱਲ ਨਹੀਂ ਪਰ ਜੇ ਕੋਈ ਹੈਕਲ ਦੇ ਸੋਨੇ ਦੀ ਸਹੁੰ ਖਾਵੇ ਤਾਂ ਉਹ ਪੂਰੀ ਕਰਨੀ ਪਵੇਗੀ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 17] ਹੇ ਮੂਰਖੋ ਅਤੇ ਅੰਨ੍ਹਿਓ ਕਿਹੜਾ ਵੱਡਾ ਹੈ ਸੋਨਾ ਜਾਂ ਹੈਕਲ, ਜਿਸ ਨੇ ਸੋਨੇ ਨੂੰ ਪਵਿੱਤਰ ਕੀਤਾ ਹੈ?
