[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 1] ਜਿਨ੍ਹਾਂ ਨੇ ਇਹ ਦੇ ਉੱਤੇ ਮੋਹਰ ਲਾਈ ਉਹ ਇਹ ਸਨ, - ਹਕਲਯਾਹ ਦਾ ਪੁੱਤਰ ਨਹਮਯਾਹ ਜੋ ਹਾਕਮ ਸੀ ਅਤੇ ਸਿਦਕੀਯਾਹ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 2] ਸਰਾਯਾਹ, ਅਜ਼ਰਯਾਹ, ਯਿਰਮਿਯਾਹ
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 3] ਪਸ਼ਹੂਰ, ਅਮਰਯਾਹ, ਮਲਕੀਯਾਹ
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 4] ਹੱਟੂਸ਼, ਸ਼ਬਨਯਾਹ ਅਤੇ ਮੱਲੂਕ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 5] ਹਾਰੀਮ, ਮਰੇਮੋਥ, ਓਬਦਯਾਹ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 6] ਦਾਨੀਏਲ, ਗਿਨਥੋਨ, ਬਾਰੂਕ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 7] ਮਸ਼ੁੱਲਾਮ, ਅਬਿਯਾਹ, ਮੀਯਾਮੀਨ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 8] ਮਅਜ਼ਯਾਹ, ਬਿਲਗਈ ਅਤੇ ਸ਼ਮਅਯਾਹ, ਇਹ ਜਾਜਕ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 9] ਲੇਵੀ ਇਹ ਸਨ: ਅਜ਼ਨਯਾਹ ਦਾ ਪੁੱਤਰ ਯੇਸ਼ੂਆ ਅਤੇ ਹੇਨਾਦਾਦ ਦੇ ਪੁੱਤਰਾਂ ਵਿੱਚੋਂ ਬਿੰਨੂਈ, ਕਦਮੀਏਲ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 10] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਸ਼ਬਨਯਾਹ, ਹੋਦੀਯਾਹ, ਕਲੀਟਾ, ਪਲਾਯਾਹ, ਹਾਨਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 11] ਮੀਕਾ, ਰਹੋਬ, ਹਸ਼ਬਯਾਹ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 12] ਜ਼ੱਕੂਰ, ਸ਼ੇਰੇਬਯਾਹ, ਸ਼ਬਨਯਾਹ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 13] ਹੋਦੀਯਾਹ, ਬਾਨੀ ਅਤੇ ਬਨੀਨੂ।
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 14] ਪਰਜਾ ਦੇ ਪ੍ਰਧਾਨ ਇਹ ਸਨ: ਪਰੋਸ਼, ਪਹਥ-ਮੋਆਬ, ਏਲਾਮ, ਜ਼ੱਤੂ, ਬਾਨੀ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 15] ਬੁੰਨੀ, ਅਜ਼ਗਾਦ, ਬੇਬਾਈ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 16] ਅਦੋਨੀਯਾਹ, ਬਿਗਵਈ, ਆਦੀਨ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 17] ਅਟੇਰ, ਹਿਜ਼ਕੀਯਾਹ, ਅੱਜ਼ੂਰ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 18] ਹੋਦੀਯਾਹ, ਹਾਸ਼ੁਮ, ਬੇਸਾਈ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 19] ਹਾਰੀਫ, ਅਨਾਥੋਥ, ਨੇਬਾਈ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 20] ਮਗਪੀਆਸ਼, ਮਸ਼ੁੱਲਾਮ, ਹੇਜ਼ੀਰ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 21] ਮਸ਼ੇਜ਼ਬੇਲ, ਸਾਦੋਕ, ਯੱਦੂਆ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 22] ਪਲਟਯਾਹ, ਹਾਨਾਨ, ਅਨਾਯਾਹ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 23] ਹੋਸ਼ੇਆ, ਹਨਨਯਾਹ, ਹਸ਼ੂਬ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 24] ਹੱਲੋਹੇਸ਼, ਪਿਲਹਾ, ਸ਼ੋਬੇਕ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 25] ਰਹੂਮ, ਹਸ਼ਬਨਾਹ, ਮਅਸੇਯਾਹ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 26] ਅਹੀਯਾਹ, ਹਾਨਾਨ, ਆਨਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 27] ਮੱਲੂਕ, ਹਾਰੀਮ ਅਤੇ ਬਆਨਾਹ।
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 28] ਬਾਕੀ ਲੋਕ ਅਰਥਾਤ ਜਾਜਕ, ਲੇਵੀ, ਦਰਬਾਨ, ਗਾਇਕ ਅਤੇ ਨਥੀਨੀਮ (ਭਵਨ ਦੇ ਸੇਵਕ) ਅਤੇ ਸਾਰੇ ਜਿਹੜੇ ਦੇਸਾਂ ਦੀਆਂ ਕੌਮਾਂ ਵਿੱਚੋਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਿਵਸਥਾ ਮੰਨਣ ਲਈ ਅਲੱਗ ਹੋ ਗਏ ਸਨ, ਉਨ੍ਹਾਂ ਸਾਰਿਆਂ ਨੇ ਆਪਣੀਆਂ ਪਤਨੀਆਂ ਅਤੇ ਉਨ੍ਹਾਂ ਪੁੱਤਰਾਂ ਅਤੇ ਧੀਆਂ ਸਮੇਤ ਜੋ ਸਿਆਣੇ ਅਤੇ ਸਮਝਦਾਰ ਸਨ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 29] ਆਪਣੇ ਸ਼ਰੀਫ ਭਰਾਵਾਂ ਨਾਲ ਮਿਲ ਕੇ ਇਸ ਸਹੁੰ ਅਤੇ ਇਸ ਸਰਾਪ ਨਾਲ ਆਪਣੇ ਆਪ ਨੂੰ ਬੰਨ੍ਹਿਆ ਕਿ ਅਸੀਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬਿਵਸਥਾ ਦੇ ਅਨੁਸਾਰ ਚੱਲਾਂਗੇ, ਜਿਹੜੀ ਪਰਮੇਸ਼ੁਰ ਦੇ ਦਾਸ ਮੂਸਾ ਦੇ ਰਾਹੀਂ ਦਿੱਤੀ ਗਈ ਅਤੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਾਰੇ ਹੁਕਮਾਂ, ਨਿਯਮਾਂ ਅਤੇ ਬਿਧੀਆਂ ਨੂੰ ਪੂਰਾ ਕਰ ਕੇ ਪਾਲਣਾ ਕਰਾਂਗੇ।
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 30] ਅਸੀਂ ਆਪਣੀਆਂ ਧੀਆਂ ਦਾ ਵਿਆਹ ਇਸ ਦੇਸ਼ ਦੇ ਲੋਕਾਂ ਨਾਲ ਨਹੀਂ ਕਰਾਂਗੇ ਅਤੇ ਨਾ ਹੀ ਉਨ੍ਹਾਂ ਦੀਆਂ ਧੀਆਂ ਆਪਣੇ ਪੁੱਤਰਾਂ ਲਈ ਵਿਆਹ ਲਵਾਂਗੇ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 31] ਜੇਕਰ ਇਸ ਦੇਸ਼ ਦੇ ਲੋਕ ਸਬਤ ਦੇ ਦਿਨ ਵੇਚਣ ਲਈ ਕੋਈ ਮਾਲ ਜਾਂ ਖਾਣ ਦੀਆਂ ਵਸਤਾਂ ਅੰਦਰ ਲਿਆਉਣ ਤਾਂ ਅਸੀਂ ਸਬਤ ਦੇ ਦਿਨ ਜਾਂ ਪਵਿੱਤਰ ਦਿਨ ਵਿੱਚ ਉਨ੍ਹਾਂ ਤੋਂ ਕੁਝ ਨਹੀਂ ਲਵਾਂਗੇ, ਹਰੇਕ ਸੱਤਵੇਂ ਸਾਲ ਭੂਮੀ ਖ਼ਾਲੀ ਛੱਡ ਦਿਆਂਗੇ ਅਤੇ ਆਪਣੇ ਕਰਜੇ ਦੀ ਉਗਰਾਹੀ ਵੀ ਛੱਡ ਦਿਆਂਗੇ।
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 32] ਫਿਰ ਅਸੀਂ ਆਪਣੇ ਉੱਤੇ ਇਹ ਨਿਯਮ ਠਹਿਰਾਇਆ ਹੈ ਕਿ ਅਸੀਂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੀ ਉਪਾਸਨਾ ਲਈ ਹਰ ਸਾਲ ਸ਼ਕੇਲ ਦਾ ਤੀਜਾ ਹਿੱਸਾ ਦਿਆ ਕਰਾਂਗੇ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 33] ਅਰਥਾਤ ਚੜ੍ਹਾਵੇ ਦੀ ਰੋਟੀ, ਅਤੇ ਰੋਜ਼ ਮੈਦੇ ਦੀਆਂ ਭੇਟਾਂ ਅਤੇ ਸਦਾ ਲਈ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ, ਸਬਤਾਂ, ਅਮੱਸਿਆ, ਠਹਿਰਾਏ ਹੋਏ ਪਰਬਾਂ ਦੀਆਂ ਬਲੀਆਂ ਅਤੇ ਹੋਰ ਪਵਿੱਤਰ ਭੇਟਾਂ ਅਤੇ ਪਾਪ ਬਲੀਆਂ ਲਈ, ਜਿਹੜੀਆਂ ਇਸਰਾਏਲ ਦੇ ਪ੍ਰਾਸਚਿਤ ਲਈ ਹਨ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੇ ਸਾਰੇ ਕੰਮ ਲਈ ਵੀ ਹਨ।
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 34] ਫਿਰ ਅਸੀਂ ਜਾਜਕਾਂ, ਲੇਵੀਆਂ ਅਤੇ ਲੋਕਾਂ ਨੇ ਇਸ ਗੱਲ ਲਈ ਪਰਚੀਆਂ ਪਾਈਆਂ ਕਿ ਅਸੀਂ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਹਰ ਸਾਲ ਠਹਿਰਾਏ ਹੋਏ ਸਮੇਂ ਤੇ ਲੱਕੜੀ ਦੀ ਭੇਟ ਬਿਵਸਥਾ ਵਿੱਚ ਲਿਖੇ ਹੋਏ ਅਨੁਸਾਰ ਯਹੋਵਾਹ ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਜਗਵੇਦੀ ਉੱਤੇ ਜਲਾਉਣ ਲਈ, ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਵਿੱਚ ਲਿਆਇਆ ਕਰਾਂਗੇ।
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 35] ਅਸੀਂ ਆਪਣੀ ਭੂਮੀ ਦਾ ਪਹਿਲਾ ਫਲ ਅਤੇ ਸਾਰੇ ਰੁੱਖਾਂ ਦੇ ਪਹਿਲੇ ਫਲ ਹਰ ਸਾਲ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਵਿੱਚ ਲੈ ਆਵਾਂਗੇ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 36] ਅਤੇ ਜਿਵੇਂ ਬਿਵਸਥਾ ਵਿੱਚ ਲਿਖਿਆ ਹੈ ਅਸੀਂ ਆਪਣੇ ਪਹਿਲੌਠੇ ਪੁੱਤਰਾਂ, ਅਤੇ ਪਸ਼ੂਆਂ ਦੇ ਪਹਿਲੌਠੇ ਅਤੇ ਆਪਣੇ ਚੌਣੇ ਅਤੇ ਇੱਜੜ ਦੇ ਪਹਿਲੌਠੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਵਿੱਚ ਉਨ੍ਹਾਂ ਜਾਜਕਾਂ ਕੋਲ ਲਿਆਇਆ ਕਰਾਂਗੇ ਜਿਹੜੇ ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਵਿੱਚ ਟਹਿਲ ਸੇਵਾ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 37] ਅਸੀਂ ਆਪਣਾ ਪਹਿਲਾ ਗੁੰਨ੍ਹਿਆ ਹੋਇਆ ਆਟਾ ਅਤੇ ਚੁੱਕਣ ਦੀਆਂ ਭੇਟਾਂ ਅਤੇ ਹਰ ਪ੍ਰਕਾਰ ਦੇ ਰੁੱਖਾਂ ਦਾ ਫਲ ਅਤੇ ਨਵੀਂ ਮਧ ਅਤੇ ਤੇਲ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੀਆਂ ਕੋਠੜੀਆਂ ਵਿੱਚ ਜਾਜਕਾਂ ਦੇ ਲਈ ਅਤੇ ਆਪਣੀ ਭੂਮੀ ਦੀ ਉਪਜ ਦਾ ਦਸਵੰਧ ਲੇਵੀਆਂ ਦੇ ਲਈ ਲਿਆਇਆ ਕਰਾਂਗੇ ਕਿਉਂਕਿ ਲੇਵੀ ਸਾਡੀ ਖੇਤੀ ਦੇ ਸਾਰੇ ਸ਼ਹਿਰਾਂ ਵਿੱਚੋਂ ਦਸਵੰਧ ਲੈਂਦੇ ਹਨ।
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 38] ਜਦ ਵੀ ਲੇਵੀ ਦਸਵੰਧ ਲੈਣ ਤਾਂ ਹਾਰੂਨ ਦੇ ਵੰਸ਼ ਦਾ ਕੋਈ ਜਾਜਕ ਲੇਵੀਆਂ ਦੇ ਨਾਲ ਹੋਵੇ ਅਤੇ ਲੇਵੀ ਦਸਵੰਧ ਦਾ ਦਸਵੰਧ ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਵਿੱਚ ਭੰਡਾਰ ਦੀਆਂ ਕੋਠੜੀਆਂ ਵਿੱਚ ਪਹੁੰਚਾਇਆ ਕਰਨ,
[IRV | PA | OT | Nehemiah | Chapter 10 | Verse 39] ਕਿਉਂਕਿ ਹਰੇਕ ਇਸਰਾਏਲੀ ਅਤੇ ਲੇਵੀ ਅੰਨ, ਨਵੀਂ ਮਧ, ਅਤੇ ਤੇਲ ਦੀ ਚੁੱਕਣ ਦੀਆਂ ਭੇਟਾਂ ਉਨ੍ਹਾਂ ਕੋਠੜੀਆਂ ਵਿੱਚ ਪਹੁੰਚਾਉਣ ਜਿੱਥੇ ਪਵਿੱਤਰ ਭਾਂਡੇ ਅਤੇ ਜਾਜਕ ਜਿਹੜੇ ਟਹਿਲ ਸੇਵਾ ਕਰਦੇ ਸਨ ਅਤੇ ਦਰਬਾਨ ਅਤੇ ਰਾਗੀ ਰਹਿੰਦੇ ਸਨ। “ਅਸੀਂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਨੂੰ ਨਹੀਂ ਤਿਆਗਾਂਗੇ।”
