[KJV | EN | OT | Numbers | Chapter 6 | Verse 1] And the Lord spake unto Moses, saying,
[KJV | EN | OT | Numbers | Chapter 6 | Verse 2] Speak unto the children of Israel, and say unto them, When either man or woman shall separate themselves to vow a vow of a Nazarite, to separate themselves unto the Lord:
[KJV | EN | OT | Numbers | Chapter 6 | Verse 3] he shall separate himself from wine and strong drink, and shall drink no vinegar of wine, or vinegar of strong drink, neither shall he drink any liquor of grapes, nor eat moist grapes, or dried.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 4] All the days of his separation shall he eat nothing that is made of the vine tree, from the kernels even to the husk.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 5] All the days of the vow of his separation there shall no rasor come upon his head: until the days be fulfilled, in the which he separateth himself unto the Lord, he shall be holy, and shall let the locks of the hair of his head grow.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 6] All the days that he separateth himself unto the Lord he shall come at no dead body.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 7] He shall not make himself unclean for his father, or for his mother, for his brother, or for his sister, when they die: because the consecration of his God is upon his head.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 8] All the days of his separation he is holy unto the Lord.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 9] And if any man die very suddenly by him, and he hath defiled the head of his consecration; then he shall shave his head in the day of his cleansing, on the seventh day shall he shave it.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 10] And on the eighth day he shall bring two turtles, or two young pigeons, to the priest, to the door of the tabernacle of the congregation:
[KJV | EN | OT | Numbers | Chapter 6 | Verse 11] and the priest shall offer the one for a sin offering, and the other for a burnt offering, and make an atonement for him, for that he sinned by the dead, and shall hallow his head that same day.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 12] And he shall consecrate unto the Lord the days of his separation, and shall bring a lamb of the first year for a trespass offering: but the days that were before shall be lost, because his separation was defiled.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 13] And this is the law of the Nazarite, when the days of his separation are fulfilled: he shall be brought unto the door of the tabernacle of the congregation:
[KJV | EN | OT | Numbers | Chapter 6 | Verse 14] and he shall offer his offering unto the Lord, one he lamb of the first year without blemish for a burnt offering, and one ewe lamb of the first year without blemish for a sin offering, and one ram without blemish for peace offerings,
[KJV | EN | OT | Numbers | Chapter 6 | Verse 15] and a basket of unleavened bread, cakes of fine flour mingled with oil, and wafers of unleavened bread anointed with oil, and their meat offering, and their drink offerings.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 16] And the priest shall bring them before the Lord, and shall offer his sin offering, and his burnt offering:
[KJV | EN | OT | Numbers | Chapter 6 | Verse 17] and he shall offer the ram for a sacrifice of peace offerings unto the Lord, with the basket of unleavened bread: the priest shall offer also his meat offering, and his drink offering.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 18] And the Nazarite shall shave the head of his separation at the door of the tabernacle of the congregation, and shall take the hair of the head of his separation, and put it in the fire which is under the sacrifice of the peace offerings.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 19] And the priest shall take the sodden shoulder of the ram, and one unleavened cake out of the basket, and one unleavened wafer, and shall put them upon the hands of the Nazarite, after the hair of his separation is shaven:
[KJV | EN | OT | Numbers | Chapter 6 | Verse 20] and the priest shall wave them for a wave offering before the Lord: this is holy for the priest, with the wave breast and heave shoulder: and after that the Nazarite may drink wine.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 21] This is the law of the Nazarite who hath vowed, and of his offering unto the Lord for his separation, besides that that his hand shall get: according to the vow which he vowed, so he must do after the law of his separation.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 22] And the Lord spake unto Moses, saying,
[KJV | EN | OT | Numbers | Chapter 6 | Verse 23] Speak unto Aaron and unto his sons, saying, On this wise ye shall bless the children of Israel, saying unto them,
[KJV | EN | OT | Numbers | Chapter 6 | Verse 24] The Lord bless thee, and keep thee:
[KJV | EN | OT | Numbers | Chapter 6 | Verse 25] The Lord make his face shine upon thee, and be gracious unto thee:
[KJV | EN | OT | Numbers | Chapter 6 | Verse 26] The Lord lift up his countenance upon thee, and give thee peace.
[KJV | EN | OT | Numbers | Chapter 6 | Verse 27] And they shall put my name upon the children of Israel; and I will bless them.
