[KJV | EN | OT | Numbers | Chapter 16 | Verse 1] Now Korah, the son of Izhar, the son of Kohath, the son of Levi, and Dathan and Abiram, the sons of Eliab, and On, the son of Peleth, sons of Reuben, took men:
[KJV | EN | OT | Numbers | Chapter 16 | Verse 2] and they rose up before Moses, with certain of the children of Israel, two hundred and fifty princes of the assembly, famous in the congregation, men of renown:
[KJV | EN | OT | Numbers | Chapter 16 | Verse 3] and they gathered themselves together against Moses and against Aaron, and said unto them, Ye take too much upon you, seeing all the congregation are holy, every one of them, and the Lord is among them: wherefore then lift you up yourselves above the congregation of the Lord?
[KJV | EN | OT | Numbers | Chapter 16 | Verse 4] And when Moses heard it, he fell upon his face:
[KJV | EN | OT | Numbers | Chapter 16 | Verse 5] and he spake unto Korah and unto all his company, saying, Even to morrow the Lord will shew who are his, and who is holy; and will cause him to come near unto him: even him whom he hath chosen will he cause to come near unto him.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 6] This do; Take you censers, Korah, and all his company;
[KJV | EN | OT | Numbers | Chapter 16 | Verse 7] and put fire therein, and put incense in them before the Lord to morrow: and it shall be that the man whom the Lord doth choose, he shall be holy: ye take too much upon you, ye sons of Levi.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 8] And Moses said unto Korah, Hear, I pray you, ye sons of Levi:
[KJV | EN | OT | Numbers | Chapter 16 | Verse 9] seemeth it but a small thing unto you, that the God of Israel hath separated you from the congregation of Israel, to bring you near to himself to do the service of the tabernacle of the Lord, and to stand before the congregation to minister unto them?
[KJV | EN | OT | Numbers | Chapter 16 | Verse 10] And he hath brought thee near to him, and all thy brethren the sons of Levi with thee: and seek ye the priesthood also?
[KJV | EN | OT | Numbers | Chapter 16 | Verse 11] For which cause both thou and all thy company are gathered together against the Lord: and what is Aaron, that ye murmur against him?
[KJV | EN | OT | Numbers | Chapter 16 | Verse 12] And Moses sent to call Dathan and Abiram, the sons of Eliab: which said, We will not come up:
[KJV | EN | OT | Numbers | Chapter 16 | Verse 13] is it a small thing that thou hast brought us up out of a land that floweth with milk and honey, to kill us in the wilderness, except thou make thyself altogether a prince over us?
[KJV | EN | OT | Numbers | Chapter 16 | Verse 14] Moreover thou hast not brought us into a land that floweth with milk and honey, or given us inheritance of fields and vineyards: wilt thou put out the eyes of these men? we will not come up.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 15] And Moses was very wroth, and said unto the Lord, Respect not thou their offering: I have not taken one ass from them, neither have I hurt one of them.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 16] And Moses said unto Korah, Be thou and all thy company before the Lord, thou, and they, and Aaron, to morrow:
[KJV | EN | OT | Numbers | Chapter 16 | Verse 17] and take every man his censer, and put incense in them, and bring ye before the Lord every man his censer, two hundred and fifty censers; thou also, and Aaron, each of you his censer.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 18] And they took every man his censer, and put fire in them, and laid incense thereon, and stood in the door of the tabernacle of the congregation with Moses and Aaron.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 19] And Korah gathered all the congregation against them unto the door of the tabernacle of the congregation: and the glory of the Lord appeared unto all the congregation.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 20] And the Lord spake unto Moses and unto Aaron, saying,
[KJV | EN | OT | Numbers | Chapter 16 | Verse 21] Separate yourselves from among this congregation, that I may consume them in a moment.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 22] And they fell upon their faces, and said, O God, the God of the spirits of all flesh, shall one man sin, and wilt thou be wroth with all the congregation?
[KJV | EN | OT | Numbers | Chapter 16 | Verse 23] And the Lord spake unto Moses, saying,
[KJV | EN | OT | Numbers | Chapter 16 | Verse 24] Speak unto the congregation, saying, Get you up from about the tabernacle of Korah, Dathan, and Abiram.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 25] And Moses rose up and went unto Dathan and Abiram; and the elders of Israel followed him.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 26] And he spake unto the congregation, saying, Depart, I pray you, from the tents of these wicked men, and touch nothing of theirs, lest ye be consumed in all their sins.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 27] So they gat up from the tabernacle of Korah, Dathan, and Abiram, on every side: and Dathan and Abiram came out, and stood in the door of their tents, and their wives, and their sons, and their little children.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 28] And Moses said, Hereby ye shall know that the Lord hath sent me to do all these works; for I have not done them of mine own mind.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 29] If these men die the common death of all men, or if they be visited after the visitation of all men; then the Lord hath not sent me.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 30] But if the Lord make a new thing, and the earth open her mouth, and swallow them up, with all that appertain unto them, and they go down quick into the pit; then ye shall understand that these men have provoked the Lord.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 31] And it came to pass, as he had made an end of speaking all these words, that the ground clave asunder that was under them:
[KJV | EN | OT | Numbers | Chapter 16 | Verse 32] and the earth opened her mouth, and swallowed them up, and their houses, and all the men that appertained unto Korah, and all their goods.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 33] They, and all that appertained to them, went down alive into the pit, and the earth closed upon them: and they perished from among the congregation.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 34] And all Israel that were round about them fled at the cry of them: for they said, Lest the earth swallow us up also.
[KJV | EN | OT | Numbers | Chapter 16 | Verse 35] And there came out a fire from the Lord, and consumed the two hundred and fifty men that offered incense.
