[IRV | PA | OT | Hosea | Chapter 2 | Verse 1] ਆਪਣੇ ਭਰਾਵਾਂ ਨੂੰ “ਮੇਰੇ ਲੋਕ” ਅਤੇ ਆਪਣੀਆਂ ਭੈਣਾਂ ਨੂੰ “ਰਹਿਮ ਦੀਆਂ ਭਾਗਣਾਂ” ਆਖੋ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 2] ਆਪਣੀ ਮਾਂ ਦੇ ਨਾਲ ਝਗੜਾ ਕਰੋ! ਉਹ ਤਾਂ ਮੇਰੀ ਪਤਨੀ ਨਹੀਂ ਹੈ ਅਤੇ ਨਾ ਮੈਂ ਉਹ ਦਾ ਪਤੀ ਹਾਂ। ਉਹ ਆਪਣੇ ਵਿਭਚਾਰ ਨੂੰ ਆਪਣੇ ਅੱਗਿਓਂ ਅਤੇ ਆਪਣੀ ਬੇਵਫ਼ਾਈ ਨੂੰ ਆਪਣੀਆਂ ਛਾਤੀਆਂ ਵਿੱਚੋਂ ਦੂਰ ਕਰੇ!
[IRV | PA | OT | Hosea | Chapter 2 | Verse 3] ਕਿਤੇ ਇਸ ਤਰ੍ਹਾਂ ਨਾ ਹੋਵੇ ਕਿ ਮੈਂ ਉਹ ਨੂੰ ਨੰਗੀ ਕਰ ਦੇਵਾਂ, ਜਿਵੇਂ ਉਹ ਆਪਣੇ ਜਨਮ ਦੇ ਦਿਨ ਸੀ ਉਸੇ ਤਰ੍ਹਾਂ ਫਿਰ ਕਰ ਦਿਆਂ, ਉਹ ਨੂੰ ਉਜਾੜ ਵਾਂਗੂੰ ਬਣਾ ਦਿਆਂ, ਉਹ ਨੂੰ ਇੱਕ ਸੁੱਕੀ ਧਰਤੀ ਵਾਂਗੂੰ ਠਹਿਰਾ ਦਿਆਂ ਅਤੇ ਉਹ ਨੂੰ ਪਿਆਸ ਨਾਲ ਮਾਰ ਦਿਆਂ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 4] ਮੈਂ ਉਹ ਦੇ ਬੱਚਿਆਂ ਉੱਤੇ ਰਹਿਮ ਨਾ ਕਰਾਂਗਾ, ਕਿਉਂ ਜੋ ਉਹ ਵਿਭਚਾਰ ਦੇ ਬੱਚੇ ਹਨ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 5] ਉਹਨਾਂ ਦੀ ਮਾਂ ਨੇ ਵਿਭਚਾਰ ਕੀਤਾ ਹੈ, ਉਹਨਾਂ ਨੂੰ ਜਨਮ ਦੇਣ ਵਾਲੀ ਨੇ ਸ਼ਰਮ ਦਾ ਕੰਮ ਕੀਤਾ, ਕਿਉਂ ਜੋ ਉਹ ਨੇ ਆਖਿਆ, ਮੈਂ ਆਪਣੇ ਪ੍ਰੇਮੀਆਂ ਦੇ ਮਗਰ ਜਾਂਵਾਂਗੀ, ਜਿਹੜੇ ਮੈਨੂੰ ਮੇਰੀ ਰੋਟੀ ਅਤੇ ਪਾਣੀ ਦਿੰਦੇ ਹਨ, ਮੇਰੀ ਉੱਨ, ਮੇਰੀ ਕਤਾਨ, ਮੇਰਾ ਤੇਲ ਅਤੇ ਮੇਰਾ ਸ਼ਰਬਤ ਵੀ!
[IRV | PA | OT | Hosea | Chapter 2 | Verse 6] ਇਸ ਲਈ ਵੇਖ, ਮੈਂ ਤੇਰਾ ਰਾਹ ਕੰਡਿਆਂ ਨਾਲ ਬੰਦ ਕਰ ਦਿਆਂਗਾ, ਮੈਂ ਉਹ ਦੇ ਅੱਗੇ ਕੰਧ ਬਣਾ ਦਿਆਂਗਾ ਤਾਂ ਕਿ ਉਸ ਨੂੰ ਆਪਣਾ ਰਾਹ ਨਾ ਮਿਲੇ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 7] ਉਹ ਆਪਣਿਆਂ ਪ੍ਰੇਮੀਆਂ ਦੇ ਪਿੱਛੇ ਜਾਵੇਗੀ, ਪਰ ਉਹ ਉਹਨਾਂ ਨੂੰ ਨਾ ਪਾਵੇਗੀ, ਉਹ ਉਹਨਾਂ ਨੂੰ ਭਾਲੇਗੀ ਪਰ ਪਾਵੇਗੀ ਨਾ, ਤਾਂ ਉਹ ਆਖੇਗੀ, ਮੈਂ ਜਾਂਵਾਂਗੀ, ਅਤੇ ਆਪਣੇ ਪਹਿਲੇ ਪਤੀ ਵੱਲ ਮੁੜਾਂਗੀ, ਕਿਉਂ ਜੋ ਮੇਰਾ ਪਹਿਲਾ ਹਾਲ ਹੁਣ ਨਾਲੋਂ ਚੰਗਾ ਸੀ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 8] ਉਹ ਨੇ ਨਾ ਜਾਣਿਆ ਕਿ ਮੈਂ ਹੀ ਉਹ ਨੂੰ ਅੰਨ, ਨਵੀਂ ਮੈਅ ਅਤੇ ਤੇਲ ਦਿੰਦਾ ਸੀ, ਅਤੇ ਉਹ ਨੂੰ ਚਾਂਦੀ ਸੋਨਾ ਵਾਫ਼ਰ ਦਿੰਦਾ ਰਿਹਾ, ਜਿਹੜਾ ਉਹਨਾਂ ਨੇ ਬਆਲ ਲਈ ਵਰਤਿਆ!
[IRV | PA | OT | Hosea | Chapter 2 | Verse 9] ਇਸ ਲਈ ਮੈਂ ਮੁੜ ਕੇ ਸਮੇਂ ਉੱਤੇ ਆਪਣਾ ਅੰਨ ਲੈ ਲਵਾਂਗਾ, ਅਤੇ ਨਵੀਂ ਮੈਅ ਵੀ ਉਸ ਦੀ ਰੁੱਤ ਸਿਰ, ਮੈਂ ਆਪਣੀ ਉੱਨ ਅਤੇ ਆਪਣੀ ਕਤਾਨ ਚੁੱਕ ਲਵਾਂਗਾ, ਜੋ ਉਹ ਦੇ ਨੰਗੇਜ਼ ਨੂੰ ਢੱਕਣ ਲਈ ਸੀ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 10] ਹੁਣ ਮੈਂ ਉਹ ਦੀ ਵਾਸ਼ਨਾ ਨੂੰ ਉਹ ਦੇ ਪ੍ਰੇਮੀਆਂ ਦੇ ਸਾਹਮਣੇ ਖੋਲ੍ਹ ਦਿਆਂਗਾ, ਅਤੇ ਕੋਈ ਉਹ ਨੂੰ ਮੇਰੇ ਹੱਥੋਂ ਛੁਡਾਵੇਗਾ ਨਾ!
[IRV | PA | OT | Hosea | Chapter 2 | Verse 11] ਮੈਂ ਉਹ ਦੀ ਸਾਰੀ ਖੁਸ਼ੀ ਨੂੰ ਖ਼ਤਮ ਕਰ ਦਿਆਂਗਾ, ਉਹ ਦੇ ਪਰਬ, ਉਹ ਦੀਆਂ ਅਮੱਸਿਆ, ਉਹ ਦੇ ਸਬਤ, ਅਤੇ ਉਹ ਦੇ ਸਭ ਠਹਿਰਾਏ ਹੋਏ ਪਰਬ।
