[BBE | EN | OT | Numbers | Chapter 13 | Verse 1] And the Lord said to Moses,
[BBE | EN | OT | Numbers | Chapter 13 | Verse 2] Send men to get knowledge about the land of Canaan, which I am giving to the children of Israel; from every tribe of their fathers you are to send a man, every one a chief among them.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 3] And Moses sent them from the waste land of Paran as the Lord gave orders, all of them men who were heads of the children of Israel.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 4] And these were their names: of the tribe of Reuben, Shammua, the son of Zaccur.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 5] Of the tribe of Simeon, Shaphat, the son of Hori.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 6] Of the tribe of Judah, Caleb, the son of Jephunneh.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 7] Of the tribe of Issachar, Igal, the son of Joseph.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 8] Of the tribe of Ephraim, Hoshea, the son of Nun.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 9] Of the tribe of Benjamin, Palti, the son of Raphu.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 10] Of the tribe of Zebulun, Gaddiel, the son of Sodi.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 11] Of the tribe of Joseph, that is of the family of Manasseh, Gaddi, the son of Susi.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 12] Of the tribe of Dan, Ammiel, the son of Gemalli.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 13] Of the tribe of Asher, Sethur, the son of Michael
[BBE | EN | OT | Numbers | Chapter 13 | Verse 14] Of the tribe of Naphtali, Nahbi, the son of Vophsi.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 15] Of the tribe of Gad, Gevel, the son of Machi.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 16] These are the names of the men whom Moses sent to get knowledge about the land. And Moses gave to Hoshea, the son of Nun, the name of Joshua.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 17] So Moses sent them to have a look at the land of Canaan, and said to them, Go up into the South and into the hill-country;
[BBE | EN | OT | Numbers | Chapter 13 | Verse 18] And see what the land is like; and if the people living in it are strong or feeble, small or great in number;
[BBE | EN | OT | Numbers | Chapter 13 | Verse 19] And what sort of land they are living in, if it is good or bad; and what their living-places are, tent-circles or walled towns;
[BBE | EN | OT | Numbers | Chapter 13 | Verse 20] And if the land is fertile or poor, and if there is wood in it or not. And be of good heart, and come back with some of the produce of the land. Now it was the time when the first grapes were ready.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 21] So they went up and got a view of the land, from the waste land of Zin to Rehob, on the way to Hamath.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 22] They went up into the South and came to Hebron; and Ahiman and Sheshai and Talmai, the children of Anak, were living there. (Now the building of Hebron took place seven years before that of Zoan in Egypt.)
[BBE | EN | OT | Numbers | Chapter 13 | Verse 23] And they came to the valley of Eshcol, and cutting down a vine-branch with its grapes, two of them took it on a rod between them; and they took some pomegranates and figs.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 24] That place was named the valley of Eshcol because of the grapes which the children of Israel took from there.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 25] At the end of forty days they came back from viewing the land.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 26] And they came back to Moses and Aaron and all the children of Israel, to Kadesh in the waste land of Paran; and gave an account to them and to all the people and let them see the produce of the land.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 27] And they said, We came to the land where you sent us, and truly it is flowing with milk and honey: and here is some of the produce of it.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 28] But the people living in the land are strong, and the towns are walled and very great; further, we saw the children of Anak there.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 29] And the Amalekites are in the South; and the Hittites and the Jebusites and the Amorites are living in the hill-country; and the Canaanites by the sea and by the side of Jordan.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 30] Then Caleb made signs to the people to keep quiet, and said to Moses, Let us go up straight away and take this land; for we are well able to overcome it.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 31] But the men who had gone up with him said, We are not able to go up against the people, for they are stronger than we.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 32] And they gave the children of Israel a bad account of the land they had been to see, saying, This land through which we went is a land causing destruction to those living in it; and all the people we saw there are men of more than common size.
[BBE | EN | OT | Numbers | Chapter 13 | Verse 33] There we saw those great men, the sons of Anak, offspring of the Nephilim: and we seemed to ourselves no more than insects, and so we seemed to them.
