[IRV | KN | OT | Psalms | Chapter 107 | Verse 1] ಯೆಹೋವನಿಗೆ ಕೃತಜ್ಞತಾಸ್ತುತಿ ಮಾಡಿರಿ; ಆತನು ಒಳ್ಳೆಯವನು. ಆತನ ಕೃಪೆಯು ಶಾಶ್ವತವಾಗಿರುವುದು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 2] ಯೆಹೋವನ ವಿಮುಕ್ತರು ಅಂದರೆ ಆತನು ಶತ್ರುಗಳಿಂದ ಬಿಡಿಸಿ,
[IRV | KN | OT | Psalms | Chapter 107 | Verse 3] ಪೂರ್ವ, ಪಶ್ಚಿಮ, ಉತ್ತರ ಮತ್ತು ದಕ್ಷಿಣಗಳಲ್ಲಿಯೂ, ಸಮುದ್ರದ ಕಡೆಯಲ್ಲಿಯೂ ಇರುವ ದೇಶಗಳಿಂದ ಕೂಡಿಸಿದವರೆಲ್ಲರೂ ಸ್ತುತಿಮಾಡಲಿ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 4] ಅವರು ಅರಣ್ಯದಲ್ಲಿಯೂ, ಮರಳುಗಾಡಿನಲ್ಲಿಯೂ, ದಾರಿತಪ್ಪಿ ಅಲೆಯುವವರಾಗಿ, ಜನವಿರುವ ಊರನ್ನು ಕಾಣದೆ,
[IRV | KN | OT | Psalms | Chapter 107 | Verse 5] ಹಸಿವೆ, ನೀರಡಿಕೆಗಳಿಂದ ಬಲಗುಂದಿದವರಾಗಿದ್ದರು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 6] ಅವರು ತಮ್ಮ ಇಕ್ಕಟ್ಟಿನಲ್ಲಿ ಯೆಹೋವನಿಗೆ ಮೊರೆಯಿಡಲು, ಆತನು ಅವರನ್ನು ಕಷ್ಟದಿಂದ ಬಿಡಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 7] ಜನವಿರುವ ಊರನ್ನು ಸೇರುವಂತೆ, ಅವರನ್ನು ಸರಿಯಾದ ದಾರಿಯಲ್ಲಿ ನಡೆಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 8] ಅವರು ಯೆಹೋವನ ಕೃಪೆಗೋಸ್ಕರವೂ, ಆತನು ಮಾನವರಿಗಾಗಿ ನಡೆಸಿದ ಅದ್ಭುತಗಳಿಗೋಸ್ಕರವೂ, ಆತನನ್ನು ಕೊಂಡಾಡಲಿ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 9] ಆತನು ಬಾಯಾರಿದವರ ಆಶೆಯನ್ನು ಪೂರೈಸಿ, ಹಸಿದವರನ್ನು ಮೃಷ್ಟಾನ್ನದಿಂದ ತೃಪ್ತಿಗೊಳಿಸುತ್ತಾನೆ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 10] ಕತ್ತಲಲ್ಲಿಯೂ, ಘೋರಾಂಧಕಾರದಲ್ಲಿಯೂ, ಬೇಡಿಗಳಿಂದ ಬಂಧಿಸಲ್ಪಟ್ಟು, ನೋವಿನಿಂದ ಬಿದ್ದುಕೊಂಡಿದ್ದರು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 11] ಅವರು ದೇವರ ಕಟ್ಟಳೆಗಳಿಗೆ ವಿರುದ್ಧವಾಗಿ ನಿಂತು, ಪರಾತ್ಪರನಾದ ದೇವರ ಸಂಕಲ್ಪವನ್ನು ನಿರಾಕರಿಸಿದ್ದರಿಂದ,
[IRV | KN | OT | Psalms | Chapter 107 | Verse 12] ಆತನು ಅವರನ್ನು ಕಷ್ಟಗಳಿಂದ ಕುಗ್ಗಿಸಿದನು; ನಿರಾಶ್ರಯರಾಗಿ ಬಿದ್ದುಹೋದರು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 13] ಅವರು ತಮ್ಮ ಇಕ್ಕಟ್ಟಿನಲ್ಲಿ ಯೆಹೋವನಿಗೆ ಮೊರೆಯಿಡಲು, ಆತನು ಅವರನ್ನು ಕಷ್ಟದಿಂದ ತಪ್ಪಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 14] ಆತನು ಅವರ ಬಂಧನಗಳನ್ನು ತೆಗೆದುಹಾಕಿ, ಕತ್ತಲೆಯಿಂದಲೂ, ಘೋರಾಂಧಕಾರದಿಂದಲೂ ಅವರನ್ನು ಹೊರತಂದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 15] ಅವರು ಯೆಹೋವನ ಕೃಪೆಗೋಸ್ಕರವೂ, ಆತನು ಮಾನವರಿಗಾಗಿ ನಡೆಸಿದ ಅದ್ಭುತಗಳಿಗೋಸ್ಕರವೂ, ಆತನನ್ನು ಕೊಂಡಾಡಲಿ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 16] ಆತನು ತಾಮ್ರದ ಕದಗಳನ್ನು ಒಡೆದು, ಕಬ್ಬಿಣದ ಅಗುಳಿಗಳನ್ನು ಮುರಿದುಬಿಟ್ಟಿದ್ದಾನೆ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 17] ಮೂರ್ಖರು ಅಪರಾಧ, ದುರಾಚಾರಗಳ ದೆಸೆಯಿಂದ ಬಾಧೆಗೊಳಗಾದರು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 18] ಎಲ್ಲಾ ಆಹಾರಕ್ಕೂ ಅಸಹ್ಯಪಟ್ಟು ಮರಣದ್ವಾರಕ್ಕೆ ಸಮೀಪವಾದರು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 19] ಅವರು ತಮ್ಮ ಇಕ್ಕಟ್ಟಿನಲ್ಲಿ ಯೆಹೋವನಿಗೆ ಮೊರೆಯಿಡಲು, ಆತನು ಅವರನ್ನು ಕಷ್ಟದಿಂದ ತಪ್ಪಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 20] ಆತನು ದೂತನನ್ನೋ ಎಂಬಂತೆ ತನ್ನ ವಾಕ್ಯವನ್ನು ಕಳುಹಿಸಿ, ಅವರನ್ನು ಗುಣಪಡಿಸಿದನು; ಸಮಾಧಿಗೆ ಸೇರದಂತೆ ಮಾಡಿದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 21] ಅವರು ಯೆಹೋವನ ಕೃಪೆಗೋಸ್ಕರವೂ, ಆತನು ಮಾನವರಿಗಾಗಿ ನಡೆಸಿದ ಅದ್ಭುತಗಳಿಗೋಸ್ಕರವೂ, ಆತನನ್ನು ಕೊಂಡಾಡಲಿ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 22] ಕೃತಜ್ಞತಾ ಯಜ್ಞಗಳನ್ನು ಸಮರ್ಪಿಸಿ, ಉತ್ಸಾಹಧ್ವನಿಮಾಡುತ್ತಾ ಆತನ ಮಹತ್ಕಾರ್ಯಗಳನ್ನು ವರ್ಣಿಸಲಿ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 23] ಹಡಗು ಹತ್ತಿ ಸಮುದ್ರ ಪ್ರಯಾಣ ಮಾಡುತ್ತಾ, ಮಹಾಜಲರಾಶಿಯಲ್ಲಿ ತಮ್ಮ ಉದ್ಯೋಗವನ್ನು ನಡೆಸುವವರು,
[IRV | KN | OT | Psalms | Chapter 107 | Verse 24] ಯೆಹೋವನ ಮಹತ್ಕಾರ್ಯಗಳನ್ನೂ, ಅಗಾಧಜಲದಲ್ಲಿ ಆತನ ಅದ್ಭುತಗಳನ್ನೂ ನೋಡುತ್ತಾರೆ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 25] ಆತನು ಅಪ್ಪಣೆಕೊಡಲು ಬಿರುಗಾಳಿಯುಂಟಾಗಿ, ಅದರಲ್ಲಿ ತೆರೆಗಳನ್ನು ಎಬ್ಬಿಸಿತು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 26] ಜನರು ಆಕಾಶಕ್ಕೆ ಏರುತ್ತಲೂ, ಅಗಾಧಕ್ಕೆ ಇಳಿಯುತ್ತಲೂ ಕಂಗೆಟ್ಟು ಕರಗಿಹೋದರು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 27] ಅವರು ದಿಕ್ಕುತೋರದವರಾಗಿ ಸುತ್ತುತ್ತಾ, ಕುಡುಕರಂತೆ ಹೊಯ್ದಾಡುತ್ತಿದ್ದರು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 28] ಅವರು ತಮ್ಮ ಇಕ್ಕಟ್ಟಿನಲ್ಲಿ ಯೆಹೋವನಿಗೆ ಮೊರೆಯಿಡಲು, ಆತನು ಅವರನ್ನು ಕಷ್ಟದಿಂದ ಹೊರತಂದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 29] ಆತನು ಬಿರುಗಾಳಿಯನ್ನು ಶಾಂತಪಡಿಸಿದನು; ತೆರೆಗಳು ನಿಂತವು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 30] ಸಮುದ್ರವು ಶಾಂತವಾದುದರಿಂದ, ಹಡಗಿನವರು ಸಂತೋಷಪಟ್ಟರು, ಅವರು ಮುಟ್ಟಬೇಕಾದ ರೇವಿಗೆ ಆತನು ಅವರನ್ನು ಸೇರಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 31] ಅವರು ಯೆಹೋವನ ಕೃಪೆಗೋಸ್ಕರವೂ ಆತನು ಮಾನವರಿಗಾಗಿ ನಡೆಸಿದ ಅದ್ಭುತಗಳಿಗೋಸ್ಕರವೂ ಆತನನ್ನು ಕೊಂಡಾಡಲಿ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 32] ನೆರೆದ ಸಭೆಯಲ್ಲಿ ಆತನನ್ನು ಕೀರ್ತಿಸಲಿ; ಹಿರಿಯರ ಸಮೂಹದಲ್ಲಿ ಕೊಂಡಾಡಲಿ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 33] ಆತನು ನಿವಾಸಿಗಳ ದುಷ್ಟತನಕ್ಕಾಗಿ ನದಿಗಳನ್ನು ಅರಣ್ಯವಾಗುವಂತೆಯೂ,
[IRV | KN | OT | Psalms | Chapter 107 | Verse 34] ನೀರಿನ ಬುಗ್ಗೆಗಳನ್ನು ಒಣನೆಲವಾಗುವಂತೆಯೂ, ಫಲಭೂಮಿಯನ್ನು ಉಪ್ಪು ನೆಲವಾಗುವಂತೆಯೂ ಮಾಡಿದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 35] ಅರಣ್ಯವನ್ನು ಕೆರೆಯಾಗಿಯೂ, ಒಣನೆಲವನ್ನು ಬುಗ್ಗೆಗಳಾಗಿಯೂ ಮಾಡಿ,
[IRV | KN | OT | Psalms | Chapter 107 | Verse 36] ಅಲ್ಲಿ ಹಸಿದವರನ್ನು ನೆಲೆಗೊಳಿಸಿದನು; ಅವರು ನೆಲೆಯಾಗಿ ವಾಸಿಸಲು ಪಟ್ಟಣವನ್ನು ಕಟ್ಟಿಕೊಂಡು,
[IRV | KN | OT | Psalms | Chapter 107 | Verse 37] ಹೊಲಗಳನ್ನು ಬಿತ್ತಿ, ದ್ರಾಕ್ಷಾಲತೆಗಳನ್ನು ನೆಟ್ಟು, ಆದಾಯವನ್ನು ಕೂಡಿಸಿಕೊಂಡರು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 38] ಆತನು ಆಶೀರ್ವದಿಸಿದ್ದರಿಂದ ಅವರು ಬಹಳವಾಗಿ ಹೆಚ್ಚಿದರು. ಅವರಿಗೆ ದನಕರುಗಳೇನೂ ಕಡಿಮೆ ಇರಲಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 39] ಅವರು ಕೇಡು ತೊಂದರೆಗಳಿಂದಲೂ, ಸಂಕಟದಿಂದಲೂ ಕುಗ್ಗಿಹೋಗಿ ಸ್ವಲ್ಪ ಜನರಾದರು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 40] ಪ್ರಭುಗಳಿಗೆ ಅಪಮಾನವನ್ನು ಉಂಟುಮಾಡಿ, ಅವರನ್ನು ದಾರಿಯಿಲ್ಲದ ಅರಣ್ಯದಲ್ಲಿ ಅಲೆದಾಡಿಸುವವನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 41] ಕಷ್ಟದಲ್ಲಿದ್ದ ದೀನರನ್ನು ಉನ್ನತಸ್ಥಿತಿಗೆ ಏರಿಸಿ, ಅವರ ಕುಟುಂಬಗಳನ್ನು ಕುರಿಹಿಂಡಿನಂತೆ ಹೆಚ್ಚಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 42] ಯಥಾರ್ಥರು ಇದನ್ನು ನೋಡಿ ಹಿಗ್ಗುವರು; ಕೆಡುಕುಬಾಯಿ ಮುಚ್ಚಿಹೋಗುವುದು.
[IRV | KN | OT | Psalms | Chapter 107 | Verse 43] ಜ್ಞಾನಿಗಳು ಈ ಸಂಗತಿಗಳನ್ನು ಗಮನಿಸಿ, ಯೆಹೋವನ ಕೃಪಾಕಾರ್ಯಗಳನ್ನು ಗ್ರಹಿಸಿಕೊಳ್ಳಲಿ.
