[IRV | KN | OT | Psalms | Chapter 55 | Verse 1] ದೇವರೇ, ನನ್ನ ಮೊರೆಯನ್ನು ಲಾಲಿಸು; ನನ್ನ ವಿಜ್ಞಾಪನೆಗೆ ಕಿವಿಮುಚ್ಚಿಕೊಳ್ಳಬೇಡ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 2] ನನ್ನ ಕಡೆಗೆ ಲಕ್ಷ್ಯಕೊಟ್ಟು ಸದುತ್ತರವನ್ನು ದಯಪಾಲಿಸು.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 3] ಶತ್ರುಗಳ ಅಬ್ಬರ, ದುಷ್ಟರ ಹಿಂಸೆ ಇವುಗಳ ದೆಸೆಯಿಂದ ಪ್ರಲಾಪಿಸುವವನಾಗಿ, ಹೊಯ್ದಾಡುತ್ತಾ ನರಳುತ್ತಿದ್ದೇನೆ. ಅವರು ನನ್ನ ಮೇಲೆ ಅಪಾಯವನ್ನು ಬರಮಾಡಿ, ಕೋಪದಿಂದ ನನ್ನನ್ನು ದ್ವೇಷಿಸುತ್ತಾರೆ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 4] ನನ್ನ ಹೃದಯವು ನೊಂದು ಬೆಂದುಹೋಗಿದೆ; ಮರಣಭಯವು ನನ್ನನ್ನು ಆವರಿಸಿಕೊಂಡಿದೆ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 5] ಅಂಜಿ ನಡುಗುತ್ತಿದ್ದೇನೆ; ದಿಗಿಲು ನನ್ನನ್ನು ಹಿಡಿದಿದೆ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 6] ನಾನು, “ಆಹಾ, ನನಗೆ ರೆಕ್ಕೆಗಳಿದ್ದರೆ ಪಾರಿವಾಳದಂತೆ ಹಾರಿಹೋಗಿ ಆಶ್ರಯ ಸೇರಿಕೊಳ್ಳುತ್ತಿದ್ದೆನು.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 7] ಅವಸರದಿಂದ ಹಾನಿಕರವಾದ ಬಿರುಗಾಳಿಯಿಂದ ತಪ್ಪಿಸಿಕೊಂಡು,
[IRV | KN | OT | Psalms | Chapter 55 | Verse 8] ದೂರ ಹೋಗಿ ಅರಣ್ಯಸ್ಥಳದಲ್ಲಿ ಪ್ರವಾಸಿಯಾಗಿರುತ್ತಿದ್ದೆನು” ಅಂದುಕೊಂಡೆನು. ಸೆಲಾ
[IRV | KN | OT | Psalms | Chapter 55 | Verse 9] ಕರ್ತನೇ, ಅವರ ಭಾಷೆಯನ್ನು ತಾರುಮಾರುಮಾಡಿ ಅವರನ್ನು ಭ್ರಾಂತಿಗೊಳಿಸು. ಪಟ್ಟಣದಲ್ಲಿ ಕಲಹ, ಬಲಾತ್ಕಾರಗಳು ಕಾಣಬರುತ್ತವೆ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 10] ಅವೇ ಅದರ ಪೌಳಿಗೋಡೆಗಳ ಮೇಲೆ ಹಗಲಿರುಳು ಸುತ್ತುತ್ತಿರುವ ಕಾವಲುಗಾರರು; ಊರೊಳಗೆ ಕೇಡು, ತೊಂದರೆಗಳು ಪ್ರಬಲವಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 11] ಅದರೊಳಗೆಲ್ಲಾ ನಾಶನವೇ; ದಬ್ಬಾಳಿಕೆ ಮತ್ತು ವಂಚನೆ ಅದರ ಬೀದಿಗಳಿಂದ ತೊಲಗವು.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 12] ನನ್ನನ್ನು ದೂಷಿಸುವವನು ವೈರಿಯಾಗಿದ್ದರೆ ತಾಳಿಕೊಂಡೇನು; ನನ್ನನ್ನು ತಿರಸ್ಕರಿಸಿ ಉಬ್ಬಿಕೊಳ್ಳುವವನು ದ್ವೇಷಿಯಾಗಿದ್ದರೆ ಅಡಗಿಕೊಂಡೆನು.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 13] ಆದರೆ ನೀನು ನನಗೆ ಸ್ವಕೀಯನೂ ಆಪ್ತಮಿತ್ರನೂ ಅಲ್ಲವೇ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 14] ನಾವು ಪರಸ್ಪರವಾಗಿ ರಸಭರಿತ ಸಂಭಾಷಣೆ ಮಾಡುತ್ತಾ ಭಕ್ತಸಮೂಹದೊಡನೆ ದೇವಾಲಯಕ್ಕೆ ಹೋಗುತ್ತಿದ್ದೆವಲ್ಲಾ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 15] ಆ ದುಷ್ಟರಿಗೆ ಮರಣವು ತಟ್ಟನೆ ಬರಲಿ; ಸಜೀವರಾಗಿಯೇ ಪಾತಾಳಕ್ಕೆ ಇಳಿದುಹೋಗಲಿ. ಅವರ ಮನೆಯಲ್ಲಿಯೂ, ಮನಸ್ಸಿನಲ್ಲಿಯೂ ಕೆಟ್ಟತನವೇ ತುಂಬಿದೆ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 16] ನಾನಂತೂ ದೇವರಾದ ಯೆಹೋವನಿಗೆ ಮೊರೆಯಿಡುವೆನು; ಆತನು ನನ್ನನ್ನು ರಕ್ಷಿಸುವನು.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 17] ತ್ರಿಕಾಲದಲ್ಲಿಯೂ ಹಂಬಲಿಸುತ್ತಾ ಮೊರೆಯಿಡುವೆನು. ಆತನು ಹೇಗೂ ನನ್ನ ಮೊರೆಯನ್ನು ಕೇಳಿ
[IRV | KN | OT | Psalms | Chapter 55 | Verse 18] ನನ್ನ ವಿರೋಧಿಗಳು ಅನೇಕರಿದ್ದರೂ ಅವರು ನನ್ನನ್ನು ಮುಟ್ಟದಂತೆ ಸುರಕ್ಷಿತವಾಗಿ ಇಡುವನು.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 19] ಅನಾದಿಕಾಲದಿಂದ ಆಸನಾರೂಢನಾಗಿರುವ ದೇವರು ಲಕ್ಷ್ಯವಿಟ್ಟು ಅವರನ್ನು ತಗ್ಗಿಸಿಬಿಡುವನು. ಸೆಲಾ ಅವರು ತಮ್ಮ ಸುಖವು ಕದಲದೆಂದುಕೊಂಡು ದೇವರಿಗೆ ಹೆದರುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 20] ಆ ದ್ರೋಹಿಯಾದರೋ ತನ್ನೊಡನೆ ಸಮಾಧಾನದಿಂದಿದ್ದವರ ಮೇಲೆ ವಿರುದ್ಧವಾಗಿ ಕೈಯೆತ್ತಿ ತಾನು ಮಾಡಿಕೊಂಡ ಒಡಂಬಡಿಕೆಯನ್ನು ಭಂಗಪಡಿಸಿದ್ದಾನೆ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 21] ಅವನ ಮಾತು ಬೆಣ್ಣೆಯಂತೆ ನುಣುಪು; ಹೃದಯವೋ ಕಲಹಮಯ. ಅವನ ನುಡಿಗಳು ಎಣ್ಣೆಗಿಂತ ನಯವಾಗಿದ್ದರೂ ಬಿಚ್ಚು ಕತ್ತಿಗಳೇ ಸರಿ.
[IRV | KN | OT | Psalms | Chapter 55 | Verse 22] ನಿನ್ನ ಚಿಂತಾಭಾರವನ್ನು ಯೆಹೋವನ ಮೇಲೆ ಹಾಕು; ಆತನು ನಿನ್ನನ್ನು ಉದ್ಧಾರಮಾಡುವನು. ನೀತಿವಂತನನ್ನು ಎಂದಿಗೂ ಕದಲಗೊಡಿಸನು.
