[IRV | KN | OT | Psalms | Chapter 33 | Verse 1] ನೀತಿವಂತರೇ, ಯೆಹೋವನ ವಿಷಯದಲ್ಲಿ ಉಲ್ಲಾಸಪಡಿರಿ; ಯಥಾರ್ಥಚಿತ್ತರು ಆತನನ್ನು ಸ್ತುತಿಸುವುದು ಯುಕ್ತವಾಗಿದೆ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 2] ಕಿನ್ನರಿಯನ್ನು ನುಡಿಸುತ್ತಾ ಯೆಹೋವನನ್ನು ಕೊಂಡಾಡಿರಿ; ಹತ್ತುತಂತಿಗಳ ಸ್ವರಮಂಡಲವನ್ನು ನುಡಿಸುತ್ತಾ ಸಂಕೀರ್ತಿಸಿರಿ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 3] ಆತನ ಘನಕ್ಕಾಗಿ ನೂತನ ಕೀರ್ತನೆಯನ್ನು ಹಾಡಿರಿ; ಉತ್ಸಾಹಧ್ವನಿಯೊಡನೆ ಇಂಪಾಗಿ ಬಾರಿಸಿರಿ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 4] ಯೆಹೋವನ ವಚನವು ಯಥಾರ್ಥವಾದದ್ದು; ಆತನ ಕೃತ್ಯವೆಲ್ಲಾ ನಂಬಿಕೆಯುಳ್ಳದ್ದಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 5] ಆತನು ನೀತಿ ಮತ್ತು ನ್ಯಾಯಗಳನ್ನು ಪ್ರೀತಿಸುವವನು; ಭೂಲೋಕವೆಲ್ಲಾ ಯೆಹೋವನ ಕೃಪೆಯಿಂದ ತುಂಬಿದೆ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 6] ಯೆಹೋವನ ಅಪ್ಪಣೆಯಿಂದಲೇ ಆಕಾಶವು ಉಂಟಾಯಿತು; ಅದರಲ್ಲಿರುವುದೆಲ್ಲವೂ ಆತನ ಶ್ವಾಸದಿಂದ ನಿರ್ಮಿತವಾಯಿತು.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 7] ನೀರುಗಳನ್ನು ಒಟ್ಟುಗೂಡಿಸಿ ಸಮುದ್ರವನ್ನು ಮಾಡಿದವನು ಆತನೇ; ಭೂಮಿಯ ಕೆಳಗೆ ಜಲಾಶಯಗಳನ್ನು ಇಟ್ಟವನು ಆತನೇ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 8] ಭೂಲೋಕದವರೆಲ್ಲರೂ ಯೆಹೋವನಿಗೆ ಭಯಪಡಲಿ; ಭೂನಿವಾಸಿಗಳೆಲ್ಲರೂ ಆತನಿಗೆ ಹೆದರಲಿ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 9] ಆತನು ನುಡಿದ ಮಾತ್ರಕ್ಕೆ ಸಮಸ್ತವೂ ಉಂಟಾಯಿತು; ಆತನು ಆಜ್ಞಾಪಿಸುತ್ತಲೇ ಸರ್ವವೂ ಸ್ಥಾಪನೆಯಾಯಿತು.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 10] ಯೆಹೋವನು ಅನ್ಯಜನರ ಸಂಕಲ್ಪಗಳನ್ನು ವ್ಯರ್ಥಮಾಡುತ್ತಾನೆ; ಅವರ ಯೋಚನೆಗಳನ್ನು ನಿಷ್ಫಲಮಾಡುತ್ತಾನೆ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 11] ಯೆಹೋವನ ಆಲೋಚನೆಯೋ ಶಾಶ್ವತವಾಗಿಯೇ ನಿಲ್ಲುವುದು; ಆತನ ಸಂಕಲ್ಪವು ಎಂದಿಗೂ ಕದಲುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 12] ಯಾರಿಗೆ ಯೆಹೋವನೇ ದೇವರಾಗಿದ್ದಾನೋ, ಯಾವ ಜನಾಂಗದವರನ್ನು ಸ್ವಕೀಯರನ್ನಾಗಿ ಆದುಕೊಂಡಿದ್ದಾನೋ ಅವರೇ ಧನ್ಯರು.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 13] ಯೆಹೋವನು ಆಕಾಶದಿಂದ ಮನುಷ್ಯರೆಲ್ಲರನ್ನು ನೋಡುತ್ತಾನೆ;
[IRV | KN | OT | Psalms | Chapter 33 | Verse 14] ತಾನಿರುವ ಸ್ಥಾನದಿಂದ ಭೂನಿವಾಸಿಗಳೆಲ್ಲರನ್ನು ದೃಷ್ಟಿಸುತ್ತಾನೆ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 15] ಅವರೆಲ್ಲರ ಹೃದಯಗಳನ್ನು ನಿರ್ಮಿಸಿದವನೂ, ಅವರ ಕೃತ್ಯಗಳನ್ನೆಲ್ಲಾ ವಿವೇಚಿಸುವವನೂ ಆತನೇ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 16] ಮಹಾ ಸೇನಾಬಲದಿಂದಲೇ ಯಾವ ಅರಸನಿಗೂ ಜಯವಾಗುವುದಿಲ್ಲ; ಯಾವ ಶೂರನೂ ಅಧಿಕವಾದ ಭುಜಬಲದಿಂದ ಸುರಕ್ಷಿತನಾಗುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 17] ಜೀವದ ರಕ್ಷಣೆಗಾಗಿ ಕುದುರೆಯು ಪ್ರಯೋಜನವಿಲ್ಲ; ಅದು ತನ್ನ ವಿಶೇಷಬಲದಿಂದ ಯಾರನ್ನೂ ರಕ್ಷಿಸಲಾರದು.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 18] ಯೆಹೋವನಾದರೋ ತನ್ನಲ್ಲಿ ಭಯಭಕ್ತಿಯುಳ್ಳವರನ್ನು ಕಟಾಕ್ಷಿಸುತ್ತಾನೆ; ತನ್ನ ಕೃಪೆಯನ್ನು ನಿರೀಕ್ಷಿಸುವವರನ್ನು ಲಕ್ಷಿಸುತ್ತಾನೆ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 19] ಅವರ ಪ್ರಾಣವನ್ನು ಮರಣದಿಂದ ತಪ್ಪಿಸುವನು; ಬರಗಾಲದಲ್ಲಿ ಅವರ ಜೀವವನ್ನು ಉಳಿಸುವನು.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 20] ನಮ್ಮ ಮನಸ್ಸು ಯೆಹೋವನಿಗೋಸ್ಕರ ಕಾದಿದೆ; ನಮ್ಮ ಸಹಾಯವೂ, ಗುರಾಣಿಯೂ ಆತನೇ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 21] ಆತನಲ್ಲಿ ನಮ್ಮ ಹೃದಯವು ಸಂತೋಷಿಸುವುದು; ಆತನ ಪರಿಶುದ್ಧನಾಮದಲ್ಲಿ ಭರವಸವಿಟ್ಟಿದ್ದೇವೆ.
[IRV | KN | OT | Psalms | Chapter 33 | Verse 22] ಯೆಹೋವನೇ, ನಾವು ನಿನ್ನನ್ನೇ ನಿರೀಕ್ಷಿಸಿಕೊಂಡಿದ್ದೇವೆ; ನಿನ್ನ ಕೃಪೆಯು ನಮ್ಮ ಮೇಲೆ ಇರಲಿ.
