[IRV | KN | OT | Psalms | Chapter 89 | Verse 1] ಯೆಹೋವನೇ, ನಿತ್ಯವೂ ನಿನ್ನ ಕೃಪಾತಿಶಯವನ್ನು ಹಾಡಿಹರಸುವೆನು; ನನ್ನ ಬಾಯಿ ನಿನ್ನ ಸತ್ಯವನ್ನು, ಮುಂದಣ ಸಂತಾನದವರೆಲ್ಲರಿಗೂ ತಿಳಿಯಮಾಡುವುದು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 2] ನಿನ್ನ ಪ್ರೀತಿಸಂಕಲ್ಪವು ನಿತ್ಯವು ಸಿದ್ಧಿಗೆ ಬರುತ್ತಲೇ ಇರುವುದು; ಆಕಾಶದಲ್ಲಿ ನಿನ್ನ ಸತ್ಯತೆಯನ್ನು ಸ್ಥಾಪಿಸುವಿ ಎಂದು ತಿಳಿದುಕೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 3] ನೀನು ನುಡಿದದ್ದೇನೆಂದರೆ, “ನಾನು ಆರಿಸಿಕೊಂಡ ಸೇವಕನಾದ ದಾವೀದನ ಸಂಗಡ ಒಡಂಬಡಿಕೆ ಮಾಡಿಕೊಂಡು ಆಣೆಯಿಟ್ಟು,
[IRV | KN | OT | Psalms | Chapter 89 | Verse 4] ‘ಶಾಶ್ವತವಾಗಿ ನಿನ್ನ ಸಂತತಿಯನ್ನು ಸ್ಥಾಪಿಸುವೆನು, ತಲತಲಾಂತರಗಳಿಗೂ ನಿನ್ನ ಸಿಂಹಾಸನವನ್ನು ಸ್ಥಿರಪಡಿಸುವೆನು ಎಂದು ಹೇಳಿದ್ದೇನೆ’” ಎಂಬುವುದೇ. ಸೆಲಾ
[IRV | KN | OT | Psalms | Chapter 89 | Verse 5] ಯೆಹೋವನೇ, ಗಗನವು ನಿನ್ನ ಮಹತ್ತನ್ನು ಪ್ರಸಿದ್ಧಪಡಿಸುವುದು; ನಿನ್ನ ಸತ್ಯವನ್ನು ಪರಿಶುದ್ಧರ ಸಭೆಯಲ್ಲಿ ಕೀರ್ತಿಸುವೆನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 6] ಮೇಘಮಂಡಲದಲ್ಲಿ ಯೆಹೋವನಿಗೆ ಸಮಾನರು ಯಾರು? ದೇವದೂತರಲ್ಲಿ ಯೆಹೋವನಿಗೆ ಸರಿಯಾದವರು ಯಾರು?
[IRV | KN | OT | Psalms | Chapter 89 | Verse 7] ಆತನು ಪರಿಶುದ್ಧರ ಸಭೆಯಲ್ಲಿ ಘನ ಹೊಂದುವ ದೇವರು; ತನ್ನ ಎಲ್ಲಾ ಪರಿವಾರದವರಿಗಿಂತ ಭಯಂಕರನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 8] ಯೆಹೋವನೇ, ಸೇನಾಧೀಶ್ವರನಾದ ದೇವರೇ, ನಿನಗೆ ಸಮಾನರು ಯಾರು? ಯಾಹುವೇ, ನೀನು ಶಕ್ತನು, ಸತ್ಯತೆಯಿಂದ ಆವರಿಸಲ್ಪಟ್ಟವನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 9] ಸಮುದ್ರದ ಅಲ್ಲಕಲ್ಲೋಲಗಳನ್ನು ಅಧೀನದಲ್ಲಿ ಇಟ್ಟುಕೊಂಡಿರುವವನು ನೀನು; ತೆರೆಗಳು ಏಳುವಾಗ ಅವುಗಳನ್ನು ತಡೆಯುವವನು ನೀನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 10] ರಹಬನ್ನು ಛೇದಿಸಿ ಸಾಯಿಸಿದವನು ನೀನು; ನಿನ್ನ ಭುಜಬಲದಿಂದ ಶತ್ರುಗಳನ್ನು ಚದರಿಸಿಬಿಟ್ಟಿದ್ದಿ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 11] ಆಕಾಶವೂ ನಿನ್ನದು, ಭೂಮಿಯೂ ನಿನ್ನದೇ; ಲೋಕವನ್ನೂ ಅದರಲ್ಲಿರುವುದೆಲ್ಲವನ್ನೂ ನಿರ್ಮಿಸಿದವನು ನೀನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 12] ದಕ್ಷಿಣೋತ್ತರ ದಿಕ್ಕುಗಳನ್ನು ಉಂಟುಮಾಡಿದವನು ನೀನು. ತಾಬೋರ್, ಹೆರ್ಮೋನ್ ಪರ್ವತಗಳು ನಿನ್ನ ನಾಮದಲ್ಲಿ ಆನಂದಧ್ವನಿ ಮಾಡುತ್ತವೆ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 13] ನಿನ್ನ ಭುಜಬಲವು ಮಹಾಬಲವುಳ್ಳದ್ದು. ನಿನ್ನ ಹಸ್ತವು ಶಕ್ತಿಯುಳ್ಳದ್ದು; ನಿನ್ನ ಬಲಗೈ ಮಹತ್ತುಗಳನ್ನು ನಡೆಸುತ್ತದೆ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 14] ನೀತಿ ಮತ್ತು ನ್ಯಾಯಗಳು ನಿನ್ನ ಸಿಂಹಾಸನದ ಅಸ್ತಿವಾರವು; ನಿನ್ನ ಸಾನ್ನಿಧ್ಯದೂತರು ಪ್ರೀತಿ ಮತ್ತು ಸತ್ಯತೆಗಳೇ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 15] ಉತ್ಸಾಹಧ್ವನಿಯನ್ನು ತಿಳಿದಿರುವ ಜನರು ಧನ್ಯರು; ಯೆಹೋವನೇ, ಅವರು ನಿನ್ನ ಮುಖಪ್ರಕಾಶದಲ್ಲಿ ಸಂಚರಿಸುತ್ತಾರೆ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 16] ಯಾವಾಗಲೂ ನಿನ್ನ ನಾಮದಲ್ಲಿ ಆನಂದಿಸುತ್ತಾರೆ; ನಿನ್ನ ನೀತಿಯಿಂದ ಏಳಿಗೆ ಹೊಂದುತ್ತಾರೆ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 17] ಅವರು ಹಿಗ್ಗುವ ಬಲವು ನೀನೇ. ನಿನ್ನ ಕರುಣೆಯ ಕಟಾಕ್ಷದಿಂದ ನಮ್ಮ ಕೊಂಬು ಎತ್ತಲ್ಪಟ್ಟಿರುವುದು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 18] ನಮಗೆ ಗುರಾಣಿಯಂತಿರುವ ನಮ್ಮ ಅರಸನು ಯೆಹೋವನೇ; ಅವನು ಇಸ್ರಾಯೇಲರ ಸದಮಲಸ್ವಾಮಿಯ, ಸ್ವಕೀಯನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 19] ಆ ಕಾಲದಲ್ಲಿ ನೀನು ದರ್ಶನದಲ್ಲಿ ನಿನ್ನ ಭಕ್ತರಿಗೆ ಹೇಳಿದ್ದೇನೆಂದರೆ, “ಒಬ್ಬ ಶೂರನಿಗೆ ರಕ್ಷಾಬಲವನ್ನು ಅನುಗ್ರಹಿಸಿದ್ದೇನೆ; ಪ್ರಜೆಗಳಲ್ಲಿ ಒಬ್ಬ ಯೌವನಸ್ಥನನ್ನು ಆರಿಸಿ ಉನ್ನತಸ್ಥಾನದಲ್ಲಿಟ್ಟಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 20] ನನ್ನ ಸೇವಕನಾದ ದಾವೀದನನ್ನು ಕಂಡು, ಪರಿಶುದ್ಧ ತೈಲದಿಂದ ಅವನನ್ನು ಅಭಿಷೇಕಿಸಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 21] ನನ್ನ ಹಸ್ತವು ಅವನ ಮೇಲೆ ಸ್ಥಿರವಾಗಿರುವುದು; ನನ್ನ ಭುಜವು ಅವನನ್ನು ಬಲಪಡಿಸುವುದು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 22] ವೈರಿಯ ಕುತಂತ್ರವು ಅವನಲ್ಲಿ ಸಾಗದು; ಯಾವ ಕೆಡುಕನೂ ಅವನನ್ನು ಕುಗ್ಗಿಸಲಾರನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 23] ಅವನ ವಿರೋಧಿಗಳನ್ನು ಅವನ ಮುಂದೆಯೇ ಜಜ್ಜಿ ಹಾಕುವೆನು; ಅವನ ದ್ವೇಷಿಗಳನ್ನು ಹತಮಾಡಿಬಿಡುವೆನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 24] ಆದರೆ ನನ್ನ ಪ್ರೀತಿ ಮತ್ತು ಸತ್ಯತೆಗಳು ಅವನೊಡನೆ ಇರುವವು; ನನ್ನ ಹೆಸರಿನಿಂದ ಅವನ ಕೊಂಬು ಎತ್ತಲ್ಪಡುವುದು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 25] ಸಮುದ್ರದಿಂದ ನದಿಗಳವರೆಗೂ ಅವನ ಹಸ್ತಕ್ಕೆ ಅಧಿಕಾರವನ್ನು ಕೊಡುವೆನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 26] ಅವನು ನನಗೆ, ‘ನನ್ನ ತಂದೆಯೂ, ದೇವರೂ, ಆಶ್ರಯದುರ್ಗವೂ ನೀನೇ’ ಎಂದು ಹೇಳುವನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 27] ನಾನಾದರೋ ಅವನನ್ನು ಜ್ಯೇಷ್ಠಪುತ್ರನನ್ನಾಗಿಯೂ, ಭೂರಾಜರಲ್ಲಿ ಉನ್ನತನನ್ನಾಗಿಯೂ ಮಾಡಿಕೊಳ್ಳುವೆನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 28] ನನ್ನ ಕೃಪೆಯು ಅವನಲ್ಲಿ ಶಾಶ್ವತವಾಗಿ ಇರುವುದು; ನನ್ನ ಒಡಂಬಡಿಕೆಯು ಅವನಲ್ಲಿ ಸ್ಥಿರವಾಗಿರುವುದು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 29] ಅವನ ಸಂತಾನವನ್ನು ಯಾವಾಗಲೂ ಉಳಿಸುವೆನು. ಅವನ ಸಿಂಹಾಸನವು ಆಕಾಶವಿರುವವರೆಗೂ ಇರುವುದು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 30] ಅವನ ಸಂತಾನದವರು ನನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಬಿಟ್ಟು, ನನ್ನ ಆಜ್ಞೆಗಳಲ್ಲಿ ನಡೆಯದೆ,
[IRV | KN | OT | Psalms | Chapter 89 | Verse 31] ನನ್ನ ವಿಧಿಗಳನ್ನು ಮೀರಿ, ನನ್ನ ನೇಮಗಳನ್ನು ಪಾಲಿಸದೆ ಹೋದರೆ,
[IRV | KN | OT | Psalms | Chapter 89 | Verse 32] ಆಗ ನಾನು ಅವರ ದ್ರೋಹಕ್ಕಾಗಿ ಅವರನ್ನು ಬೆತ್ತದಿಂದ ಹೊಡೆಯುವೆನು; ಅವರ ಅಪರಾಧಕ್ಕಾಗಿ ಪೆಟ್ಟುಕೊಡುವೆನು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 33] ಆದರೂ ನಾನು ಅವನಲ್ಲಿಟ್ಟಿರುವ ಕೃಪೆಯನ್ನು ತಪ್ಪಿಸುವುದಿಲ್ಲ; ನನ್ನ ನಂಬಿಗಸ್ತಿಕೆಯಿಂದ ಜಾರುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 34] ನನ್ನ ಒಡಂಬಡಿಕೆಯನ್ನು ಭಂಗಪಡಿಸುವುದಿಲ್ಲ; ನನ್ನ ಮಾತನ್ನು ಬದಲಿಸುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 35] ನನ್ನ ಪವಿತ್ರತ್ವದಲ್ಲಿ ಆಣೆಯಿಟ್ಟು ಒಂದು ಸಂಗತಿಯನ್ನು ಹೇಳಿದ್ದೇನೆ; ಅದರ ವಿಷಯದಲ್ಲಿ ನಾನು ದಾವೀದನಿಗೆ ಸುಳ್ಳುಗಾರನಾಗುವುದಿಲ್ಲ.
