[IRV | UR | OT | Exodus | Chapter 8 | Verse 1] फिर ख़ुदावन्द ने मूसा से कहा कि फ़िर'औन के पास जा और उससे कह कि 'ख़ुदावन्द यूँ फ़रमाता है कि मेरे लोगों को जाने दे ताकि वह मेरी इबादत करें।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 2] और अगर तू उनको जाने न देगा, तो देख, मैं तेरे मुल्क को मेंढकों से मारूँगा।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 3] और दरिया बेशुमार मेंढकों से भर जाएगा, और वह आकर तेरे घर में और तेरी आरामगाह में और तेरे पलंग पर और तेरे मुलाज़िमों के घरों में और तेरी र'इयत पर और तेरे तनूरों और आटा गूँधने के लगनों में घुसते फिरेंगे,
[IRV | UR | OT | Exodus | Chapter 8 | Verse 4] और तुझ पर और तेरी र'इयत और तेरे नौकरों पर चढ़ जाएँगे'।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 5] और ख़ुदावन्द ने मूसा को फ़रमाया, हारून से कह, कि अपनी लाठी लेकर अपने हाथ दरियाओं और नहरों और झीलों पर बढ़ा और मेंढकों को मुल्क — ए — मिस्र पर चढ़ा ला।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 6] चुनाँचे जितना पानी मिस्र में था उस पर हारून ने अपना हाथ बढ़ाया, और मेंढक चढ़ आए और मुल्क — ए — मिस्र को ढाँक लिया।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 7] और जादूगरों ने भी अपने जादू से ऐसा ही किया और मुल्क — ए — मिस्र पर मेंढक चढ़ा लाए
[IRV | UR | OT | Exodus | Chapter 8 | Verse 8] तब फ़िर'औन ने मूसा और हारून को बुलवाकर कहा, कि “ख़ुदावन्द से सिफ़ारिश करो के मेंढकों को मुझ से और मेरी र'इयत से दफ़ा' करे, और मैं इन लोगों को जाने दूँगा ताकि वह ख़ुदावन्द के लिए क़ुर्बानी करें।”
[IRV | UR | OT | Exodus | Chapter 8 | Verse 9] मूसा ने फ़िर'औन से कहा, कि तुझे मुझ पर यही फ़ख़्र रहे! मैं तेरे और तेरे नौकरों और तेरी र'इयत के वास्ते कब के लिए सिफ़ारिश करूँ कि मेंढक तुझ से और तेरे घरों से दफ़ा' हों और दरिया ही में रहें?
[IRV | UR | OT | Exodus | Chapter 8 | Verse 10] उसने कहा, “कल के लिए।” तब उसने कहा, “तेरे ही कहने के मुताबिक़ होगा ताकि तू जाने कि ख़ुदावन्द हमारे ख़ुदा की तरह कोई नहीं
[IRV | UR | OT | Exodus | Chapter 8 | Verse 11] और मेंढक तुझ से और तेरे घरों से और तेरे नौकरों से और तेरी र'इयत से दूर होकर दरिया ही में रहा करेंगे।”
[IRV | UR | OT | Exodus | Chapter 8 | Verse 12] फिर मूसा और हारून फ़िर'औन के पास से निकल कर चले गए; और मूसा ने ख़ुदावन्द से मेंढकों के बारे में जो उसने फ़िर'औन पर भेजे थे फ़रियाद की।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 13] और ख़ुदावन्द ने मूसा की दरख़्वास्त के मुवाफ़िक किया, और सब घरों और सहनों और खेतों के मेंढक मर गए।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 14] और लोगों ने उनको जमा' कर करके उनके ढेर लगा दिए, और ज़मीन से बदबू आने लगी।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 15] फिर जब फ़िर'औन ने देखा कि छुटकारा मिल गया तो उसने अपना दिल सख़्त कर लिया, और जैसा ख़ुदावन्द ने कह दिया था उनकी न सुनी।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 16] तब ख़ुदावन्द ने मूसा से कहा, “हारून से कह, 'अपनी लाठी बढ़ा कर ज़मीन की गर्द को मार, ताकि वह तमाम मुल्क — ए — मिस्र में जूएँ बन जाएँ।”
[IRV | UR | OT | Exodus | Chapter 8 | Verse 17] उन्होंने ऐसा ही किया, और हारून ने अपनी लाठी लेकर अपना हाथ बढ़ाया और ज़मीन की गर्द को मारा, और इंसान और हैवान पर जूएँ हो गई और तमाम मुल्क — ए — मिस्र में ज़मीन की सारी गर्द जूएँ बन गई।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 18] और जादूगरों ने कोशिश की कि अपने जादू से जूएँ पैदा करें लेकिन न कर सके। और इंसान और हैवान दोनों पर जूएँ चढ़ी रहीं।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 19] तब जादूगरों ने फ़िर'औन से कहा, कि “यह ख़ुदा का काम है।” लेकिन फ़िर'औन का दिल सख़्त हो गया, और जैसा ख़ुदावन्द ने कह दिया था उसने उनकी न सुनी।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 20] तब ख़ुदावन्द ने मूसा से कहा, “सुबह — सवेरे उठ कर फ़िर'औन के आगे जा खड़ा होना, वह दरिया पर आएगा तब तू उससे कहना, 'ख़ुदावन्द यूँ फ़रमाता है, कि मेरे लोगों को जाने दे कि वह मेरी इबादत करें।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 21] वर्ना अगर तू उनको जाने न देगा तो देख मैं तुझ पर और तेरे नौकरों और तेरी र'इयत पर और तेरे घरों में मच्छरों के ग़ोल के ग़ोल भेजूँगा; और मिस्रियों के घर और तमाम ज़मीन जहाँ जहाँ वह हैं, मच्छरों के ग़ोलों से भर जाएगी।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 22] और मैं उस दिन जशन के 'इलाके़ को उसमें मच्छरों के ग़ोल न होंगे; ताकि तू जान ले कि दुनिया में ख़ुदावन्द मैं ही हूँ।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 23] और मैंऔर अपने लोगों और तेरे लोगों में फ़र्क़ करूँगा और कल तक यह निशान ज़ुहूर में आएगा।”
[IRV | UR | OT | Exodus | Chapter 8 | Verse 24] चुनाँचे ख़ुदावन्द ने ऐसा ही किया, और फ़िर'औन के घर और उसके नौकरों के घरों और सारे मुल्क — ए — मिस्र में मच्छरों के ग़ोल के ग़ोल भर गए, और इन मच्छरों के ग़ोलों की वजह से मुल्क का नास हो गया।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 25] तब फ़िर'औन ने मूसा और हारून को बुलवा कर कहा, कि तुम जाओ और अपने ख़ुदा के लिए इसी मुल्क में क़ुर्बानी करो।
[IRV | UR | OT | Exodus | Chapter 8 | Verse 26] मूसा ने कहा, “ऐसा करना मुनासिब नहीं, क्यूँकि हम ख़ुदावन्द अपने ख़ुदा के लिए उस चीज़ की क़ुर्बानी करेंगे जिससे मिस्री नफ़रत रखते हैं; तब अगर हम मिस्रियों की आँखों के आगे उस चीज़ की क़ुर्बानी करें जिससे वह नफ़रत रखते हैं तो क्या वह हम को संगसार न कर डालेंगे?
[IRV | UR | OT | Exodus | Chapter 8 | Verse 27] तब हम तीन दिन की राह वीराने में जाकर ख़ुदावन्द अपने ख़ुदा के लिए जैसा वह हम को हुक्म देगा क़ुर्बानी करेंगे।”
[IRV | UR | OT | Exodus | Chapter 8 | Verse 28] फ़िर'औन ने कहा, “मैं तुम को जाने दूँगा ताकि तुम ख़ुदावन्द अपने ख़ुदा के लिए वीराने में क़ुर्बानी करो, लेकिन तुम बहुत दूर मत जाना और मेरे लिए सिफ़ारिश करना।”
