[ERV | EN | OT | Isaiah | Chapter 24 | Verse 1] Behold, the LORD maketh the earth empty, and maketh it waste, and turneth it upside down, and scattereth abroad the inhabitants thereof.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 2] And it shall be, as with the people, so with the priest; as with the servant, so with his master; as with the maid, so with her mistress; as with the buyer, so with the seller; as with the lender, so with the borrower; as with the taker of usury, so with the giver of usury to him.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 3] The earth shall be utterly emptied, and utterly spoiled; for the LORD hath spoken this word.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 4] The earth mourneth and fadeth away, the world languisheth and fadeth away, the lofty people of the earth do languish.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 5] The earth also is polluted under the inhabitants thereof; because they have transgressed the laws, changed the ordinance, broken the everlasting covenant.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 6] Therefore hath the curse devoured the earth, and they that dwell therein are found guilty: therefore the inhabitants of the earth are burned, and few men left.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 7] The new wine mourneth, the vine languisheth, all the merryhearted do sigh.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 8] The mirth of tabrets ceaseth, the noise of them that rejoice endeth, the joy of the harp ceaseth.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 9] They shall not drink wine with a song; strong drink shall be bitter to them that drink it.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 10] The city of confusion is broken down: every house is shut up, that no man may come in.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 11] There is a crying in the streets because of the wine; all joy is darkened, the mirth of the land is gone.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 12] In the city is left desolation, and the gate is smitten with destruction.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 13] For thus shall it be in the midst of the earth among the peoples, as the shaking of an olive tree, as the grape gleanings when the vintage is done.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 14] These shall lift up their voice, they shall shout; for the majesty of the LORD they cry aloud from the sea.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 15] Wherefore glorify ye the LORD in the east, even the name of the LORD, the God of Israel, in the isles of the sea.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 16] From the uttermost part of the earth have we heard songs, glory to the righteous. But I said, I pine away, I pine away, woe is me! the treacherous dealers have dealt treacherously; yea, the treacherous dealers have dealt very treacherously.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 17] Fear, and the pit, and the snare, are upon thee, O inhabitant of the earth.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 18] And it shall come to pass, that he who fleeth from the noise of the fear shall fall into the pit; and he that cometh up out of the midst of the pit shall be taken in the snare: for the windows on high are opened, and the foundations of the earth do shake.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 19] The earth is utterly broken, the earth is clean dissolved, the earth is moved exceedingly.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 20] The earth shall stagger like a drunken man, and shall be moved to and fro like a hut; and the transgression thereof shall be heavy upon it, and it shall fall, and not rise again.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 21] And it shall come to pass in that day, that the LORD shall punish the host of the high ones on high, and the kings of the earth upon the earth.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 22] And they shall be gathered together, as prisoners are gathered in the pit, and shall be shut up in the prison, and after many days shall they be visited.
[ERV | EN | OT | Isaiah | Chapter 24 | Verse 23] Then the moon shall be confounded, and the sun ashamed; for the LORD of hosts shall reign in mount Zion, and in Jerusalem, and before his ancients gloriously.
