[WEB | EN | OT | Tobit | Chapter 12 | Verse 1] And Tobit called his son Tobias, and said to him, “See, my child, that the man which went with you have his wages, and you must give him more.”
[WEB | EN | OT | Tobit | Chapter 12 | Verse 2] And he said to him, “Father, it is no harm to me to give him the half of those things which I have brought;
[WEB | EN | OT | Tobit | Chapter 12 | Verse 3] for he has led me for you in safety, and he cured my wife, and brought my money, and likewise cured you.”
[WEB | EN | OT | Tobit | Chapter 12 | Verse 4] The old man said, “It is due to him.”
[WEB | EN | OT | Tobit | Chapter 12 | Verse 5] And he called the angel, and said to him, “Take half of all that you have brought.”
[WEB | EN | OT | Tobit | Chapter 12 | Verse 6] Then he called them both privately, and said to them, “Bless God, and give him thanks, and magnify him, and give him thanks in the sight of all that live, for the things which he has done with you. It is good to bless God and exalt his name, showing forth with honor the works of God. Don’t be slack to give him thanks.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 7] It is good to conceal the secret of a king, but to reveal gloriously the works of God. Do good, and evil won’t find you.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 8] Good is prayer with fasting, alms, and righteousness. A little with righteousness is better than much with unrighteousness. It is better to give alms than to lay up gold.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 9] Alms delivers from death, and it purges away all sin. Those who give alms and do righteousness will be filled with life;
[WEB | EN | OT | Tobit | Chapter 12 | Verse 10] but those who sin are enemies to their own life.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 11] Surely I will conceal nothing from you. I have said, ‘It is good to conceal the secret of a king, but to reveal gloriously the works of God.’
[WEB | EN | OT | Tobit | Chapter 12 | Verse 12] And now, when you prayed, and Sarah your daughter-in-law, I brought the memorial of your prayer before the Holy One. When you buried the dead, I was with you likewise.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 13] And when you didn’t delay to rise up, and leave your dinner, that you might go and cover the dead, your good deed was not hidden from me. I was with you.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 14] And now God sent me to heal you and Sarah your daughter-in-law.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 15] I am Raphael, one of the seven holy angels which present the prayers of the saints and go in before the glory of the Holy One.”
[WEB | EN | OT | Tobit | Chapter 12 | Verse 16] And they were both troubled, and fell upon their faces; for they were afraid.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 17] And he said to them, “Don’t be afraid. You will all have peace; but bless God forever.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 18] For I came not of any favor of my own, but by the will of your God. Therefore bless him forever.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 19] All these days I appeared to you. I didn’t eat or drink, but you all saw a vision.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 20] Now give God thanks, because I ascend to him who sent me. Write in a book all the things which have been done.”
[WEB | EN | OT | Tobit | Chapter 12 | Verse 21] Then they rose up, and saw him no more.
[WEB | EN | OT | Tobit | Chapter 12 | Verse 22] They confessed the great and wonderful works of God, and how the angel of the Lord had appeared to them.
