[WEB | EN | OT | Tobit | Chapter 8 | Verse 1] When they had finished their supper, they brought Tobias in to her.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 2] But as he went, he remembered the words of Raphael, and took the ashes of the incense, and put the heart and the liver of the fish on them, and made smoke with them.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 3] When the demon smelled that smell, it fled into the uppermost parts of Egypt, and the angel bound him.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 4] But after they were both shut in together, Tobias rose up from the bed, and said, “Sister, arise, and let’s pray that the Lord may have mercy on us.”
[WEB | EN | OT | Tobit | Chapter 8 | Verse 5] And Tobias began to say, “Blessed are you, O God of our fathers, and blessed is your holy and glorious name forever. Let the heavens bless you, and all your creatures.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 6] You made Adam, and gave him Eve his wife for a helper and support. From them came the seed of men. You said, it is not good that the man should be alone. Let’s make him a helper like him.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 7] And now, O Lord, I take not this my sister for lust, but in truth. Command that I may find mercy and grow old with her.”
[WEB | EN | OT | Tobit | Chapter 8 | Verse 8] She said with him, “Amen.” And they both slept that night.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 9] Raguel arose, and went and dug a grave,
[WEB | EN | OT | Tobit | Chapter 8 | Verse 10] saying, “Lest he also should die.”
[WEB | EN | OT | Tobit | Chapter 8 | Verse 11] And Raguel came into his house,
[WEB | EN | OT | Tobit | Chapter 8 | Verse 12] and said to Edna his wife, “Send one of the maidservants, and let them see if he is alive. If not, we will bury him, and no man will know it.”
[WEB | EN | OT | Tobit | Chapter 8 | Verse 13] So the maidservant opened the door, and went in, and found them both sleeping,
[WEB | EN | OT | Tobit | Chapter 8 | Verse 14] and came out, and told them that he was alive.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 15] Then Raguel blessed God, saying, “Blessed are you, O God, with all pure and holy blessing! Let your saints bless you, and all your creatures! Let all your angels and your elect bless you forever!
[WEB | EN | OT | Tobit | Chapter 8 | Verse 16] Blessed are you, because you have made me glad; and it has not happened to me as I suspected; but you have dealt with us according to your great mercy.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 17] Blessed are you, because you have had mercy on two that were the only begotten children of their parents. Show them mercy, O Lord. Fulfill their life in health with gladness and mercy.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 18] He commanded his servants to fill the grave.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 19] He kept the wedding feast for them fourteen days.
[WEB | EN | OT | Tobit | Chapter 8 | Verse 20] Before the days of the wedding feast were finished, Raguel sware to him, that he should not depart till the fourteen days of the wedding feast were fulfilled;
[WEB | EN | OT | Tobit | Chapter 8 | Verse 21] and that then he should take half of his goods, and go in safety to his father; and the rest, said he, when my wife and I die.
