[IRV | UR | NT | Acts | Chapter 5 | Verse 1] और एक शख़्स हननियाह नाम और उसकी बीवी सफ़ीरा ने जायदाद बेची।
[IRV | UR | NT | Acts | Chapter 5 | Verse 2] और उसने अपनी बीवी के जानते हुए क़ीमत में से कुछ रख छोड़ा और एक हिस्सा लाकर रसूलों के पाँव में रख दिया।
[IRV | UR | NT | Acts | Chapter 5 | Verse 3] मगर पतरस ने कहा, ऐ हननियाह! क्यूँ शैतान ने तेरे दिल में ये बात डाल दी, कि तू रूह — उल — क़ुद्दूस से झूठ बोले और ज़मीन की क़ीमत में से कुछ रख छोड़े।
[IRV | UR | NT | Acts | Chapter 5 | Verse 4] क्या जब तक वो तेरे पास थी वो तेरी न थी? और जब बेची गई तो तेरे इख़्तियार में न रही, तूने क्यूँ अपने दिल में इस बात का ख़याल बाँधा? तू आदमियों से नहीं बल्कि ख़ुदा से झूठ बोला।
[IRV | UR | NT | Acts | Chapter 5 | Verse 5] ये बातें सुनते ही हननियाह गिर पड़ा, और उसका दम निकल गया, और सब सुनने वालों पर बड़ा ख़ौफ़ छा गया।
[IRV | UR | NT | Acts | Chapter 5 | Verse 6] कुछ जवानों ने उठ कर उसे कफ़्नाया और बाहर ले जाकर दफ़्न किया।
[IRV | UR | NT | Acts | Chapter 5 | Verse 7] तक़रीबन तीन घंटे गुज़र जाने के बाद उसकी बीवी इस हालात से बेख़बर अन्दर आई।
[IRV | UR | NT | Acts | Chapter 5 | Verse 8] पतरस ने उस से कहा, मुझे बता; क्या तुम ने इतने ही की ज़मीन बेची थी? उसने कहा हाँ इतने ही की।
[IRV | UR | NT | Acts | Chapter 5 | Verse 9] पतरस ने उससे कहा, “तुम ने क्यूँ ख़ुदावन्द की रूह को आज़माने के लिए ये क्या किया? देख तेरे शौहर को दफ़्न करने वाले दरवाज़े पर खड़े हैं, और तुझे भी बाहर ले जाएँगे।”
[IRV | UR | NT | Acts | Chapter 5 | Verse 10] वो उसी वक़्त उसके क़दमों पर गिर पड़ी और उसका दम निकल गया, और जवानों ने अन्दर आकर उसे मुर्दा पाया और बाहर ले जाकर उसके शौहर के पास दफ़्न कर दिया।
[IRV | UR | NT | Acts | Chapter 5 | Verse 11] और सारी कलीसिया बल्कि इन बातों के सब सुननेवालों पर बड़ा ख़ौफ़ छा गया।
[IRV | UR | NT | Acts | Chapter 5 | Verse 12] और रसूलों के हाथों से बहुत से निशान और अजीब काम लोगों में ज़ाहिर होते थे, और वो सब एक दिल होकर सुलैमान के बरामदेह में जमा हुआ करते थे।
[IRV | UR | NT | Acts | Chapter 5 | Verse 13] लेकिन बे ईमानों में से किसी को हिम्मत न हुई, कि उन में जा मिले, मगर लोग उनकी बड़ाई करते थे।
[IRV | UR | NT | Acts | Chapter 5 | Verse 14] और ईमान लाने वाले मर्द — ओ — औरत ख़ुदावन्द की कलीसिया में और भी कसरत से आ मिले।
[IRV | UR | NT | Acts | Chapter 5 | Verse 15] यहाँ तक कि लोग बीमारों को सड़कों पर ला लाकर चार पाइयों और ख़टोलो पर लिटा देते थे, ताकि जब पतरस आए तो उसका साया ही उन में से किसी पर पड़ जाए।
[IRV | UR | NT | Acts | Chapter 5 | Verse 16] और येरूशलेम के चारों तरफ़ के कस्बों से भी लोग बीमारों और नापाक रूहों के सताए हुवों को लाकर कसरत से जमा होते थे, और वो सब अच्छे कर दिए जाते थे।
[IRV | UR | NT | Acts | Chapter 5 | Verse 17] फिर सरदार काहिन और उसके सब साथी जो सदूक़ियों के फ़िरक़े के थे, हसद के मारे उठे।
[IRV | UR | NT | Acts | Chapter 5 | Verse 18] और रसूलों को पकड़ कर हवालात में रख दिया।
[IRV | UR | NT | Acts | Chapter 5 | Verse 19] मगर ख़ुदावन्द के एक फ़रिश्ते ने रात को क़ैदख़ाने के दरवाज़े खोले और उन्हें बाहर लाकर कहा कि।
[IRV | UR | NT | Acts | Chapter 5 | Verse 20] “जाओ, हैकल में खड़े होकर इस ज़िन्दगी की सब बातें लोगों को सुनाओ।”
[IRV | UR | NT | Acts | Chapter 5 | Verse 21] वो ये सुनकर सुबह होते ही हैकल में गए, और ता'लीम देने लगे; मगर सरदार काहिन और उसके साथियों ने आकर सद्रे — ऐ — अदालत वालों और बनी इस्राईल के सब बुज़ुर्गों को जमा किया, और क़ैद खाने में कहला भेजा उन्हें लाएँ।
[IRV | UR | NT | Acts | Chapter 5 | Verse 22] लेकिन सिपाहियों ने पहुँच कर उन्हें क़ैद खाने में न पाया, और लौट कर ख़बर दी
[IRV | UR | NT | Acts | Chapter 5 | Verse 23] “हम ने क़ैद खाने को तो बड़ी हिफ़ाज़त से बन्द किया हुआ, और पहरेदारों को दरवाज़ों पर खड़े पाया; मगर जब खोला तो अन्दर कोई न मिला!”
[IRV | UR | NT | Acts | Chapter 5 | Verse 24] जब हैकल के सरदार और सरदार काहिनों ने ये बातें सुनी तो उनके बारे में हैरान हुए, कि इसका क्या अंजाम होगा?
[IRV | UR | NT | Acts | Chapter 5 | Verse 25] इतने में किसी ने आकर उन्हें ख़बर दी कि देखो, वो आदमी जिन्हें तुम ने क़ैद किया था; हैकल में खड़े लोगों को ता'लीम दे रहे हैं।
[IRV | UR | NT | Acts | Chapter 5 | Verse 26] तब सरदार सिपाहियों के साथ जाकर उन्हें ले आया; लेकिन ज़बरदस्ती नहीं, क्यूँकि लोगों से डरते थे, कि हम पर पथराव न करें।
[IRV | UR | NT | Acts | Chapter 5 | Verse 27] फिर उन्हें लाकर 'अदालत में खड़ा कर दिया, और सरदार काहिन ने उन से ये कहा।
[IRV | UR | NT | Acts | Chapter 5 | Verse 28] “हम ने तो तुम्हें सख़्त ताकीद की थी, कि ये नाम लेकर ता'लीम न देना; मगर देखो तुम ने तमाम येरूशलेम में अपनी ता'लीम फैला दी, और उस शख़्स का ख़ून हमारी गर्दन पर रखना चहते हो।”
