[IRV | TE | OT | Genesis | Chapter 46 | Verse 1] ఇశ్రాయేలు తనకున్నదంతా తీసుకు ప్రయాణమై బెయేర్షెబా వచ్చి తన తండ్రి అయిన ఇస్సాకు దేవునికి బలులర్పించాడు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 2] అప్పుడు రాత్రి దర్శనంలో దేవుడు “యాకోబూ, యాకోబూ” అని ఇశ్రాయేలును పిలిచాడు. అందుకతడు “చిత్తం ప్రభూ” అన్నాడు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 3] ఆయన “నేనే దేవుణ్ణి, మీ తండ్రి దేవుణ్ణి. ఐగుప్తు వెళ్ళడానికి భయపడవద్దు. అక్కడ నిన్ను గొప్ప జనంగా చేస్తాను.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 4] నేను నీతో కూడా ఐగుప్తు వస్తాను. నేను నిన్ను తప్పకుండా ఇక్కడికి తిరిగి తీసుకువస్తాను. నువ్వు చనిపోయేటప్పుడు యోసేపు తన సొంత చేతులతో నీ కళ్ళు మూస్తాడు.”
[IRV | TE | OT | Genesis | Chapter 46 | Verse 5] యాకోబు లేచి బెయేర్షెబా నుండి తరలి వెళ్ళాడు. ఫరో అతనినెక్కించి తీసుకు రావడానికి పంపిన బండ్ల మీద ఇశ్రాయేలు కొడుకులు తమ తండ్రి యాకోబునూ తమ పిల్లలనూ తమ భార్యలనూ ఎక్కించారు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 6] యాకోబు అతనితో పాటు అతని సంతానమంతా ఐగుప్తు వచ్చారు. వారు తమ పశువులనూ తాము కనానులో సంపాదించిన సంపదనంతా తీసికెళ్లారు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 7] అతడు తన కొడుకులనూ మనుమలనూ తన కూతుర్లనూ తన కొడుకుల కూతుర్లనూ తన సంతానాన్నంతా తనతో ఐగుప్తు తీసుకు వచ్చాడు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 8] ఐగుప్తుకు వచ్చిన ఇశ్రాయేలు కొడుకుల పేర్లు ఇవే.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 9] యాకోబు పెద్ద కొడుకు, రూబేను. రూబేను కొడుకులు, హనోకు, పల్లు, హెస్రోను, కర్మీ.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 10] షిమ్యోను కొడుకులు, యెమూయేలు, యామీను, ఓహదు, యాకీను, సోహరు, కనానీయురాలి కొడుకు షావూలు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 11] లేవి కొడుకులు, గెర్షోను, కహాతు, మెరారి.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 12] యూదా కొడుకులు ఏరు, ఓనాను, షేలా, పెరెసు, జెరహు. (ఏరు, ఓనాను, కనాను దేశంలో చనిపోయారు). పెరెసు కొడుకులు హెస్రోను, హామూలు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 13] ఇశ్శాఖారు కొడుకులు తోలా, పువ్వా, యోబు, షిమ్రోను.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 14] జెబూలూను కొడుకులు సెరెదు, ఏలోను, యహలేలు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 15] వీరు లేయా కొడుకులు. ఆమె పద్దనరాములో యాకోబుకు వారిని అతని కూతురు దీనానూ కన్నది. అతని కొడుకులూ అతని కుమార్తెలూ మొత్తం ముప్ఫై ముగ్గురు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 16] గాదు కొడుకులు సిప్యోను, హగ్గీ, షూనీ, ఎస్బోను, ఏరీ, ఆరోదీ, అరేలీ.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 17] ఆషేరు కొడుకులు ఇమ్నా, ఇష్వా, ఇష్వీ, బెరీయా. వారి సోదరి శెరహు. బెరీయా కొడుకులు హెబెరు, మల్కీయేలు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 18] లాబాను తన కూతురు లేయా కిచ్చిన జిల్పా కొడుకులు వీరే. ఆమె ఈ పదహారు మందిని యాకోబుకు కన్నది.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 19] యాకోబు భార్య అయిన రాహేలు కొడుకులు యోసేపు, బెన్యామీను.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 20] యోసేపుకు మనష్షే, ఎఫ్రాయిములు పుట్టారు. వారిని ఐగుప్తుదేశంలో ఓనుకు యాజకుడైన పోతీఫెర కూతురు ఆసెనతు అతనికి కన్నది.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 21] బెన్యామీను కొడుకులు బెల, బేకెరు, అష్బేలు, గెరా, నయమాను, ఏహీరోషు, ముప్పీము, హుప్పీము, ఆర్దు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 22] యాకోబుకు రాహేలు కనిన కొడుకులైన వీరంతా పద్నాలుగురు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 23] దాను కొడుకు హుషీము.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 24] నఫ్తాలి కొడుకులు యహనేలు, గూనీ, యేసెరు, షిల్లేము.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 25] లాబాను తన కూతురు రాహేలుకు ఇచ్చిన బిల్హా కొడుకులు వీరే. ఆమె వారిని యాకోబుకు కన్నది. వారంతా ఏడుగురు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 26] యాకోబు కోడళ్ళను మినహాయించి అతని వారసులు యాకోబుతో ఐగుప్తుకు వచ్చిన వారంతా అరవై ఆరుగురు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 27] ఐగుప్తులో యోసేపుకు పుట్టిన కొడుకులు ఇద్దరు. ఐగుప్తుకు వచ్చిన యాకోబు కుటుంబీకులు మొత్తం డెభ్భై మంది.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 28] యాకోబు గోషెనుకు దారి చూపడానికి యోసేపు దగ్గరికి యూదాను తనకు ముందుగా పంపాడు. వారు గోషెను ప్రాంతానికి వచ్చారు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 29] యోసేపు తన రథాన్ని సిద్ధం చేయించి తన తండ్రి ఇశ్రాయేలును కలుసుకోడానికి గోషెనుకు వచ్చాడు. యోసేపు అతన్ని చూసి, అతని మెడను కౌగలించుకుని చాలా సేపు ఏడ్చాడు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 30] అప్పుడు ఇశ్రాయేలు యోసేపుతో “నీవింకా బతికే ఉన్నావు. నీ ముఖం చూశాను. కాబట్టి నేనిక చనిపోగలను” అని చెప్పాడు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 31] యోసేపు తన సోదరులతో తన తండ్రి కుటుంబం వారితో “నేను వెళ్ళి ఇది ఫరోకు తెలియచేసి, ‘కనాను దేశంలో ఉన్న నా సోదరులూ నా తండ్రి కుటుంబం వారూ నా దగ్గరికి వచ్చారు.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 32] వారు గొర్రెల కాపరులు. పశువులను మేపేవారు. వారు తమకు కలిగినదంతా తీసుకు వచ్చారు’ అని అతనితో చెబుతాను.
[IRV | TE | OT | Genesis | Chapter 46 | Verse 33] కాబట్టి ఫరో మిమ్మల్ని పిలిపించి, ‘మీ వృత్తి ఏంటి?’ అని అడిగితే
[IRV | TE | OT | Genesis | Chapter 46 | Verse 34] ‘మా చిన్నప్పటి నుంచి ఇప్పటి వరకూ మేమూ మా పూర్వీకులంతా కాపరులం.’ మీరు గోషెను ప్రాంతంలో నివసించేలా ఇలా చెప్పండి. ఎందుకంటే, గొర్రెల కాపరి వృత్తిలో ఉన్నవారంటే ఐగుప్తీయులకు అసహ్యం.”
