[IRV | PA | NT | Ephesians | Chapter 1 | Verse 1] ਪੌਲੁਸ, ਜੋ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਰਜ਼ੀ ਤੋਂ ਮਸੀਹ ਯਿਸੂ ਦਾ ਰਸੂਲ ਹਾਂ! ਅੱਗੇ ਯੋਗ ਉਨ੍ਹਾਂ ਸੰਤਾਂ ਨੂੰ ਜਿਹੜੇ ਅਫ਼ਸੁਸ ਵਿੱਚ ਵੱਸਦੇ ਹਨ ਅਤੇ ਮਸੀਹ ਯਿਸੂ ਵਿੱਚ ਵਿਸ਼ਵਾਸਯੋਗ ਹਨ,
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 2] ਸਾਡੇ ਪਿਤਾ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦੀ ਕਿਰਪਾ ਅਤੇ ਸ਼ਾਂਤੀ ਤੁਹਾਨੂੰ ਮਿਲਦੀ ਰਹੇ l
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 3] ਧੰਨ ਹੋਵੇ ਸਾਡੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦਾ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਪਿਤਾ ਜਿਸ ਨੇ ਮਸੀਹ ਵਿੱਚ ਸਵਰਗੀ ਥਾਵਾਂ ਵਿੱਚ ਸਭ ਪਰਕਾਰ ਦੀਆਂ ਆਤਮਿਕ ਬਰਕਤਾਂ ਨਾਲ ਸਾਨੂੰ ਬਰਕਤ ਦਿੱਤੀ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 4] ਜਿਵੇਂ ਉਸ ਨੇ ਸਾਨੂੰ ਜਗਤ ਦੀ ਨੀਂਹ ਰੱਖਣ ਤੋਂ ਪਹਿਲਾਂ ਹੀ ਉਸ ਵਿੱਚ ਚੁਣ ਲਿਆ ਕਿ ਅਸੀਂ ਉਹ ਦੇ ਸਨਮੁਖ ਪਿਆਰ ਵਿੱਚ ਪਵਿੱਤਰ ਅਤੇ ਨਿਰਮਲ ਹੋਈਏ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 5] ਉਹ ਨੇ ਜੋ ਆਪਣੀ ਮਰਜ਼ੀ ਦੇ ਨੇਕ ਇਰਾਦੇ ਦੇ ਅਨੁਸਾਰ ਯਿਸੂ ਮਸੀਹ ਦੇ ਰਾਹੀਂ ਆਪਣੇ ਲਈ ਸਾਨੂੰ ਲੇਪਾਲਕ ਪੁੱਤਰ ਹੋਣ ਨੂੰ ਅੱਗੋਂ ਹੀ ਠਹਿਰਾਇਆ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 6] ਕਿ ਉਹ ਦੀ ਕਿਰਪਾ ਦੀ ਮਹਿਮਾ ਦੀ ਵਡਿਆਈ ਹੋਵੇ ਜਿਹੜੀ ਉਹ ਨੇ ਉਸ ਪਿਆਰੇ ਪੁੱਤਰ ਵਿੱਚ ਸਾਨੂੰ ਬਖਸ਼ ਦਿੱਤੀ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 7] ਜਿਸ ਦੇ ਵਿੱਚ ਉਸ ਦੇ ਲਹੂ ਦੇ ਦੁਆਰਾ, ਸਾਨੂੰ ਛੁਟਕਾਰਾ ਅਤੇ ਅਪਰਾਧਾਂ ਦੀ ਮਾਫ਼ੀ ਉਹ ਦੀ ਕਿਰਪਾ ਦੇ ਧਨ ਅਨੁਸਾਰ ਮਿਲਦੀ ਹੈ,
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 8] ਜਿਸ ਕਿਰਪਾ ਨੂੰ ਉਹ ਨੇ ਸਾਰੇ ਗਿਆਨ ਅਤੇ ਬੁੱਧ ਨਾਲ ਸਾਨੂੰ ਵਧੇਰੇ ਦਿੱਤਾ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 9] ਕਿਉਂ ਜੋ ਉਹ ਨੇ ਆਪਣੀ ਇੱਛਾ ਦੇ ਭੇਤ ਨੂੰ ਸਾਡੇ ਉੱਤੇ ਪਰਗਟ ਕੀਤਾ, ਆਪਣੇ ਉਸ ਨੇਕ ਇਰਾਦੇ ਦੇ ਅਨੁਸਾਰ ਜਿਹੜਾ ਉਹ ਨੇ ਮਸੀਹ ਵਿੱਚ ਧਾਰਿਆ ਸੀ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 10] ਕਿ ਸਮਿਆਂ ਦੀ ਪੂਰਨਤਾ ਵਿੱਚ, ਉਹ ਸਭਨਾਂ ਨੂੰ ਜੋ ਸਵਰਗ ਵਿੱਚ ਅਤੇ ਜੋ ਧਰਤੀ ਉੱਤੇ ਹਨ ਮਸੀਹ ਵਿੱਚ ਇਕੱਠਾ ਕਰੇ!
[IRV | PA | NT | Ephesians | Chapter 1 | Verse 11] ਹਾਂ, ਉਸੇ ਵਿੱਚ ਅਸੀਂ ਵੀ ਉਹ ਦੀ ਧਾਰਨਾ ਦੇ ਅਨੁਸਾਰ ਜਿਹੜਾ ਆਪਣੀ ਮਰਜ਼ੀ ਦੇ ਮਤੇ ਅਨੁਸਾਰ ਸੱਭੋ ਕੁਝ ਕਰਦਾ ਹੈ ਅੱਗੋਂ ਹੀ ਠਹਿਰਾਏ ਜਾ ਕੇ ਵਾਰਿਸ ਬਣ ਗਏ!
