[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 1] সদাপ্রভুর এই বাক্য আবার আমার কাছে এল এবং বলল
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 2] “পূর্বপুরুষেরা টক আঙ্গুরফল খায়, তাই সন্তানদের দাঁত টকে যায়, এই যে প্রবাদ তোমার ইস্রায়েল-দেশের বিষয়ে বল, তোমার কি বলতে চাইছ?
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 3] যেমন আমি জীবন্ত” প্রভু সদাপ্রভু বলেন “ইস্রায়েলের মধ্যে তোমাদের এই প্রবাদের ব্যবহার আর করতে হবে না।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 4] দেখ, সমস্ত প্রাণ আমার; যেমন বাবার প্রাণ, সেরকম সন্তানের প্রাণও আমার; যে প্রাণী পাপ করে, সেই মরবে।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 5] কারণ একজন মানুষ যদি সে ধার্মিক হয় এবং ন্যায় ও ধার্ম্মিকতা বহন করে,
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 6] পর্বতের ওপরে খায়নি, ইস্রায়েল কুলের মূর্তিদের দিকে তার চোখ তুলে নি, নিজের প্রতিবেশীর স্ত্রীকে নষ্ট করে নি, একজন মহিলার মাসিক দিনের ও যায়নি
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 7] কারও প্রতি অত্যাচার করে নি, ঋণীকে বন্ধক ফিরিয়ে দিয়েছে, কারো জিনিস জোর করে অপহরণ করে নি, কিন্তু পরিবর্তে তার খাবার ক্ষুধার্তকে দিয়েছে ও উলঙ্গকে কাপড় দিয়ে ঢেকে দিয়েছে;
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 8] ঋণের জন্য কোনো সুদ ধার্য করে নি, অতিরিক্ত লাভ নেয়নি, তিনি ন্যায়বিচার বহন করেন এবং মানুষের মধ্যে বিশ্বস্ততা স্থাপন করেন
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 9] আমার নিয়মে চলেছে এবং সত্য আচরণের উদ্দেশ্যে আমার শাসনকলাপ পালন করেছে, তবে সেই ব্যক্তি ধার্মিক; সে বাঁচবে!” এটা প্রভু সদাপ্রভু বলেন।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 10] কিন্তু সেই ব্যক্তির ছেলে যদি হিংসাত্মক ও রক্তপাতকারী হয় এবং সেই ধরনের কোনো একটা কাজ করে;
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 11] সেই সব কর্তব্যের কোনো কাজ না করে; কিন্তু যদি পর্বতের ওপরে খেয়ে থাকে ও নিজের প্রতিবেশীর স্ত্রীকে নষ্ট করে থাকে,
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 12] গরিব ও অভাবগ্রস্তদের প্রতি অত্যাচার করে থাকে, পরের জিনিস জোর করে অপহরণ করে থাকে, বন্ধক জিনিস ফিরিয়ে না দিয়ে থাকে এবং মূর্তিদের প্রতি দেখে থাকে, ঘৃণ্য কাজ করে থাকে;
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 13] যদি ঋণের ওপরে সুদ ধার্য করে ও অন্যায্য লাভ পেয়ে থাকে, তবে সে কি বাঁচবে? সে বাঁচবে না; সে এই সব ঘৃণ্য কাজ করেছে; সে মরবেই মরবে; তার রক্ত তারই ওপরে পড়বে।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 14] কিন্তু দেখ, এর ছেলে যদি নিজের বাবার করা সমস্ত পাপ দেখে বিবেচনা করে ও সেই অনুযায়ী কাজ না করে,
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 15] পর্বতের ওপরে খায়নি, ইস্রায়েল কুলের মূর্তিদের দিকে তাকায়নি, নিজের প্রতিবেশীর স্ত্রীকে নষ্ট করে নাই,
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 16] কারো প্রতি অত্যাচার করে নি, বন্ধক জিনিস রাখেনি, কারো জিনিস জোর করে অপহরণ করে নি, কিন্তু পরিবর্তে ক্ষুধার্তকে খাবার দিয়েছে ও উলঙ্গকে কাপড় দিয়ে ঢেকে দিয়েছে
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 17] দুঃখী লোকের প্রতি অত্যাচার থেকে নিজের হাত নিবারন করেছে, সুদ বা অন্যায্য লাভ নেয়নি, আমার শাসন সব পালন করেছে ও আমার নিয়ম অনুসারে চলেছে, তবে সে নিজের বাবার পাপে মরবে না, সে অবশ্য বাঁচবে।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 18] তার বাবা, কারণ সে ভারী উপদ্রব করত, ভাইয়ের জিনিস জোর করে অপহরণ করত, স্বজাতীয় লোকদের মধ্যে খারাপ কাজ করত; দেখ, সে তার অপরাধে মরল।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 19] কিন্তু তোমার বলছ, “সেই ছেলে কেন বাবার অপরাধ বহন করে না?” সেই ছেলে তো ন্যায় ও ধার্মিকতার আচরণ করেছে এবং আমার বিধি সব রক্ষা করেছে, সে সব পালন করেছে; সে অবশ্য বাঁচবে।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 20] যে কেউ পাপ করে, সে মরবে; বাবার অপরাধ ছেলে বহন করবে না ও ছেলের অপরাধ বাবা বহন করবে না; ধার্ম্মিকের ধার্ম্মিকতা তার ওপরে আসবে ও দুষ্টের দুষ্টতা তার ওপরে আসবে।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 21] কিন্তু দুষ্ট লোক যদি নিজের করা সমস্ত পাপ থেকে ফেরে ও আমার নিয়ম সব পালন করে এবং ন্যায় ও ধার্মিকতার আচরণ করে, তবে সে অবশ্য বাঁচবে; সে মরবে না।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 22] তার আগে করা সব অধর্ম্ম তার বলে মনে করবে না; সে যে ধার্মিকতার আচরণ করেছে, তাতে বাঁচবে।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 23] “দুষ্টদের মৃত্যুতে কি আমি খুব আনন্দিত হই?” এটা প্রভু সদাপ্রভু বলেন; “বরং সে নিজের পথ থেকে ফিরে বাঁচে,
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 24] কিন্তু ধার্মিক লোক যদি নিজের ধার্ম্মিকতা থেকে ফিরে অন্যায় করে ও দুষ্টের করা সমস্ত ঘৃণ্য কাজের মতো আচরণ করে, তবে সে কি বাঁচবে? তার করা কোনো ধার্ম্মিকতা মনে করা যাবে না; সে যে সত্য লঙ্ঘন করেছে ও যে পাপ করেছে, তাতেই মরবে।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 25] কিন্তু তোমার বলছ, ‘প্রভুর পথ অনুকূল নয়।’ হে ইস্রায়েল-কুল, এক বার শোনো; আমার পথ কি অসম না? তোমাদের পথ কি অসম না?
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 26] ধার্মিক লোক যখন নিজের ধার্ম্মিকতা থেকে ফিরে অন্যায় করে তাতে মরে, তখন নিজের করা অন্যায়েই মরে।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 27] আর দুষ্ট লোক যখন নিজের করা দুষ্টতা থেকে ফিরে ন্যায় ও ধার্মিকতার আচরণ করে, তখন নিজের প্রাণ বাঁচায়।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 28] সে বিবেচনা করে নিজের করা সমস্ত অধর্ম্ম থেকে ফিরল, এই জন্য সে অবশ্য বাঁচবে; সে মরবে না।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 29] কিন্তু ইস্রায়েল-কুল, বলছে, ‘প্রভুর পথ অনুকূল নয়।’ হে ইস্রায়েল-কুল, আমার পথ কি অনুকূল নয়? তোমাদের পথ কি অসম নয়?
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 30] অতএব হে ইস্রায়েল-কুল, আমি তোমাদের প্রত্যেকের ব্যবহার অনুসারে তোমাদের বিচার করব,” এটা প্রভু সদাপ্রভু বলেন। “তোমার ফের, নিজেদের করা সমস্ত অধর্ম্ম থেকে মন ফেরাও, তাতে তা তোমাদের অপরাধজনক বিঘ্ন হবে না।
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 31] তোমার নিজেদের করা সমস্ত অধর্ম্ম নিজেদের থেকে দূরে ফেলে দাও এবং নিজেদের জন্য নতুন হৃদয় ও নতুন আত্মা তৈরী কর; কারণ, হে ইস্রায়েল কুল, তোমার কেন মরবে?
[IRV | BN | OT | Ezekiel | Chapter 18 | Verse 32] কারণ আমি আনন্দ করব না যে মারা যায়” এটা প্রভু সদাপ্রভু বলেন; “অতএব তোমার মন ফেরাও ও বাঁচ!”
