[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 1] Καὶ ἀνέστη Δαυὶδ ἐκεῖθεν, καὶ ἐκάθισεν ἐν τοῖς στενοῖς Ἐνγαδδί.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 2] Καὶ ἐγενήθη ὡς ἀνέστρεψε Σαοὺλ ἀπὸ ὄπισθεν τῶν ἀλλοφύλων, καὶ ἀπηγγέλη αὐτῷ, λεγόντων, ὅτι Δαυὶδ ἐν τῇ ἐρήμῳ Ἐνγαδδί.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 3] Καὶ ἔλαβε μεθʼ ἑαυτοῦ τρεῖς χιλιάδας ἀνδρῶν ἐκλεκτοὺς ἐκ παντὸς Ἰσραὴλ, καὶ ἐπορεύθη ζητεῖν τὸν Δαυὶδ καὶ τοὺς ἄνδρας αὐτοῦ ἐπὶ πρόσωπον Σαδδαιέμ.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 4] Καὶ ἦλθεν εἰς τὰς ἀγέλας τῶν ποιμνίων τὰς ἐπὶ τῆς ὁδοῦ, καὶ ἦν ἐκεῖ σπήλαιον· καὶ Σαοὺλ εἰσῆλθε παρασκευάσασθαι, καὶ Δαυὶδ καὶ οἱ ἄνδρες αὐτοῦ ἐσώτερον τοῦ σπηλαίου ἐκάθηντο.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 5] Καὶ εἶπον οἱ ἄνδρες Δαυὶδ πρὸς αὐτὸν, ἰδοὺ ἡ ἡμέρα αὕτη, ἣν εἶπε Κύριος πρὸς σὲ παραδοῦναι τὸν ἐχθρόν σου εἰς τὰς χεῖράς σου, καὶ ποιήσεις αὐτῷ ὡς ἀγαθὸν ἐν ὀφθαλμοῖς σου· καὶ ἀνέστη Δαυὶδ, καὶ ἀφεῖλε τὸ πτερύγιον τῆς διπλοΐδος τοῦ Σαοὺλ λαθραίως.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 6] Καὶ ἐγενήθη μετὰ ταῦτα, καὶ ἐπάταξε καρδία Δαυὶδ αὐτὸν, ὅτι ἀφεῖλε τὸ πτερύγιον τῆς διπλοΐδος αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 7] Καὶ εἶπε Δαυὶδ πρὸς τοὺς ἄνδρας αὐτοῦ, μηδαμῶς μοι παρὰ Κυρίου, εἰ ποιήσω τὸ ῥῆμα τοῦτο τῷ κυρίῳ μου τῷ χριστῷ Κυρίου, ἐπενέγκαι χεῖρά μου ἐπʼ αὐτὸν, ὅτι χριστὸς Κυρίου ἐστὶν οὗτος.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 8] Καὶ ἔπεισε Δαυὶδ τοὺς ἄνδρας αὐτοῦ ἐν λόγοις, καὶ οὐκ ἔδωκεν αὐτοῖς ἀναστάντας θῦσαι τὸν Σαούλ· καὶ ἀνέστη Σαοὺλ καὶ κατέβη τὴν ὁδόν.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 9] Καὶ ἀνέστη Δαυὶδ ὀπίσω αὐτοῦ ἐκ τοῦ σπηλαίου· καὶ ἐβόησε Δαυὶδ ὀπίσω Σαοὺλ, λέγων, κύριε βασιλευ· καὶ ἐπέβλεψε Σαοὺλ εἰς τᾶ ὀπίσω αὐτοῦ, καὶ ἔκυψε Δαυὶδ ἐπὶ πρόσωπον αὐτοῦ ἐπὶ τὴν γῆν, καὶ προσεκύνησεν αὐτῷ.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 10] Καὶ εἶπε Δαυὶδ πρὸς Σαοὺλ, ἱνατί ἀκούεις τῶν λόγων τοῦ λαοῦ, λεγόντων, ἰδοὺ Δαυὶδ ζητεῖ τὴν ψυχήν σου;
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 11] Ἰδοὺ ἐν τῇ ἡμέρᾳ ταύτῃ ἑωράκασιν οἱ ὀφθαλμοί σου ὡς παρέδωκέ σε Κύριος σήμερον εἰς χεῖράς μου ἐν τῷ σπηλαίῳ, καὶ οὐκ ἠβουλήθην ἀποκτεῖναί σε, καὶ ἐφεισάμην σου, καὶ εἶπα, οὐκ ἐποίσω χεῖρά μου ἐπὶ κύριόν μου, ὅτι χριστὸς Κυρίου οὗτός ἐστι.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 12] καὶ ἰδοὺ τὸ πτερύγιον τῆς διπλοΐδος σου ἐν τῇ χειρί μου, ἐγὼ ἀφῄρηκα τὸ πτερύγιον, καὶ οὐκ ἀπέκτανκά σε· καὶ γνῶθι καὶ ἴδε σήμερον, ὅτι οὐκ ἔστι κακία ἐν τῇ χειρί μου οὐδὲ ἀσέβεια καὶ ἀθέτησις, καὶ οὐχ ἡμάρτηκα εἰς σὲ, καὶ σὺ δεσμεύεις τὴν ψυχήν μου λαβεῖν αὐτήν.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 13] Δικάσαι Κύριος ἀναμέσον ἐμοῦ καὶ σοῦ, καὶ ἐκδικήσαι σοι Κύριος ἐκ σου· καὶ ἡ χείρ μου οὐκ ἔσται ἐπὶ σὲ,
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 14] καθὼς λέγεται ἡ παραβολὴ ἡ ἀρχαῖα, ἐξ ἀνόμων ἐξελεύσεται πλημμέλεια· καὶ ἡ χείρ μου οὐκ ἔσται ἐπὶ σέ.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 15] Καὶ νῦν ὀπίσω τίνος σὺ ἐκπορεύῃ βασιλεῦ Ἰσραήλ; ὀπίσω τίνος καταδιώκεις σύ; ὀπίσω κυνὸς τεθνηκότος, καὶ ὀπίσω ψύλλου ἑνός;
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 16] Γένοιτο Κύριος εἰς κριτὴν καὶ δικαστὴν ἀναμέσον ἐμοῦ καὶ ἀναμέσον σοῦ, ἴδοι Κύριος καὶ κρίναι τὴν κρίσιν μου, καὶ δικάσαι μοι ἐκ χειρός σου.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 17] Καὶ ἐγένετο, ὡς συνετέλεσε Δαυὶδ τὰ ῥήματα ταῦτα λαλῶν πρὸς Σαοὺλ, καὶ εἶπε Σαοὺλ, ἡ φωνή σου αὕτη, τέκνον Δαυίδ; καὶ ᾖρε Σαοὺλ τὴν φωνὴν αὐτοῦ, καὶ ἔκλαυσε.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 18] Καὶ εἶπε Σαοὺλ πρὸς Δαυὶδ, δίκαιος σὺ ὑπὲρ ἐμὲ, ὅτι σὺ ἀνταπέδωκάς μοι ἀγαθά, ἐγὼ δὲ ἀνταπέδωκά σοι κακά.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 19] Καὶ σὺ ἀπήγγειλάς μοι σήμερον ἃ ἐποίησάς μοι ἀγαθὰ, ὡς ἀπέκλεισέ με Κύριος εἰς χεῖράς σου σήμερον, καὶ οὐκ ἀπέκτεινάς με.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 20] Καὶ ὅτι εἰ εὕροι τις τὸν ἐχθρὸν αὐτοῦ ἐν θλίψει, καὶ ἐκπέμψοι αὐτὸν ἐν ὁδῷ ἀγαθῇ, καὶ Κύριος ἀποτίσει αὐτῷ ἀγαθὰ, καθὼς πεποίηκας σήμερον.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 21] Καὶ νῦν ἰδοὺ ἐγὼ γινώσκω, ὅτι βασιλεύων βασιλεύσεις, καὶ στήσεται ἐν χειρί σου ἡ βασιλεία Ἰσραήλ.
[LXX | EL | OT | 1 Samuel | Chapter 24 | Verse 22] Καὶ νῦν ὄμοσόν μοι ἐν Κυρίῳ, ὅτι οὐκ ἐξολοθρεύσεις τὸ σπέρμα μου ὀπίσω μοῦ, οὐκ ἀφανιεῖς τὸ ὄνομά μου ἐκ τοῦ οἴκου τοῦ πατρός μου.
