[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 1] Καὶ ἀπέδρα Δαυὶδ ἐκ Ναυὰθ ἐν Ῥαμᾷ, καὶ ἔρχεται ἐνώπιον Ἰωνάθαν, καὶ εἶπε, τί πεποίηκα, καὶ τί τὸ ἀδίκημά μου, καὶ τί ἡμάρτηκα ἐνώπιον τοῦ πατρός σου, ὅτι ἐπιζητεῖ τὴν ψυχήν μου;
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 2] Καὶ εἶπεν αὐτῷ Ἰωνάθαν, μηδαμῶς σοι, οὐ μὴ ἀποθάνῃς· ἰδοὺ οὐ μὴ ποιήσῃ ὁ πατήρ μου ῥῆμα μέγα ἢ μικρὸν, καὶ οὐκ ἀποκαλύψει τὸ ὠτίον μου· καὶ τί ὅτι κρύψει ὁ πατήρ μου ἀπʼ ἐμοῦ τὸ ῥῆμα τοῦτο; οὐκ ἔστι τοῦτο.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 3] Καὶ ἀπεκρίθη Δαυὶδ τῷ Ἰωνάθαν, καὶ εἶπε, γινώσκων οἶδεν ὁ πατήρ σου, ὅτι, εὕρηκα χάριν ἐν ὀφθαλμοῖς σου, καὶ εἶπε, μὴ γνῶναι τοῦτο Ἰωνάθαν, μὴ οὐ βούληται· ἀλλὰ ζῇ Κύριος καὶ ζῇ ἡ ψυχή σου, ὅτι καθὼς εἶπον, ἐμπέπλησται ἀναμέσον ἐμοῦ καὶ τοῦ θανάτου.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 4] Καὶ εἶπεν Ἰωνάθαν πρὸς Δαυὶδ, τί ἐπιθυμεῖ ἡ ψυχή σου, καὶ τί ποιήσω σοι;
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 5] Καὶ εἶπε Δαυὶδ πρὸς Ἰωνάθαν, ἰδοὺ δὴ νεομηνία αὔριον, καὶ ἐγὼ καθίσας οὐ καθήσομαι φαγεῖν, καὶ ἐξαποστελεῖς με, καὶ κρυβήσομαι ἐν τῷ πεδίῳ ἕως δείλης.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 6] Καὶ ἐὰν ἐπισκεπτόμενος ἐπισκέψηταί με ὁ πατήρ σου, καὶ ἐρεῖς, παραιτούμενος παρῃτήσατο ἀπʼ ἐμοῦ Δαυὶδ δραμεῖν ἕως εἰς Βηθλεὲμ τὴν πόλιν αὐτοῦ, ὅτι θυσία τῶν ἡμερῶν ἐκεῖ ὅλῃ τῇ φυλῇ.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 7] Ἐὰν τάδε εἴπῃ, ἀγαθῶς, εἰρήνη τῷ δούλῳ σου· καὶ ἐὰν σκληρῶς ἀποκριθῇ σοι, γνῶθι ὅτι συντετέλεσται ἡ κακία παρʼ αὐτοῦ.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 8] Καὶ ποιήσεις ἔλεος μετὰ δούλου σου, ὅτι εἰσήγαγες εἰς διαθήκην Κυρίου τὸν δοῦλόν σου μετὰ σεαυτοῦ· καὶ εἰ ἔστιν ἀδικία ἐν τῷ δούλῳ σου, θανάτωσόν με σὺ, καὶ ἕως τοῦ πατρός σου ἱνατί οὕτως εἰσάγεις με;
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 9] Καὶ εἶπεν Ἰωνάθαν, μηδαμῶς σοι· ὅτι ἐὰν γινῶσκων γνῶ ὅτι συντετέλεσται ἡ κακία παρὰ τοῦ πατρός μου τοῦ ἐλθεῖν ἐπὶ σὲ, καὶ ἐὰν μὴ ᾖ εἰς τὰς πόλεις σου, ἐγὼ ἀπαγγελῶ σοι.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 10] Καὶ εἶπε Δαυὶδ πρὸς Ἰωνάθαν, τίς ἀπαγγείλῃ μοι, ἐὰν ἀποκριθῇ ὁ πατήρ σου σκληρῶς;
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 11] Καὶ εἶπεν Ἰωνάθαν πρὸς Δαυὶδ, πορεύου, καὶ μὲνε εἰς ἀγρόν· καὶ ἐκπορεύονται ἀμφότεροι εἰς ἀγρόν.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 12] Καὶ εἶπεν Ἰωνάθαν πρὸς Δαυὶδ, Κύριος ὁ Θεὸς Ἰσραὴλ οἶδεν, ὅτι ἀνακρινῶ τὸν πάτερα μου ὡς ἂν ὁ καιρὸς, τρισσῶς, καὶ ἰδοὺ ἀγαθὸν ᾖ περὶ Δαυὶδ, καὶ οὐ μὴ ἀποστείλω πρὸς σὲ εἰς ἀγρὸν,
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 13] τάδε ποιήσαι ὁ Θεὸς τῷ Ἰωνάθαν καὶ τάδε προσθείη· ὅτι ἀνοίσω τὰ κακὰ ἐπὶ σὲ, καὶ ἀποκαλύψω τὸ ὠτίον σου, καὶ ἐξαποστελῶ σε καὶ ἀπελεύσῃ εἰς εἰρήνην, καὶ ἔσται Κύριος μετὰ σοῦ καθὼς ἦν μετὰ τοῦ πατρός μου.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 14] Καὶ ἐὰν μὲν ἔτι μου ζῶντος, καὶ ποιήσεις ἔλεος μετʼ ἐμοῦ· καὶ ἐὰν θανάτῳ ἀποθάνω,
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 15] οὐκ ἐξαρεῖς ἔλεός σου ἀπὸ τοῦ οἴκου μου ἕως τοῦ αἰῶνος· καὶ εἰ μὴ, ἐν τῷ ἐξαίρειν Κύριον τοὺς ἐχθροὺς Δαυὶδ ἔκαστον ἀπὸ τοῦ προσώπου τῆς γῆς,
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 16] εὑρεθῆναι τὸ ὄνομα τοῦ Ἰωνάθαν ἀπὸ τοῦ οἴκου Δαυὶδ, καὶ ἐκζητῆσαι Κύριος ἐχθροὺς τοῦ Δαυίδ.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 17] Καὶ προσέθετο ἔτι Ἰωνάθαν ὀμόσαι τῷ Δαυίδ, ὅτι ἠγάπησε ψυχὴν ἀγαπῶντος αὐτόν.
[LXX | EL | OT | 1 Samuel | Chapter 20 | Verse 18] Καὶ εἶπεν Ἰωνάθαν, αὔριον νεομηνία, καὶ ἐπισκεπήσῃ, ὅτι ἐπισκεπήσεται καθέδρα σου.
