[LXX | EL | OT | Amos | Chapter 5 | Verse 1] Ἀκούσατε τὸν λόγον Κυρίου τοῦτον, ὃν ἐγὼ λαμβάνω ἐφʼ ὑμᾶς, θρῆνον. Οἶκος Ἰσραὴλ
[LXX | EL | OT | Amos | Chapter 5 | Verse 2] ἔπεσεν, οὐκέτι μὴ προσθήσει τοῦ ἀναστῆναι. Παρθένος τοῦ Ἰσραὴλ ἔσφαλεν ἐπὶ τῆς γῆς αὐτοῦ, οὐκ ἔστιν ὁ ἀναστήσων αὐτήν.
[LXX | EL | OT | Amos | Chapter 5 | Verse 3] Διατοῦτο τάδε λέγει Κύριος Κύριος, ἡ πόλις ἐξ ἧς ἐξεπορεύοντο χίλιοι, ὑπολειφθήσονται ἑκατόν· καὶ ἐξ ἧς ἐξεπορεύοντο ἑκατὸν, ὑπολειφθήσονται δέκα τῷ οἴκῳ Ἰσραήλ.
[LXX | EL | OT | Amos | Chapter 5 | Verse 4] Διότι τάδε λέγει Κύριος πρὸς τὸν οἶκον Ἰσραὴλ, ἐκζητήσατέ με, καὶ ζήσεσθε.
[LXX | EL | OT | Amos | Chapter 5 | Verse 5] Καὶ μὴ ἐκζητεῖτε Βαιθὴλ, καὶ εἰς Γάλγαλα μὴ εἰσπορεύεσθε, καὶ ἐπὶ τὸ φρέαρ τοῦ ὅρκου μὴ διαβαίνετε, ὅτι Γάλγαλα αἰχμαλωτευομένη αἰχμαλωτευθήσεται, καὶ Βαιθὴλ ἔσται ὡς οὐχ ὑπάρχουσα.
[LXX | EL | OT | Amos | Chapter 5 | Verse 6] Ἐκζητήσατε τὸν Κύριον, καὶ ζήσατε, ὅπως μὴ ἀναλάμψῃ ὡς πῦρ ὁ οἶκος Ἰωσὴφ, καὶ καταφάγῃ αὐτὸν, καὶ οὐκ ἔσται ὁ σβέσων τῷ οἴκῳ Ἰσραήλ.
[LXX | EL | OT | Amos | Chapter 5 | Verse 7] Ὁ ποιῶν εἰς ὕψος κρίμα, καὶ δικαιοσύνην εἰς γῆν ἔθηκεν·
[LXX | EL | OT | Amos | Chapter 5 | Verse 8] ὁ ποιῶν πάντα καὶ μετασκευάζων, καὶ ἐκτρέπων εἰς τοπρωῒ σκιάν, καὶ ἡμέραν εἰς νύκτα συσκοτάζων, ὁ προσκαλούμενος τὸ ὕδωρ τῆς θαλάσσης, καὶ ἐκχέων αὐτὸ ἐπὶ πρόσωπον τῆς γῆς· Κύριος ὄνομα αὐτῷ·
[LXX | EL | OT | Amos | Chapter 5 | Verse 9] ὁ διαιρῶν συντριμμὸν ἐπὶ ἰσχὺν, καὶ ταλαιπωρίαν ἐπὶ ὀχύρωμα ἐπάγων.
[LXX | EL | OT | Amos | Chapter 5 | Verse 10] Ἐμίσησαν ἐν πύλαις ἐλέγχοντα, καὶ λόγον ὅσιον ἐβδελύξαντο.
[LXX | EL | OT | Amos | Chapter 5 | Verse 11] Διατοῦτο ἀνθʼ ὧν κατεκονδύλιζον πτωχοὺς, καὶ δῶρα ἐκλεκτὰ ἐδέξασθε παρʼ αὐτῶν, οἴκους ξεστοὺς ᾠκοδομήσατε, καὶ οὐ μὴ κατοικήσητε ἐν αὐτοῖς· ἀμπελῶνας ἐπιθυμητοὺς ἐφυτεύσατε, καὶ οὐ μὴ πίητε τὸν οἶνον αὐτῶν.
[LXX | EL | OT | Amos | Chapter 5 | Verse 12] Ὅτι ἔγνων πολλὰς ἀσεβείας ὑμῶν, καὶ ἰσχυραὶ αἱ ἁμαρτίαι ὑμῶν, καταπατοῦντες δίκαιον, λαμβάνοντες ἀλλάγματα, καὶ πένητας ἐν πύλαις ἐκκλίνοντες.
[LXX | EL | OT | Amos | Chapter 5 | Verse 13] Διατοῦτο ὁ συνιὼν ἐν τῷ καιρῷ ἐκείνῳ σιωπήσεται, ὅτι καιρὸς πονηρῶν ἐστιν.
[LXX | EL | OT | Amos | Chapter 5 | Verse 14] Ἐκζητήσατε τὸ καλὸν, καὶ μὴ πονηρὸν, ὅπως ζήσητε, καὶ ἔσται οὕτως μεθʼ ὑμῶν Κύριος ὁ Θεὸς ὁ παντοκράτωρ, ὃν τρόπον εἴπατε,
[LXX | EL | OT | Amos | Chapter 5 | Verse 15] μεμισήκαμεν τὰ πονηρὰ, καὶ ἠγαπήσαμεν τὰ καλά· καὶ ἀποκαταστήσατε ἐν πύλαις κρίμα, ὅπως ἐλεήσῃ Κύριος ὁ Θεὸς ὁ παντοκράτωρ τοὺς περιλοίπους τοῦ Ἰωσήφ.
[LXX | EL | OT | Amos | Chapter 5 | Verse 16] Διατοῦτο τάδε λέγει Κύριος ὁ Θεὸς ὁ παντοκράτωρ, ἐν πάσαις ταῖς πλατείαις κοπετὸς, καὶ ἐν πάσαις ταῖς ὁδοῖς ῥηθήσεται οὐαὶ, οὐαί· κληθήσεται γεωργὸς εἰς πένθος καὶ κοπετὸν, καὶ εἰς εἰδότας θρῆνον.
[LXX | EL | OT | Amos | Chapter 5 | Verse 17] Καὶ ἐν πάσαις ὁδοῖς κοπετὸς, διότι ἐλεύσομαι διὰ μέσου σου, εἶπε Κύριος.
[LXX | EL | OT | Amos | Chapter 5 | Verse 18] Οὐαὶ οἱ ἐπιθυμοῦντες τὴν ἡμέραν Κυρίου· ἱνατί αὕτη ὑμῖν ἡ ἡμέρα τοῦ Κυρίου; καὶ αὕτη ἐστὶ σκότος καὶ οὐ φῶς.
[LXX | EL | OT | Amos | Chapter 5 | Verse 19] Ὃν τρόπον ἐὰν φύγῃ ἄνθρωπος ἐκ προσώπου τοῦ λέοντος, καὶ ἐμπέσῃ αὐτῷ ἡ ἄρκος, καὶ εἰσπηδήσῃ εἰς τὸν οἶκον αὐτοῦ, καὶ ἀπερείσηται τὰς χεῖρας αὐτοῦ ἐπὶ τὸν τοῖχον, καὶ δάκῃ αὐτὸν ὄφις.
[LXX | EL | OT | Amos | Chapter 5 | Verse 20] Οὐχὶ σκότος ἡ ἡμέρα τοῦ Κυρίου, καὶ οὐ φῶς, καὶ γνόφος οὐκ ἔχων φέγγος αὕτη;
[LXX | EL | OT | Amos | Chapter 5 | Verse 21] Μεμίσηκα, ἀπῶσμαι ἑορτὰς ὑμῶν, καὶ οὐ μὴ ὀσφρανθῶ θυσίας ἐν ταῖς πανηγύρεσιν ὑμῶν.
[LXX | EL | OT | Amos | Chapter 5 | Verse 22] Διότι ἐὰν ἐνέγκητέ μοι ὁλοκαυτώματα καὶ θυσίας ὑμῶν, οὐ προσδέξομαι, καὶ σωτηρίους ἐπιφανείας ὑμῶν οὐκ ἐπιβλέψομαι.
[LXX | EL | OT | Amos | Chapter 5 | Verse 23] Μετάστησον ἀπʼ ἐμοῦ ἦχον ᾠδῶν σου, καὶ ψαλμὸν ὀργάνων σου οὐκ ἀκούσομαι.
[LXX | EL | OT | Amos | Chapter 5 | Verse 24] Καὶ κυλισθήσεται ὡς ὕδωρ κρίμα, καὶ δικαιοσύνη ὡς χειμάῤῥους ἄβατος.
[LXX | EL | OT | Amos | Chapter 5 | Verse 25] Μὴ σφάγια καὶ θυσίας προσηνέγκατέ μοι οἶκος Ἰσραὴλ τεσσαράκοντα ἔτη ἐν τῇ ἐρήμῳ;
[LXX | EL | OT | Amos | Chapter 5 | Verse 26] Καὶ ἀνελάβετε τὴν σκηνὴν τοῦ Μολὸχ, καὶ τὸ ἄστρον τοῦ θεοῦ ὑμῶν Ῥαιφὰν, τοὺς τύπους αὐτῶν οὓς ἐποιήσατε ἑαυτοῖς.
[LXX | EL | OT | Amos | Chapter 5 | Verse 27] Καὶ μετοικιῶ ὑμᾶς ἐπέκεινα Δαμασκοῦ, λέγει Κύριος· ὁ Θεὸς ὁ παντοκράτωρ ὄνομα αὐτῷ.
