[IRV | HI | OT | Job | Chapter 32 | Verse 1] तब उन तीनों पुरुषों ने यह देखकर कि अय्यूब अपनी दृष्टि में निर्दोष है उसको उत्तर देना छोड़ दिया।
[IRV | HI | OT | Job | Chapter 32 | Verse 2] और बूजी बारकेल का पुत्र एलीहू जो राम के कुल का था, उसका क्रोध भड़क उठा। अय्यूब पर उसका क्रोध इसलिए भड़क उठा, कि उसने परमेश्वर को नहीं, अपने ही को निर्दोष ठहराया।
[IRV | HI | OT | Job | Chapter 32 | Verse 3] फिर अय्यूब के तीनों मित्रों के विरुद्ध भी उसका क्रोध इस कारण भड़का, कि वे अय्यूब को उत्तर न दे सके, तो भी उसको दोषी ठहराया।
[IRV | HI | OT | Job | Chapter 32 | Verse 4] एलीहू तो अपने को उनसे छोटा जानकर अय्यूब की बातों के अन्त की बाट जोहता रहा।
[IRV | HI | OT | Job | Chapter 32 | Verse 5] परन्तु जब एलीहू ने देखा कि ये तीनों पुरुष कुछ उत्तर नहीं देते, तब उसका क्रोध भड़क उठा।
[IRV | HI | OT | Job | Chapter 32 | Verse 6] तब बूजी बारकेल का पुत्र एलीहू कहने लगा, “मैं तो जवान हूँ, और तुम बहुत बूढ़े हो; इस कारण मैं रुका रहा, और अपना विचार तुम को बताने से डरता था।
[IRV | HI | OT | Job | Chapter 32 | Verse 7] मैं सोचता था, ‘जो आयु में बड़े हैं वे ही बात करें, और जो बहुत वर्ष के हैं, वे ही बुद्धि सिखाएँ।’
[IRV | HI | OT | Job | Chapter 32 | Verse 8] परन्तु मनुष्य में आत्मा तो है ही, और सर्वशक्तिमान परमेश्वर अपनी दी हुई साँस से उन्हें समझने की शक्ति देता है।
[IRV | HI | OT | Job | Chapter 32 | Verse 9] जो बुद्धिमान हैं वे बड़े-बड़े लोग ही नहीं और न्याय के समझनेवाले बूढ़े ही नहीं होते।
[IRV | HI | OT | Job | Chapter 32 | Verse 10] इसलिए मैं कहता हूँ, ‘मेरी भी सुनो; मैं भी अपना विचार बताऊँगा।’
[IRV | HI | OT | Job | Chapter 32 | Verse 11] “मैं तो तुम्हारी बातें सुनने को ठहरा रहा, मैं तुम्हारे प्रमाण सुनने के लिये ठहरा रहा; जबकि तुम कहने के लिये शब्द ढूँढ़ते रहे।
[IRV | HI | OT | Job | Chapter 32 | Verse 12] मैं चित्त लगाकर तुम्हारी सुनता रहा। परन्तु किसी ने अय्यूब के पक्ष का खण्डन नहीं किया, और न उसकी बातों का उत्तर दिया।
[IRV | HI | OT | Job | Chapter 32 | Verse 13] तुम लोग मत समझो कि हमको ऐसी बुद्धि मिली है, कि उसका खण्डन मनुष्य नहीं परमेश्वर ही कर सकता है।
[IRV | HI | OT | Job | Chapter 32 | Verse 14] जो बातें उसने कहीं वह मेरे विरुद्ध तो नहीं कहीं, और न मैं तुम्हारी सी बातों से उसको उत्तर दूँगा।
[IRV | HI | OT | Job | Chapter 32 | Verse 15] “वे विस्मित हुए, और फिर कुछ उत्तर नहीं दिया; उन्होंने बातें करना छोड़ दिया।
[IRV | HI | OT | Job | Chapter 32 | Verse 16] इसलिए कि वे कुछ नहीं बोलते और चुपचाप खड़े हैं, क्या इस कारण मैं ठहरा रहूँ?
[IRV | HI | OT | Job | Chapter 32 | Verse 17] परन्तु अब मैं भी कुछ कहूँगा, मैं भी अपना विचार प्रगट करूँगा।
[IRV | HI | OT | Job | Chapter 32 | Verse 18] क्योंकि मेरे मन में बातें भरी हैं, और मेरी आत्मा मुझे उभार रही है।
[IRV | HI | OT | Job | Chapter 32 | Verse 19] मेरा मन उस दाखमधु के समान है, जो खोला न गया हो; वह नई कुप्पियों के समान फटा जाता है।
[IRV | HI | OT | Job | Chapter 32 | Verse 20] शान्ति पाने के लिये मैं बोलूँगा; मैं मुँह खोलकर उत्तर दूँगा।
[IRV | HI | OT | Job | Chapter 32 | Verse 21] न मैं किसी आदमी का पक्ष करूँगा, और न मैं किसी मनुष्य को चापलूसी की पदवी दूँगा।
[IRV | HI | OT | Job | Chapter 32 | Verse 22] क्योंकि मुझे तो चापलूसी करना आता ही नहीं, नहीं तो मेरा सृजनहार क्षण भर में मुझे उठा लेता।
