[IRV | HI | OT | Job | Chapter 23 | Verse 1] तब अय्यूब ने कहा,
[IRV | HI | OT | Job | Chapter 23 | Verse 2] “मेरी कुड़कुड़ाहट अब भी नहीं रुक सकती, मेरे कष्ट मेरे कराहने से भारी है।
[IRV | HI | OT | Job | Chapter 23 | Verse 3] भला होता, कि मैं जानता कि वह कहाँ मिल सकता है, तब मैं उसके विराजने के स्थान तक जा सकता!
[IRV | HI | OT | Job | Chapter 23 | Verse 4] मैं उसके सामने अपना मुकद्दमा पेश करता, और बहुत से प्रमाण देता।
[IRV | HI | OT | Job | Chapter 23 | Verse 5] मैं जान लेता कि वह मुझसे उत्तर में क्या कह सकता है, और जो कुछ वह मुझसे कहता वह मैं समझ लेता।
[IRV | HI | OT | Job | Chapter 23 | Verse 6] क्या वह अपना बड़ा बल दिखाकर मुझसे मुकद्दमा लड़ता? नहीं, वह मुझ पर ध्यान देता।
[IRV | HI | OT | Job | Chapter 23 | Verse 7] सज्जन उससे विवाद कर सकते, और इस रीति मैं अपने न्यायी के हाथ से सदा के लिये छूट जाता।
[IRV | HI | OT | Job | Chapter 23 | Verse 8] “देखो, मैं आगे जाता हूँ परन्तु वह नहीं मिलता; मैं पीछे हटता हूँ, परन्तु वह दिखाई नहीं पड़ता;
[IRV | HI | OT | Job | Chapter 23 | Verse 9] जब वह बाईं ओर काम करता है तब वह मुझे दिखाई नहीं देता; वह तो दाहिनी ओर ऐसा छिप जाता है, कि मुझे वह दिखाई ही नहीं पड़ता।
[IRV | HI | OT | Job | Chapter 23 | Verse 10] परन्तु वह जानता है, कि मैं कैसी चाल चला हूँ; और जब वह मुझे ता लेगा तब मैं सोने के समान निकलूँगा। (1 पत. 1:7)
[IRV | HI | OT | Job | Chapter 23 | Verse 11] मेरे पैर उसके मार्गों में स्थिर रहे; और मैं उसी का मार्ग बिना मुड़ें थामे रहा।
[IRV | HI | OT | Job | Chapter 23 | Verse 12] उसकी आज्ञा का पालन करने से मैं न हटा, और मैंने उसके वचन अपनी इच्छा से कहीं अधिक काम के जानकर सुरक्षित रखे।
[IRV | HI | OT | Job | Chapter 23 | Verse 13] परन्तु वह एक ही बात पर अड़ा रहता है, और कौन उसको उससे फिरा सकता है? जो कुछ उसका जी चाहता है वही वह करता है।
[IRV | HI | OT | Job | Chapter 23 | Verse 14] जो कुछ मेरे लिये उसने ठाना है, उसी को वह पूरा करता है; और उसके मन में ऐसी-ऐसी बहुत सी बातें हैं।
[IRV | HI | OT | Job | Chapter 23 | Verse 15] इस कारण मैं उसके सम्मुख घबरा जाता हूँ; जब मैं सोचता हूँ तब उससे थरथरा उठता हूँ।
[IRV | HI | OT | Job | Chapter 23 | Verse 16] क्योंकि मेरा मन परमेश्वर ही ने कच्चा कर दिया, और सर्वशक्तिमान ही ने मुझ को घबरा दिया है।
[IRV | HI | OT | Job | Chapter 23 | Verse 17] क्योंकि मैं अंधकार से घिरा हुआ हूँ, और घोर अंधकार ने मेरे मुँह को ढाँप लिया है।
