[IRV | HI | OT | Job | Chapter 4 | Verse 1] तब तेमानी एलीपज ने कहा,
[IRV | HI | OT | Job | Chapter 4 | Verse 2] “यदि कोई तुझ से कुछ कहने लगे, तो क्या तुझे बुरा लगेगा? परन्तु बोले बिना कौन रह सकता है?
[IRV | HI | OT | Job | Chapter 4 | Verse 3] सुन, तूने बहुतों को शिक्षा दी है, और निर्बल लोगों को बलवन्त किया है।
[IRV | HI | OT | Job | Chapter 4 | Verse 4] गिरते हुओं को तूने अपनी बातों से सम्भाल लिया, और लड़खड़ाते हुए लोगों को तूने बलवन्त किया।
[IRV | HI | OT | Job | Chapter 4 | Verse 5] परन्तु अब विपत्ति तो तुझी पर आ पड़ी, और तू निराश हुआ जाता है; उसने तुझे छुआ और तू घबरा उठा।
[IRV | HI | OT | Job | Chapter 4 | Verse 6] क्या परमेश्वर का भय ही तेरा आसरा नहीं? और क्या तेरी चाल चलन जो खरी है तेरी आशा नहीं?
[IRV | HI | OT | Job | Chapter 4 | Verse 7] “क्या तुझे मालूम है कि कोई निर्दोष भी कभी नाश हुआ है? या कहीं सज्जन भी काट डाले गए?
[IRV | HI | OT | Job | Chapter 4 | Verse 8] मेरे देखने में तो जो पाप को जोतते और दुःख बोते हैं, वही उसको काटते हैं।
[IRV | HI | OT | Job | Chapter 4 | Verse 9] वे तो परमेश्वर की श्वास से नाश होते, और उसके क्रोध के झोंके से भस्म होते हैं। (2 थिस्स. 2:8, यशा. 30:33)
[IRV | HI | OT | Job | Chapter 4 | Verse 10] सिंह का गरजना और हिंसक सिंह का दहाड़ना बन्द हो जाता है। और जवान सिंहों के दाँत तोड़े जाते हैं।
[IRV | HI | OT | Job | Chapter 4 | Verse 11] शिकार न पाकर बूढ़ा सिंह मर जाता है, और सिंहनी के बच्चे तितर बितर हो जाते हैं।
[IRV | HI | OT | Job | Chapter 4 | Verse 12] “एक बात चुपके से मेरे पास पहुँचाई गई, और उसकी कुछ भनक मेरे कान में पड़ी।
[IRV | HI | OT | Job | Chapter 4 | Verse 13] रात के स्वप्नों की चिन्ताओं के बीच जब मनुष्य गहरी निद्रा में रहते हैं,
[IRV | HI | OT | Job | Chapter 4 | Verse 14] मुझे ऐसी थरथराहट और कँपकँपी लगी कि मेरी सब हड्डियाँ तक हिल उठी।
[IRV | HI | OT | Job | Chapter 4 | Verse 15] तब एक आत्मा मेरे सामने से होकर चली; और मेरी देह के रोएँ खड़े हो गए।
[IRV | HI | OT | Job | Chapter 4 | Verse 16] वह चुपचाप ठहर गई और मैं उसकी आकृति को पहचान न सका। परन्तु मेरी आँखों के सामने कोई रूप था; पहले सन्नाटा छाया रहा, फिर मुझे एक शब्द सुन पड़ा,
[IRV | HI | OT | Job | Chapter 4 | Verse 17] ‘क्या नाशवान मनुष्य परमेश्वर से अधिक धर्मी होगा? क्या मनुष्य अपने सृजनहार से अधिक पवित्र हो सकता है?
[IRV | HI | OT | Job | Chapter 4 | Verse 18] देख, वह अपने सेवकों पर भरोसा नहीं रखता, और अपने स्वर्गदूतों को दोषी ठहराता है;
[IRV | HI | OT | Job | Chapter 4 | Verse 19] फिर जो मिट्टी के घरों में रहते हैं, और जिनकी नींव मिट्टी में डाली गई है, और जो पतंगे के समान पिस जाते हैं, उनकी क्या गणना। (2 कुरि. 5:1)
[IRV | HI | OT | Job | Chapter 4 | Verse 20] वे भोर से साँझ तक नाश किए जाते हैं, वे सदा के लिये मिट जाते हैं, और कोई उनका विचार भी नहीं करता।
[IRV | HI | OT | Job | Chapter 4 | Verse 21] क्या उनके डेरे की डोरी उनके अन्दर ही अन्दर नहीं कट जाती? वे बिना बुद्धि के ही मर जाते हैं?’
