[IRV | BN | OT | Psalms | Chapter 102 | Verse 1] আমার প্রার্থনা শোন, সদাপ্রভুু; শোন আমার কান্না।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 2] সঙ্কটের দিনের আমার থেকে তোমার মুখ লুকিও না আমার কষ্টের দিনের। আমার কথা শোন। যখন আমি তোমায় ডাকবো আমাকে তাড়াতাড়ি উত্তর দিও।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 3] কারণ আমার দিন ধোঁয়ার মতো উড়ে গেছে এবং আমার হাড় আগুনের মতো পুড়ে গেছে।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 4] আমার হৃদয় ভেঙে গেছে এবং আমি ঘাসের মতো শুকিয়ে গেছি; আমি খেতে পারিনা।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 5] আমার ক্রমাগত কান্নাতে, আমি রোগা হয়ে গেছি।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 6] আমি প্রান্তরের জলচর পাখির মতো ধ্বংসের মধ্যে আমি পেঁচার মতো হয়েছি।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 7] আমি শুয়ে জেগে থাকি একাকী পাখির মতো, বাড়ীর ছাদের উপরে একা আছি।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 8] আমার শত্রুরা আমাকে সারা দিন উপহাস করে, তারা আমাকে পরিহাস করে আমার নাম নিয়ে শাপ দেয়।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 9] আমি ছাই খাই রুটির মতো এবং আমার পানীয়তে চোখের জল মিশিয়ে পান করি।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 10] কারণ তোমার রাগ গর্জন করে, তুমি আমাকে তুলে আছাড় মেরেছ।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 11] আমার দিন হেলে পড়া ছায়ার মতো এবং আমি ঘাসের মতো শুকনো হয়েছি।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 12] কিন্তু তুমি, সদাপ্রভুু, অনন্তকাল জীবিত এবং তোমার খ্যাতি বংশপরম্পরা।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 13] তুমি উঠবে এবং সিয়োনের ওপর ক্ষমা করবে। এখন তার ওপর ক্ষমা করার দিন; নিরূপিত দিন এসেছে।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 14] কারণ তোমার দাসেরা তাঁর পাথরে প্রিয় এবং তাঁর ধ্বংসের ধূলোর জন্য সমবেদনা অনুভব করে।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 15] জাতিরা তোমার নাম শ্রদ্ধা করবে, সদাপ্রভুু, পৃথিবীর সব রাজা তোমার গৌরবের সম্মান করবে।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 16] সদাপ্রভুু সিয়োনকে পুনরায় নির্মাণ করবেন এবং তাঁর মহিমা প্রকাশ করবেন।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 17] ঐ দিন তিনি দীনহীনদের প্রার্থনার উত্তর দেবেন; তিনি তাদের প্রার্থনা বাতিল করবেন না।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 18] এটি ভবিষ্যৎ প্রজন্মের জন্য লেখা থাকবে এবং যে মানুষ এখনও জন্মায়নি সেও সদাপ্রভুুর প্রশংসা করবে।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 19] কারণ তিনি পবিত্র উচ্চ থেকে নিচে দেখেছেন সদাপ্রভুু স্বর্গ থেকে পৃথিবীতে লক্ষ্য করেছেন;
[IRV | BN | OT | Psalms | Chapter 102 | Verse 20] বন্দিদের কান্না শুনতে, নিন্দিতদের মৃত্যু থেকে মুক্ত করতে।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 21] তারপর লোকেরা সিয়োনে সদাপ্রভুুর নাম প্রচার করব এবং যিরুশালেমে তাঁর প্রশংসা হবে।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 22] তখন লোকেরা এবং রাজ্যগুলো একসঙ্গে জড় হবে সদাপ্রভুুর সেবা করতে।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 23] তিনি আমার শক্তি নিয়ে নিয়েছেন আমার যৌবনে। তিনি আমার আয়ু কমিয়ে দিয়েছেন।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 24] আমি বললাম, “আমার ঈশ্বর, জীবনের মাঝ পথে আমাকে তুলে নিও না; তুমি আছো সব পুরুষে পুরুষে স্থায়ী।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 25] অতীতে তুমি পৃথিবীর মূল স্থাপন করেছ, আকাশমণ্ডলও তোমার হাতের কাজ।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 26] সে সব ধ্বংস হবে, কিন্তু তুমি থাকবে; তারা কাপড়ের মতো পুরোনো হয়ে যাবে, যেমন কাপড় পোশাকের মতো সেগুলো খুলে ফেলবে এবং তারা অদৃশ্য হবে।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 27] কিন্তু তুমি একই আছ এবং তোমার বছর কখনও শেষ হবে না।
[IRV | BN | OT | Psalms | Chapter 102 | Verse 28] তোমার দাসদের সন্তানরা বেঁচে থাকবে এবং তাদের বংশধরেরা তোমার সামনে বেঁচে থাকবে।”
