[IRV | BN | OT | Psalms | Chapter 89 | Verse 1] আমি চিরকাল সদাপ্রভুুর নিয়মের বিশ্বস্ততার কাজের গান গাব, আমি মুখে তোমার বিশ্বস্ততা আগামী প্রজন্মের কাছে প্রচার করব।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 2] কারণ আমি বলেছি, “নিয়মের বিশ্বস্ততা চিরদিনের র জন্য স্থাপিত হয়েছে, তুমি তোমার বিশ্বস্ততাকে স্বর্গে স্থাপন করেছ।”
[IRV | BN | OT | Psalms | Chapter 89 | Verse 3] আমি আমার মনোনীতদের সঙ্গে নিয়ম করেছি, আমি আমার দাস দায়ূদের কাছে শপথ করেছি৷
[IRV | BN | OT | Psalms | Chapter 89 | Verse 4] আমি তোমার বংশধরদের চিরকালের জন্য স্থাপন করব এবং আমি বংশপরম্পরায় তোমার সিংহাসন স্থাপন করব।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 5] হে সদাপ্রভুু, স্বর্গ তোমার আশ্চর্য্য কাজের প্রশংসা করে, পবিত্রদের সমাজে তোমার বিশ্বস্ততা প্রশংসনীয়।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 6] কারণ আকাশে সদাপ্রভুুর সঙ্গে কার তুলনা করা যেতে পারে? দেবতাদের পুত্রদের মধ্যেই বা কে সদাপ্রভুুর সমান?
[IRV | BN | OT | Psalms | Chapter 89 | Verse 7] তিনিই সেই ঈশ্বর যিনি পবিত্রদের সভাতে অতি সম্মানীয় এবং তাঁর বেষ্টনকারীদের থেকে অতি ভয়াবহ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 8] হে সদাপ্রভুু, বাহিনীগনের ঈশ্বর। হে সদাপ্রভুু, তোমার মত শক্তিশালী আর কে আছে? তোমার বিশ্বস্ততা তোমার চারিদিকে অবস্থিত।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 9] তুমি গর্জনকারী সমুদ্রের উপরে কর্তৃত্ব করো, যখন তার ঢেউ প্রচণ্ড হয়ে ওঠে তুমি তা শান্ত করে থাক।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 10] তুমিই রাহবকে চূর্ণ করে মৃত ব্যক্তির সমান করেছ। তুমি তোমার শক্তিশালী বাহু দিয়ে তোমার শত্রুদেরকে ছিন্নভিন্ন করেছ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 11] আকাশমণ্ডল তোমার এবং পৃথিবীও তোমার; তুমি পৃথিবী এবং তার ভিতরের সমস্ত বস্তু সৃষ্টি করেছ।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 12] তুমিই উত্তর এবং দক্ষিণে দিকের সৃষ্টি করেছ। তাবোর ও হর্ম্মোন তোমার নামে উল্লাস করে।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 13] তোমার বাহু শক্তিশালী এবং তোমার হাত শক্তিমান ও তোমার ডান হাত উঁচু।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 14] ধার্ম্মিকতা ও ন্যায় বিচার তোমার সিংহাসনের ভিত্তিমূল। নিয়মের বিশ্বস্ততা ও সত্যতা তোমার সামনে উপস্থিত হয়।
[IRV | BN | OT | Psalms | Chapter 89 | Verse 15] ধন্য সেই লোকেরা যারা তোমার আরাধনা করে! হে সদাপ্রভুু, তারা তোমার মুখের দীপ্তিতে যাতায়াত করে।
