[IRV | BN | OT | Psalms | Chapter 107 | Verse 1] সদাপ্রভুুকে ধন্যবাদ দাও, কারণ তিনি মঙ্গলময় এবং তাঁর দয়া অনন্তকালস্থায়ী।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 2] সদাপ্রভুুর মুক্তরা এ কথা বলুক, যাদেরকে তিনি বিপক্ষের হাত থেকে মুক্ত করেছেন,
[IRV | BN | OT | Psalms | Chapter 107 | Verse 3] যাদেরকে তিনি জড়ো করেছেন নানা দেশ থেকে, পূর্ব এবং পশ্চিম থেকে, উত্তর এবং দক্ষিণে থেকে।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 4] তারা প্রান্তরে নির্জন পথে ঘুরে বেড়াল এবং থাকবার জায়গা পেলনা।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 5] তারা ক্ষুধার্ত এবং তৃষ্ণার্ত হল, তারা অবসাদে অবসন্ন হল।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 6] তারপর তারা সংকটে সদাপ্রভুুর কাছে কাঁদল এবং তিনি তাদেরকে কষ্ট থেকে উদ্ধার করলেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 7] তিনি তাকে সরল পথে নিয়ে গেলেন, যাতে তারা থাকবার জন্য শহরে যেতে পারে।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 8] লোকেরা সদাপ্রভুুর প্রশংসা করুক, তাঁর বিশ্বস্ততার বিধির জন্য এবং মানুষদের জন্য তাঁর আশ্চর্য্য কাজ করেছেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 9] কারণ তিনি তৃষ্ণার্তদের তৃষ্ণা মেটান এবং যারা ক্ষুধার্ত তাদের ভালো জিনিস দিয়ে পূর্ণ করেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 10] কিছু লোক অন্ধকারে এবং বিষাদে বসেছিল, বন্দিরা দুঃখে এবং শেকলে বাঁধা ছিল,
[IRV | BN | OT | Psalms | Chapter 107 | Verse 11] এর কারণ তারা সর্বশক্তিমান ঈশ্বরের বাক্যের বিরোধিতা করেছিল এবং মহান ঈশ্বরের নির্দেশ অমান্য করত;
[IRV | BN | OT | Psalms | Chapter 107 | Verse 12] তিনি কষ্টের মধ্য দিয়ে তাদের হৃদয়কে নম্র করলেন; তারা পড়ে গেল এবং তাদের সাহায্য করার কেউ ছিল না।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 13] তারপর সঙ্কটে তারা সদাপ্রভুুর কাছে কাঁদল এবং তিনি তাদের দূর্দশা থেকে বের করে আনলেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 14] তিনি অন্ধকার এবং বিষাদ থেকে তাদেরকে বের করে আনলেন এবং তাদের বন্ধন ছিঁড়ে দিলেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 15] লোকেরা সদাপ্রভুু প্রশংসা করুক তাঁর বিশ্বস্ততার বিধির জন্য এবং মানুষদের জন্য তিনি আশ্চর্য্য কাজ করেছেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 16] কারণ তিনি পিতলের কবাট ভেঙে দিয়েছেন এবং লোহার হুড়কো ভেঙে দিলেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 17] তারা বোকা ছিল বিরোধিতার পথে এবং তারা তাদের পাপের কারণে দূর্দশাগ্রস্ত ছিল।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 18] তাদের ভালো খাবারের জন্য অরুচি হলো এবং তাদের মৃত্যুর দরজার কাছে আনা হল।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 19] তারপর সঙ্কটে তারা সদাপ্রভুুর কাছে কাঁদল এবং তিনি তাদের দূর্দশা থেকে বের করে আনলেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 20] তিনি তাঁর বাক্য পাঠালেন এবং তাদেরকে সুস্থ করলেন এবং তাদের ধ্বংসের হাত থেকে উদ্ধার করেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 21] লোকে সদাপ্রভুুর প্রশংসা করুক তাঁর বিশ্বস্ততার বিধির জন্য এবং মানুষদের জন্য তিনি আশ্চর্য্য কাজ করেছেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 22] তারা ধন্যবাদ বলি উৎসর্গ করুক এবং গান গেয়ে তাঁর কাজ প্রচার করুক।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 23] কিছুলোক জাহাজে চড়ে সমুদ্র যাত্রা করে এবং তারা জলরাশির ওপর ব্যবসায় করে।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 24] এরা সদাপ্রভুুর কাজ দেখল এবং সমুদ্রের ওপর তাঁর আশ্চর্য্য ব্যাপার দেখল।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 25] তিনি আজ্ঞা দিয়ে ঝড় উত্থাপন করেন, যা জলের ঢেউ তোলেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 26] ঢেউগুলো স্বর্গের কাছে পৌঁছায়, তারপর তারা জলের নিচে নামে; মানুষের সাহস গলে যায় বিপদের কারণে।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 27] তারা হেলে পড়ে এবং মাতালের মতো টলতে টলতে যায় এবং তাদের বুদ্ধি লোপ হয়।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 28] তারা সঙ্কটে সদাপ্রভুুর কাছে কাঁদল এবং তিনি তাদের দূর্দশার থেকে বের করে আনলেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 29] তিনি ঝড়কে শান্ত করলেন এবং ঢেউ থেমে গেল
[IRV | BN | OT | Psalms | Chapter 107 | Verse 30] তারপর তারা আনন্দ করল কারণ সমুদ্র শান্ত হল এবং তিনি তাদেরকে তাদের পছন্দের পোতাশ্রয়ে নিয়ে যান।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 31] লোকেরা সদাপ্রভুুর প্রশংসা করল তার বিশ্বস্ততার বিধির জন্য এবং তাঁর আশ্চর্য্য কাজ তিনি যা করেছেন তাঁর জন্য।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 32] তারা তাঁকে মহিমান্বিত করুক জন সমাবেশে এবং তাঁর প্রশংসা করুক প্রাচীনদের সভাতে।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 33] তিনি সব নদীকে মরুপ্রান্তে ফেরান, জলের ঝরনাগুলোকে শুকনো ভূমিতে পরিণত করেন,
[IRV | BN | OT | Psalms | Chapter 107 | Verse 34] এবং তিনি ফলবান দেশকে অনুর্বর করেন, কারণ দুষ্ট লোকেদের জন্য।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 35] তিনি মরুভূমিকে জলাশয়ে পরিণত করেন, শুকনো ভূমিকে জলের ঝরনারূপে পরিণত করেন;
[IRV | BN | OT | Psalms | Chapter 107 | Verse 36] তিনি ক্ষুধার্ত লোকদেরকে বাস করান এবং তাঁরা বসবাস করার শহর তৈরী করেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 37] তারা ক্ষেতে বীজ রোপণ করল, দ্রাক্ষালতা রোপণ করে এবং প্রচুর ফসল নিয়ে এল।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 38] তিনি তাদেরকে আশীর্বাদ করেন, তাই তারা অনেক বৃদ্ধি পায় এবং তিনি তাদের পশুদেরকে কমতে দেন না।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 39] তারা কমে যায় এবং নত হয়, যন্ত্রণা বেদনা এবং কষ্টের জন্য।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 40] তিনি শত্রুর শাসন কর্তাদের ওপরে তুচ্ছতা ঢেলে দেন, মরুপ্রান্তে তাদেরকে ভ্রমণ করান যেখানে পথ নেই;
[IRV | BN | OT | Psalms | Chapter 107 | Verse 41] কিন্তু দরিদ্রকে দুঃখ থেকে রক্ষা করেন, আর মেষপালের মতো পরিবার দেন।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 42] তা দেখে সরল লোকে দেখে এবং আনন্দিত হয় এবং সব দুষ্টতার মুখ বন্ধ করে।
[IRV | BN | OT | Psalms | Chapter 107 | Verse 43] জ্ঞানবান কে? সে এই সমস্ত বিবেচনা করবে এবং তারা সদাপ্রভুুর বিশ্বস্ততার বিধি কাজ আলোচনা করবে।
