[IRV | PA | OT | Leviticus | Chapter 22 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 2] ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਆਖ, ਉਹ ਇਸਰਾਏਲੀਆਂ ਦੀਆਂ ਪਵਿੱਤਰ ਕੀਤੀਆਂ ਹੋਈਆਂ ਵਸਤੂਆਂ ਤੋਂ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਹ ਮੇਰੇ ਅੱਗੇ ਪਵਿੱਤਰ ਕਰਦੇ ਹਨ, ਅਲੱਗ ਰਹਿਣ ਅਤੇ ਮੇਰੇ ਪਵਿੱਤਰ ਨਾਮ ਦਾ ਨਿਰਾਦਰ ਨਾ ਕਰਨ। ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 3] ਉਨ੍ਹਾਂ ਨੂੰ ਆਖ, ਤੁਹਾਡੀਆਂ ਪੀੜ੍ਹੀਆਂ ਵਿੱਚੋਂ, ਅਤੇ ਤੁਹਾਡੇ ਸਾਰੇ ਵੰਸ਼ ਵਿੱਚੋਂ ਜਿਹੜਾ ਆਪਣੀ ਅਸ਼ੁੱਧਤਾਈ ਵਿੱਚ ਉਨ੍ਹਾਂ ਪਵਿੱਤਰ ਕੀਤੀਆਂ ਹੋਇਆਂ ਵਸਤੂਆਂ ਕੋਲ ਜਾਵੇ, ਜਿਹੜੀਆਂ ਇਸਰਾਏਲੀ ਮੇਰੇ ਲਈ ਪਵਿੱਤਰ ਕਰਦੇ ਹਨ, ਉਹ ਮਨੁੱਖ ਮੇਰੇ ਅੱਗਿਓਂ ਛੇਕਿਆ ਜਾਵੇ। ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 4] ਹਾਰੂਨ ਦੇ ਵੰਸ਼ ਵਿੱਚ ਜਿਸ ਕਿਸੇ ਨੂੰ ਕੋੜ੍ਹ ਹੋਵੇ ਜਾਂ ਪ੍ਰਮੇਹ ਹੋਵੇ, ਜਦ ਤੱਕ ਉਹ ਮਨੁੱਖ ਸ਼ੁੱਧ ਨਾ ਹੋਵੇ, ਤਦ ਤੱਕ ਪਵਿੱਤਰ ਵਸਤੂਆਂ ਨੂੰ ਨਾ ਖਾਵੇ। ਜਿਹੜਾ ਕਿਸੇ ਅਜਿਹੀ ਵਸਤੂ ਨੂੰ ਛੂਹੇ, ਜੋ ਮੁਰਦੇ ਦੇ ਕਾਰਨ ਅਸ਼ੁੱਧ ਹੈ ਜਾਂ ਕਿਸੇ ਮਨੁੱਖ ਨੂੰ ਛੂਹੇ ਜਿਸ ਦਾ ਵੀਰਜ ਨਿੱਕਲਿਆ ਹੋਵੇ,
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 5] ਜਾਂ ਜਿਹੜਾ ਕਿਸੇ ਘਿਸਰਨ ਵਾਲੇ ਜੀਵ ਨੂੰ ਛੂਹੇ, ਜਿਸ ਦੇ ਕਾਰਨ ਉਹ ਅਸ਼ੁੱਧ ਹੋ ਜਾਵੇ, ਜਾਂ ਕਿਸੇ ਅਜਿਹੇ ਮਨੁੱਖ ਨੂੰ ਛੂਹੇ ਜਿਸ ਵਿੱਚ ਕੋਈ ਅਸ਼ੁੱਧਤਾਈ ਹੋਵੇ, ਭਾਵੇਂ ਉਹ ਕਿਹੋ ਜਿਹੀ ਅਸ਼ੁੱਧਤਾਈ ਕਿਉਂ ਨਾ ਹੋਵੇ,
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 6] ਤਾਂ ਉਹ ਮਨੁੱਖ ਜਿਹੜਾ ਇਹੋ ਜਿਹੀ ਕਿਸੇ ਵਸਤੂ ਨੂੰ ਛੂਹੇ, ਉਹ ਸ਼ਾਮ ਤੱਕ ਅਸ਼ੁੱਧ ਰਹੇ ਅਤੇ ਜਦ ਤੱਕ ਪਾਣੀ ਨਾਲ ਨਾ ਨਹਾਵੇ, ਤਦ ਤੱਕ ਕਿਸੇ ਪਵਿੱਤਰ ਵਸਤੂ ਨੂੰ ਨਾ ਖਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 7] ਜਦ ਸੂਰਜ ਡੁੱਬ ਜਾਵੇ ਤਾਂ ਉਹ ਸ਼ੁੱਧ ਹੋਵੇ ਅਤੇ ਫੇਰ ਪਵਿੱਤਰ ਵਸਤੂਆਂ ਵਿੱਚੋਂ ਖਾ ਸਕਦਾ ਹੈ, ਕਿਉਂ ਜੋ ਇਹ ਹੀ ਉਸ ਦਾ ਭੋਜਨ ਹੈ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 8] ਜਿਹੜਾ ਜਾਨਵਰ ਆਪ ਮਰ ਜਾਵੇ, ਜਾਂ ਦੂਜੇ ਜਾਨਵਰਾਂ ਦੁਆਰਾ ਪਾੜਿਆ ਜਾਵੇ ਤਾਂ ਉਸ ਨੂੰ ਖਾ ਕੇ ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਅਸ਼ੁੱਧ ਨਾ ਕਰੇ। ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 9] ਇਸ ਲਈ ਜਾਜਕ ਮੇਰੇ ਹੁਕਮ ਨੂੰ ਮੰਨਣ, ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਉਹ ਉਸ ਦਾ ਨਿਰਾਦਰ ਕਰਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਪਾਪ ਉਨ੍ਹਾਂ ਦੇ ਜੁੰਮੇ ਹੋਵੇ ਅਤੇ ਉਹ ਮਰ ਜਾਣ। ਮੈਂ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਨੂੰ ਪਵਿੱਤਰ ਕਰਨ ਵਾਲਾ ਹਾਂ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 10] ਕੋਈ ਵੀ ਗੈਰ-ਕੌਮੀ ਮਨੁੱਖ ਪਵਿੱਤਰ ਵਸਤੂਆਂ ਵਿੱਚੋਂ ਨਾ ਖਾਵੇ, ਭਾਵੇਂ ਉਹ ਪਰਦੇਸੀ ਹੋ ਕੇ ਜਾਜਕ ਦੇ ਕੋਲ ਰਹਿੰਦਾ ਹੋਵੇ, ਜਾਂ ਕੋਈ ਨੌਕਰ ਹੋਵੇ, ਉਹ ਪਵਿੱਤਰ ਵਸਤੂਆਂ ਵਿੱਚੋਂ ਨਾ ਖਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 22 | Verse 11] ਪਰ ਜੇਕਰ ਜਾਜਕ ਕਿਸੇ ਮਨੁੱਖ ਨੂੰ ਆਪਣਾ ਪੈਸਾ ਦੇ ਕੇ ਮੁੱਲ ਲਵੇ, ਤਾਂ ਉਹ ਮਨੁੱਖ ਉਸ ਵਿੱਚੋਂ ਖਾ ਸਕਦਾ ਹੈ ਅਤੇ ਉਹ ਜੋ ਜਾਜਕ ਦੇ ਘਰ ਵਿੱਚ ਜੰਮਿਆ ਹੋਵੇ, ਉਹ ਵੀ ਉਸ ਭੋਜਨ ਵਿੱਚੋਂ ਖਾ ਸਕਦਾ ਹੈ।
