[IRV | PA | OT | Leviticus | Chapter 6 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 2] ਜੇ ਕੋਈ ਮਨੁੱਖ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਪਾਪ ਕਰਕੇ ਦੋਸ਼ੀ ਠਹਿਰੇ ਅਤੇ ਆਪਣੇ ਗੁਆਂਢੀ ਨਾਲ ਗਿਰਵੀ ਰੱਖੀ ਹੋਈ ਵਸਤੂ, ਲੈਣ-ਦੇਣ ਅਤੇ ਠੱਗੀ ਦੇ ਮਾਮਲਿਆਂ ਵਿੱਚ ਉਸ ਨਾਲ ਧੋਖਾ ਕਰੇ ਜਾਂ ਉਸ ਨੂੰ ਲੁੱਟੇ,
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 3] ਜਾਂ ਕਿਸੇ ਗੁਆਚੀ ਹੋਈ ਵਸਤੂ ਨੂੰ ਲੱਭੇ ਅਤੇ ਉਸ ਦੇ ਵਿਖੇ ਝੂਠ ਬੋਲੇ ਅਤੇ ਝੂਠੀ ਸਹੁੰ ਚੁੱਕੇ, ਅਜਿਹਾ ਕੋਈ ਵੀ ਕੰਮ ਜਿਸ ਨੂੰ ਕਰਕੇ ਮਨੁੱਖ ਪਾਪੀ ਠਹਿਰਦਾ ਹੈ,
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 4] ਤਾਂ ਜਦ ਉਹ ਅਜਿਹਾ ਕੰਮ ਕਰਕੇ ਦੋਸ਼ੀ ਠਹਿਰੇ ਤਾਂ ਜਿਹੜੀ ਵਸਤੂ ਉਸ ਨੇ ਖੋਹ ਲਈ ਸੀ, ਜਾਂ ਉਸ ਨੂੰ ਛਲ ਨਾਲ ਮਿਲੀ, ਜਾਂ ਉਸ ਦੇ ਕੋਲ ਗਿਰਵੀ ਰੱਖੀ ਸੀ, ਜਾਂ ਗੁਆਚੀ ਹੋਈ ਵਸਤੂ ਉਸ ਨੂੰ ਲੱਭੀ ਹੋਵੇ,
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 5] ਜਾਂ ਕੋਈ ਵੀ ਵਸਤੂ ਹੋਵੇ ਜਿਸ ਦੇ ਵਿਖੇ ਉਸ ਨੇ ਝੂਠੀ ਸਹੁੰ ਚੁੱਕੀ ਹੋਵੇ, ਤਾਂ ਜਿਸ ਦਿਨ ਉਸ ਨੂੰ ਇਹ ਖ਼ਬਰ ਹੋਵੇ ਕਿ ਉਹ ਦੋਸ਼ੀ ਹੈ ਤਾਂ ਉਹ ਉਸ ਨੂੰ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਸਗੋਂ ਉਸ ਦੇ ਨਾਲ ਪੰਜਵਾਂ ਹਿੱਸਾ ਹੋਰ ਪਾ ਕੇ ਉਸ ਦੇ ਸੁਆਮੀ ਨੂੰ ਮੋੜ ਦੇਵੇ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 6] ਅਤੇ ਉਹ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਆਪਣੀ ਦੋਸ਼ ਬਲੀ ਦੀ ਭੇਟ ਲਈ ਇੱਜੜ ਵਿੱਚੋਂ ਦੋਸ਼ ਰਹਿਤ ਇੱਕ ਭੇਡੂ ਜਾਜਕ ਦੇ ਕੋਲ ਲਿਆਵੇ, ਉਸ ਦਾ ਮੁੱਲ ਓਨਾ ਹੀ ਹੋਵੇ ਜਿਨ੍ਹਾਂ ਜਾਜਕ ਠਹਿਰਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 7] ਅਤੇ ਜਾਜਕ ਉਸ ਦੇ ਲਈ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਪ੍ਰਾਸਚਿਤ ਕਰੇ ਅਤੇ ਜਿਸ ਕੰਮ ਵਿੱਚ ਉਸ ਨੇ ਪਾਪ ਕੀਤਾ ਹੋਵੇ, ਉਹ ਉਸ ਨੂੰ ਮਾਫ਼ ਕੀਤਾ ਜਾਵੇਗਾ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 8] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 9] ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਇਹ ਆਖ ਕੇ ਹੁਕਮ ਦੇ ਕਿ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਦੀ ਬਿਵਸਥਾ ਇਹ ਹੈ: ਹੋਮ ਬਲੀ ਸਾਰੀ ਰਾਤ ਤੋਂ ਸਵੇਰ ਤੱਕ ਜਗਵੇਦੀ ਦੇ ਉੱਤੇ ਪਈ ਰਹੇ ਅਤੇ ਜਗਵੇਦੀ ਦੀ ਅੱਗ ਉਸ ਦੇ ਵਿੱਚ ਬਲ਼ਦੀ ਰਹੇ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 10] ਅਤੇ ਜਾਜਕ ਆਪਣੇ ਕਤਾਨ ਦੇ ਬਸਤਰ ਅਤੇ ਆਪਣੇ ਸਰੀਰ ਉੱਤੇ ਅੰਗਰੱਖਾ ਪਹਿਨ ਲਵੇ ਅਤੇ ਹੋਮ ਬਲੀ ਦੀ ਸੁਆਹ ਜਿਹੜੀ ਅੱਗ ਨਾਲ ਭਸਮ ਕਰਨ ਤੋਂ ਬਾਅਦ ਜਗਵੇਦੀ ਉੱਤੇ ਬਚ ਜਾਵੇ, ਉਸ ਨੂੰ ਚੁੱਕ ਕੇ ਜਗਵੇਦੀ ਦੇ ਇੱਕ ਪਾਸੇ ਰੱਖ ਦੇਵੇ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 11] ਤਦ ਉਹ ਆਪਣੇ ਇਹ ਬਸਤਰ ਲਾਹ ਦੇਵੇ ਅਤੇ ਦੂਜੇ ਬਸਤਰ ਪਾ ਕੇ ਉਸ ਸੁਆਹ ਨੂੰ ਡੇਰਿਆਂ ਤੋਂ ਬਾਹਰ ਸਾਫ਼ ਸਥਾਨ ਵਿੱਚ ਲੈ ਜਾਵੇ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 12] ਜਗਵੇਦੀ ਦੇ ਉੱਤੇ ਅੱਗ ਸਦਾ ਬਲਦੀ ਰਹੇ, ਉਹ ਕਦੇ ਨਾ ਬੁਝਾਈ ਜਾਵੇ ਅਤੇ ਜਾਜਕ ਹਰ ਰੋਜ਼ ਸਵੇਰ ਦੇ ਵੇਲੇ ਉਸ ਦੇ ਉੱਤੇ ਲੱਕੜਾਂ ਬਾਲਣ ਅਤੇ ਹੋਮ ਦੀ ਭੇਟ ਸੁਧਾਰ ਕੇ ਰੱਖਣ ਅਤੇ ਉਸ ਦੇ ਉੱਤੇ ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਭੇਟਾਂ ਦੀ ਚਰਬੀ ਸਾੜਨ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 13] ਜਗਵੇਦੀ ਦੇ ਉੱਤੇ ਅੱਗ ਸਦਾ ਬਲਦੀ ਰਹੇ, ਉਹ ਕਦੇ ਵੀ ਨਾ ਬੁਝੇ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 14] ਮੈਦੇ ਦੀ ਭੇਟ ਦੀ ਬਿਵਸਥਾ ਇਹ ਹੈ: ਹਾਰੂਨ ਦੇ ਪੁੱਤਰ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਜਗਵੇਦੀ ਦੇ ਸਾਹਮਣੇ ਉਸ ਨੂੰ ਚੜ੍ਹਾਉਣ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 15] ਅਤੇ ਉਹ ਮੈਦੇ ਦੀ ਭੇਟ ਵਿੱਚੋਂ ਤੇਲ ਰਲੇ ਹੋਏ ਮੈਦੇ ਦੀ ਇੱਕ ਮੁੱਠ ਭਰੇ ਅਤੇ ਉਸ ਦਾ ਸਾਰਾ ਲੁਬਾਨ ਚੁੱਕ ਕੇ, ਮੈਦੇ ਦੀ ਭੇਟ ਵਿੱਚੋਂ ਯਾਦਗੀਰੀ ਲਈ ਯਹੋਵਾਹ ਦੇ ਲਈ ਸੁਗੰਧਤਾ ਕਰਕੇ ਜਗਵੇਦੀ ਦੇ ਉੱਤੇ ਸਾੜੇ।
[IRV | PA | OT | Leviticus | Chapter 6 | Verse 16] ਅਤੇ ਜੋ ਕੁਝ ਬਚ ਜਾਵੇ ਉਸ ਨੂੰ ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰ ਖਾਣ, ਉਹ ਪਤੀਰੀ ਰੋਟੀ ਨਾਲ ਪਵਿੱਤਰ ਸਥਾਨ ਵਿੱਚ ਖਾਧੀ ਜਾਵੇ ਅਤੇ ਉਹ ਮੰਡਲੀ ਦੇ ਡੇਰੇ ਦੇ ਵਿਹੜੇ ਵਿੱਚ ਉਸ ਨੂੰ ਖਾਣ।
