[IRV | PA | OT | Leviticus | Chapter 9 | Verse 1] ਅੱਠਵੇਂ ਦਿਨ ਮੂਸਾ ਨੇ ਹਾਰੂਨ, ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਬਜ਼ੁਰਗਾਂ ਨੂੰ ਸੱਦਿਆ,
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 2] ਅਤੇ ਉਸ ਨੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ, “ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਲਈ ਤੂੰ ਇੱਕ ਵੱਛਾ ਅਤੇ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਲਈ ਇੱਕ ਭੇਡੂ ਦੋਸ਼ ਰਹਿਤ ਲੈ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਚੜ੍ਹਾਵੀਂ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 3] ਅਤੇ ਤੂੰ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਇਹ ਆਖ ਕਿ ਤੁਸੀਂ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਲਈ ਇੱਕ ਬੱਕਰਾ ਅਤੇ ਹੋਮ ਬਲੀ ਲਈ ਇੱਕ ਵੱਛਾ ਅਤੇ ਇੱਕ ਲੇਲਾ ਲਓ, ਜੋ ਇੱਕ ਸਾਲ ਦੇ ਅਤੇ ਦੋਸ਼ ਰਹਿਤ ਹੋਣ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 4] ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਭੇਟਾਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਚੜ੍ਹਾਉਣ ਲਈ ਇੱਕ ਬਲ਼ਦ, ਇੱਕ ਭੇਡੂ ਅਤੇ ਤੇਲ ਨਾਲ ਰਲੀ ਹੋਈ ਮੈਦੇ ਦੀ ਇੱਕ ਭੇਟ ਲੈ ਲਓ, ਕਿਉਂ ਜੋ ਅੱਜ ਯਹੋਵਾਹ ਤੁਹਾਨੂੰ ਦਰਸ਼ਣ ਦੇਵੇਗਾ।”
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 5] ਤਦ ਜਿਨ੍ਹਾਂ ਵਸਤੂਆਂ ਦਾ ਮੂਸਾ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ, ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਮੰਡਲੀ ਦੇ ਡੇਰੇ ਦੇ ਅੱਗੇ ਲੈ ਆਏ ਅਤੇ ਸਾਰੀ ਮੰਡਲੀ ਕੋਲ ਜਾ ਕੇ ਯਹੋਵਾਹ ਦੇ ਸਨਮੁਖ ਖੜ੍ਹੀ ਹੋਈ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 6] ਤਦ ਮੂਸਾ ਨੇ ਆਖਿਆ, “ਇਹ ਉਹ ਕੰਮ ਹੈ ਜਿਸ ਨੂੰ ਕਰਨ ਦਾ ਹੁਕਮ ਯਹੋਵਾਹ ਨੇ ਦਿੱਤਾ ਹੈ ਕਿ ਤੁਸੀਂ ਇਹ ਕਰੋ ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਪ੍ਰਤਾਪ ਦਾ ਦਰਸ਼ਣ ਤੁਹਾਨੂੰ ਹੋਵੇਗਾ।”
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 7] ਅਤੇ ਮੂਸਾ ਨੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ, “ਯਹੋਵਾਹ ਦੇ ਹੁਕਮ ਅਨੁਸਾਰ ਜਗਵੇਦੀ ਦੇ ਕੋਲ ਜਾ ਕੇ ਆਪਣੀ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਅਤੇ ਹੋਮ ਬਲੀ ਦੀ ਭੇਟ ਚੜ੍ਹਾ ਅਤੇ ਆਪਣੇ ਲਈ ਅਤੇ ਸਾਰੇ ਲੋਕਾਂ ਦੇ ਲਈ ਪ੍ਰਾਸਚਿਤ ਕਰ ਅਤੇ ਲੋਕਾਂ ਦੀ ਭੇਟ ਚੜ੍ਹਾ ਕੇ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਪ੍ਰਾਸਚਿਤ ਕਰ।”
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 8] ਇਸ ਲਈ ਹਾਰੂਨ ਨੇ ਜਗਵੇਦੀ ਦੇ ਕੋਲ ਜਾ ਕੇ ਉਸ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਦੇ ਵੱਛੇ ਨੂੰ ਵੱਢਿਆ, ਜੋ ਉਸ ਦੇ ਆਪਣੇ ਲਈ ਸੀ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 9] ਅਤੇ ਹਾਰੂਨ ਦੇ ਪੁੱਤਰ ਲਹੂ ਨੂੰ ਉਸ ਦੇ ਕੋਲ ਲੈ ਆਏ ਅਤੇ ਉਸ ਨੇ ਆਪਣੀ ਉਂਗਲ ਲਹੂ ਵਿੱਚ ਡੋਬ ਕੇ ਉਸ ਨੂੰ ਜਗਵੇਦੀ ਦੇ ਸਿੰਗਾਂ ਉੱਤੇ ਲਗਾਇਆ ਅਤੇ ਬਾਕੀ ਲਹੂ ਜਗਵੇਦੀ ਦੇ ਹੇਠ ਡੋਲ੍ਹ ਦਿੱਤਾ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 10] ਪਰ ਪਾਪ ਬਲੀ ਦੀ ਭੇਟ ਦੀ ਚਰਬੀ, ਗੁਰਦੇ ਅਤੇ ਕਲੇਜੇ ਦੇ ਉੱਪਰਲੀ ਝਿੱਲੀ ਨੂੰ ਉਸ ਨੇ ਜਗਵੇਦੀ ਦੇ ਉੱਤੇ ਸਾੜਿਆ, ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Leviticus | Chapter 9 | Verse 11] ਅਤੇ ਮਾਸ ਅਤੇ ਖੱਲ ਨੂੰ ਉਸ ਨੇ ਡੇਰੇ ਤੋਂ ਬਾਹਰ ਅੱਗ ਨਾਲ ਸਾੜਿਆ।
