[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 1] Καὶ μεταγενέστερος τούτων ἐστὶ, βασιλεύοντος Ἀρταξέρξου τοῦ Περσῶν βασιλέως, προσέβη Ἔσδρας Ἀζαραίου, τοῦ Ζεχρίου, τοῦ Χελκίου, τοῦ Σαλήμου,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 2] τοῦ Σαδδούκου, τοῦ Ἀχιτὼβ, τοῦ Ἀμαρίου, τοῦ Ὀζίου, τοῦ Βοκκὰ, τοῦ Ἀβισαῒ, τοῦ Φινεὲς, τοῦ Ἐλεάζαρ, τοῦ Ἀαρὼν, τοῦ ἱερέως τοῦ πρώτου·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 3] οὗτος Ἔσδρας ἀνέβη ἐκ Βαβυλῶνος ὡς γραμματεὺς εὐφυὴς ὢν ἐν τῷ Μωυσέως νόμω τῷ ἐκδεδομένῳ ὑπὸ τοῦ Θεοῦ τοῦ Ἰσραήλ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 4] Καὶ ἔδωκεν αὐτῷ ὁ βασιλεὺς δόξαν, εὑρόντος χάριν ἐνώπιον αὐτοῦ ἐπὶ πάντα τὰ ἀξιώματα αὐτοῦ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 5] Καὶ συνανέβησαν ἐκ τῶν υἱῶν Ἰσραὴλ, καὶ τῶν ἱερέων, καὶ Λευιτῶν, καὶ ἱεροψαλτῶν, καὶ θυρωρῶν, καὶ ἱεροδούλων εἰς Ἱερουσαλὴμ,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 6] ἔτους ἑβδόμου βασιλεύοντος Ἀρταξέρξου ἐν τῷ πέμπτῳ μηνί· οὗτος ἐνιαυτὸς ἕβδομος τῷ βασιλεῖ· ἐξελθόντες γὰρ ἐκ Βαβυλῶνος τῇ νουμηνίᾳ τοῦ πρώτου μηνὸς, παρεγένοντο εἰς Ἱερουσαλὴμ κατὰ τὴν δοθεῖσαν αὐτοῖς εὐοδίαν παρὰ τοῦ Κυρίου ἐπʼ αὐτῷ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 7] Ὁ γὰρ Ἔσδρας πολλὴν ἐπιστήμην περιεῖχεν εἰς τὸ μηδὲν παραλιπεῖν τῶν ἐκ τοῦ νόμου Κυρίου καὶ ἐκ τῶν ἐντολῶν, διδάξαι πάντα τὸν Ἰσραὴλ δικαιώματα καὶ κρίματα.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 8] Προσπεσόντος δὲ τοῦ γραφέντος προστάγματος παρὰ Αρταξέρξου βασιλέως πρὸς Ἔσδραν τὸν ἱερέα καὶ ἀναγνώστην τοῦ νόμου Κυρίου, οὗ ἐστιν ἀντίγραφον τὸ ὑποκείμενον·
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 9] Βασιλεὺς Ἀρταξέρξης Ἔσδρᾳ τῷ ἱερεῖ καὶ ἀναγνώστῃ τοῦ νόμου Κυρίου χαίρειν.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 10] Καὶ τὰ φιλάνθρωπα ἐγὼ κρίνας προσέταξα τοὺς βουλομένους ἐκ τοῦ ἔθνους τῶν Ἰουδαίων αἱρετίζοντας, καὶ τῶν ἱερέων καὶ τῶν Λευιτῶν, καὶ τῶνδε ἐν τῇ ἡμετέρᾳ βασιλείᾳ, συμπορεύεσθαί σοι εἰς Ἱερουσαλήμ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 11] Ὅσοι οὖν ἐνθυμοῦνται, συνεξορμάσθωσαν καθάπερ δέδοκται ἐμοί τε, καὶ τοῖς ἑπτὰ φίλοις συμβουλευταῖς,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 12] ὅπως ἐπισκέψωνται τὰ κατὰ τὴν Ἰουδαίαν καὶ Ἱερουσαλὴμ ἀκολούθως ᾧ ἔχει ἐν τῷ νόμῳ Κυρίου,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 13] καὶ ἀπενεγκεῖν δῶρα τῷ Κυρίῳ τοῦ Ἰσραὴλ, ἃ ηὐξάμην ἐγώ τε καὶ οἱ φίλοι, εἰς Ἱερουσαλήμ· καὶ πᾶν χρυσίον καὶ ἀργύριον ὃ ἐὰν εὑρεθῇ ἐν τῇ χώρᾳ τῆς Βαβυλωνίας τῷ Κυρίῳ εἰς Ἱερουσαλὴμ
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 14] σὺν τῷ δεδωρημένῳ ὑπὸ τοῦ ἔθνους εἰς τὸ ἱερὸν τοῦ Κυρίου Θεοῦ αὐτῶν τὸ ἐν Ἱερουσαλὴμ, συναχθῆναι τό, τε χρυσίον καὶ τὸ ἀργύριον εἰς ταύρους καὶ κριοὺς καὶ ἄρνας, καὶ τὰ τούτοις ἀκόλουθα,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 15] ὥστε προσενεγκεῖν θυσίας τῷ Κυρίῳ ἐπὶ τὸ θυσιαστήριον τοῦ Κυρίον Θεοῦ αὐτῶν τὸ ἐν Ἱερουσαλήμ.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 16] Καὶ πάντα ὅσα ἐὰν βούλῃ μετὰ τῶν ἀδελφῶν σου ποιῆσαι χρυσίῳ καὶ ἀργυρίῳ, ἐπιτέλει κατὰ τὸ θέλημα τοῦ Θεοῦ σου.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 17] Καὶ τὰ ἱερὰ σκεύη τοῦ Κυρίου τὰ διδόμενά σοι εἰς τὴν χρείαν τοῦ ἱεροῦ τοῦ Θεοῦ σου,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 18] δώσεις ἐκ τοῦ βασιλικοῦ γαζοφυλακίου.
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 19] Κᾀγὼ ἰδοὺ Ἀρταξέρξης βασιλεὺς προσέταξα τοῖς γαζοφύλαξι Συρίας καὶ Φοινίκης, ἵνα ὅσα ἐὰν ἀποστείλῃ Ἔσδρας ὁ ἱερεὺς καὶ ἀναγνώστης τοῦ νόμου τοῦ Θεοῦ τοῦ ὑψίστου, ἐπιμελῶς διδῶσιν αὐτῷ ἕως ἀργυρίου ταλάντων ἑκατὸν,
[LXX | EL | OT | 1 Esdras | Chapter 8 | Verse 20] ὁμοίως δὲ καὶ ἕως πυροῦ κόρων ἑκατὸν, καὶ οἴνου μετρητῶν ἑκατόν·
