[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 1] Τὸ λοιπὸν οὖν, ἀδελφοί, ἐρωτῶμεν ὑμᾶς καὶ παρακαλοῦμεν ἐν Κυρίῳ Ἰησοῦ καθὼς παρελάβετε παρ᾿ ἡμῶν τὸ πῶς δεῖ ὑμᾶς περιπατεῖν καὶ ἀρέσκειν Θεῷ, ἵνα περισσεύητε μᾶλλον.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 2] Οἴδατε γὰρ τίνας παραγγελίας ἐδώκαμεν ὑμῖν διὰ τοῦ Κυρίου Ἰησοῦ.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 3] Τοῦτο γάρ ἐστι θέλημα τοῦ Θεοῦ, ὁ ἁγιασμὸς ὑμῶν, ἀπέχεσθαι ὑμᾶς ἀπὸ τῆς πορνείας·
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 4] εἰδέναι ἕκαστον ὑμῶν τὸ ἑαυτοῦ σκεῦος κτᾶσθαι ἐν ἁγιασμῷ καὶ τιμῇ,
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 5] μὴ ἐν πάθει ἐπιθυμίας, καθάπερ καὶ τὰ ἔθνη τὰ μὴ εἰδότα τὸν Θεόν·
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 6] τὸ μὴ ὑπερβαίνειν καὶ πλεονεκτεῖν ἐν τῷ πράγματι τὸν ἀδελφὸν αὐτοῦ· διότι ἔκδικος ὁ Κύριος περὶ πάντων τούτων, καθὼς καὶ προείπαμεν ὑμῖν καὶ διεμαρτυράμεθα.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 7] Οὐ γὰρ ἐκάλεσεν ἡμᾶς ὁ Θεὸς ἐπὶ ἀκαθαρσίᾳ, ἀλλ᾿ ἐν ἁγιασμῷ.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 8] Τοιγαροῦν ὁ ἀθετῶν οὐκ ἄνθρωπον ἀθετεῖ, ἀλλὰ τὸν Θεὸν τὸν καὶ δόντα τὸ πνεῦμα αὐτοῦ τὸ ἅγιον εἰς ἡμᾶς.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 9] Περὶ δὲ τῆς φιλαδελφίας οὐ χρείαν ἔχετε γράφειν ὑμῖν· αὐτοὶ γὰρ ὑμεῖς θεοδίδακτοί ἐστε εἰς τὸ ἀγαπᾷν ἀλλήλους·
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 10] καὶ γὰρ ποιεῖτε αὐτὸ εἰς πάντας τοὺς ἀδελφοὺς τοὺς ἐν ὅλῃ τῇ Μακεδονίᾳ. Παρακαλοῦμεν δὲ ὑμᾶς, ἀδελφοί, περισσεύειν μᾶλλον,
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 11] καὶ φιλοτιμεῖσθαι ἡσυχάζειν, καὶ πράσσειν τὰ ἴδια, καὶ ἐργάζεσθαι ταῖς ἰδίαις χερσὶν ὑμῶν, καθὼς ὑμῖν παρηγγείλαμεν·
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 12] ἵνα περιπατῆτε εὐσχημόνως πρὸς τοὺς ἔξω, καὶ μηδενὸς χρείαν ἔχητε.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 13] Οὐ θέλω δὲ ὑμᾶς ἀγνοεῖν, ἀδελφοί, περὶ τῶν κεκοιμημένων, ἵνα μὴ λυπῆσθε, καθὼς καὶ οἱ λοιποὶ οἱ μὴ ἔχοντες ἐλπίδα.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 14] Εἰ γὰρ πιστεύομεν ὅτι Ἰησοῦς ἀπέθανε καὶ ἀνέστη, οὕτω καὶ ὁ Θεὸς τοὺς κοιμηθέντας διὰ τοῦ Ἰησοῦ ἄξει σὺν αὐτῷ.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 15] Τοῦτο γὰρ ὑμῖν λέγομεν ἐν λόγῳ Κυρίου, ὅτι ἡμεῖς οἱ ζῶντες οἱ περιλειπόμενοι εἰς τὴν παρουσίαν τοῦ Κυρίου, οὐ μὴ φθάσωμεν τοὺς κοιμηθέντας.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 16] Ὅτι αὐτὸς ὁ Κύριος ἐν κελεύσματι, ἐν φωνῇ ἀρχαγγέλου, καὶ ἐν σάλπιγγι Θεοῦ, καταβήσεται ἀπ᾿ οὐρανοῦ, καὶ οἱ νεκροὶ ἐν Χριστῷ ἀναστήσονται πρῶτον·
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 17] ἔπειτα ἡμεῖς οἱ ζῶντες, οἱ περιλειπόμενοι, ἅμα σὺν αὐτοῖς ἁρπαγησόμεθα ἐν νεφέλαις εἰς ἀπάντησιν τοῦ Κυρίου εἰς ἀέρα· καὶ οὕτω πάντοτε σὺν Κυρίῳ ἐσόμεθα.
[GRCGTR | EL | NT | 1 Thessalonians | Chapter 4 | Verse 18] Ὥστε παρακαλεῖτε ἀλλήλους ἐν τοῖς λόγοις τούτοις.
