[IRV | UR | OT | Numbers | Chapter 7 | Verse 1] और जिस दिन मूसा घर को खड़ा करने से फ़ारिग़ हुआ और उसको और उसके सब सामान को मसह और पाक किया, और मज़बह और उसके सब मसह को भी मसह और पाक किया;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 2] तो इस्राईली रईस जो अपने आबाई ख़ान्दानों के सरदार और क़बीलों के रईस और शुमार किए हुओं के ऊपर मुक़र्रर थे नज़राना लाए।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 3] वह अपना हदिया छ: पर्देदार गाड़ियाँ और बारह बैल ख़ुदावन्द के सामने लाये दो — दो रईसों की तरफ़ से एक — एक गाड़ी और हर रईस की तरफ़ से एक बैल था, इनको उन्होंने घर के सामने हाज़िर किया।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 4] तब ख़ुदावन्द ने मूसा से कहा कि;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 5] “तू इनको उनसे ले ताकि वह ख़ेमा — ए — इजितमा'अ के काम में आएँ, और तू लावियों में हर शख़्स की ख़िदमत के मुताबिक़ उनको तक़सीम कर दे।”
[IRV | UR | OT | Numbers | Chapter 7 | Verse 6] तब मूसा ने वह गाड़ियाँ और बैल लेकर उनको लावियों को दे दिया।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 7] बनी जैरसोन को उसने उनकी ख़िदमत के लिहाज़ से दो गाड़ियाँ और चार बैल दिए।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 8] और चार गाड़ियाँ और आठ बैल उसने बनी मिरारी को उनकी ख़िदमत के लिहाज़ से हारून काहिन के बेटे ऐतामर के माताहत करके दिए।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 9] लेकिन बनी क़िहात को उसने कोई गाड़ी नहीं दी, क्यूँकि उनके ज़िम्में हैकल की ख़िदमत थी; वह उसे अपने कन्धों पर उठाते थे,
[IRV | UR | OT | Numbers | Chapter 7 | Verse 10] और जिस दिन मज़बह मसह किया गया उस दिन वह रईस उसकी तक़दीस के लिए हदिये लाए, और अपने हदियों को वह रईस मज़बह के आगे ले जाने लगे।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 11] तब ख़ुदावन्द ने मूसा से कहा, “मज़बह की तक़दीस के लिए एक — एक रईस एक — एक दिन अपना हदिया पेश करे।”
[IRV | UR | OT | Numbers | Chapter 7 | Verse 12] इसलिए पहले दिन यहूदाह के क़बीले में से 'अम्मीनदाब के बेटे नहसोन ने अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 13] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 14] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 15] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा,
[IRV | UR | OT | Numbers | Chapter 7 | Verse 16] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 17] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह 'अमीनदाब के बेटे नहसोन का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 18] दूसरे दिन ज़ुग़र के बेटे नतनीएल ने जो इश्कार के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 19] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 20] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 21] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 22] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 23] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह ज़ुग़र के बेटे नतनीएल का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 24] और तीसरे दिन हेलोन के बेटे इलियाब ने जो ज़बूलून के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 25] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 26] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 27] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 28] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 29] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह हेलोन के बेटे इलियाब का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 30] चौथे दिन शदियूर के बेटे इलीसूर ने जो रूबिन के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 31] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 32] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 33] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 34] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 35] और सलामती की क़ुर्बानी लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह शदियूर के बेटे इलीसूर का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 36] और पाँचवे दिन सूरीशद्दी के बेटे सलूमीएल ने जो शमौन के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 37] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़ और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 38] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 39] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 40] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 41] और सलामती की क़ुर्बानी के लिए दो बैल पाँच मेंढे पाँच बकरे पाँच नर यक — साला बर्रे। यह सूरीशद्दी के बेटे सलूमीएल का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 42] और छटे दिन द'ऊएल के बेटे इलियासफ़ ने जो जद्द के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 43] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 44] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 45] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 46] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 47] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह द'ऊएल के बेटे इलियासफ़ का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 48] और सातवें दिन 'अम्मीहूद के बेटे इलीसमा' ने जो इफ़्राईम के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 49] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 50] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 51] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 52] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 53] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह 'अम्मीहूद के बेटे इलीसमा' का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 54] और आठवें दिन फ़दाहसूर के बेटे जमलीएल ने जो मनस्सी के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 55] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 56] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 57] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा,
[IRV | UR | OT | Numbers | Chapter 7 | Verse 58] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 59] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह फ़दाहसूर के बेटे जमलीएल का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 60] और नवें दिन जिद'औनी के बेटे अबिदान ने जो बिनयमीन के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 61] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 62] दस मिस्क़ाल सोने का एक चम्मच जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 63] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 64] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 65] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह जिद'औनी के बेटे अबिदान का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 66] और दसवें दिन 'अम्मीशद्दी के बेटे अख़ी'अज़र ने जो दान के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 67] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 68] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 69] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 70] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 71] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह 'अम्मीशद्दी के बेटे अख़ी'अज़र का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 72] और ग्यारहवें दिन 'अकरान के बेटे फ़ज'ईएल ने जो आशर के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 73] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 74] दस मिस्क़ाल चाँदी का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 75] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 76] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 77] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यक — साला बर्रे। यह 'अकरान के बेटे फ़ज'ईएल का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 78] और बारहवें दिन 'एनान के बेटे अख़ीरा' ने जो बनी नफ़्ताली के क़बीले का सरदार था, अपना हदिया पेश करा।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 79] और उसका हदिया यह था: हैकल की मिस्क़ाल के हिसाब से एक सौ तीस मिस्क़ाल चाँदी का एक तबाक़, और सत्तर मिस्क़ाल चाँदी का एक कटोरा, उन दोनों में नज़्र की क़ुर्बानी के लिए तेल मिला हुआ मैदा भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 80] दस मिस्क़ाल सोने का एक चम्मच, जो ख़ुशबू से भरा था;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 81] सोख़्तनी क़ुर्बानी के लिए एक बछड़ा, एक मेंढा, एक नर यक — साला बर्रा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 82] ख़ता की क़ुर्बानी के लिए एक बकरा;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 83] और सलामती की क़ुर्बानी के लिए दो बैल, पाँच मेंढे, पाँच बकरे, पाँच नर यकसाला बर्रे। यह 'एनान के बेटे अख़ीरा' का हदिया था।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 84] मज़बह के मम्सूह होने के दिन जो हदिये उसकी तक़दीस के लिए इस्राईली रईसों की तरफ़ से पेश करे गए वह यही थे: या'नी चाँदी के बारह तबाक़, चाँदी के बारह कटोरे, सोने के बारह चम्मच।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 85] चाँदी का हर तबाक़ वज़न में एक सौ तीस मिस्क़ाल और हर एक कटोरा सत्तर मिस्क़ाल का था। इन बर्तनों की सारी चाँदी हैकल की मिस्क़ाल के हिसाब से दो हज़ार चार सौ मिस्क़ाल थी।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 86] ख़ुशबू से भरे हुए सोने के बारह चम्मच जो हैकल की मिस्क़ाल की तौल के मुताबिक़ वज़न में दस — दस मिस्क़ाल के थे, इन चम्मचों का सारा सोना एक सौ बीस मिस्क़ाल था। सोख़्तनी क़ुर्बानी के लिए कुल बारह बछड़े, बारह मेंढे, बारह नर यक — साला बर्रे अपनी — अपनी नज़्र की क़ुर्बानी के साथ थे; और ख़ता की क़ुर्बानी के लिए बारह बकरे थे;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 87] सोख़्तनी क़ुर्बानी के लिए कुल बारह बछड़े, बारह मेंढे, बारह नर यक — साला बर्रे अपनी — अपनी नज़्र की क़ुर्बानी के साथ थे; और ख़ता की क़ुर्बानी के लिए बारह बकरे थे;
[IRV | UR | OT | Numbers | Chapter 7 | Verse 88] और सलामती की क़ुर्बानी के लिए कुल चौबीस बैल, साठ मेंढे, साठ बकरे, साठ नर यक — साला बर्रे थे। मज़बह की तक़दीस के लिए जब वह मम्सूह हुआ इतना हदिया पेश करा गया।
[IRV | UR | OT | Numbers | Chapter 7 | Verse 89] और जब मूसा ख़ुदा से बातें करने को ख़ेमा — ए — इजितमा'अ में गया, तो उसने सरपोश पर से जो शहादत के सन्दूक़ के ऊपर था, दोनों करूबियों के बीच से वह आवाज़ सुनी जो उससे मुख़ातिब थी; और उसने उससे बातें की।
