[IRV | BN | OT | Numbers | Chapter 7 | Verse 1] যে দিন মোশি সমাগম তাঁবু স্থাপন শেষ করলেন, সেটা অভিষেক ও পবিত্র করলেন, আর তার সমস্ত জিনিস এবং বেদি ও তার সমস্ত পাত্র অভিষেক ও পবিত্র করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 2] সেই দিন ইস্রায়েলের শাসনকর্তারা, পরিবারের নেতারা তাদের নৈবেদ্য উত্সর্গ করলেন। এই ব্যক্তিরা সমস্ত বংশের শাসনকর্ত্তা ছিলেন, তাঁরা গণনা করা লোকেদের উপরে নিযুক্ত ছিলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 3] তাঁরা সদাপ্রভুর উদ্দেশ্যে উপহারের জন্য ছয়টি ঢাকা দেওয়া গরুর গাড়ি ও বারটি বলদ, দুটি শাসনকর্ত্তার জন্য একটি করে গরুর গাড়ি ও এক একজন এক একটি করে বলদ এনে সমাগম তাঁবুর সামনে উপস্থিত করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 4] তখন সদাপ্রভু মোশিকে বললেন, তিনি বললেন,
[IRV | BN | OT | Numbers | Chapter 7 | Verse 5] “তাদের থেকে নৈবেদ্য গ্রহণ কর এবং সেগুলি সমাগম তাঁবুর কাজে ব্যবহার করবে। তুমি সেগুলি লেবীয়দেরকে দেবে; এক এক জনকে তার কাজের প্রয়োজন অনুসারে দেবে।”
[IRV | BN | OT | Numbers | Chapter 7 | Verse 6] মোশি সেই সমস্ত গরুর গাড়ি ও বলদ গ্রহণ করে লেবীয়দেরকে দিলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 7] তিনি গের্শোনের সন্তানদের দুই গরুর গাড়ি ও চারটি বলদ দিলেন, কারণ সেগুলি তাদের কাজে প্রয়োজন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 8] তিনি মরারির সন্তানদের চারটি গরুর গাড়ি ও আটটি বলদ হারোণ যাজকের ছেলে ঈথামরের তত্বাবধানে দিলেন। তিনি দিলেন কারণ তাদের কাজে সেগুলি প্রয়োজন ছিল।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 9] কিন্তু কহাতের সন্তানদের কিছুই দিলেন না, কারণ সমাগম তাঁবুর অন্তর্ভুক্ত সমস্ত জিনিসপত্রের ভার তাদের উপরে ছিল; তারা কাঁধে করে ভার বহন করত।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 10] মোশি যেদিন বেদি অভিষেক করেছিলেন, সেদিনের নেতারা বেদি প্রতিষ্ঠার উপহার উত্সর্গ করলেন। সেই নেতারা বেদির সামনে নিজেদের উপহারও উত্সর্গ করলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 11] সদাপ্রভু মোশিকে বললেন, “এক এক জন নেতা এক এক দিন বেদি প্রতিষ্ঠার জন্য নিজেদের উপহার উত্সর্গ করবে।”
[IRV | BN | OT | Numbers | Chapter 7 | Verse 12] প্রথম দিন, যিহূদা বংশের অম্মীনাদবের ছেলে নহশোন তাঁর উপহার আনলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 13] তাঁর উপহার পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের জন্য তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ ছিল।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 14] তিনি আরও ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি থালা দিলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 15] তিনি হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি পুরুষ ভেড়া দিলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 16] তিনি পাপার্থক বলির জন্য এক ছাগ দিলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 17] তিনি মঙ্গলার্থক বলির জন্য দুটি ষাঁড়, পাঁচটি ভেড়া, পাঁচটি পুরুষ ছাগল, এক বছরের পাঁচটি ভেড়া দিলেন। এগুলি অম্মীনাদবের ছেলে নহশোনের উপহার ছিল।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 18] দ্বিতীয় দিনের, ইষাখরের শাসনকর্ত্তা সূয়ারের ছেলে নথনেল উপহার আনলেন।
[IRV | BN | OT | Numbers | Chapter 7 | Verse 19] তিনি তাঁর উপহার হিসাবে পবিত্র স্থানের শেকল অনুসারে একশো ত্রিশ শেকল পরিমাপের রূপার একটি থালা ও সত্তর শেকল পরিমাপের রূপার একটি বাটি, এই দুটি পাত্র ভক্ষ্য নৈবেদ্যের তেল মেশানো সূক্ষ্ম সূজিতে পূর্ণ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 20] ধূপে পরিপূর্ণ দশ শেকল পরিমাপের সোনার একটি চামচ;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 21] হোমবলির জন্য একটি বলদ শাবক, একটি ভেড়া, এক বছরের একটি পুরুষ ভেড়া;
[IRV | BN | OT | Numbers | Chapter 7 | Verse 22] পাপার্থক বলির জন্য একটি পুরুষ ছাগল
