[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 1] Now concerning the collection for the saints: as I commanded the assemblies of Galatia, you do likewise.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 2] On the first day of every week, let each one of you save as he may prosper, that no collections are made when I come.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 3] When I arrive, I will send whoever you approve with letters to carry your gracious gift to Jerusalem.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 4] If it is appropriate for me to go also, they will go with me.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 5] I will come to you when I have passed through Macedonia, for I am passing through Macedonia.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 6] But with you it may be that I will stay with you, or even winter with you, that you may send me on my journey wherever I go.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 7] For I do not wish to see you now in passing, but I hope to stay a while with you, if the Lord permits.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 8] But I will stay at Ephesus until Pentecost,
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 9] for a great and effective door has opened to me, and there are many adversaries.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 10] Now if Timothy comes, see that he is with you without fear, for he does the work of the Lord, as I also do.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 11] Therefore let no one despise him. But set him forward on his journey in peace, that he may come to me; for I expect him with the brothers.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 12] Now concerning Apollos the brother, I strongly urged him to come to you with the brothers, but it was not at all his desire to come now; but he will come when he has an opportunity.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 13] Watch! Stand firm in the faith! Be courageous! Be strong!
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 14] Let all that you do be done in love.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 15] Now I beg you, brothers—you know the house of Stephanas, that it is the first fruits of Achaia, and that they have set themselves to serve the saints—
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 16] that you also be in subjection to such, and to everyone who helps in the work and labors.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 17] I rejoice at the coming of Stephanas, Fortunatus, and Achaicus; for that which was lacking on your part, they supplied.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 18] For they refreshed my spirit and yours. Therefore acknowledge those who are like that.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 19] The assemblies of Asia greet you. Aquila and Priscilla greet you warmly in the Lord, together with the assembly that is in their house.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 20] All the brothers greet you. Greet one another with a holy kiss.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 21] This greeting is by me, Paul, with my own hand.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 22] If any man doesn’t love the Lord Jesus Christ, let him be cursed. Come, Lord!
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 23] The grace of the Lord Jesus Christ be with you.
[WEB | EN | NT | 1 Corinthians | Chapter 16 | Verse 24] My love to all of you in Christ Jesus. Amen.
