[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 1] Now these are the commandments, the statutes, and the ordinances, which the LORD your God commanded to teach you, that you might do them in the land that you go over to possess;
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 2] that you might fear the LORD your God, to keep all his statutes and his commandments, which I command you—you, your son, and your son’s son, all the days of your life; and that your days may be prolonged.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 3] Hear therefore, Israel, and observe to do it, that it may be well with you, and that you may increase mightily, as the LORD, the God of your fathers, has promised to you, in a land flowing with milk and honey.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 4] Hear, Israel: The LORD is our God. The LORD is one.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 5] You shall love the LORD your God with all your heart, with all your soul, and with all your might.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 6] These words, which I command you today, shall be on your heart;
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 7] and you shall teach them diligently to your children, and shall talk of them when you sit in your house, and when you walk by the way, and when you lie down, and when you rise up.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 8] You shall bind them for a sign on your hand, and they shall be for frontlets between your eyes.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 9] You shall write them on the door posts of your house and on your gates.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 10] It shall be, when the LORD your God brings you into the land which he swore to your fathers, to Abraham, to Isaac, and to Jacob, to give you, great and goodly cities which you didn’t build,
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 11] and houses full of all good things which you didn’t fill, and cisterns dug out which you didn’t dig, vineyards and olive trees which you didn’t plant, and you shall eat and be full;
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 12] then beware lest you forget the LORD, who brought you out of the land of Egypt, out of the house of bondage.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 13] You shall fear the LORD your God; and you shall serve him, and shall swear by his name.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 14] You shall not go after other gods, of the gods of the peoples who are around you,
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 15] for the LORD your God among you is a jealous God, lest the anger of the LORD your God be kindled against you, and he destroy you from off the face of the earth.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 16] You shall not tempt the LORD your God, as you tempted him in Massah.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 17] You shall diligently keep the commandments of the LORD your God, and his testimonies, and his statutes, which he has commanded you.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 18] You shall do that which is right and good in the LORD’s sight, that it may be well with you and that you may go in and possess the good land which the LORD swore to your fathers,
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 19] to thrust out all your enemies from before you, as the LORD has spoken.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 20] When your son asks you in time to come, saying, “What do the testimonies, the statutes, and the ordinances, which the LORD our God has commanded you mean?”
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 21] then you shall tell your son, “We were Pharaoh’s slaves in Egypt. The LORD brought us out of Egypt with a mighty hand;
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 22] and the LORD showed great and awesome signs and wonders on Egypt, on Pharaoh, and on all his house, before our eyes;
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 23] and he brought us out from there, that he might bring us in, to give us the land which he swore to our fathers.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 24] The LORD commanded us to do all these statutes, to fear the LORD our God, for our good always, that he might preserve us alive, as we are today.
[WEB | EN | OT | Deuteronomy | Chapter 6 | Verse 25] It shall be righteousness to us, if we observe to do all these commandments before the LORD our God, as he has commanded us.”
