[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 1] The priests and the Levites—all the tribe of Levi—shall have no portion nor inheritance with Israel. They shall eat the offerings of the LORD made by fire and his portion.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 2] They shall have no inheritance among their brothers. The LORD is their inheritance, as he has spoken to them.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 3] This shall be the priests’ due from the people, from those who offer a sacrifice, whether it be ox or sheep, that they shall give to the priest: the shoulder, the two cheeks, and the inner parts.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 4] You shall give him the first fruits of your grain, of your new wine, and of your oil, and the first of the fleece of your sheep.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 5] For the LORD your God has chosen him out of all your tribes to stand to minister in the LORD’s name, him and his sons forever.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 6] If a Levite comes from any of your gates out of all Israel where he lives, and comes with all the desire of his soul to the place which the LORD shall choose,
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 7] then he shall minister in the name of the LORD his God, as all his brothers the Levites do, who stand there before the LORD.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 8] They shall have like portions to eat, in addition to that which comes from the sale of his family possessions.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 9] When you have come into the land which the LORD your God gives you, you shall not learn to imitate the abominations of those nations.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 10] There shall not be found with you anyone who makes his son or his daughter to pass through the fire, one who uses divination, one who tells fortunes, or an enchanter, or a sorcerer,
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 11] or a charmer, or someone who consults with a familiar spirit, or a wizard, or a necromancer.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 12] For whoever does these things is an abomination to the LORD. Because of these abominations, the LORD your God drives them out from before you.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 13] You shall be blameless with the LORD your God.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 14] For these nations that you shall dispossess listen to those who practice sorcery and to diviners; but as for you, the LORD your God has not allowed you so to do.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 15] The LORD your God will raise up to you a prophet from among you, of your brothers, like me. You shall listen to him.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 16] This is according to all that you desired of the LORD your God in Horeb in the day of the assembly, saying, “Let me not hear again the LORD my God’s voice, neither let me see this great fire any more, that I not die.”
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 17] The LORD said to me, “They have well said that which they have spoken.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 18] I will raise them up a prophet from among their brothers, like you. I will put my words in his mouth, and he shall speak to them all that I shall command him.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 19] It shall happen, that whoever will not listen to my words which he shall speak in my name, I will require it of him.
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 20] But the prophet who speaks a word presumptuously in my name, which I have not commanded him to speak, or who speaks in the name of other gods, that same prophet shall die.”
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 21] You may say in your heart, “How shall we know the word which the LORD has not spoken?”
[WEB | EN | OT | Deuteronomy | Chapter 18 | Verse 22] When a prophet speaks in the LORD’s name, if the thing doesn’t follow, nor happen, that is the thing which the LORD has not spoken. The prophet has spoken it presumptuously. You shall not be afraid of him.
