[KJV | EN | OT | Daniel | Chapter 4 | Verse 1] Nebuchadnezzar the king, unto all people, nations, and languages, that dwell in all the earth; Peace be multiplied unto you.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 2] I thought it good to shew the signs and wonders that the high God hath wrought toward me.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 3] How great are his signs! and how mighty are his wonders! his kingdom is an everlasting kingdom, and his dominion is from generation to generation.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 4] I Nebuchadnezzar was at rest in mine house, and flourishing in my palace:
[KJV | EN | OT | Daniel | Chapter 4 | Verse 5] I saw a dream which made me afraid, and the thoughts upon my bed and the visions of my head troubled me.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 6] Therefore made I a decree to bring in all the wise men of Babylon before me, that they might make known unto me the interpretation of the dream.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 7] Then came in the magicians, the astrologers, the Chaldeans, and the soothsayers: and I told the dream before them; but they did not make known unto me the interpretation thereof.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 8] But at the last Daniel came in before me, whose name was Belteshazzar, according to the name of my god, and in whom is the spirit of the holy gods: and before him I told the dream, saying,
[KJV | EN | OT | Daniel | Chapter 4 | Verse 9] O Belteshazzar, master of the magicians, because I know that the spirit of the holy gods is in thee, and no secret troubleth thee, tell me the visions of my dream that I have seen, and the interpretation thereof.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 10] Thus were the visions of mine head in my bed; I saw, and behold, a tree in the midst of the earth, and the height thereof was great.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 11] The tree grew, and was strong, and the height thereof reached unto heaven, and the sight thereof to the end of all the earth:
[KJV | EN | OT | Daniel | Chapter 4 | Verse 12] the leaves thereof were fair, and the fruit thereof much, and in it was meat for all: the beasts of the field had shadow under it, and the fowls of the heaven dwelt in the boughs thereof, and all flesh was fed of it.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 13] I saw in the visions of my head upon my bed, and behold, a watcher and a holy one came down from heaven;
[KJV | EN | OT | Daniel | Chapter 4 | Verse 14] he cried aloud, and said thus, Hew down the tree, and cut off his branches, shake off his leaves, and scatter his fruit: let the beasts get away from under it, and the fowls from his branches:
[KJV | EN | OT | Daniel | Chapter 4 | Verse 15] nevertheless leave the stump of his roots in the earth, even with a band of iron and brass, in the tender grass of the field; and let it be wet with the dew of heaven, and let his portion be with the beasts in the grass of the earth:
[KJV | EN | OT | Daniel | Chapter 4 | Verse 16] let his heart be changed from man’s, and let a beast’s heart be given unto him; and let seven times pass over him.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 17] This matter is by the decree of the watchers, and the demand by the word of the holy ones: to the intent that the living may know that the most High ruleth in the kingdom of men, and giveth it to whomsoever he will, and setteth up over it the basest of men.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 18] This dream I king Nebuchadnezzar have seen. Now thou, O Belteshazzar, declare the interpretation thereof, forasmuch as all the wise men of my kingdom are not able to make known unto me the interpretation: but thou art able; for the spirit of the holy gods is in thee.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 19] Then Daniel, whose name was Belteshazzar, was astonied for one hour, and his thoughts troubled him. The king spake, and said, Belteshazzar, let not the dream, or the interpretation thereof, trouble thee. Belteshazzar answered and said, My lord, the dream be to them that hate thee, and the interpretation thereof to thine enemies.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 20] The tree that thou sawest, which grew, and was strong, whose height reached unto the heaven, and the sight thereof to all the earth;
[KJV | EN | OT | Daniel | Chapter 4 | Verse 21] whose leaves were fair, and the fruit thereof much, and in it was meat for all; under which the beasts of the field dwelt, and upon whose branches the fowls of the heaven had their habitation:
[KJV | EN | OT | Daniel | Chapter 4 | Verse 22] it is thou, O king, that art grown and become strong: for thy greatness is grown, and reacheth unto heaven, and thy dominion to the end of the earth.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 23] And whereas the king saw a watcher and a holy one coming down from heaven, and saying, Hew the tree down, and destroy it; yet leave the stump of the roots thereof in the earth, even with a band of iron and brass, in the tender grass of the field; and let it be wet with the dew of heaven, and let his portion be with the beasts of the field, till seven times pass over him;
[KJV | EN | OT | Daniel | Chapter 4 | Verse 24] this is the interpretation, O king, and this is the decree of the most High, which is come upon my lord the king:
[KJV | EN | OT | Daniel | Chapter 4 | Verse 25] that they shall drive thee from men, and thy dwelling shall be with the beasts of the field, and they shall make thee to eat grass as oxen, and they shall wet thee with the dew of heaven, and seven times shall pass over thee, till thou know that the most High ruleth in the kingdom of men, and giveth it to whomsoever he will.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 26] And whereas they commanded to leave the stump of the tree roots; thy kingdom shall be sure unto thee, after that thou shalt have known that the heavens do rule.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 27] Wherefore, O king, let my counsel be acceptable unto thee, and break off thy sins by righteousness, and thine iniquities by shewing mercy to the poor; if it may be a lengthening of thy tranquillity.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 28] All this came upon the king Nebuchadnezzar.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 29] At the end of twelve months he walked in the palace of the kingdom of Babylon.
[KJV | EN | OT | Daniel | Chapter 4 | Verse 30] The king spake, and said, Is not this great Babylon, that I have built for the house of the kingdom by the might of my power, and for the honour of my majesty?
