[BSB | EN | OT | Job | Chapter 16 | Verse 1] Then Job answered:
[BSB | EN | OT | Job | Chapter 16 | Verse 2] “I have heard many things like these; miserable comforters are you all.
[BSB | EN | OT | Job | Chapter 16 | Verse 3] Is there no end to your long-winded speeches? What provokes you to continue testifying?
[BSB | EN | OT | Job | Chapter 16 | Verse 4] I could also speak like you if you were in my place; I could heap up words against you and shake my head at you.
[BSB | EN | OT | Job | Chapter 16 | Verse 5] But I would encourage you with my mouth, and the consolation of my lips would bring relief.
[BSB | EN | OT | Job | Chapter 16 | Verse 6] Even if I speak, my pain is not relieved, and if I hold back, how will it go away?
[BSB | EN | OT | Job | Chapter 16 | Verse 7] Surely He has now exhausted me; You have devastated all my family.
[BSB | EN | OT | Job | Chapter 16 | Verse 8] You have bound me, and it has become a witness; my frailty rises up and testifies against me.
[BSB | EN | OT | Job | Chapter 16 | Verse 9] His anger has torn me and opposed me; He gnashes His teeth at me. My adversary pierces me with His eyes.
[BSB | EN | OT | Job | Chapter 16 | Verse 10] They open their mouths against me and strike my cheeks with contempt; they join together against me.
[BSB | EN | OT | Job | Chapter 16 | Verse 11] God has delivered me to unjust men; He has thrown me to the clutches of the wicked.
[BSB | EN | OT | Job | Chapter 16 | Verse 12] I was at ease, but He shattered me; He seized me by the neck and crushed me. He has set me up as His target;
[BSB | EN | OT | Job | Chapter 16 | Verse 13] His archers surround me. He pierces my kidneys without mercy and spills my gall on the ground.
[BSB | EN | OT | Job | Chapter 16 | Verse 14] He breaks me with wound upon wound; He rushes me like a mighty warrior.
[BSB | EN | OT | Job | Chapter 16 | Verse 15] I have sewn sackcloth over my skin; I have buried my horn in the dust.
[BSB | EN | OT | Job | Chapter 16 | Verse 16] My face is red with weeping, and deep shadows ring my eyes;
[BSB | EN | OT | Job | Chapter 16 | Verse 17] yet my hands are free of violence and my prayer is pure.
[BSB | EN | OT | Job | Chapter 16 | Verse 18] O earth, do not cover my blood; may my cry for help never be laid to rest.
[BSB | EN | OT | Job | Chapter 16 | Verse 19] Even now my witness is in heaven, and my advocate is on high.
[BSB | EN | OT | Job | Chapter 16 | Verse 20] My friends are my scoffers as my eyes pour out tears to God.
[BSB | EN | OT | Job | Chapter 16 | Verse 21] Oh, that a man might plead with God as he pleads with his neighbor!
[BSB | EN | OT | Job | Chapter 16 | Verse 22] For when only a few years are past I will go the way of no return.
