[BSB | EN | OT | Job | Chapter 8 | Verse 1] Then Bildad the Shuhite replied:
[BSB | EN | OT | Job | Chapter 8 | Verse 2] “How long will you go on saying such things? The words of your mouth are a blustering wind.
[BSB | EN | OT | Job | Chapter 8 | Verse 3] Does God pervert justice? Does the Almighty pervert what is right?
[BSB | EN | OT | Job | Chapter 8 | Verse 4] When your children sinned against Him, He gave them over to their rebellion.
[BSB | EN | OT | Job | Chapter 8 | Verse 5] But if you would earnestly seek God and ask the Almighty for mercy,
[BSB | EN | OT | Job | Chapter 8 | Verse 6] if you are pure and upright, even now He will rouse Himself on your behalf and restore your righteous estate.
[BSB | EN | OT | Job | Chapter 8 | Verse 7] Though your beginnings were modest, your latter days will flourish.
[BSB | EN | OT | Job | Chapter 8 | Verse 8] Please inquire of past generations and consider the discoveries of their fathers.
[BSB | EN | OT | Job | Chapter 8 | Verse 9] For we were born yesterday and know nothing; our days on earth are but a shadow.
[BSB | EN | OT | Job | Chapter 8 | Verse 10] Will they not teach you and tell you, and speak from their understanding?
[BSB | EN | OT | Job | Chapter 8 | Verse 11] Does papyrus grow where there is no marsh? Do reeds flourish without water?
[BSB | EN | OT | Job | Chapter 8 | Verse 12] While the shoots are still uncut, they dry up quicker than grass.
[BSB | EN | OT | Job | Chapter 8 | Verse 13] Such is the destiny of all who forget God; so the hope of the godless will perish.
[BSB | EN | OT | Job | Chapter 8 | Verse 14] His confidence is fragile; his security is in a spider’s web.
[BSB | EN | OT | Job | Chapter 8 | Verse 15] He leans on his web, but it gives way; he holds fast, but it does not endure.
[BSB | EN | OT | Job | Chapter 8 | Verse 16] He is a well-watered plant in the sunshine, spreading its shoots over the garden.
[BSB | EN | OT | Job | Chapter 8 | Verse 17] His roots wrap around the rock heap; he looks for a home among the stones.
[BSB | EN | OT | Job | Chapter 8 | Verse 18] If he is uprooted from his place, it will disown him, saying, ‘I never saw you.’
[BSB | EN | OT | Job | Chapter 8 | Verse 19] Surely this is the joy of his way; yet others will spring from the dust.
[BSB | EN | OT | Job | Chapter 8 | Verse 20] Behold, God does not reject the blameless, nor will He strengthen the hand of evildoers.
[BSB | EN | OT | Job | Chapter 8 | Verse 21] He will yet fill your mouth with laughter, and your lips with a shout of joy.
[BSB | EN | OT | Job | Chapter 8 | Verse 22] Your enemies will be clothed in shame, and the tent of the wicked will be no more.”
