[BSB | EN | OT | Job | Chapter 15 | Verse 1] Then Eliphaz the Temanite replied:
[BSB | EN | OT | Job | Chapter 15 | Verse 2] “Does a wise man answer with empty counsel or fill his belly with the hot east wind?
[BSB | EN | OT | Job | Chapter 15 | Verse 3] Should he argue with useless words or speeches that serve no purpose?
[BSB | EN | OT | Job | Chapter 15 | Verse 4] But you even undermine the fear of God and hinder meditation before Him.
[BSB | EN | OT | Job | Chapter 15 | Verse 5] For your iniquity instructs your mouth, and you choose the language of the crafty.
[BSB | EN | OT | Job | Chapter 15 | Verse 6] Your own mouth, not mine, condemns you; your own lips testify against you.
[BSB | EN | OT | Job | Chapter 15 | Verse 7] Were you the first man ever born? Were you brought forth before the hills?
[BSB | EN | OT | Job | Chapter 15 | Verse 8] Do you listen in on the council of God or limit wisdom to yourself?
[BSB | EN | OT | Job | Chapter 15 | Verse 9] What do you know that we do not? What do you understand that is not clear to us?
[BSB | EN | OT | Job | Chapter 15 | Verse 10] Both the gray-haired and the aged are on our side— men much older than your father.
[BSB | EN | OT | Job | Chapter 15 | Verse 11] Are the consolations of God not enough for you, even words spoken gently to you?
[BSB | EN | OT | Job | Chapter 15 | Verse 12] Why has your heart carried you away, and why do your eyes flash,
[BSB | EN | OT | Job | Chapter 15 | Verse 13] as you turn your spirit against God and pour such words from your mouth?
[BSB | EN | OT | Job | Chapter 15 | Verse 14] What is man, that he should be pure, or one born of woman, that he should be righteous?
[BSB | EN | OT | Job | Chapter 15 | Verse 15] If God puts no trust in His holy ones, if even the heavens are not pure in His eyes,
[BSB | EN | OT | Job | Chapter 15 | Verse 16] how much less man, who is vile and corrupt, who drinks injustice like water?
[BSB | EN | OT | Job | Chapter 15 | Verse 17] Listen to me and I will inform you. I will describe what I have seen,
[BSB | EN | OT | Job | Chapter 15 | Verse 18] what was declared by wise men and was not concealed from their fathers,
[BSB | EN | OT | Job | Chapter 15 | Verse 19] to whom alone the land was given when no foreigner passed among them.
[BSB | EN | OT | Job | Chapter 15 | Verse 20] A wicked man writhes in pain all his days; only a few years are reserved for the ruthless.
[BSB | EN | OT | Job | Chapter 15 | Verse 21] Sounds of terror fill his ears; in his prosperity the destroyer attacks him.
[BSB | EN | OT | Job | Chapter 15 | Verse 22] He despairs of his return from darkness; he is marked for the sword.
[BSB | EN | OT | Job | Chapter 15 | Verse 23] He wanders about as food for vultures; he knows the day of darkness is at hand.
[BSB | EN | OT | Job | Chapter 15 | Verse 24] Distress and anguish terrify him, overwhelming him like a king poised to attack.
[BSB | EN | OT | Job | Chapter 15 | Verse 25] For he has stretched out his hand against God and has vaunted himself against the Almighty,
[BSB | EN | OT | Job | Chapter 15 | Verse 26] rushing headlong at Him with a thick, studded shield.
[BSB | EN | OT | Job | Chapter 15 | Verse 27] Though his face is covered with fat and his waistline bulges with flesh,
[BSB | EN | OT | Job | Chapter 15 | Verse 28] he will dwell in ruined cities, in abandoned houses destined to become rubble.
[BSB | EN | OT | Job | Chapter 15 | Verse 29] He will no longer be rich; his wealth will not endure. His possessions will not overspread the land.
[BSB | EN | OT | Job | Chapter 15 | Verse 30] He will not escape from the darkness; the flame will wither his shoots, and the breath of God’s mouth will carry him away.
[BSB | EN | OT | Job | Chapter 15 | Verse 31] Let him not deceive himself with trust in emptiness, for emptiness will be his reward.
[BSB | EN | OT | Job | Chapter 15 | Verse 32] It will be paid in full before his time, and his branch will not flourish.
[BSB | EN | OT | Job | Chapter 15 | Verse 33] He will be like a vine stripped of its unripe grapes, like an olive tree that sheds its blossoms.
[BSB | EN | OT | Job | Chapter 15 | Verse 34] For the company of the godless will be barren, and fire will consume the tents of bribery.
[BSB | EN | OT | Job | Chapter 15 | Verse 35] They conceive trouble and give birth to evil; their womb is pregnant with deceit.”
