[LXX | EL | OT | Sirach | Chapter 45 | Verse 1] Καὶ ἐξήγαγεν ἐξ αὐτοῦ ἄνδρα ἐλέους, εὑρίσκοντα χάριν ἐν ὀφθαλμοῖς πάσης σαρκός· ἐγαπημένον ὑπὸ Θεοῦ καὶ ἀνθρώπων Μωυσῆν, οὗ τὸ μνημόσυνον ἐν εὐλογίαις.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 2] Ὡμοίωσεν αὐτὸν δόξῃ ἁγίων, καὶ ἐμεγάλυνεν αὐτὸν ἐν φόβοις ἐχθρῶν.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 3] Ἐν λόγοις αὐτοῦ σημεῖα κατέπαυσεν, ἐδόξασεν αὐτὸν κατὰ πρόσωπον βασιλέων· ἐνετείλατο αὐτῷ πρὸς λαὸν αὐτοῦ, καὶ ἔδειξεν αὐτῷ τῆς δόξης αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 4] Ἐν πίστει καὶ πραΰτητι αὐτοῦ ἡγίασεν, ἐξελέξατο αὐτὸν ἐκ πάσης σαρκός.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 5] Ἠκούτισεν αὐτὸν τῆς φωνῆς αὐτοῦ, καὶ εἰσήγαγεν αὐτὸν εἰς τὸν γνόφον· καὶ ἔδωκεν αὐτῷ κατὰ πρόσωπον ἐντολὰς, νόμον ζωῆς καὶ ἐπιστημης, διδάξαι τὸν Ἰακὼβ διαθήκην, καὶ κρίματα αὐτοῦ τὸν Ἰσραήλ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 6] Ἀαρὼν ὕψωσεν ἅγιον ὅμοιον αὐτῷ, ἀδελφὸν αὐτοῦ, ἐκ φυλῆς Λευΐ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 7] Ἔστησεν αὐτῷ διαθήκην αἰῶνος, καὶ ἔδωκεν αὐτῷ ἱερατείαν λαοῦ· ἐμακάρισεν αὐτὸν ἐν εὐκοσμίᾳ, καὶ περιέζωσεν αὐτὸν στολὴν δόξης.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 8] Ἐνέδυσεν αὐτὸν συντέλειαν καυχήματος, καὶ ἐστερέωσεν αὐτὸν σκεύεσιν ἰσχύος, περισκελῆ καὶ ποδήρη καὶ ἐπωμίδα,
[LXX | EL | OT | Sirach | Chapter 45 | Verse 9] καὶ ἐκύκλωσεν αὐτὸν ῥοΐσκοις χρυσοῖς, κώδωσι πλείστοις κυκλόθεν, ἠχῆσαι φωνὴν ἐν βήμασιν αὐτοῦ, ἀκουστὸν ποιῆσαι ἦχον ἐν ναῷ εἰς μνημόσυνον υἱοῖς λαοῦ αὐτοῦ,
[LXX | EL | OT | Sirach | Chapter 45 | Verse 10] στολῇ ἁγίᾳ, χρυσῷ, καὶ ὑακίνθῳ, καὶ πορφύρᾳ, ἔργῳ ποικιλτοῦ, λογείῳ κρίσεως, δήλοις ἀληθείας,
[LXX | EL | OT | Sirach | Chapter 45 | Verse 11] κεκλωσμένῃ κόκκῳ, ἔργῳ τεχνίτου, λίθοις πολυτελέσι γλύμματος σφραγίδος, ἐν δέσει χρυσίου, ἔργῳ λιθουργοῦ, εἰς μνημόσυνον ἐν γραφῇ κεκολαμμένῃ κατʼ ἀριθμὸν φυλῶν Ἰσραήλ·
[LXX | EL | OT | Sirach | Chapter 45 | Verse 12] στέφανον χρυσοῦν ἐπάνω κιδάρεως, ἐκτύπωμα σφραγίδος ἁγιάσματος, καύχημα τιμῆς, ἔργον ἰσχύος, ἐπιθυμήματα ὀφθαλμῶν κοσμούμενα ὡραῖα.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 13] Πρὸ αὐτοῦ οὐ γέγονε τοιαῦτα ἕως αἰῶνος, οὐκ ἐνεδύσατο ἀλλογενὴς, πλὴν τῶν υἱῶν αὐτοῦ μόνον, καὶ τὰ ἔκγονα αὐτοῦ διαπαντός.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 14] Θυσίαι αὐτοῦ ὁλοκαρπωθήσονται καθημέραν ἐνδελεχῶς δίς.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 15] Ἐπλήρωσε Μωυσῆς τὰς χεῖρας, καὶ ἔχρισεν αὐτὸν ἐν ἐλαίῳ ἁγίῳ· ἐγενήθη αὐτῷ εἰς διαθήκην αἰώνιον, καὶ ἐν τῷ σπέρματι αὐτοῦ ἐν ἡμέραις οὐρανοῦ, λειτουργεῖν αὐτῷ ἅμα καὶ ἱερατεύειν, καὶ εὐλογεῖν τὸν λαὸν αὐτοῦ ἐν τῷ ὀνόματι αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 16] Ἐξελέξατο αὐτὸν ἀπὸ παντὸς ζῶντος, προσαγαγεῖν κάρπωσιν Κυρίῳ, θυμίαμα καὶ εὐωδίαν εἰς μνημόσυνον, ἐξιλάσκεσθαι περὶ τοῦ λαοῦ σου.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 17] Ἔδωκεν αὐτὸν ἐν ἐντολαῖς αὐτοῦ, ἐξουσίαν ἐν διαθήκαις κριμάτων, διδάξαι τὸν Ἰακὼβ τὰ μαρτύρια, καὶ ἐν νόμῳ αὐτοῦ φωτίσαι Ἰσραήλ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 18] Ἐπισυνέστησαν αὐτῷ ἀλλότριοι, καὶ ἐζήλωσαν αὐτὸν ἐν τῇ ἐρήμῳ, ἄνδρες οἱ περὶ Δαθὰν καὶ Ἀβειρὼν, καὶ ἡ συναγωγὴ Κορὲ ἐν θυμῷ καὶ ὀργῇ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 19] Εἶδε Κύριος καὶ οὐκ εὐδόκησε, καὶ συνετελέσθησαν ἐν θυμῷ ὀργῆς· ἐποίησεν αὐτοῖς τέρατα, καταναλῶσαι ἐν πυρὶ φλογὸς αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 20] Καὶ προσέθηκεν Ἀαρὼν δόξαν, καὶ ἔδωκεν αὐτῷ κληρονομίαν· ἀπαρχὰς πρωτογενημάτων ἐμέρισεν αὐτοῖς· ἄρτον ἐν πρώτοις ἡτοίμασε πλησμονήν.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 21] Καὶ γὰρ θυσίας Κυρίου φάγονται, ἃς ἔδωκεν αὐτῷ τε καὶ τῷ σπέρματι αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 22] Πλὴν ἐν γῇ λαοῦ οὐ κληρονομήσει, καὶ μερὶς οὐκ ἔστιν αὐτῷ ἐν λαῷ, αὐτὸς γὰρ μερίς σου, κληρονομία.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 23] Καὶ Φινεὲς υἱὸς Ἐλεάζαρ τρίτος εἰς δόξαν, ἐν τῷ ζηλῶσαι αὐτὸν ἐν φόβῳ Κυρίου, καὶ στῆσαι αὐτὸν ἐν τροπῇ λαοῦ, ἐν ἀγαθότητι προθυμίας ψυχῆς αὐτοῦ, καὶ ἐξιλάσατο περὶ τοῦ Ἰσραήλ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 24] Διὰ τοῦτο ἐστάθη αὐτῷ διαθήκη εἰρήνης, προστάτην ἁγίων καὶ λαῷ αὐτοῦ, ἵνα αὐτῷ ᾖ καὶ τῷ σπέρματι αὐτοῦ ἱερωσύνης μεγαλεῖον εἰς τοὺς αἰῶνας·
[LXX | EL | OT | Sirach | Chapter 45 | Verse 25] καὶ διαθηκήν τῷ Δαυὶδ υἱῷ ἐκ φυλῆς Ἰούδα, κληρονομία βασιλέως υἱοῦ ἐξ υἱοῦ μόνου, κληρονομία Ἀαρὼν καὶ τῷ σπέρματι αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 45 | Verse 26] Δῴη ὑμῖν σοφίαν ἐν καρδίᾳ ὑμῶν, κρίνειν τὸν λαὸν αὐτοῦ ἐν δικαιοσύνῃ, ἵνα μὴ ἀφανισθῇ τὰ ἀγαθὰ αὐτῶν, καὶ τὴν δόξαν αὐτῶν εἰς γενεὰς αὐτῶν.
