[LXX | EL | OT | Sirach | Chapter 17 | Verse 1] Κύριος ἔκτισεν ἐκ γῆς ἄνθρωπον, καὶ πάλιν ἀπέστρεψεν αὐτὸν εἰς αὐτήν.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 2] Ἡμέρας ἀριθμοῦ καὶ καιρὸν ἔδωκεν αὐτοῖς, καὶ ἔδωκεν αὐτοῖς ἐξουσίαν τῶν ἐπʼ αὐτῆς.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 3] Καθʼ ἑαυτοὺς ἐνέδυσεν αὐτοὺς ἰσχὺν, καὶ κατʼ εἰκόνα αὐτοῦ ἐποίησεν αὐτούς.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 4] Καὶ ἔθηκε τὸν φόβον αὐτοῦ ἐπὶ πάσης σαρκός, καὶ κατακυριεύειν θηρίων καὶ πετεινῶν.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 6] Διαβούλιον καὶ γλῶσσαν καὶ ὀφθαλμοὺς, ὦτα καὶ καρδίαν ἔδωκε διανοεῖσθαι αὐτοῖς.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 7] Ἐπιστήμην συνέσεως ἐνέπλησεν αὐτοὺς, καὶ ἀγαθὰ καὶ κακὰ ὑπέδειξεν αὐτοῖς.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 8] Ἔθηκε τὸν ὀφθαλμὸν αὐτοῦ ἐπὶ τὰς καρδίας αὐτῶν, δεῖξαι αὐτοῖς τὸ μεγαλεῖον τῶν ἔργων αὐτοῦ·
[LXX | EL | OT | Sirach | Chapter 17 | Verse 10] καὶ ὄνομα ἁγιασμοῦ αἰνέσουσιν, ἵνα διηγῶνται τὰ μεγαλεῖα τῶν ἔργων αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 11] Προσέθηκεν αὐτοῖς ἐπιστήμην, καὶ νόμον ζωῆς ἐκληροδότησεν αὐτοῖς.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 12] Διαθήκην αἰῶνος ἔστησε μετʼ αὐτῶν, καὶ τὰ κρίματα αὐτοῦ ὑπέδειξεν αὐτοῖς.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 13] Μεγαλεῖον δόξης εἶδον οἱ ὀφθαλμοὶ αὐτῶν, καὶ δόξαν φωνῆς αὐτῶν ἤκουσε τὸ οὖς αὐτῶν.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 14] Καὶ εἶπεν αὐτοῖς, προσέχετε ἀπὸ παντὸς ἀδίκου· καὶ ἐνετείλατο αὐτοῖς ἑκάστῳ περὶ τοῦ πλησίον.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 15] Αἱ ὁδοὶ αὐτῶν ἐναντίον αὐτοῦ διαπαντὸς, οὐ κρυβήσονται ἀπὸ τῶν ὀφθαλμῶν αὐτοῦ.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 17] Ἑκάστῳ ἔθνει κατέστησεν ἡγούμενον, καὶ μερὶς Κυρίου Ἰσραήλ ἐστιν.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 19] Ἅπαντα τὰ ἔργα αὐτῶν ὡς ὁ ἥλιος ἐναντίον αὐτοῦ, καὶ οἱ ὀφθαλμοὶ αὐτοῦ ἐνδελεχεῖς ἐπὶ τὰς ὁδοὺς αὐτῶν.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 20] Οὐκ ἐκρύβησαν αἱ ἀδικίαι αὐτῶν ἀπʼ αὐτοῦ, καὶ πᾶσαι αἱ ἁμαρτίαι αὐτῶν ἔναντι Κυρίου.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 22] Ἐλεημοσύνη ἀνδρὸς ὡς σφραγὶς μετʼ αὐτοῦ, καὶ χάριν ἀνθρώπου ὡς κόρην συντηρήσει.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 23] Μετὰ ταῦτα ἐξαναστήσεται καὶ ἀνταποδώσει αὐτοῖς, καὶ τὸ ἀνταπόδομα αὐτῶν εἰς κεφαλὴν αὐτῶν ἀποδώσει.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 24] Πλὴν μετανοοῦσιν ἔδωκεν ἐπάνοδον, καὶ παρεκάλεσεν ἐκλείποντας ὑπομονήν.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 25] Ἐπίστρεφε ἐπὶ Κύριον καὶ ἀπόλειπε ἁμαρτίας, δεήθητι κατὰ πρόσωπον καὶ σμίκρυνον πρόσκομμα.
[LXX | EL | OT | Sirach | Chapter 17 | Verse 26] Ἐπάναγε ἐπὶ ὕψιστον, καὶ ἀπόστρεφε ἀπὸ ἀδικίας, καὶ σφόδρα μίσησον βδέλυγμα.
