[LXX | EL | OT | Sirach | Chapter 19 | Verse 1] Ἐργάτης μέθυσος οὐ πλουτισθήσεται, ὁ ἐξουθενῶν τὰ ὀλίγα κατὰ μικρὸν πεσεῖται.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 2] Οἶνος καὶ γυναῖκες ἀποστήσουσι συνετοὺς, καὶ ὁ κολλώμενος πόρναις τολμηρότερος ἔσται.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 3] Σήτες καὶ σκώληκες κληρονομήσουσιν αὐτόν, καὶ ψυχὴ τολμηρὰ ἐξαρθήσεται.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 4] Ὁ ταχὺ ἐμπιστεύων, κοῦφος καρδίᾳ, καὶ ὁ ἁμαρτάνων εἰς ψυχὴν αὐτοῦ πλημμελήσει.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 5] Ὁ εὐφραινόμενος καρδίᾳ καταγνωσθήσεται,
[LXX | EL | OT | Sirach | Chapter 19 | Verse 6] καὶ ὁ μισῶν λαλιὰν ἐλαττονοῦται κακίᾳ.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 7] Μηδέποτε δευτερώσῃς λόγον, καὶ οὐθέν σοι οὐ μὴ ἐλαττονωθῇ.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 8] Ἐν φίλῳ καὶ ἐν ἐχθρῷ μὴ διηγοῦ, καὶ εἰ μή ἐστί σοι ἁμαρτία, μὴ ἀποκάλυπτε.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 9] Ἀκήκοε γάρ σου καὶ ἐφυλάξατό σε, καὶ ἐν καιρῷ μισήσει σε.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 10] Ἀκήκοας λόγον; συναποθανέτω σοι, θάρσει, οὐ μή σε ῥήξει.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 11] Ἀπὸ προσώπου λόγου ὠδινήσει μωρὸς, ὡς ἀπὸ προσώπου βρέφους ἡ τίκτουσα.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 12] Βέλος πεπηγὸς ἐν μηρῷ σαρκὸς, οὕτως λόγος ἐν κοιλίᾳ μωροῦ.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 13] Ἔλεγξον φίλον, μήποτε οὐκ ἐποίησε, καὶ εἴ τι ἐποίησε, μήποτε προσθῇ.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 14] Ἔλεγξον τὸν φίλον, μήποτε οὐκ εἶπε, καὶ εἰ εἴρηκεν, ἵνα μὴ δευτερώσῃ.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 15] Ἔλεγξον φίλον, πολλάκις γὰρ γίνεται διαβολὴ, καὶ μὴ παντὶ λόγῳ πίστευε.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 16] Ἔστιν ὀλισθαίνων καὶ οὐκ ἀπὸ ψυχῆς· καὶ τίς οὐχ ἡμάρτησεν ἐν τῇ γλώσσῃ αὐτοῦ;
[LXX | EL | OT | Sirach | Chapter 19 | Verse 17] Ἔλεγξον τὸν πλησίον σου πρινη ἀπειλῆσαι, καὶ δὸς τόπον νόμῳ ὑψίστου.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 20] Πᾶσα σοφία φόβος Κυρίου, καὶ ἐν πάσῃ σοφίᾳ ποίησις νόμου.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 22] Καὶ οὐκ ἔστι σοφία πονηρίας ἐπιστήμη, καὶ οὐκ ἔστιν, ὅπου βουλὴ ἁμαρτωλῶν, φρόνησις.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 23] Ἔστι πονηρία καὶ αὕτη βδέλυγμα, καὶ ἔστιν ἄφρων ἐλαττούμενος σοφίᾳ.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 24] Κρείττων ἡττώμενος ἐν συνέσει ἔμφοβος, ἢ περισσεύων ἐν φρονήσει καὶ παραβαίνων νόμον.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 25] Ἔστι πανουργία ἀκριβὴς καὶ αὕτη ἄδικος, καὶ ἔστι διαστρέφων χάριν τοῦ ἐκφᾶναι κρίμα.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 26] Ἔστι πονηρευόμενος συγκεκυφὼς μελανίᾳ, καὶ τὰ ἐντὸς αὐτοῦ πλήρης δόλου.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 27] Συγκύφων πρόσωπον καὶ ἑτεροκωφῶν, ὅπου οὐκ ἐπεγνώσθη, προφθάσει σε.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 28] Καὶ ἐὰν ὑπὸ ἐλαττώματος ἰσχύος κωλυθῇ ἁμαρτεῖν, ἐὰν εὕρῃ καιρὸν, κακοποιήσει.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 29] Ἀπὸ ὁράσεως ἐπιγνωσθήσεται ἀνὴρ, καὶ ἀπὸ ἀπαντήσεως προσώπου ἐπιγνωσθήσεται νοήμων.
[LXX | EL | OT | Sirach | Chapter 19 | Verse 30] Στολισμὸς ἀνδρὸς καὶ γέλως ὀδόντων καὶ βήματα ἀνθρώπου ἀναγγέλλει τὰ περὶ αὐτοῦ.
